onset	duration	trial_type
23	4	Ironia
57	4	Literal
97	4	Absurdo
135	4	Mentira
169	4	Absurdo
207	4	Ironia
245	4	Ironia
279	4	Literal
311	4	Absurdo
352	4	Absurdo
390	4	Ironia
423	4	Mentira
462	4	Absurdo
498	4	Mentira
531	4	Absurdo
568	4	Mentira
606	4	Ironia
644	4	Ironia
