onset	duration	sample	type	value
0	n/a	1	Epoch	n/a
0	n/a	1	CM_in_range	n/a
9.01708984375	n/a	18468	STATUS	10
13.53369140625	n/a	27718	STATUS	10
17.36669921875	n/a	35568	STATUS	10
21.216796875	n/a	43453	STATUS	10
24.63330078125	n/a	50450	STATUS	10
28.2666015625	n/a	57891	STATUS	10
32.13330078125	n/a	65810	STATUS	10
35.46630859375	n/a	72636	STATUS	10
39.18310546875	n/a	80248	STATUS	10
43.8330078125	n/a	89771	STATUS	10
47.26611328125	n/a	96802	STATUS	10
51.3994140625	n/a	105267	STATUS	10
66.3154296875	n/a	135815	STATUS	20
70.798828125	n/a	144997	STATUS	20
74.8154296875	n/a	153223	STATUS	20
78.9482421875	n/a	161687	STATUS	20
82.96484375	n/a	169913	STATUS	20
86.13134765625	n/a	176398	STATUS	20
90.84814453125	n/a	186058	STATUS	20
94.748046875	n/a	194045	STATUS	20
98.0478515625	n/a	200803	STATUS	20
101.28125	n/a	207425	STATUS	20
105.43115234375	n/a	215924	STATUS	20
108.56396484375	n/a	222340	STATUS	20
113.380859375	n/a	232205	STATUS	20
116.947265625	n/a	239509	STATUS	20
120.1806640625	n/a	246131	STATUS	20
125.0302734375	n/a	256063	STATUS	20
128.93017578125	n/a	264050	STATUS	20
133.080078125	n/a	272549	STATUS	20
136.96337890625	n/a	280502	STATUS	20
139.93017578125	n/a	286578	STATUS	20
170.12890625	n/a	348425	STATUS	10
173.3291015625	n/a	354979	STATUS	20
175.99560546875	n/a	360440	STATUS	20
179.37890625	n/a	367369	STATUS	10
183.1455078125	n/a	375083	STATUS	20
186.09521484375	n/a	381124	STATUS	10
188.91162109375	n/a	386892	STATUS	20
192.228515625	n/a	393685	STATUS	10
196.26171875	n/a	401945	STATUS	20
200.71142578125	n/a	411058	STATUS	10
204.4111328125	n/a	418635	STATUS	20
208.74462890625	n/a	427510	STATUS	10
212.32763671875	n/a	434848	STATUS	10
215.8779296875	n/a	442119	STATUS	20
219.5107421875	n/a	449559	STATUS	10
223.5439453125	n/a	457819	STATUS	20
227.36083984375	n/a	465636	STATUS	10
230.94384765625	n/a	472974	STATUS	20
234.97705078125	n/a	481234	STATUS	10
238.3271484375	n/a	488095	STATUS	10
258.2265625	n/a	528849	STATUS	200
261.64306640625	n/a	535846	STATUS	200
266.67626953125	n/a	546154	STATUS	100
270.67626953125	n/a	554346	STATUS	100
274.4091796875	n/a	561991	STATUS	100
278.42578125	n/a	570217	STATUS	200
281.7255859375	n/a	576975	STATUS	200
284.9423828125	n/a	583563	STATUS	200
288.05908203125	n/a	589946	STATUS	200
290.94189453125	n/a	595850	STATUS	200
294.64208984375	n/a	603428	STATUS	100
297.8583984375	n/a	610015	STATUS	100
301.77490234375	n/a	618036	STATUS	200
306.47509765625	n/a	627662	STATUS	200
310.80810546875	n/a	636536	STATUS	100
314.7080078125	n/a	644523	STATUS	100
319.10791015625	n/a	653534	STATUS	200
323.19091796875	n/a	661896	STATUS	100
327.07421875	n/a	669849	STATUS	200
330.5078125	n/a	676881	STATUS	200
368.48974609375	n/a	754668	STATUS	200
372.03955078125	n/a	761938	STATUS	200
375.3896484375	n/a	768799	STATUS	200
378.53955078125	n/a	775250	STATUS	100
381.57275390625	n/a	781462	STATUS	200
385.22265625	n/a	788937	STATUS	100
388.2724609375	n/a	795183	STATUS	100
391.4892578125	n/a	801771	STATUS	200
394.97216796875	n/a	808904	STATUS	200
398.3388671875	n/a	815799	STATUS	200
402.0888671875	n/a	823479	STATUS	200
404.97216796875	n/a	829384	STATUS	200
408.28857421875	n/a	836176	STATUS	100
411.9384765625	n/a	843651	STATUS	100
415.1552734375	n/a	850239	STATUS	200
418.671875	n/a	857441	STATUS	200
422.32177734375	n/a	864916	STATUS	200
425.5380859375	n/a	871503	STATUS	100
428.5380859375	n/a	877647	STATUS	200
431.15478515625	n/a	883006	STATUS	200
