onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
84.2460000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
87.2900000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
88.0860000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
92.7120000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
95.7580000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
96.7140000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
101.0780000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
104.1220000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
105.0580000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
109.5260000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
112.5720000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
113.5700000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
117.8080000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
120.8520000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
121.5480000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
126.2080000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
129.2500000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
129.8920000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
134.6060000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
137.6520000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
138.3960000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
142.9040000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
145.9500000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
146.5960000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
151.3360000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
154.3820000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
155.1800000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
159.8700000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
162.9140000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
