onset	duration	sample	value	event_code	feedback
582.706	n/a	291353	contrastTrial_start	5	n/a
587.104	n/a	293552	left_target	8	n/a
589.346	n/a	294673	left_buttonPress	12	smiley_face
589.506	n/a	294753	contrastTrial_start	5	n/a
593.904	n/a	296952	left_target	8	n/a
596.304	n/a	298152	contrastTrial_start	5	n/a
602.304	n/a	301152	right_target	9	n/a
604.144	n/a	302072	right_buttonPress	13	smiley_face
604.704	n/a	302352	contrastTrial_start	5	n/a
610.704	n/a	305352	left_target	8	n/a
612.404	n/a	306202	left_buttonPress	12	smiley_face
613.106	n/a	306553	contrastTrial_start	5	n/a
619.45	n/a	309725	break cnt	break cnt	n/a
676.806	n/a	338403	9999	9999	n/a
