onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
2444.626	1	2445.644	PesekZman	56	0	0	NaN	NaN
2447.63	1	2448.65	CrunchShokoVanil	50	0	0	NaN	NaN
2451.617	1	2452.637	BisliBbq	21	0	1	NaN	NaN
2453.62	1	2454.64	Hit	58	0	0	NaN	NaN
2455.622	1	2456.659	Twist	54	1	0	650.0628	1046.993
2459.626	1	2460.647	ChocolateParaMarir2	20	0	1	NaN	NaN
2461.629	1	2462.664	ChocolateParaSucariotKoftzot2	51	1	0	600.04	845.5552
2466.617	1	2467.652	BisliOnion	49	1	0	616.7377	1020.998
2468.62	1	2469.64	ClickXLwhite4	39	0	0	NaN	NaN
2471.623	1	2472.643	Mentos	3	0	1	NaN	NaN
2474.626	1	2475.661	KashitSour	9	1	1	650.0697	538.1968
2478.631	1	2479.668	KifkefMaklot2	46	1	0	566.7153	797.6216
2481.617	1	2482.654	Shugi	48	1	0	583.4562	815.2076
2483.62	1	2484.64	DoritosNatural	13	0	1	NaN	NaN
2486.623	1	2487.643	ChocolateParaCookies5	22	0	1	NaN	NaN
2490.628	1	2491.645	Loacker	18	0	1	NaN	NaN
2493.631	1	2494.651	Mekupelet	42	0	0	NaN	NaN
2495.616	1	2496.653	KinderBuenoWhite2	43	1	0	600.0474	811.6181
2497.619	1	2498.639	Kitkat	12	0	1	NaN	NaN
2502.624	1	2503.645	Tortit	53	0	0	NaN	NaN
2506.629	1	2507.649	ClickBalls5	52	0	0	NaN	NaN
2510.616	1	2511.653	HappyHippo	17	1	1	666.72	898.6525
2516.623	1	2517.644	CrunchBisquitBrown3	41	0	0	NaN	NaN
2518.626	1	2519.646	Keifli	40	0	0	NaN	NaN
2520.628	1	2521.648	ChocolateParaMilk3	57	0	0	NaN	NaN
2522.63	1	2523.651	Tictac	55	0	0	NaN	NaN
2524.616	1	2525.636	Apropo	19	0	1	NaN	NaN
2528.62	1	2529.657	HispusimShatiah	8	1	1	683.3836	985.5864
2530.623	1	2531.659	DoritosGrill	11	1	1	700.0517	1019.781
2534.627	1	2535.647	Snickers	7	0	1	NaN	NaN
2536.629	1	2537.649	CrunchBisquitWhite2	45	0	0	NaN	NaN
2538.632	1	2539.651	DoritosSourSpicy	15	0	1	NaN	NaN
2540.617	1	2541.637	KinderJoy	47	0	0	NaN	NaN
2545.623	1	2546.643	ClickBlackWhite3	44	0	0	NaN	NaN
2547.625	1	2548.645	BabyDoll	10	0	1	NaN	NaN
2549.627	1	2550.664	Dubonim	14	1	1	650.0609	825.9233
2552.631	1	2553.666	SkittlesFruits2	16	1	1	666.7188	882.7407
2559.622	1	2560.642	SkittlesSour4	4	0	1	NaN	NaN
2563.626	1	2564.646	Twix	5	0	1	NaN	NaN
2570.617	1	2571.638	GumiSnakes3	6	0	1	NaN	NaN
