onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
1563.939	1	1564.959	Keifli	40	0	0	NaN	NaN
1565.925	1	1566.942	GumiSnakes3	6	0	1	NaN	NaN
1569.929	1	1570.967	HispusimShatiah	8	1	1	650.0733	1031.46
1572.932	1	1573.968	KifkefMaklot2	46	1	0	650.0616	1054.5
1574.935	1	1575.953	ClickBalls5	52	0	0	NaN	NaN
1577.938	1	1578.956	Tortit	53	0	0	NaN	NaN
1581.926	1	1582.944	Mekupelet	42	0	0	NaN	NaN
1585.93	1	1586.948	Tictac	55	0	0	NaN	NaN
1587.933	1	1588.951	Twix	5	0	1	NaN	NaN
1592.938	1	1593.956	CrunchShokoVanil	50	0	0	NaN	NaN
1594.923	1	1595.942	Loacker	18	0	1	NaN	NaN
1596.926	1	1597.944	Kitkat	12	0	1	NaN	NaN
1602.933	1	1603.95	CrunchBisquitBrown3	41	0	0	NaN	NaN
1604.935	1	1605.969	KashitSour	9	1	1	600.0615	879.649
1606.937	1	1607.972	HappyHippo	17	1	1	616.7133	936.3093
1608.939	1	1609.957	ChocolateParaMilk3	57	0	0	NaN	NaN
1612.927	1	1613.963	SkittlesFruits2	16	1	1	633.3874	886.4879
1616.932	1	1617.949	ClickBlackWhite3	44	0	0	NaN	NaN
1619.935	1	1620.953	BabyDoll	10	0	1	NaN	NaN
1623.939	1	1624.957	SkittlesSour4	4	0	1	NaN	NaN
1626.926	1	1627.963	Shugi	48	1	0	600.0553	871.8331
1628.928	1	1629.965	Dubonim	14	1	1	650.0412	996.0039
1632.933	1	1633.97	DoritosGrill	11	1	1	666.7215	1052.894
1634.935	1	1635.953	PesekZman	56	0	0	NaN	NaN
1636.937	1	1637.974	ChocolateParaSucariotKoftzot2	51	1	0	616.7166	974.9263
1640.925	1	1641.943	Snickers	7	0	1	NaN	NaN
1642.927	1	1643.945	ChocolateParaMarir2	20	0	1	NaN	NaN
1646.932	1	1647.95	ClickXLwhite4	39	0	0	NaN	NaN
1650.936	1	1651.954	DoritosSourSpicy	15	0	1	NaN	NaN
1653.94	1	1654.958	DoritosNatural	13	0	1	NaN	NaN
1659.93	1	1660.966	Twist	54	1	0	633.3815	933.5013
1661.932	1	1662.95	Mentos	3	0	1	NaN	NaN
1665.937	1	1666.973	KinderBuenoWhite2	43	1	0	650.0496	934.4643
1667.939	1	1668.957	Apropo	19	0	1	NaN	NaN
1669.924	1	1670.942	CrunchBisquitWhite2	45	0	0	NaN	NaN
1671.927	1	1672.944	BisliBbq	21	0	1	NaN	NaN
1676.932	1	1677.95	ChocolateParaCookies5	22	0	1	NaN	NaN
1678.934	1	1679.973	BisliOnion	49	1	0	666.7205	1066.002
1680.937	1	1681.955	Hit	58	0	0	NaN	NaN
1683.94	1	1684.958	KinderJoy	47	0	0	NaN	NaN
