onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
288.8602	1	289.8946	ChocolateParaSucariotKoftzot2	51	1	0	616.7231	992.5353
291.8635	1	292.8811	Keifli	40	0	0	NaN	NaN
295.8513	1	296.8705	CrunchShokoVanil	50	0	0	NaN	NaN
297.8535	1	298.89	Twist	54	1	0	633.3802	920.8724
299.8558	1	300.8928	KifkefMaklot2	46	1	0	650.054	977.4475
303.8603	1	304.8791	Tictac	55	0	0	NaN	NaN
305.8626	1	306.8821	DoritosNatural	13	0	1	NaN	NaN
310.8515	1	311.8703	DoritosSourSpicy	15	0	1	NaN	NaN
312.8537	1	313.8718	BabyDoll	10	0	1	NaN	NaN
315.857	1	316.8756	Loacker	18	0	1	NaN	NaN
318.8605	1	319.8785	ClickXLwhite4	39	0	0	NaN	NaN
322.8649	1	323.8834	CrunchBisquitBrown3	41	0	0	NaN	NaN
325.8516	1	326.871	Twix	5	0	1	NaN	NaN
327.8538	1	328.8923	BisliOnion	49	1	0	666.7085	1150.699
330.8572	1	331.8751	Hit	58	0	0	NaN	NaN
334.8617	1	335.8802	Apropo	19	0	1	NaN	NaN
337.8482	1	338.8664	PesekZman	56	0	0	NaN	NaN
339.8507	1	340.8699	KinderJoy	47	0	0	NaN	NaN
341.8528	1	342.8709	Tortit	53	0	0	NaN	NaN
346.8585	1	347.8776	ChocolateParaMilk3	57	0	0	NaN	NaN
350.8629	1	351.8818	SkittlesSour4	4	0	1	NaN	NaN
354.8508	1	355.8703	Mekupelet	42	0	0	NaN	NaN
360.8575	1	361.8766	Kitkat	12	0	1	NaN	NaN
362.8597	1	363.8979	DoritosGrill	11	1	1	616.7351	1032.584
364.8619	1	365.8796	ClickBalls5	52	0	0	NaN	NaN
366.8642	1	367.9009	KashitSour	9	1	1	566.7114	887.073
368.85	1	369.8679	Snickers	7	0	1	NaN	NaN
372.8542	1	373.8722	ChocolateParaMarir2	20	0	1	NaN	NaN
374.8564	1	375.8746	ChocolateParaCookies5	22	0	1	NaN	NaN
378.8609	1	379.8955	HispusimShatiah	8	1	1	583.3771	962.1503
380.8632	1	381.8998	SkittlesFruits2	16	1	1	600.0473	872.4693
382.8485	1	383.8853	HappyHippo	17	1	1	616.7119	856.0478
384.851	1	385.8702	BisliBbq	21	0	1	NaN	NaN
389.8566	1	390.8759	CrunchBisquitWhite2	45	0	0	NaN	NaN
391.8588	1	392.8957	Shugi	48	1	0	616.7143	891.106
393.861	1	394.8956	KinderBuenoWhite2	43	1	0	633.3817	981.482
396.8474	1	397.8655	GumiSnakes3	6	0	1	NaN	NaN
403.8557	1	404.893	Dubonim	14	1	1	633.3904	1022.518
407.86	1	408.879	ClickBlackWhite3	44	0	0	NaN	NaN
414.8513	1	415.8705	Mentos	3	0	1	NaN	NaN
