onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
1774.391	1	1775.411	DoritosSourSpicy	15	0	1	NaN	NaN
1776.394	1	1777.411	Mentos	3	0	1	NaN	NaN
1780.381	1	1781.402	Apropo	19	0	1	NaN	NaN
1783.385	1	1784.403	ChocolateParaMilk3	57	0	0	NaN	NaN
1785.387	1	1786.421	KinderBuenoWhite2	43	1	0	616.7406	1020.86
1788.39	1	1789.408	BisliBbq	21	0	1	NaN	NaN
1792.395	1	1793.413	Snickers	7	0	1	NaN	NaN
1796.382	1	1797.434	BisliOnion	49	1	0	566.7188	893.3945
1798.385	1	1799.42	Shugi	48	1	0	583.3765	814.5228
1803.391	1	1804.409	CrunchBisquitBrown3	41	0	0	NaN	NaN
1805.393	1	1806.429	HispusimShatiah	8	1	1	616.7361	804.5602
1807.395	1	1808.413	PesekZman	56	0	0	NaN	NaN
1813.385	1	1814.403	DoritosNatural	13	0	1	NaN	NaN
1815.388	1	1816.424	ChocolateParaSucariotKoftzot2	51	1	0	600.0508	980.4471
1817.39	1	1818.407	Hit	58	0	0	NaN	NaN
1819.392	1	1820.41	Twix	5	0	1	NaN	NaN
1823.396	1	1824.414	CrunchBisquitWhite2	45	0	0	NaN	NaN
1827.384	1	1828.402	BabyDoll	10	0	1	NaN	NaN
1830.388	1	1831.423	Twist	54	1	0	616.7224	921.1293
1834.392	1	1835.426	KashitSour	9	1	1	633.3829	831.8475
1837.396	1	1838.43	SkittlesFruits2	16	1	1	650.058	899.7081
1839.381	1	1840.399	Tictac	55	0	0	NaN	NaN
1843.385	1	1844.403	ClickBlackWhite3	44	0	0	NaN	NaN
1845.388	1	1846.424	HappyHippo	17	1	1	666.7352	906.6921
1847.39	1	1848.408	ClickBalls5	52	0	0	NaN	NaN
1851.394	1	1852.412	CrunchShokoVanil	50	0	0	NaN	NaN
1853.397	1	1854.415	Kitkat	12	0	1	NaN	NaN
1857.385	1	1858.421	Dubonim	14	1	1	683.39	959.1589
1861.389	1	1862.407	SkittlesSour4	4	0	1	NaN	NaN
1864.392	1	1865.413	Mekupelet	42	0	0	NaN	NaN
1870.382	1	1871.42	DoritosGrill	11	1	1	700.0534	1113.392
1872.385	1	1873.403	ChocolateParaCookies5	22	0	1	NaN	NaN
1876.389	1	1877.407	KinderJoy	47	0	0	NaN	NaN
1878.391	1	1879.409	Keifli	40	0	0	NaN	NaN
1880.394	1	1881.412	Loacker	18	0	1	NaN	NaN
1882.396	1	1883.416	Tortit	53	0	0	NaN	NaN
1887.385	1	1888.403	ClickXLwhite4	39	0	0	NaN	NaN
1889.387	1	1890.405	ChocolateParaMarir2	20	0	1	NaN	NaN
1891.389	1	1892.425	KifkefMaklot2	46	1	0	633.3986	953.5264
1894.393	1	1895.411	GumiSnakes3	6	0	1	NaN	NaN
