onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
2329.864	1	2330.882	ChocolateParaMarir2	20	0	1	NaN	NaN
2332.868	1	2333.888	Mekupelet	42	0	0	NaN	NaN
2334.87	1	2335.89	CrunchShokoVanil	50	0	0	NaN	NaN
2336.855	1	2337.875	Keifli	40	0	0	NaN	NaN
2338.858	1	2339.878	DoritosNatural	13	0	1	NaN	NaN
2341.861	1	2342.881	Apropo	19	0	1	NaN	NaN
2343.863	1	2344.899	HappyHippo	17	1	1	616.7336	840.4942
2347.868	1	2348.886	BisliBbq	21	0	1	NaN	NaN
2349.87	1	2350.905	Dubonim	14	1	1	633.384	852.7531
2354.859	1	2355.879	GumiSnakes3	6	0	1	NaN	NaN
2356.861	1	2357.882	ChocolateParaMilk3	57	0	0	NaN	NaN
2360.866	1	2361.902	ChocolateParaSucariotKoftzot2	51	1	0	616.735	860.1028
2362.868	1	2363.888	Loacker	18	0	1	NaN	NaN
2365.854	1	2366.875	SkittlesSour4	4	0	1	NaN	NaN
2370.86	1	2371.88	BabyDoll	10	0	1	NaN	NaN
2372.862	1	2373.883	PesekZman	56	0	0	NaN	NaN
2374.865	1	2375.885	Hit	58	0	0	NaN	NaN
2378.869	1	2379.887	Twix	5	0	1	NaN	NaN
2382.857	1	2383.877	ChocolateParaCookies5	22	0	1	NaN	NaN
2386.861	1	2387.898	DoritosGrill	11	1	1	650.0484	965.5188
2388.864	1	2389.9	Twist	54	1	0	633.3789	954.6033
2390.866	1	2391.886	Snickers	7	0	1	NaN	NaN
2392.868	1	2393.888	CrunchBisquitWhite2	45	0	0	NaN	NaN
2394.87	1	2395.891	Mentos	3	0	1	NaN	NaN
2400.86	1	2401.897	KashitSour	9	1	1	666.706	883.365
2403.864	1	2404.884	DoritosSourSpicy	15	0	1	NaN	NaN
2405.866	1	2406.886	ClickBlackWhite3	44	0	0	NaN	NaN
2407.868	1	2408.888	Tortit	53	0	0	NaN	NaN
2410.872	1	2411.907	KifkefMaklot2	46	1	0	650.0617	885.0897
2412.857	1	2413.894	SkittlesFruits2	16	1	1	683.3799	992.2061
2414.86	1	2415.896	Shugi	48	1	0	666.7206	924.9143
2416.862	1	2417.899	HispusimShatiah	8	1	1	700.0559	1071.558
2419.865	1	2420.885	ClickXLwhite4	39	0	0	NaN	NaN
2421.867	1	2422.888	KinderJoy	47	0	0	NaN	NaN
2423.869	1	2424.89	Kitkat	12	0	1	NaN	NaN
2425.855	1	2426.891	BisliOnion	49	1	0	683.3791	955.1059
2427.857	1	2428.877	ClickBalls5	52	0	0	NaN	NaN
2433.864	1	2434.899	KinderBuenoWhite2	43	1	0	700.0551	1001.329
2436.867	1	2437.888	Tictac	55	0	0	NaN	NaN
2440.855	1	2441.875	CrunchBisquitBrown3	41	0	0	NaN	NaN
