onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
1268.224	1	1269.242	DoritosNatural	13	0	1	NaN	NaN
1271.227	1	1272.245	SkittlesSour4	4	0	1	NaN	NaN
1275.215	1	1276.233	Snickers	7	0	1	NaN	NaN
1277.218	1	1278.236	Loacker	18	0	1	NaN	NaN
1279.22	1	1280.238	GumiSnakes3	6	0	1	NaN	NaN
1283.224	1	1284.242	Tortit	53	0	0	NaN	NaN
1285.227	1	1286.261	SkittlesFruits2	16	1	1	650.0661	1028.312
1290.215	1	1291.234	CrunchShokoVanil	50	0	0	NaN	NaN
1292.218	1	1293.236	Mentos	3	0	1	NaN	787.4712
1295.221	1	1296.239	Kitkat	12	0	1	NaN	NaN
1298.224	1	1299.259	KinderBuenoWhite2	43	1	0	583.3997	979.7908
1302.212	1	1303.249	Shugi	48	1	0	600.0434	963.4416
1305.216	1	1306.252	KashitSour	9	1	1	600.0538	840.0582
1307.218	1	1308.236	Tictac	55	0	0	NaN	NaN
1310.221	1	1311.258	BisliOnion	49	1	0	616.7227	987.2111
1314.226	1	1315.262	KifkefMaklot2	46	1	0	633.3811	931.702
1317.212	1	1318.23	Hit	58	0	0	NaN	NaN
1319.215	1	1320.233	ChocolateParaMilk3	57	0	0	NaN	NaN
1321.217	1	1322.235	ClickBlackWhite3	44	0	0	NaN	NaN
1326.223	1	1327.241	ChocolateParaMarir2	20	0	1	NaN	NaN
1330.227	1	1331.263	HispusimShatiah	8	1	1	616.711	894.9286
1334.215	1	1335.233	BabyDoll	10	0	1	NaN	NaN
1340.222	1	1341.258	ChocolateParaSucariotKoftzot2	51	1	0	650.0504	913.3622
1342.224	1	1343.242	Twix	5	0	1	NaN	NaN
1344.226	1	1345.244	CrunchBisquitWhite2	45	0	0	NaN	NaN
1346.228	1	1347.264	DoritosGrill	11	1	1	633.3973	1015.632
1348.214	1	1349.232	Apropo	19	0	1	NaN	NaN
1352.218	1	1353.236	CrunchBisquitBrown3	41	0	0	NaN	NaN
1354.221	1	1355.239	DoritosSourSpicy	15	0	1	NaN	NaN
1358.225	1	1359.262	Twist	54	1	0	666.7215	1068.132
1360.227	1	1361.247	Mekupelet	42	0	0	NaN	NaN
1362.213	1	1363.249	HappyHippo	17	1	1	583.3861	793.3193
1364.215	1	1365.251	Dubonim	14	1	1	600.053	905.8333
1369.221	1	1370.239	ChocolateParaCookies5	22	0	1	NaN	NaN
1371.223	1	1372.241	BisliBbq	21	0	1	NaN	NaN
1373.225	1	1374.243	KinderJoy	47	0	0	NaN	NaN
1376.228	1	1377.247	Keifli	40	0	0	NaN	NaN
1383.22	1	1384.238	PesekZman	56	0	0	NaN	NaN
1387.224	1	1388.242	ClickXLwhite4	39	0	0	NaN	859.0404
1394.215	1	1395.233	ClickBalls5	52	0	0	NaN	NaN
