onset	duration	fixation_onset	item_name	item_rank	is_go	is_HV	cue_onset	RT
2606.291	1	2607.308	Apropo	19	0	1	NaN	NaN
2609.294	1	2610.331	KashitSour	9	1	1	683.4021	899.2144
2613.299	1	2614.334	KifkefMaklot2	46	1	0	616.7311	821.2798
2615.284	1	2616.304	CrunchBisquitWhite2	45	0	0	NaN	NaN
2617.286	1	2618.323	Dubonim	14	1	1	700.0413	906.1674
2621.291	1	2622.311	Keifli	40	0	0	NaN	NaN
2623.293	1	2624.314	DoritosNatural	13	0	1	NaN	1008.431
2628.299	1	2629.319	GumiSnakes3	6	0	1	NaN	NaN
2630.284	1	2631.319	HappyHippo	17	1	1	716.7194	925.4229
2633.288	1	2634.305	Mekupelet	42	0	0	NaN	NaN
2636.291	1	2637.311	DoritosSourSpicy	15	0	1	NaN	NaN
2640.296	1	2641.316	BabyDoll	10	0	1	NaN	NaN
2643.299	1	2644.319	CrunchShokoVanil	50	0	0	NaN	NaN
2645.284	1	2646.304	Tictac	55	0	0	NaN	NaN
2648.288	1	2649.325	HispusimShatiah	8	1	1	733.3794	1046.118
2652.292	1	2653.313	Kitkat	12	0	1	NaN	NaN
2655.296	1	2656.316	Snickers	7	0	1	NaN	NaN
2657.298	1	2658.318	Mentos	3	0	1	NaN	NaN
2659.283	1	2660.303	ClickBalls5	52	0	0	NaN	NaN
2664.289	1	2665.326	BisliOnion	49	1	0	633.38	896.8812
2668.294	1	2669.33	ChocolateParaSucariotKoftzot2	51	1	0	650.045	818.8074
2672.298	1	2673.319	ClickXLwhite4	39	0	0	NaN	NaN
2678.288	1	2679.324	SkittlesFruits2	16	1	1	683.3804	893.478
2680.29	1	2681.328	DoritosGrill	11	1	1	700.0487	1073.872
2682.293	1	2683.313	SkittlesSour4	4	0	1	NaN	NaN
2684.295	1	2685.315	ClickBlackWhite3	44	0	0	NaN	NaN
2686.297	1	2687.334	Twist	54	1	0	666.7187	894.9469
2690.285	1	2691.305	ChocolateParaMarir2	20	0	1	NaN	NaN
2692.287	1	2693.307	Twix	5	0	1	NaN	NaN
2696.292	1	2697.312	Hit	58	0	0	NaN	NaN
2698.294	1	2699.331	KinderBuenoWhite2	43	1	0	683.3843	1149.981
2700.296	1	2701.316	CrunchBisquitBrown3	41	0	0	NaN	NaN
2702.298	1	2703.319	KinderJoy	47	0	0	NaN	NaN
2707.287	1	2708.305	PesekZman	56	0	0	NaN	NaN
2709.289	1	2710.307	ChocolateParaCookies5	22	0	1	NaN	NaN
2711.292	1	2712.309	Tortit	53	0	0	NaN	NaN
2714.295	1	2715.315	BisliBbq	21	0	1	NaN	NaN
2721.286	1	2722.307	ChocolateParaMilk3	57	0	0	NaN	NaN
2725.291	1	2726.308	Loacker	18	0	1	NaN	NaN
2732.299	1	2733.335	Shugi	48	1	0	633.3882	885.4581
