onset	duration	trial_type	response_time
8.342	0.7491	cue_neutral	n/a
8.342	3.2488	anticipation_neutral	n/a
9.0915	2.4997	isi_neutral	n/a
11.5913	0.2633	target	0.2501
12.1283	0.9797	feedback_positive_neutral	n/a
21.1084	0.7491	cue_reward	n/a
21.1084	2.2496	anticipation_reward	n/a
21.8577	1.5005	isi_reward	n/a
23.3583	0.1633	target	n/a
23.8898	0.9851	feedback_negative_reward	n/a
27.8757	0.7486	cue_reward	n/a
27.8757	2.749	anticipation_reward	n/a
28.6246	2.0004	isi_reward	n/a
30.6251	0.2133	target	0.2002
31.1617	0.9804	feedback_positive_reward	n/a
37.6424	0.7486	cue_reward	n/a
37.6424	2.7494	anticipation_reward	n/a
38.3912	2.0008	isi_reward	n/a
40.3921	0.2133	target	0.2001
40.9206	0.988	feedback_positive_reward	n/a
44.409	0.7488	cue_neutral	n/a
44.409	2.2496	anticipation_neutral	n/a
45.158	1.5008	isi_neutral	n/a
46.659	0.1633	target	n/a
47.1893	0.9862	feedback_negative_neutral	n/a
50.1757	0.749	cue_neutral	n/a
50.1757	2.749	anticipation_neutral	n/a
50.9249	2	isi_neutral	n/a
52.925	0.1967	target	n/a
53.438	0.9871	feedback_negative_neutral	n/a
56.926	0.7486	cue_reward	n/a
56.926	2.2489	anticipation_reward	n/a
57.6748	1.5002	isi_reward	n/a
59.1752	0.23	target	0.217
59.7078	0.9844	feedback_positive_reward	n/a
65.6928	0.7487	cue_reward	n/a
65.6928	2.2491	anticipation_reward	n/a
66.4418	1.5003	isi_reward	n/a
67.9422	0.23	target	0.2163
68.4547	0.9873	feedback_positive_reward	n/a
74.4428	0.7491	cue_reward	n/a
74.4428	2.2492	anticipation_reward	n/a
75.1921	1.5001	isi_reward	n/a
76.6923	0.1967	target	0.184
77.2146	0.9941	feedback_positive_reward	n/a
80.2093	0.7488	cue_reward	n/a
80.2093	2.7493	anticipation_reward	n/a
80.9583	2.0005	isi_reward	n/a
82.9589	0.1967	target	n/a
83.4904	0.9854	feedback_negative_reward	n/a
86.9763	0.7485	cue_neutral	n/a
86.9763	2.2491	anticipation_neutral	n/a
87.7251	1.5006	isi_neutral	n/a
89.2258	0.2133	target	0.1996
89.7598	0.9828	feedback_positive_neutral	n/a
97.7432	0.7485	cue_neutral	n/a
97.7432	3.2492	anticipation_neutral	n/a
98.4919	2.5007	isi_neutral	n/a
100.9926	0.2133	target	0.2002
101.515	0.9943	feedback_positive_neutral	n/a
106.5098	0.7491	cue_neutral	n/a
106.5098	3.7493	anticipation_neutral	n/a
107.2593	3.0002	isi_neutral	n/a
110.2595	0.1967	target	n/a
110.7846	0.9912	feedback_negative_neutral	n/a
115.2761	0.7492	cue_neutral	n/a
