onset	duration	trial_type	response_time
4.018941	0.423505	guess_computer	0.423505
8.221490	1.008647	outcome_computer_reward	n/a
11.436967	0.422099	guess_face	0.422099
14.790050	1.006360	outcome_stranger_reward	n/a
17.801802	0.323573	guess_computer	0.323573
22.003975	1.007521	outcome_computer_punish	n/a
25.209805	0.315568	guess_face	0.315568
29.411987	1.019064	outcome_stranger_neutral	n/a
31.435688	0.323410	guess_computer	0.323410
34.787464	1.003516	outcome_computer_neutral	n/a
39.794060	0.314946	guess_computer	0.314946
43.996930	1.003660	outcome_computer_neutral	n/a
46.004585	0.421939	guess_computer	0.421939
51.058080	1.004650	outcome_computer_reward	n/a
56.260670	0.732285	guess_face	0.732285
61.313530	1.007053	outcome_stranger_punish	n/a
65.514430	0.328327	guess_face	0.328327
70.567090	1.004730	outcome_stranger_punish	n/a
75.584660	0.425120	guess_computer	0.425120
80.636970	1.004654	outcome_computer_punish	n/a
82.645240	0.630963	guess_computer	0.630963
85.998950	1.003970	outcome_computer_punish	n/a
91.195650	0.431276	guess_face	0.431276
94.548690	1.005290	outcome_stranger_neutral	n/a
98.748215	0.528490	guess_face	0.528490
102.950610	1.004735	outcome_stranger_reward	n/a
107.959816	0.417018	guess_computer	0.417018
113.012890	1.006080	outcome_computer_punish	n/a
115.217100	0.526808	guess_face	0.526808
119.419770	1.011690	outcome_stranger_punish	n/a
121.627940	0.532504	guess_face	0.532504
125.831530	1.004450	outcome_stranger_reward	n/a
129.027240	0.315973	guess_face	0.315973
134.079900	1.005080	outcome_stranger_punish	n/a
136.282550	0.427970	guess_face	0.427970
139.634860	1.004620	outcome_stranger_punish	n/a
144.644870	0.415936	guess_computer	0.415936
148.848660	1.005240	outcome_computer_reward	n/a
151.058960	0.634937	guess_face	0.634937
155.261730	1.023170	outcome_stranger_reward	n/a
158.477460	0.632853	guess_face	0.632853
161.829830	1.004050	outcome_stranger_reward	n/a
165.838940	0.838626	guess_computer	0.838626
170.891700	1.005150	outcome_computer_neutral	n/a
174.092400	0.519539	guess_face	0.519539
179.144900	1.004700	outcome_stranger_reward	n/a
183.155650	0.321700	guess_computer	0.321700
186.508390	1.004430	outcome_computer_reward	n/a
188.709370	0.634712	guess_face	0.634712
192.061830	1.018980	outcome_stranger_punish	n/a
194.271260	0.523229	guess_face	0.523229
197.624360	1.004420	outcome_stranger_neutral	n/a
200.819440	0.525157	guess_face	0.525157
205.872160	1.004590	outcome_stranger_punish	n/a
207.881740	0.529749	guess_computer	0.529749
211.234770	1.006130	outcome_computer_reward	n/a
213.244190	0.519130	guess_computer	0.519130
218.296110	1.004790	outcome_computer_punish	n/a
220.499200	0.628484	guess_face	0.628484
224.701770	1.016530	outcome_stranger_neutral	n/a
227.724430	0.837175	guess_computer	0.837175
232.776890	1.004990	outcome_computer_punish	n/a
234.785430	0.526137	guess_computer	0.526137
239.836910	1.010820	outcome_computer_reward	n/a
244.039570	0.622391	guess_face	0.622391
247.391650	1.004050	outcome_stranger_reward	n/a
249.401460	0.626606	guess_computer	0.626606
252.753710	1.003740	outcome_computer_reward	n/a
256.952730	0.325357	guess_face	0.325357
262.004670	1.011690	outcome_stranger_reward	n/a
264.208620	0.420032	guess_face	0.420032
268.410830	1.010870	outcome_stranger_punish	n/a
271.611360	0.519309	guess_face	0.519309
275.813170	1.004490	outcome_stranger_reward	n/a
280.822480	0.723549	guess_computer	0.723549
284.175720	1.004940	outcome_computer_punish	n/a
289.373720	0.622640	guess_face	0.622640
294.425630	1.004670	outcome_stranger_neutral	n/a
299.447050	0.532253	guess_computer	0.532253
303.649720	1.004000	outcome_computer_neutral	n/a
306.850370	0.528755	guess_face	0.528755
311.904050	1.005470	outcome_stranger_reward	n/a
316.915130	0.630262	guess_computer	0.630262
321.967350	1.004600	outcome_computer_reward	n/a
325.975830	0.622261	guess_computer	0.622261
330.177370	1.005060	outcome_computer_reward	n/a
333.186160	0.626001	guess_computer	0.626001
336.538670	1.004930	outcome_computer_neutral	n/a
339.547360	0.532204	guess_computer	0.532204
344.600040	1.008540	outcome_computer_reward	n/a
348.802640	0.527146	guess_face	0.527146
353.855100	1.005130	outcome_stranger_punish	n/a
357.865540	0.630467	guess_computer	0.630467
361.217440	1.003630	outcome_computer_punish	n/a
364.225100	0.621869	guess_computer	0.621869
368.427580	1.003880	outcome_computer_punish	n/a
371.435180	0.627469	guess_computer	0.627469
375.637630	1.004030	outcome_computer_punish	n/a
380.835540	0.627101	guess_face	0.627101
384.187680	1.003850	outcome_stranger_punish	n/a
389.204620	0.725290	guess_computer	0.725290
393.407500	1.005500	outcome_computer_reward	n/a
397.416170	0.830508	guess_computer	0.830508
401.618800	1.004670	outcome_computer_punish	n/a
404.814700	0.631780	guess_face	0.631780
408.166960	1.004540	outcome_stranger_reward	n/a
410.362900	0.533971	guess_face	0.533971
413.716100	1.005400	outcome_stranger_punish	n/a
