onset	duration	trial_type	response_time
8.3639	0.7494	cue_reward	n/a
8.3639	3.7495	anticipation_reward	n/a
9.1137	3.0001	isi_reward	n/a
12.1138	0.2633	target	0.2502
12.6511	0.9793	feedback_positive_reward	n/a
22.1314	0.7488	cue_neutral	n/a
22.1314	3.7489	anticipation_neutral	n/a
22.8804	3.0002	isi_neutral	n/a
25.8806	0.1633	target	n/a
26.4191	0.9778	feedback_negative_neutral	n/a
30.8978	0.7492	cue_reward	n/a
30.8978	2.7494	anticipation_reward	n/a
31.6472	2.0002	isi_reward	n/a
33.6474	0.2133	target	0.2004
34.1727	0.9748	feedback_positive_reward	n/a
38.6479	0.7492	cue_reward	n/a
38.6479	2.2494	anticipation_reward	n/a
39.3973	1.5002	isi_reward	n/a
40.8976	0.2133	target	0.2003
41.4099	0.988	feedback_positive_reward	n/a
44.3981	0.749	cue_neutral	n/a
44.3981	3.2491	anticipation_neutral	n/a
45.1473	2.5002	isi_neutral	n/a
47.6476	0.1633	target	0.1501
48.1722	0.9919	feedback_positive_neutral	n/a
53.1647	0.7492	cue_reward	n/a
53.1647	2.2493	anticipation_reward	n/a
53.9141	1.5002	isi_reward	n/a
55.4143	0.1633	target	n/a
55.9396	0.9912	feedback_negative_reward	n/a
58.9313	0.7489	cue_neutral	n/a
58.9313	2.2492	anticipation_neutral	n/a
59.6803	1.5003	isi_neutral	n/a
61.1808	0.1967	target	n/a
61.7055	0.9924	feedback_negative_neutral	n/a
64.6985	0.7488	cue_neutral	n/a
64.6985	3.7489	anticipation_neutral	n/a
65.4475	3.0001	isi_neutral	n/a
68.4477	0.23	target	0.2164
68.9756	0.9889	feedback_positive_neutral	n/a
74.465	0.7492	cue_neutral	n/a
74.465	2.2493	anticipation_neutral	n/a
75.2144	1.5001	isi_neutral	n/a
76.7146	0.23	target	0.2166
77.2436	0.9877	feedback_positive_neutral	n/a
80.2317	0.7488	cue_reward	n/a
80.2317	2.2494	anticipation_reward	n/a
80.9808	1.5005	isi_reward	n/a
82.4814	0.1967	target	n/a
82.9907	0.9907	feedback_negative_reward	n/a
85.982	0.7487	cue_neutral	n/a
85.982	2.249	anticipation_neutral	n/a
86.7309	1.5003	isi_neutral	n/a
88.2313	0.2133	target	0.2004
88.7573	0.9905	feedback_positive_neutral	n/a
96.7485	0.7491	cue_neutral	n/a
96.7485	2.2493	anticipation_neutral	n/a
97.4979	1.5001	isi_neutral	n/a
98.9981	0.2133	target	0.2004
99.529	0.9854	feedback_positive_neutral	n/a
102.5151	0.7487	cue_neutral	n/a
102.5151	3.2494	anticipation_neutral	n/a
103.264	2.5007	isi_neutral	n/a
105.7648	0.1967	target	0.1833
106.2873	0.994	feedback_positive_neutral	n/a
115.282	0.7492	cue_reward	n/a
115.282	2.7493	anticipation_reward	n/a
116.0315	2.0001	isi_reward	n/a
118.0317	0.1967	target	0.1837
118.5596	0.9888	feedback_positive_reward	n/a
125.0488	0.7488	cue_reward	n/a
125.0488	2.249	anticipation_reward	n/a
125.7978	1.5002	isi_reward	n/a
127.2981	0.18	target	n/a
127.809	0.9896	feedback_negative_reward	n/a
130.7989	0.7491	cue_reward	n/a
130.7989	2.7493	anticipation_reward	n/a
131.5482	2.0002	isi_reward	n/a
133.5485	0.1967	target	0.1837
134.0883	0.9768	feedback_positive_reward	n/a
138.5656	0.7492	cue_neutral	n/a
138.5656	2.2493	anticipation_neutral	n/a
139.315	1.5001	isi_neutral	n/a
140.8152	0.1967	target	n/a
141.3376	0.9769	feedback_negative_neutral	n/a
144.3158	0.749	cue_reward	n/a
144.3158	3.2489	anticipation_reward	n/a
145.0651	2.4998	isi_reward	n/a
147.565	0.2133	target	0.2003
148.1056	0.9761	feedback_positive_reward	n/a
152.0823	0.7493	cue_reward	n/a
152.0823	3.2495	anticipation_reward	n/a
152.8318	2.5002	isi_reward	n/a
155.3321	0.2133	target	0.1999
155.8676	0.9808	feedback_positive_reward	n/a
160.8488	0.7496	cue_neutral	n/a
160.8488	2.2498	anticipation_neutral	n/a
161.5986	1.5002	isi_neutral	n/a
163.0989	0.1967	target	n/a
163.6368	0.9781	feedback_negative_neutral	n/a
166.6154	0.7495	cue_neutral	n/a
166.6154	2.7498	anticipation_neutral	n/a
167.3651	2.0004	isi_neutral	n/a
169.3656	0.2133	target	0.2004
169.8998	0.9821	feedback_positive_neutral	n/a
173.3823	0.7495	cue_neutral	n/a
173.3823	2.7498	anticipation_neutral	n/a
174.1321	2.0003	isi_neutral	n/a
176.1325	0.2133	target	0.2005
176.6547	0.9945	feedback_positive_neutral	n/a
181.1497	0.7485	cue_neutral	n/a
181.1497	2.7494	anticipation_neutral	n/a
181.8985	2.0008	isi_neutral	n/a
183.89940000000001	0.1967	target	n/a
184.4085	0.9905	feedback_negative_neutral	n/a
187.8995	0.7487	cue_neutral	n/a
187.8995	3.249	anticipation_neutral	n/a
188.6485	2.5002	isi_neutral	n/a
191.1488	0.2133	target	0.2005
191.666	0.9831	feedback_positive_neutral	n/a
195.6496	0.7488	cue_neutral	n/a
195.6496	2.249	anticipation_neutral	n/a
196.3986	1.5002	isi_neutral	n/a
197.8989	0.2133	target	0.2001
198.4083	0.991	feedback_positive_neutral	n/a
201.3995	0.7492	cue_neutral	n/a
201.3995	2.2496	anticipation_neutral	n/a
202.1489	1.5004	isi_neutral	n/a
203.64940000000001	0.1967	target	n/a
204.158	0.9912	feedback_negative_neutral	n/a
210.1498	0.7491	cue_reward	n/a
210.1498	3.2489	anticipation_reward	n/a
210.8991	2.4998	isi_reward	n/a
213.399	0.2133	target	0.2002
213.938	0.978	feedback_positive_reward	n/a
218.9161	0.7495	cue_neutral	n/a
218.9161	2.7497	anticipation_neutral	n/a
219.6658	2.0002	isi_neutral	n/a
221.6661	0.2133	target	0.2003
222.1965	0.9859	feedback_positive_neutral	n/a
225.683	0.7492	cue_reward	n/a
225.683	2.2493	anticipation_reward	n/a
226.4324	1.5001	isi_reward	n/a
227.9327	0.1967	target	n/a
228.4418	0.9907	feedback_negative_reward	n/a
232.4329	0.7491	cue_reward	n/a
232.4329	2.2497	anticipation_reward	n/a
233.1823	1.5006	isi_reward	n/a
234.683	0.2133	target	0.2003
235.2187	0.9807	feedback_positive_reward	n/a
238.1996	0.7495	cue_reward	n/a
238.1996	2.7496	anticipation_reward	n/a
238.9493	2.0001	isi_reward	n/a
240.9495	0.2133	target	0.2003
241.4788	0.9872	feedback_positive_reward	n/a
245.9668	0.7492	cue_neutral	n/a
245.9668	2.2493	anticipation_neutral	n/a
246.7162	1.5001	isi_neutral	n/a
248.2164	0.1967	target	0.1836
248.7415	0.9912	feedback_positive_neutral	n/a
252.7335	0.7492	cue_reward	n/a
252.7335	2.2493	anticipation_reward	n/a
253.4829	1.5001	isi_reward	n/a
254.9831	0.1967	target	n/a
255.5083	0.9913	feedback_negative_reward	n/a
258.5001	0.7493	cue_neutral	n/a
258.5001	2.2493	anticipation_neutral	n/a
259.2497	1.5	isi_neutral	n/a
260.7498	0.2133	target	0.2004
261.2761	0.9904	feedback_positive_neutral	n/a
264.2669	0.749	cue_reward	n/a
264.2669	3.7491	anticipation_reward	n/a
265.0162	3.0001	isi_reward	n/a
268.0163	0.2133	target	0.2
268.5513	0.9817	feedback_positive_reward	n/a
274.0337	0.7492	cue_neutral	n/a
274.0337	3.7493	anticipation_neutral	n/a
274.7831	3.0002	isi_neutral	n/a
277.7834	0.1967	target	0.1837
278.3078	0.9922	feedback_positive_neutral	n/a
282.8003	0.7492	cue_reward	n/a
282.8003	2.7495	anticipation_reward	n/a
283.5496	2.0003	isi_reward	n/a
285.55	0.1967	target	n/a
286.0753	0.9911	feedback_negative_reward	n/a
289.567	0.7491	cue_reward	n/a
289.567	2.2495	anticipation_reward	n/a
290.3164	1.5004	isi_reward	n/a
291.8168	0.2133	target	n/a
292.3457	0.9876	feedback_negative_reward	n/a
295.3335	0.7495	cue_reward	n/a
295.3335	2.2496	anticipation_reward	n/a
296.0832	1.5001	isi_reward	n/a
297.5834	0.23	target	0.217
298.117	0.9832	feedback_positive_reward	n/a
301.1007	0.7487	cue_reward	n/a
301.1007	3.7496	anticipation_reward	n/a
301.8497	3.0009	isi_reward	n/a
304.8507	0.23	target	0.2169
305.38	0.9869	feedback_positive_reward	n/a
312.8678	0.7488	cue_reward	n/a
312.8678	3.2489	anticipation_reward	n/a
313.6168	2.5001	isi_reward	n/a
316.1171	0.2133	target	0.2005
316.6394	0.9943	feedback_positive_reward	n/a
323.6343	0.7493	cue_reward	n/a
323.6343	2.7491	anticipation_reward	n/a
324.3839	1.9998	isi_reward	n/a
326.3837	0.2133	target	0.2007
326.8898	0.9941	feedback_positive_reward	n/a
331.3845	0.7487	cue_neutral	n/a
331.3845	2.7491	anticipation_neutral	n/a
332.1335	2.0003	isi_neutral	n/a
334.1339	0.1967	target	n/a
334.6656	0.9848	feedback_negative_neutral	n/a
338.1509	0.7489	cue_neutral	n/a
338.1509	2.2493	anticipation_neutral	n/a
338.9	1.5004	isi_neutral	n/a
340.4004	0.2133	target	0.2003
340.9347	0.9824	feedback_positive_neutral	n/a
346.9177	0.7493	cue_reward	n/a
346.9177	2.2496	anticipation_reward	n/a
347.6672	1.5003	isi_reward	n/a
349.1676	0.2133	target	0.2003
349.6978	0.9863	feedback_positive_reward	n/a
357.6846	0.7491	cue_neutral	n/a
357.6846	3.7494	anticipation_neutral	n/a
358.434	3.0002	isi_neutral	n/a
361.4343	0.1967	target	n/a
361.966	0.9849	feedback_negative_neutral	n/a
366.4517	0.7488	cue_neutral	n/a
366.4517	2.2491	anticipation_neutral	n/a
