onset	duration	trial_type	response_time	accuracy_binarized	tr_seconds	stimulus_text	stimulus_color
2.0	2.25	con3	1.397952795028687	0.0	0.8	blue	blue
4.25	4.5	con1	n/a	0.0	0.8	red	red
8.75	8.25	inc6	0.6023709774017334	1.0	0.8	green	blue
17.0	8.25	con2	1.022402048110962	1.0	0.8	green	green
25.25	8.25	inc4	0.7826759815216064	1.0	0.8	blue	green
33.5	2.25	con1	0.8763091564178467	1.0	0.8	red	red
35.75	2.25	inc3	0.6211380958557129	1.0	0.8	red	green
38.0	8.25	con1	1.088648080825806	1.0	0.8	red	red
46.25	8.25	con2	0.8323469161987305	1.0	0.8	green	green
54.5	2.25	inc5	1.307076215744019	1.0	0.8	red	blue
56.75	4.5	con3	0.7870068550109863	1.0	0.8	blue	blue
61.25	2.25	con3	1.404088973999023	1.0	0.8	blue	blue
63.5	8.25	con1	0.6844520568847656	1.0	0.8	red	red
71.75	2.25	con2	0.986057996749878	1.0	0.8	green	green
74.0	2.25	inc1	1.289404153823853	1.0	0.8	green	red
76.25	2.25	con2	0.8579630851745605	1.0	0.8	green	green
78.5	4.5	con3	0.5869908332824707	1.0	0.8	blue	blue
83.0	4.5	con2	1.086172819137573	1.0	0.8	green	green
87.5	8.25	inc2	0.8039700984954834	1.0	0.8	blue	red
95.75	8.25	con3	1.569700002670288	1.0	0.8	blue	blue
104.0	4.5	con1	1.967730045318604	1.0	0.8	red	red
108.5	4.5	con1	0.6201090812683105	1.0	0.8	red	red
113.0	8.25	inc3	0.9450418949127196	1.0	0.8	red	green
121.25	8.25	con3	0.7027840614318848	1.0	0.8	blue	blue
129.5	2.25	inc4	0.6814749240875244	1.0	0.8	blue	green
131.75	8.25	con2	0.5868308544158936	1.0	0.8	green	green
140.0	2.25	con3	0.8369519710540771	0.0	0.8	blue	blue
142.25	2.25	con1	0.6559708118438721	1.0	0.8	red	red
144.5	8.25	inc1	0.6366298198699951	1.0	0.8	green	red
152.75	8.25	con2	1.368270874023438	0.0	0.8	green	green
161.0	2.25	con2	1.807898044586182	1.0	0.8	green	green
163.25	8.25	con1	0.754723072052002	1.0	0.8	red	red
171.5	4.5	inc4	0.6813759803771973	1.0	0.8	blue	green
176.0	8.25	con2	0.6438782215118408	1.0	0.8	green	green
184.25	8.25	inc5	1.037865877151489	1.0	0.8	red	blue
192.5	2.25	con3	0.6807160377502441	1.0	0.8	blue	blue
194.75	2.25	inc2	0.7365968227386475	1.0	0.8	blue	red
197.0	8.25	con3	0.8782341480255127	1.0	0.8	blue	blue
205.25	2.25	con3	0.6035959720611572	1.0	0.8	blue	blue
207.5	8.25	con2	0.6665799617767334	1.0	0.8	green	green
215.75	2.25	inc6	1.202771902084351	1.0	0.8	green	blue
218.0	2.25	con1	0.6113219261169434	1.0	0.8	red	red
220.25	8.25	con1	0.6095089912414551	1.0	0.8	red	red
228.5	2.25	con2	0.7857410907745361	1.0	0.8	green	green
230.75	8.25	con1	0.8172299861907959	1.0	0.8	red	red
239.0	4.5	con3	1.23668098449707	1.0	0.8	blue	blue
243.5	8.25	inc4	0.9040849208831788	1.0	0.8	blue	green
251.75	2.25	con3	1.949970960617065	1.0	0.8	blue	blue
254.0	4.5	inc6	0.5527229309082031	1.0	0.8	green	blue
258.5	2.25	con3	0.6441271305084229	1.0	0.8	blue	blue
260.75	2.25	con2	0.8263731002807617	1.0	0.8	green	green
263.0	2.25	con2	0.5747339725494385	1.0	0.8	green	green
265.25	4.5	inc5	0.5869271755218506	1.0	0.8	red	blue
269.75	4.5	con1	0.902912139892578	1.0	0.8	red	red
274.25	8.25	inc3	0.8858389854431152	1.0	0.8	red	green
282.5	4.5	inc2	0.969322919845581	1.0	0.8	blue	red
287.0	2.25	con2	0.8726229667663574	1.0	0.8	green	green
289.25	2.25	con3	0.6537048816680908	1.0	0.8	blue	blue
291.5	2.25	inc5	0.469188928604126	1.0	0.8	red	blue
293.75	4.5	con3	0.4368650913238525	1.0	0.8	blue	blue
298.25	8.25	con2	0.8691070079803467	1.0	0.8	green	green
306.5	4.5	inc1	0.603492021560669	1.0	0.8	green	red
311.0	8.25	con3	0.6864931583404541	1.0	0.8	blue	blue
319.25	8.25	con3	1.036313056945801	1.0	0.8	blue	blue
327.5	4.5	con1	1.706927061080933	1.0	0.8	red	red
332.0	4.5	con2	1.053606986999512	1.0	0.8	green	green
336.5	4.5	con1	1.369727849960327	1.0	0.8	red	red
341.0	4.5	inc2	0.7035050392150879	1.0	0.8	blue	red
345.5	4.5	con2	1.825072050094604	1.0	0.8	green	green
350.0	4.5	inc3	0.6048738956451416	1.0	0.8	red	green
354.5	4.5	con2	0.5681891441345215	1.0	0.8	green	green
359.0	8.25	inc1	0.9867210388183594	1.0	0.8	green	red
367.25	4.5	con1	0.6695559024810791	1.0	0.8	red	red
371.75	4.5	con1	0.6184189319610596	1.0	0.8	red	red
376.25	4.5	inc6	1.300174951553345	1.0	0.8	green	blue
380.75	4.5	con3	0.7191240787506104	1.0	0.8	blue	blue
385.25	4.5	con1	0.993561029434204	1.0	0.8	red	red
389.75	8.25	con1	0.6538751125335693	1.0	0.8	red	red
