onset	duration	trial_type	value	sample	trial	number_trial	EEG_trigger	stim_file
5609.346466338341	12	acoustic	1	56094867	367	34	1	acoustic/acoustic034.wav
5621.860453488663	12	interview	9	56220010	368	32	1	interview/interview032.wav
5636.706382340441	12	pop	6	56368473	369	21	1	pop/pop021.wav
5649.21646958826	12	eng_aud	8	56493577	370	3	1	eng_aud/eng_aud003.wav
5661.734456638584	12	metal	5	56618760	371	34	1	metal/metal034.wav
5674.254443638909	12	talk	12	56743963	372	10	1	talk/talk010.wav
5686.776430589235	12	jazz	4	56869186	373	35	1	jazz/jazz035.wav
5699.294417639559	12	pop	6	56994369	374	30	1	pop/pop030.wav
5765.970450738731	12	hiphop	3	57661146	375	39	1	hiphop/hiphop039.wav
5778.488437789055	12	acoustic	1	57786329	376	9	1	acoustic/acoustic009.wav
5791.004424889377	12	lecture	10	57911492	377	38	1	lecture/lecture038.wav
5803.518412039699	12	news	11	58036635	378	31	1	news/news031.wav
5816.03249918752	12	interview	9	58161779	379	1	1	interview/interview001.wav
5828.548486287843	12	classical	2	58286942	380	34	1	classical/classical034.wav
5843.192420189495	12	chn_aud	7	58433385	381	32	1	chn_aud/chn_aud032.wav
5855.710507237319	12	metal	5	58558569	382	21	1	metal/metal021.wav
5868.226494337641	12	news	11	58683732	383	2	1	news/news002.wav
5880.746481337967	12	acoustic	1	58808935	384	15	1	acoustic/acoustic015.wav
5893.262468438289	12	hiphop	3	58934098	385	13	1	hiphop/hiphop013.wav
5905.776455588611	12	classical	2	59059241	386	12	1	classical/classical012.wav
5923.896502587435	12	chn_aud	7	59240446	387	2	1	chn_aud/chn_aud002.wav
5936.414489637759	12	jazz	4	59365629	388	28	1	jazz/jazz028.wav
5948.932476688083	12	eng_aud	8	59490812	389	35	1	eng_aud/eng_aud035.wav
5961.450463738406	12	pop	6	59615995	390	25	1	pop/pop025.wav
5973.966450838729	12	interview	9	59741158	391	14	1	interview/interview014.wav
5986.48043798905	12	lecture	10	59866301	392	6	1	lecture/lecture006.wav
5998.996525086873	12	talk	12	59991465	393	16	1	talk/talk016.wav
6013.292467688308	12	jazz	4	60134428	394	7	1	jazz/jazz007.wav
6025.814454638634	12	pop	6	60259651	395	0	1	pop/pop000.wav
6038.326441838954	12	lecture	10	60384774	396	9	1	lecture/lecture009.wav
6050.83252918677	12	classical	2	60509838	397	21	1	classical/classical021.wav
6063.338516537086	12	interview	9	60634901	398	12	1	interview/interview012.wav
6078.566535836604	12	chn_aud	7	60787185	399	1	1	chn_aud/chn_aud001.wav
6091.082522936927	12	hiphop	3	60912348	400	30	1	hiphop/hiphop030.wav
6103.60050998725	12	news	11	61037531	401	5	1	news/news005.wav
6116.114497137572	12	talk	12	61162674	402	32	1	talk/talk032.wav
6128.630484237894	12	eng_aud	8	61287837	403	8	1	eng_aud/eng_aud008.wav
6141.142471438214	12	metal	5	61412960	404	12	1	metal/metal012.wav
6155.922501937452	12	acoustic	1	61560764	405	20	1	acoustic/acoustic020.wav
6168.440488987775	12	interview	9	61685947	406	35	1	interview/interview035.wav
6180.954476138097	12	acoustic	1	61811090	407	24	1	acoustic/acoustic024.wav
6193.474463138422	12	jazz	4	61936293	408	16	1	jazz/jazz016.wav
6205.986550336242	12	pop	6	62061417	409	8	1	pop/pop008.wav
6221.212469688257	12	classical	2	62213680	410	38	1	classical/classical038.wav
6233.72855678608	12	eng_aud	8	62338844	411	25	1	eng_aud/eng_aud025.wav
6246.246543836404	12	metal	5	62464027	412	0	1	metal/metal000.wav
6258.762530936727	12	hiphop	3	62589190	413	38	1	hiphop/hiphop038.wav
6271.28051798705	12	chn_aud	7	62714373	414	17	1	chn_aud/chn_aud017.wav
6283.79250518737	12	news	11	62839496	415	4	1	news/news004.wav
6296.306492337691	12	lecture	10	62964639	416	35	1	lecture/lecture035.wav
6310.862528436789	12	talk	12	63110203	417	19	1	talk/talk019.wav
6323.378515537112	12	metal	5	63235366	418	5	1	metal/metal005.wav
6335.896502587435	12	interview	9	63360549	419	4	1	interview/interview004.wav
6348.412489687757	12	chn_aud	7	63485712	420	9	1	chn_aud/chn_aud009.wav
6360.926576835579	12	talk	12	63610856	421	11	1	talk/talk011.wav
6373.440563985901	12	eng_aud	8	63735999	422	23	1	eng_aud/eng_aud023.wav
6396.088497787556	12	hiphop	3	63962484	423	11	1	hiphop/hiphop011.wav
6408.60858478538	12	pop	6	64087688	424	5	1	pop/pop005.wav
6421.128571785705	12	classical	2	64212891	425	7	1	classical/classical007.wav
6433.644558886028	12	acoustic	1	64338054	426	5	1	acoustic/acoustic005.wav
6446.158546036349	12	news	11	64463197	427	30	1	news/news030.wav
6461.698557536061	12	jazz	4	64618601	428	33	1	jazz/jazz033.wav
6474.214544636384	12	lecture	10	64743764	429	2	1	lecture/lecture002.wav
6486.730531736706	12	eng_aud	8	64868927	430	18	1	eng_aud/eng_aud018.wav
6499.250518737032	12	talk	12	64994130	431	0	1	talk/talk000.wav
6511.764605884853	12	news	11	65119274	432	18	1	news/news018.wav
6526.548536286593	12	acoustic	1	65267117	433	28	1	acoustic/acoustic028.wav
6539.068523286918	12	chn_aud	7	65392320	434	7	1	chn_aud/chn_aud007.wav
6551.586610334742	12	jazz	4	65517504	435	21	1	jazz/jazz021.wav
6564.100597485063	12	lecture	10	65642647	436	13	1	lecture/lecture013.wav
6576.616584585386	12	pop	6	65767810	437	12	1	pop/pop012.wav
6589.128571785705	12	interview	9	65892933	438	5	1	interview/interview005.wav
6607.852603684908	12	metal	5	66080178	439	26	1	metal/metal026.wav
6620.3665908352295	12	hiphop	3	66205321	440	12	1	hiphop/hiphop012.wav
6632.88057798555	12	classical	2	66330464	441	20	1	classical/classical020.wav
6645.394565135872	12	classical	2	66455607	442	5	1	classical/classical005.wav
6657.912552186195	12	hiphop	3	66580790	443	1	1	hiphop/hiphop001.wav
6670.424539386516	12	chn_aud	7	66705913	444	22	1	chn_aud/chn_aud022.wav
6682.938626534336	12	jazz	4	66831057	445	37	1	jazz/jazz037.wav
6698.308542286442	12	eng_aud	8	66984760	446	9	1	eng_aud/eng_aud009.wav
6710.8306292342695	12	metal	5	67109984	447	24	1	metal/metal024.wav
6723.346616334592	12	acoustic	1	67235147	448	18	1	acoustic/acoustic018.wav
6735.864603384915	12	interview	9	67360330	449	24	1	interview/interview024.wav
6748.384590385241	12	lecture	10	67485533	450	16	1	lecture/lecture016.wav
6782.282642933927	12	pop	6	67824522	451	26	1	pop/pop026.wav
6794.794630134246	12	news	11	67949645	452	24	1	news/news024.wav
6807.3166170845725	12	talk	12	68074868	453	1	1	talk/talk001.wav
6819.828604284893	12	eng_aud	8	68199991	454	10	1	eng_aud/eng_aud010.wav
6832.340591485213	12	jazz	4	68325114	455	10	1	jazz/jazz010.wav
6844.860578485538	12	hiphop	3	68450317	456	2	1	hiphop/hiphop002.wav
6857.382565435864	12	metal	5	68575540	457	19	1	metal/metal019.wav
6871.948601284968	12	pop	6	68721204	458	3	1	pop/pop003.wav
6884.466588335292	12	lecture	10	68846387	459	25	1	lecture/lecture025.wav
6896.988575285618	12	news	11	68971610	460	9	1	news/news009.wav
6909.50266243344	12	acoustic	1	69096754	461	37	1	acoustic/acoustic037.wav
6922.022649433764	12	chn_aud	7	69221957	462	33	1	chn_aud/chn_aud033.wav
6934.540636484088	12	talk	12	69347140	463	14	1	talk/talk014.wav
6947.062623434415	12	interview	9	69472363	464	36	1	interview/interview036.wav
6961.816654583636	12	classical	2	69619907	465	22	1	classical/classical022.wav
6974.334641633959	12	eng_aud	8	69745090	466	17	1	eng_aud/eng_aud017.wav
6986.846628834279	12	interview	9	69870213	467	10	1	interview/interview010.wav
6999.3606159846	12	lecture	10	69995356	468	31	1	lecture/lecture031.wav
7011.880602984926	12	talk	12	70120559	469	37	1	talk/talk037.wav
7027.330616734582	12	metal	5	70275063	470	8	1	metal/metal008.wav
7039.848603784905	12	hiphop	3	70400246	471	7	1	hiphop/hiphop007.wav
7052.368590785231	12	classical	2	70525449	472	31	1	classical/classical031.wav
7064.884677883053	12	acoustic	1	70650613	473	35	1	acoustic/acoustic035.wav
7077.400664983376	12	news	11	70775776	474	38	1	news/news038.wav
7089.920651983701	12	chn_aud	7	70900979	475	8	1	chn_aud/chn_aud008.wav
7102.440638984025	12	jazz	4	71026182	476	3	1	jazz/jazz003.wav
7120.054598635034	12	pop	6	71202326	477	29	1	pop/pop029.wav
7132.570685732857	12	talk	12	71327490	478	38	1	talk/talk038.wav
7145.092672683183	12	chn_aud	7	71452713	479	16	1	chn_aud/chn_aud016.wav
7157.612659683508	12	jazz	4	71577916	480	13	1	jazz/jazz013.wav
7170.132646683833	12	lecture	10	71703119	481	7	1	lecture/lecture007.wav
7182.650633734157	12	metal	5	71828302	482	37	1	metal/metal037.wav
7195.1686207844805	12	pop	6	71953485	483	19	1	pop/pop019.wav
7209.368665783355	12	news	11	72095489	484	16	1	news/news016.wav
7221.886652833679	12	acoustic	1	72220672	485	38	1	acoustic/acoustic038.wav
7234.400639984	12	interview	9	72345815	486	9	1	interview/interview009.wav
7246.916627084322	12	eng_aud	8	72470978	487	2	1	eng_aud/eng_aud002.wav
7259.434614134647	12	hiphop	3	72596161	488	23	1	hiphop/hiphop023.wav
7271.95270118247	12	classical	2	72721345	489	28	1	classical/classical028.wav
