onset	duration	trial_type	response	response_time	stim_id	stim_version	stim_events	stim_slides	trial_id	run_id	stim_redcross	subsequent_response_type
2.089	n/a	n/a	n/a	n/a	81000	8	10	0	106	2	n/a	n/a
6.054	3.5	genericItem	n/a	n/a	11001	1	10	1	107	2	n/a	n/a
10.0623	3.5	genericItem	n/a	n/a	11002	1	10	2	108	2	n/a	n/a
14.0592	3.5	criticalItem	n/a	n/a	11003	1	10	3	109	2	n/a	criticalTrue
18.0625	3.5	genericItem	n/a	n/a	11004	1	10	4	110	2	n/a	n/a
22.0292	3.5	criticalItem	n/a	n/a	11005	1	10	5	111	2	n/a	criticalFalse
26.0768	3.5	genericItem	n/a	n/a	11006	1	10	6	112	2	n/a	n/a
30.0578	3.5	genericItem	n/a	n/a	11007	1	10	7	113	2	n/a	n/a
34.0287	3.5	criticalItem	n/a	n/a	11008	1	10	8	114	2	n/a	criticalTrue
38.0779	3.5	genericItem	n/a	n/a	11009	1	10	9	115	2	n/a	n/a
42.1308	3.5	criticalItem	n/a	n/a	11010	1	10	10	116	2	n/a	criticalTrue
46.028	3.5	genericItem	n/a	n/a	11011	1	10	11	117	2	n/a	n/a
50.0813	3.5	genericItem	n/a	n/a	11012	1	10	12	118	2	n/a	n/a
54.0285	3.5	genericItem	n/a	n/a	11013	1	10	13	119	2	n/a	n/a
58.1221	3.5	genericItem	n/a	n/a	11014	1	10	14	120	2	n/a	n/a
62.0302	3.5	criticalItem	n/a	n/a	11015	1	10	15	121	2	n/a	criticalFalse
66.0601	3.5	genericItem	1	0.212	11016	1	10	16	122	2	1	n/a
70.1289	3.5	controlItem	n/a	n/a	11017	1	10	17	123	2	n/a	controlFoil2
74.0303	3.5	criticalItem	n/a	n/a	11018	1	10	18	124	2	n/a	criticalTrue
78.0298	3.5	controlItem	n/a	n/a	11019	1	10	19	125	2	n/a	controlTrue
82.0637	3.5	criticalItem	n/a	n/a	11020	1	10	20	126	2	n/a	criticalFalse
86.0544	3.5	controlItem	n/a	n/a	11021	1	10	21	127	2	n/a	controlTrue
90.0577	3.5	genericItem	n/a	n/a	11022	1	10	22	128	2	n/a	n/a
94.0597	3.5	criticalItem	n/a	n/a	11023	1	10	23	129	2	n/a	criticalFalse
98.1208	3.5	genericItem	n/a	n/a	11024	1	10	24	130	2	n/a	n/a
102.056	3.5	genericItem	n/a	n/a	11025	1	10	25	131	2	n/a	n/a
106.119	3.5	criticalItem	n/a	n/a	11026	1	10	26	132	2	n/a	criticalFoil
110.136	3.5	genericItem	n/a	n/a	11027	1	10	27	133	2	n/a	n/a
114.126	3.5	controlItem	n/a	n/a	11028	1	10	28	134	2	n/a	controlFoil1
118.168	3.5	controlItem	n/a	n/a	11029	1	10	29	135	2	n/a	controlTrue
122.052	3.5	genericItem	n/a	n/a	11030	1	10	30	136	2	n/a	n/a
126.054	3.5	controlItem	n/a	n/a	11031	1	10	31	137	2	n/a	controlTrue
130.055	3.5	genericItem	n/a	n/a	11032	1	10	32	138	2	n/a	n/a
134.057	3.5	criticalItem	n/a	n/a	11033	1	10	33	139	2	n/a	criticalTrue
138.058	3.5	genericItem	n/a	n/a	11034	1	10	34	140	2	n/a	n/a
142.047	3.5	criticalItem	n/a	n/a	11035	1	10	35	141	2	n/a	criticalFalse
146.075	3.5	genericItem	n/a	n/a	11036	1	10	36	142	2	n/a	n/a
150.029	3.5	controlItem	n/a	n/a	11037	1	10	37	143	2	n/a	controlTrue
154.063	3.5	controlItem	n/a	n/a	11038	1	10	38	144	2	n/a	controlTrue
158.03	3.5	controlItem	n/a	n/a	11039	1	10	39	145	2	n/a	controlTrue
162.052	3.5	controlItem	n/a	n/a	11040	1	10	40	146	2	n/a	controlFoil2
166.031	3.5	genericItem	n/a	n/a	11041	1	10	41	147	2	n/a	n/a
170.077	3.5	genericItem	1	0.313	11042	1	10	42	148	2	1	n/a
174.029	3.5	genericItem	1	0.633	11043	1	10	43	149	2	1	n/a
178.058	3.5	genericItem	n/a	n/a	11044	1	10	44	150	2	n/a	n/a
182.03	3.5	criticalItem	n/a	n/a	11045	1	10	45	151	2	n/a	criticalFalse
186.056	3.5	controlItem	n/a	n/a	11046	1	10	46	152	2	n/a	controlFoil1
190.029	3.5	genericItem	n/a	n/a	11047	1	10	47	153	2	n/a	n/a
194.081	3.5	genericItem	n/a	n/a	11048	1	10	48	154	2	n/a	n/a
198.028	3.5	controlItem	n/a	n/a	11049	1	10	49	155	2	n/a	controlTrue
202.036	3.5	genericItem	n/a	n/a	11050	1	10	50	156	2	n/a	n/a
206.089	n/a	n/a	n/a	n/a	91000	9	10	0	157	2	n/a	n/a
210.091	n/a	n/a	n/a	n/a	80500	8	5	0	158	2	n/a	n/a
214.059	3.5	genericItem	n/a	n/a	10501	1	5	1	159	2	n/a	n/a
218.11	3.5	genericItem	n/a	n/a	10502	1	5	2	160	2	n/a	n/a
222.107	3.5	criticalItem	n/a	n/a	20503	2	5	3	161	2	n/a	criticalTrue
226.117	3.5	genericItem	n/a	n/a	10504	1	5	4	162	2	n/a	n/a
230.111	3.5	criticalItem	n/a	n/a	20505	2	5	5	163	2	n/a	criticalTrue
234.059	3.5	genericItem	n/a	n/a	10506	1	5	6	164	2	n/a	n/a
238.118	3.5	genericItem	n/a	n/a	10507	1	5	7	165	2	n/a	n/a
242.079	3.5	genericItem	n/a	n/a	10508	1	5	8	166	2	n/a	n/a
246.046	3.5	genericItem	n/a	n/a	10509	1	5	9	167	2	n/a	n/a
250.077	3.5	genericItem	n/a	n/a	10510	1	5	10	168	2	n/a	n/a
254.078	3.5	genericItem	1	0.829	10511	1	5	11	169	2	1	n/a
258.057	3.5	genericItem	n/a	n/a	10512	1	5	12	170	2	n/a	n/a
262.11	3.5	genericItem	n/a	n/a	10513	1	5	13	171	2	n/a	n/a
266.078	3.5	controlItem	n/a	n/a	10514	1	5	14	172	2	n/a	controlTrue
270.055	3.5	controlItem	n/a	n/a	10515	1	5	15	173	2	n/a	controlFoil2
274.079	3.5	criticalItem	n/a	n/a	20516	2	5	16	174	2	n/a	criticalFalse
278.11	3.5	controlItem	n/a	n/a	10517	1	5	17	175	2	n/a	controlFoil2
282.117	3.5	controlItem	n/a	n/a	10518	1	5	18	176	2	n/a	controlTrue
286.029	3.5	criticalItem	n/a	n/a	20519	2	5	19	177	2	n/a	criticalTrue
290.056	3.5	genericItem	n/a	n/a	10520	1	5	20	178	2	n/a	n/a
294.095	3.5	criticalItem	n/a	n/a	20521	2	5	21	179	2	n/a	criticalFoil
298.079	3.5	controlItem	n/a	n/a	10522	1	5	22	180	2	n/a	controlFoil2
302.029	3.5	criticalItem	n/a	n/a	20523	2	5	23	181	2	n/a	criticalFalse
306.061	3.5	controlItem	n/a	n/a	10524	1	5	24	182	2	n/a	controlTrue
310.067	3.5	controlItem	n/a	n/a	10525	1	5	25	183	2	n/a	controlTrue
314.056	3.5	criticalItem	n/a	n/a	20526	2	5	26	184	2	n/a	criticalFalse
318.055	3.5	controlItem	n/a	n/a	10527	1	5	27	185	2	n/a	controlTrue
322.048	3.5	genericItem	n/a	n/a	10528	1	5	28	186	2	n/a	n/a
326.111	3.5	genericItem	n/a	n/a	10529	1	5	29	187	2	n/a	n/a
330.058	3.5	genericItem	1	0.79	10530	1	5	30	188	2	1	n/a
334.057	3.5	criticalItem	n/a	n/a	20531	2	5	31	189	2	n/a	criticalTrue
338.078	3.5	controlItem	n/a	n/a	10532	1	5	32	190	2	n/a	controlTrue
342.045	3.5	genericItem	n/a	n/a	10533	1	5	33	191	2	n/a	n/a
346.117	3.5	genericItem	n/a	n/a	10534	1	5	34	192	2	n/a	n/a
350.075	3.5	genericItem	n/a	n/a	10535	1	5	35	193	2	n/a	n/a
354.042	3.5	genericItem	n/a	n/a	10536	1	5	36	194	2	n/a	n/a
358.076	3.5	genericItem	n/a	n/a	10537	1	5	37	195	2	n/a	n/a
362.075	3.5	genericItem	n/a	n/a	10538	1	5	38	196	2	n/a	n/a
366.057	3.5	criticalItem	n/a	n/a	20539	2	5	39	197	2	n/a	criticalTrue
370.11	3.5	genericItem	n/a	n/a	10540	1	5	40	198	2	n/a	n/a
374.031	3.5	criticalItem	n/a	n/a	20541	2	5	41	199	2	n/a	criticalTrue
378.056	3.5	controlItem	n/a	n/a	10542	1	5	42	200	2	n/a	controlFoil1
382.079	3.5	genericItem	1	0.787	10543	1	5	43	201	2	1	n/a
386.116	3.5	genericItem	n/a	n/a	10544	1	5	44	202	2	n/a	n/a
390.058	3.5	genericItem	n/a	n/a	10545	1	5	45	203	2	n/a	n/a
394.115	3.5	controlItem	n/a	n/a	10546	1	5	46	204	2	n/a	controlFoil1
398.112	3.5	criticalItem	n/a	n/a	20547	2	5	47	205	2	n/a	criticalTrue
402.056	3.5	genericItem	n/a	n/a	10548	1	5	48	206	2	n/a	n/a
406.108	3.5	controlItem	n/a	n/a	10549	1	5	49	207	2	n/a	controlFoil1
410.043	3.5	criticalItem	n/a	n/a	20550	2	5	50	208	2	n/a	criticalTrue
414.054	n/a	n/a	n/a	n/a	90500	9	5	0	209	2	n/a	n/a
418.024	n/a	n/a	n/a	n/a	90000	9	0	0	210	2	n/a	n/a
