onset	duration	trial_type	response	response_time	stim_id	stim_version	stim_events	stim_slides	trial_id	run_id	stim_redcross	subsequent_response_type
2.0911	n/a	n/a	n/a	n/a	80300	8	3	0	316	4	n/a	n/a
6.0847	3.5	genericItem	1	0.77	10301	1	3	1	317	4	1	n/a
10.0618	3.5	genericItem	n/a	n/a	10302	1	3	2	318	4	n/a	n/a
14.0268	3.5	controlItem	n/a	n/a	10303	1	3	3	319	4	n/a	controlFoil1
18.0847	3.5	genericItem	n/a	n/a	10304	1	3	4	320	4	n/a	n/a
22.0599	3.5	criticalItem	n/a	n/a	10305	1	3	5	321	4	n/a	criticalTrue
26.0283	3.5	genericItem	n/a	n/a	10306	1	3	6	322	4	n/a	n/a
30.0567	3.5	genericItem	n/a	n/a	10307	1	3	7	323	4	n/a	n/a
34.0457	3.5	genericItem	n/a	n/a	10308	1	3	8	324	4	n/a	n/a
38.064	3.5	controlItem	n/a	n/a	10309	1	3	9	325	4	n/a	controlTrue
42.0731	3.5	genericItem	n/a	n/a	10310	1	3	10	326	4	n/a	n/a
46.0552	3.5	genericItem	n/a	n/a	10311	1	3	11	327	4	n/a	n/a
50.0554	3.5	genericItem	n/a	n/a	10312	1	3	12	328	4	n/a	n/a
54.0781	3.5	controlItem	n/a	n/a	10313	1	3	13	329	4	n/a	controlTrue
58.0714	3.5	genericItem	1	0.96	10314	1	3	14	330	4	1	n/a
62.0585	3.5	genericItem	n/a	n/a	10315	1	3	15	331	4	n/a	n/a
66.0662	3.5	criticalItem	n/a	n/a	10316	1	3	16	332	4	n/a	criticalTrue
70.1207	3.5	controlItem	n/a	n/a	10317	1	3	17	333	4	n/a	controlTrue
74.0553	3.5	genericItem	n/a	n/a	10318	1	3	18	334	4	n/a	n/a
78.0771	3.5	criticalItem	n/a	n/a	10319	1	3	19	335	4	n/a	criticalFoil
82.0554	3.5	controlItem	n/a	n/a	10320	1	3	20	336	4	n/a	controlTrue
86.079	3.5	genericItem	n/a	n/a	10321	1	3	21	337	4	n/a	n/a
90.0501	3.5	criticalItem	n/a	n/a	10322	1	3	22	338	4	n/a	criticalFoil
94.0441	3.5	genericItem	n/a	n/a	10323	1	3	23	339	4	n/a	n/a
98.059	3.5	criticalItem	n/a	n/a	10324	1	3	24	340	4	n/a	criticalTrue
102.062	3.5	controlItem	n/a	n/a	10325	1	3	25	341	4	n/a	controlTrue
106.071	3.5	genericItem	n/a	n/a	10326	1	3	26	342	4	n/a	n/a
110.093	3.5	criticalItem	n/a	n/a	10327	1	3	27	343	4	n/a	criticalFoil
114.074	3.5	genericItem	n/a	n/a	10328	1	3	28	344	4	n/a	n/a
118.061	3.5	controlItem	n/a	n/a	10329	1	3	29	345	4	n/a	controlTrue
122.123	3.5	criticalItem	n/a	n/a	10330	1	3	30	346	4	n/a	criticalFalse
126.056	3.5	controlItem	n/a	n/a	10331	1	3	31	347	4	n/a	controlTrue
130.074	3.5	criticalItem	n/a	n/a	10332	1	3	32	348	4	n/a	criticalFalse
134.084	3.5	genericItem	n/a	n/a	10333	1	3	33	349	4	n/a	n/a
138.115	3.5	genericItem	n/a	n/a	10334	1	3	34	350	4	n/a	n/a
142.059	3.5	genericItem	n/a	n/a	10335	1	3	35	351	4	n/a	n/a
146.124	3.5	criticalItem	n/a	n/a	10336	1	3	36	352	4	n/a	criticalFalse
150.076	3.5	genericItem	n/a	n/a	10337	1	3	37	353	4	n/a	n/a
154.108	3.5	genericItem	n/a	n/a	10338	1	3	38	354	4	n/a	n/a
158.062	3.5	genericItem	n/a	n/a	10339	1	3	39	355	4	n/a	n/a
162.078	3.5	genericItem	1	0.74	10340	1	3	40	356	4	1	n/a
166.134	3.5	criticalItem	n/a	n/a	10341	1	3	41	357	4	n/a	criticalTrue
170.057	3.5	controlItem	n/a	n/a	10342	1	3	42	358	4	n/a	controlFoil1
174.078	3.5	genericItem	n/a	n/a	10343	1	3	43	359	4	n/a	n/a
178.118	3.5	criticalItem	n/a	n/a	10344	1	3	44	360	4	n/a	criticalFalse
182.085	3.5	controlItem	n/a	n/a	10345	1	3	45	361	4	n/a	controlTrue
186.114	3.5	genericItem	n/a	n/a	10346	1	3	46	362	4	n/a	n/a
190.056	3.5	criticalItem	n/a	n/a	10347	1	3	47	363	4	n/a	criticalFalse
194.083	3.5	controlItem	n/a	n/a	10348	1	3	48	364	4	n/a	controlTrue
198.114	3.5	genericItem	n/a	n/a	10349	1	3	49	365	4	n/a	n/a
202.057	3.5	controlItem	n/a	n/a	10350	1	3	50	366	4	n/a	controlFoil1
206.039	n/a	n/a	n/a	n/a	90300	9	3	0	367	4	n/a	n/a
210.043	n/a	n/a	n/a	n/a	80900	8	9	0	368	4	n/a	n/a
214.122	3.5	genericItem	n/a	n/a	10901	1	9	1	369	4	n/a	n/a
218.049	3.5	genericItem	n/a	n/a	10902	1	9	2	370	4	n/a	n/a
222.116	3.5	controlItem	n/a	n/a	10903	1	9	3	371	4	n/a	controlTrue
226.107	3.5	criticalItem	n/a	n/a	20904	2	9	4	372	4	n/a	criticalFalse
230.123	3.5	controlItem	n/a	n/a	10905	1	9	5	373	4	n/a	controlFoil2
234.065	3.5	genericItem	n/a	n/a	10906	1	9	6	374	4	n/a	n/a
238.076	3.5	genericItem	n/a	n/a	10907	1	9	7	375	4	n/a	n/a
242.057	3.5	criticalItem	n/a	n/a	20908	2	9	8	376	4	n/a	criticalTrue
246.112	3.5	controlItem	n/a	n/a	10909	1	9	9	377	4	n/a	controlTrue
250.136	3.5	criticalItem	n/a	n/a	20910	2	9	10	378	4	n/a	criticalFalse
254.123	3.5	controlItem	n/a	n/a	10911	1	9	11	379	4	n/a	controlTrue
258.115	3.5	genericItem	n/a	n/a	10912	1	9	12	380	4	n/a	n/a
262.028	3.5	criticalItem	n/a	n/a	20913	2	9	13	381	4	n/a	criticalFalse
266.121	3.5	genericItem	n/a	n/a	10914	1	9	14	382	4	n/a	n/a
270.105	3.5	controlItem	n/a	n/a	10915	1	9	15	383	4	n/a	controlFoil1
274.115	3.5	genericItem	n/a	n/a	10916	1	9	16	384	4	n/a	n/a
