onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	358	11	n/a	911.0	11.0	n/a	leek/leek_11s.jpg
7.5	0.5	exp	568	11	n/a	1456.0	11.0	n/a	ski_pole/ski_pole_11s.jpg
12.0	0.5	exp	85	11	n/a	202.0	11.0	n/a	broccoli/broccoli_11s.jpg
16.5	0.5	catch	721	99	n/a	n/a	n/a	0.781	catch099.jpg
21.0	0.5	exp	179	11	n/a	434.0	11.0	n/a	crate/crate_11s.jpg
25.5	0.5	test	216	13	37.0	517.0	13.0	n/a	drawer/drawer_13s.jpg
30.0	0.5	exp	501	11	n/a	1254.0	11.0	n/a	pumpkin/pumpkin_11s.jpg
34.5	0.5	exp	474	11	n/a	1197.0	11.0	n/a	plastic_film/plastic_film_11s.jpg
39.0	0.5	catch	721	19	n/a	n/a	n/a	0.998	catch019.jpg
43.5	0.5	exp	388	11	n/a	978.0	11.0	n/a	marshmallow/marshmallow_11s.jpg
48.0	0.5	test	217	13	38.0	519.0	13.0	n/a	dress/dress_13s.jpg
52.5	0.5	catch	721	1	n/a	n/a	n/a	1.031	catch001.jpg
57.0	0.5	exp	564	11	n/a	1442.0	11.0	n/a	sickle/sickle_11s.jpg
61.5	0.5	exp	17	11	n/a	33.0	11.0	n/a	applesauce/applesauce_11s.jpg
66.0	0.5	exp	91	11	n/a	214.0	11.0	n/a	buggy/buggy_11s.jpg
70.5	0.5	exp	345	11	n/a	874.0	11.0	n/a	kimono/kimono_11s.jpg
75.0	0.5	test	591	13	84.0	1520.0	13.0	n/a	spoon/spoon_13n.jpg
79.5	0.5	exp	499	11	n/a	1246.0	11.0	n/a	puck/puck_11s.jpg
84.0	0.5	exp	500	11	n/a	1247.0	11.0	n/a	pudding/pudding_11s.jpg
88.5	0.5	exp	691	11	n/a	1778.0	11.0	n/a	wallpaper/wallpaper_11s.jpg
93.0	0.5	catch	721	40	n/a	n/a	n/a	1.075	catch040.jpg
97.5	0.5	exp	152	11	n/a	360.0	11.0	n/a	clock/clock_11n.jpg
102.0	0.5	exp	232	11	n/a	556.0	11.0	n/a	emerald/emerald_11s.jpg
106.5	0.5	catch	721	45	n/a	n/a	n/a	1.076	catch045.jpg
111.0	0.5	exp	600	11	n/a	1542.0	11.0	n/a	starfish/starfish_11s.jpg
115.5	0.5	exp	407	11	n/a	1020.0	11.0	n/a	mop/mop_11s.jpg
120.0	0.5	exp	173	11	n/a	422.0	11.0	n/a	cotton_candy/cotton_candy_11s.jpg
124.5	0.5	exp	9	11	n/a	22.0	11.0	n/a	anchor/anchor_11n.jpg
129.0	0.5	exp	36	11	n/a	83.0	11.0	n/a	basket/basket_11s.jpg
133.5	0.5	test	409	13	68.0	1022.0	13.0	n/a	mosquito/mosquito_net_13s.jpg
138.0	0.5	exp	342	11	n/a	866.0	11.0	n/a	kebab/kebab_11n.jpg
142.5	0.5	catch	721	10	n/a	n/a	n/a	1.029	catch010.jpg
147.0	0.5	exp	382	11	n/a	965.0	11.0	n/a	manatee/manatee_11s.jpg
151.5	0.5	exp	326	11	n/a	824.0	11.0	n/a	iceskate/iceskate_11s.jpg
156.0	0.5	exp	496	11	n/a	1240.0	11.0	n/a	pretzel/pretzel_11s.jpg
160.5	0.5	exp	139	11	n/a	321.0	11.0	n/a	chest2/chest2_11s.jpg
165.0	0.5	exp	569	11	n/a	1460.0	11.0	n/a	skunk/skunk_11s.jpg
169.5	0.5	exp	270	11	n/a	670.0	11.0	n/a	gel/gel_11s.jpg
174.0	0.5	exp	261	11	n/a	645.0	11.0	n/a	frog/frog_11s.jpg
178.5	0.5	exp	170	11	n/a	410.0	11.0	n/a	cork/cork_11s.jpg
183.0	0.5	exp	405	11	n/a	1018.0	11.0	n/a	monkey/monkey_11n.jpg
187.5	0.5	exp	51	11	n/a	123.0	11.0	n/a	bib/bib_11s.jpg
192.0	0.5	catch	721	83	n/a	n/a	n/a	1.114	catch083.jpg
196.5	0.5	test	279	13	44.0	698.0	17.0	n/a	graffiti/graffiti_17s.jpg
201.0	0.5	exp	539	11	n/a	1371.0	11.0	n/a	scaffolding/scaffolding_11s.jpg
205.5	0.5	exp	699	11	n/a	1791.0	11.0	n/a	water_fountain/water_fountain_11s.jpg
210.0	0.5	exp	290	11	n/a	718.0	11.0	n/a	grits/grits_11s.jpg
214.5	0.5	exp	460	11	n/a	1159.0	11.0	n/a	petal/petal_11s.jpg
219.0	0.5	exp	638	11	n/a	1648.0	11.0	n/a	thermos/thermos_11s.jpg
223.5	0.5	test	181	13	31.0	436.0	15.0	n/a	crayon/crayon_15s.jpg
228.0	0.5	exp	411	11	n/a	1026.0	11.0	n/a	motorcycle/motorcycle_11s.jpg
232.5	0.5	exp	225	11	n/a	543.0	11.0	n/a	easel/easel_11s.jpg
237.0	0.5	exp	309	11	n/a	767.0	11.0	n/a	headphones/headphones_11s.jpg
241.5	0.5	exp	514	11	n/a	1288.0	11.0	n/a	rattle/rattle_11s.jpg
246.0	0.5	exp	63	11	n/a	141.0	11.0	n/a	blind/blind_11s.jpg
250.5	0.5	exp	566	11	n/a	1447.0	11.0	n/a	sim_card/sim_card_11s.jpg
255.0	0.5	exp	304	11	n/a	747.0	11.0	n/a	handcuff/handcuff_11s.jpg
259.5	0.5	exp	446	11	n/a	1117.0	11.0	n/a	paperclip/paperclip_11s.jpg
264.0	0.5	exp	110	11	n/a	253.0	11.0	n/a	candelabra/candelabra_11s.jpg
268.5	0.5	exp	466	11	n/a	1172.0	11.0	n/a	pigeon/pigeon_11s.jpg
273.0	0.5	test	319	13	51.0	799.0	17.0	n/a	horse/horse_17s.jpg
277.5	0.5	catch	721	23	n/a	n/a	n/a	1.48	catch023.jpg
282.0	0.5	exp	241	11	n/a	579.0	11.0	n/a	ferret/ferret_11s.jpg
286.5	0.5	test	100	13	21.0	230.0	16.0	n/a	butterfly/butterfly_16n.jpg
291.0	0.5	test	451	13	73.0	1130.0	14.0	n/a	peach/peach_14n.jpg
295.5	0.5	exp	68	11	n/a	155.0	11.0	n/a	boat/boat_11n.jpg
300.0	0.5	exp	159	11	n/a	384.0	11.0	n/a	coffin/coffin_11s.jpg
304.5	0.5	exp	594	11	n/a	1528.0	11.0	n/a	squeegee/squeegee_11s.jpg
309.0	0.5	exp	448	11	n/a	1123.0	11.0	n/a	parsley/parsley_11n.jpg
313.5	0.5	exp	436	11	n/a	1094.0	11.0	n/a	pacifier/pacifier_11s.jpg
318.0	0.5	exp	432	11	n/a	1078.0	11.0	n/a	onion/onion_11n.jpg
322.5	0.5	exp	285	11	n/a	707.0	11.0	n/a	grasshopper/grasshopper_11s.jpg
327.0	0.5	exp	354	11	n/a	896.0	11.0	n/a	lantern/lantern_11s.jpg
331.5	0.5	exp	453	11	n/a	1134.0	11.0	n/a	pear/pear_11s.jpg
336.0	0.5	exp	576	11	n/a	1479.0	11.0	n/a	snorkel/snorkel_11s.jpg
340.5	0.5	exp	423	11	n/a	1058.0	11.0	n/a	net/net_11s.jpg
345.0	0.5	exp	220	11	n/a	523.0	11.0	n/a	drum/drum_11n.jpg
349.5	0.5	exp	213	11	n/a	514.0	11.0	n/a	dough/dough_11s.jpg
354.0	0.5	catch	721	53	n/a	n/a	n/a	0.745	catch053.jpg
358.5	0.5	test	600	13	86.0	1542.0	15.0	n/a	starfish/starfish_15n.jpg
363.0	0.5	exp	465	11	n/a	1171.0	11.0	n/a	pig/pig_11s.jpg
367.5	0.5	exp	646	11	n/a	1666.0	11.0	n/a	toast/toast_11s.jpg
372.0	0.5	catch	721	86	n/a	n/a	n/a	1.071	catch086.jpg
376.5	0.5	exp	321	11	n/a	806.0	11.0	n/a	hotdog/hotdog_11n.jpg
381.0	0.5	exp	239	11	n/a	576.0	11.0	n/a	fence/fence_11s.jpg
385.5	0.5	exp	709	11	n/a	1824.0	11.0	n/a	wine/wine_11s.jpg
390.0	0.5	exp	704	11	n/a	1809.0	11.0	n/a	wheelchair/wheelchair_11n.jpg
394.5	0.5	exp	695	11	n/a	1782.0	11.0	n/a	warthog/warthog_11s.jpg
399.0	0.5	exp	212	11	n/a	512.0	11.0	n/a	doormat/doormat_11s.jpg
403.5	0.5	exp	320	11	n/a	800.0	11.0	n/a	horseshoe/horseshoe_11n.jpg
408.0	0.5	exp	459	11	n/a	1151.0	11.0	n/a	pepper1/pepper1_11s.jpg
412.5	0.5	exp	7	11	n/a	17.0	11.0	n/a	altar/altar_11n.jpg
