onset	duration	trial_type	category_nr	exemplar_nr	test_image_nr	things_category_nr	things_exemplar_nr	response_time	file_path
3.0	0.5	exp	444	11	n/a	1112.0	11.0	n/a	papaya/papaya_11n.jpg
7.5	0.5	exp	394	11	n/a	989.0	11.0	n/a	meat_grinder/meat_grinder_11s.jpg
12.0	0.5	test	50	13	12.0	121.0	16.0	n/a	bench/bench_16n.jpg
16.5	0.5	exp	624	11	n/a	1609.0	11.0	n/a	table/table_11s.jpg
21.0	0.5	exp	143	11	n/a	333.0	11.0	n/a	chinchilla/chinchilla_11s.jpg
25.5	0.5	exp	352	11	n/a	892.0	11.0	n/a	lamp/lamp_11s.jpg
30.0	0.5	exp	154	11	n/a	370.0	11.0	n/a	coat/coat_11s.jpg
34.5	0.5	exp	105	11	n/a	241.0	11.0	n/a	calculator/calculator_11s.jpg
39.0	0.5	exp	615	11	n/a	1587.0	11.0	n/a	sunroof/sunroof_11s.jpg
43.5	0.5	exp	637	11	n/a	1647.0	11.0	n/a	thermometer/thermometer_11s.jpg
48.0	0.5	exp	272	11	n/a	677.0	11.0	n/a	girl/girl_11n.jpg
52.5	0.5	exp	391	11	n/a	982.0	11.0	n/a	mast/mast_11s.jpg
57.0	0.5	test	29	13	5.0	63.0	13.0	n/a	bamboo/bamboo_13s.jpg
61.5	0.5	exp	301	11	n/a	743.0	11.0	n/a	hammock/hammock_11s.jpg
66.0	0.5	exp	28	11	n/a	61.0	11.0	n/a	balloon/balloon_11s.jpg
70.5	0.5	test	155	13	27.0	371.0	13.0	n/a	coat/coat_rack_13s.jpg
75.0	0.5	catch	721	63	n/a	n/a	n/a	1.515	catch063.jpg
79.5	0.5	exp	101	11	n/a	233.0	11.0	n/a	cabbage/cabbage_11s.jpg
84.0	0.5	exp	522	11	n/a	1308.0	11.0	n/a	rhubarb/rhubarb_11n.jpg
88.5	0.5	exp	518	11	n/a	1301.0	11.0	n/a	refrigerator/refrigerator_11s.jpg
93.0	0.5	exp	509	11	n/a	1275.0	11.0	n/a	radish/radish_11s.jpg
97.5	0.5	exp	115	11	n/a	261.0	11.0	n/a	cannon/cannon_11s.jpg
102.0	0.5	exp	667	11	n/a	1710.0	11.0	n/a	tree_trunk/tree_trunk_11s.jpg
106.5	0.5	catch	721	6	n/a	n/a	n/a	1.126	catch006.jpg
111.0	0.5	exp	95	11	n/a	222.0	11.0	n/a	bungee/bungee_11s.jpg
115.5	0.5	exp	511	11	n/a	1278.0	11.0	n/a	railing/railing_11s.jpg
