onset	duration	trial_type	response	response_time	stim_id	stim_events	stim_slides	trial_id	run_id	stim_type	response_type
2.00943	n/a	n/a	n/a	n/a	80300	3	0	445	4	8	n/a
12.0083	3.5	criticalItem	n/a	n/a	10327	3	27	446	4	1	n/a
15.4914	3.0	criticalItem	n/a	n/a	40327	3	27	447	4	0	n/a
18.491	3.0	criticalItem	Foil	1.787	40327	3	27	448	4	4	criticalFoil
22.0059	3.5	controlItem	n/a	n/a	10350	3	50	449	4	1	n/a
25.4901	3.0	controlItem	n/a	n/a	20350	3	50	450	4	0	n/a
28.4899	3.0	controlItem	Foil1	1.618	20350	3	50	451	4	2	controlFoil1
32.0053	3.5	criticalItem	n/a	n/a	10324	3	24	452	4	1	n/a
35.4893	3.0	criticalItem	n/a	n/a	20324	3	24	453	4	0	n/a
38.4891	3.0	criticalItem	True	0.672	20324	3	24	454	4	2	criticalTrue
42.0054	3.5	controlItem	n/a	n/a	10303	3	3	455	4	1	n/a
45.4883	3.0	controlItem	n/a	n/a	40303	3	3	456	4	0	n/a
48.4878	3.0	controlItem	Foil1	0.484	40303	3	3	457	4	4	controlFoil1
52.0043	3.5	criticalItem	n/a	n/a	10322	3	22	458	4	1	n/a
55.4872	3.0	criticalItem	n/a	n/a	30322	3	22	459	4	0	n/a
58.486	3.0	criticalItem	Foil	0.748	30322	3	22	460	4	3	criticalFoil
62.0032	3.5	controlItem	n/a	n/a	10309	3	9	461	4	1	n/a
65.4864	3.0	controlItem	n/a	n/a	70309	3	9	462	4	0	n/a
68.4849	3.0	controlItem	True	0.594	70309	3	9	463	4	7	controlTrue
72.0005	3.5	controlItem	n/a	n/a	10345	3	45	464	4	1	n/a
75.4854	3.0	controlItem	n/a	n/a	50345	3	45	465	4	0	n/a
78.4842	3.0	controlItem	True	0.804	50345	3	45	466	4	5	controlTrue
82.0001	3.5	controlItem	n/a	n/a	10320	3	20	467	4	1	n/a
85.4843	3.0	controlItem	n/a	n/a	50320	3	20	468	4	0	n/a
88.4831	3.0	controlItem	True	0.501	50320	3	20	469	4	5	controlTrue
92.0005	3.5	controlItem	n/a	n/a	10325	3	25	470	4	1	n/a
95.4818	3.0	controlItem	n/a	n/a	20325	3	25	471	4	0	n/a
98.483	3.0	controlItem	True	1.41	20325	3	25	472	4	2	controlTrue
102.015	3.5	criticalItem	n/a	n/a	10336	3	36	473	4	1	n/a
105.499	3.0	criticalItem	n/a	n/a	30336	3	36	474	4	0	n/a
108.499	3.0	criticalItem	False	1.064	30336	3	36	475	4	3	criticalFalse
112.014	3.5	controlItem	n/a	n/a	10331	3	31	476	4	1	n/a
115.497	3.0	controlItem	n/a	n/a	60331	3	31	477	4	0	n/a
118.498	3.0	controlItem	True	0.515	60331	3	31	478	4	6	controlTrue
122.013	3.5	criticalItem	n/a	n/a	10341	3	41	479	4	1	n/a
125.497	3.0	criticalItem	n/a	n/a	40341	3	41	480	4	0	n/a
128.495	3.0	criticalItem	True	1.185	40341	3	41	481	4	4	criticalTrue
132.012	3.5	controlItem	n/a	n/a	10313	3	13	482	4	1	n/a
135.495	3.0	controlItem	n/a	n/a	50313	3	13	483	4	0	n/a
138.496	3.0	controlItem	True	0.484	50313	3	13	484	4	5	controlTrue
142.01	3.5	controlItem	n/a	n/a	10317	3	17	485	4	1	n/a
145.494	3.0	controlItem	n/a	n/a	70317	3	17	486	4	0	n/a
148.494	3.0	controlItem	True	2.021	70317	3	17	487	4	7	controlTrue
152.01	3.5	criticalItem	n/a	n/a	10344	3	44	488	4	1	n/a
155.494	3.0	criticalItem	n/a	n/a	70344	3	44	489	4	0	n/a
158.494	3.0	criticalItem	False	0.539	70344	3	44	490	4	7	criticalFalse
162.01	3.5	criticalItem	n/a	n/a	10316	3	16	491	4	1	n/a
165.492	3.0	criticalItem	n/a	n/a	30316	3	16	492	4	0	n/a
168.493	3.0	criticalItem	True	0.47	30316	3	16	493	4	3	criticalTrue
172.008	3.5	controlItem	n/a	n/a	10342	3	42	494	4	1	n/a
175.491	3.0	controlItem	n/a	n/a	60342	3	42	495	4	0	n/a
178.492	3.0	controlItem	Foil1	0.367	60342	3	42	496	4	6	controlFoil1
182.007	3.5	criticalItem	n/a	n/a	10330	3	30	497	4	1	n/a
185.491	3.0	criticalItem	n/a	n/a	70330	3	30	498	4	0	n/a
188.491	3.0	criticalItem	False	0.834	70330	3	30	499	4	7	criticalFalse
192.006	3.5	criticalItem	n/a	n/a	10319	3	19	500	4	1	n/a
195.49	3.0	criticalItem	n/a	n/a	40319	3	19	501	4	0	n/a
198.49	3.0	criticalItem	Foil	0.469	40319	3	19	502	4	4	criticalFoil
202.005	3.5	criticalItem	n/a	n/a	10347	3	47	503	4	1	n/a
205.489	3.0	criticalItem	n/a	n/a	70347	3	47	504	4	0	n/a
208.489	3.0	criticalItem	False	0.487	70347	3	47	505	4	7	criticalFalse
212.004	3.5	controlItem	n/a	n/a	10329	3	29	506	4	1	n/a
215.487	3.0	controlItem	n/a	n/a	50329	3	29	507	4	0	n/a
218.488	3.0	controlItem	True	0.583	50329	3	29	508	4	5	controlTrue
222.004	3.5	controlItem	n/a	n/a	10348	3	48	509	4	1	n/a
225.487	3.0	controlItem	n/a	n/a	70348	3	48	510	4	0	n/a
228.487	3.0	controlItem	True	1.516	70348	3	48	511	4	7	controlTrue
232.002	3.5	criticalItem	n/a	n/a	10332	3	32	512	4	1	n/a
235.486	3.0	criticalItem	n/a	n/a	60332	3	32	513	4	0	n/a
238.485	3.0	criticalItem	False	2.184	60332	3	32	514	4	6	criticalFalse
242.001	3.5	criticalItem	n/a	n/a	10305	3	5	515	4	1	n/a
245.485	3.0	criticalItem	n/a	n/a	20305	3	5	516	4	0	n/a
248.485	3.0	criticalItem	True	1.045	20305	3	5	517	4	2	criticalTrue
252	n/a	n/a	n/a	n/a	90300	3	0	518	4	9	n/a
256	n/a	n/a	n/a	n/a	80100	1	0	519	4	8	n/a
266	3.5	controlItem	n/a	n/a	10132	1	32	520	4	1	n/a
269.482	3.0	controlItem	n/a	n/a	30132	1	32	521	4	0	n/a
272.481	3.0	controlItem	True	1.37	30132	1	32	522	4	3	controlTrue
276.015	3.5	criticalItem	n/a	n/a	10128	1	28	523	4	1	n/a
279.498	3.0	criticalItem	n/a	n/a	70128	1	28	524	4	0	n/a
282.497	3.0	criticalItem	True	0.423	70128	1	28	525	4	7	criticalTrue
286.014	3.5	controlItem	n/a	n/a	10140	1	40	526	4	1	n/a
289.498	3.0	controlItem	n/a	n/a	50140	1	40	527	4	0	n/a
292.497	3.0	controlItem	Foil1	0.383	50140	1	40	528	4	5	controlFoil1
296.012	3.5	controlItem	n/a	n/a	10146	1	46	529	4	1	n/a
299.497	3.0	controlItem	n/a	n/a	20146	1	46	530	4	0	n/a
302.495	3.0	controlItem	True	0.791	20146	1	46	531	4	2	controlTrue
306.013	3.5	criticalItem	n/a	n/a	10136	1	36	532	4	1	n/a
309.495	3.0	criticalItem	ForbiddenKey	2.278	50136	1	36	533	4	0	n/a
312.495	3.0	criticalItem	False	0.382	50136	1	36	534	4	5	criticalFalse
316.012	3.5	criticalItem	n/a	n/a	10117	1	17	535	4	1	n/a
319.494	3.0	criticalItem	n/a	n/a	40117	1	17	536	4	0	n/a
322.493	3.0	criticalItem	True	0.544	40117	1	17	537	4	4	criticalTrue
326.011	3.5	criticalItem	n/a	n/a	10150	1	50	538	4	1	n/a
329.494	3.0	criticalItem	n/a	n/a	20150	1	50	539	4	0	n/a
332.492	3.0	criticalItem	False	0.478	20150	1	50	540	4	2	criticalFalse
336.008	3.5	criticalItem	n/a	n/a	10122	1	22	541	4	1	n/a
339.492	3.0	criticalItem	n/a	n/a	20122	1	22	542	4	0	n/a
342.492	3.0	criticalItem	True	1.507	20122	1	22	543	4	2	criticalTrue
346.007	3.5	controlItem	n/a	n/a	10125	1	25	544	4	1	n/a
349.492	3.0	controlItem	n/a	n/a	40125	1	25	545	4	0	n/a
352.491	3.0	controlItem	True	0.545	40125	1	25	546	4	4	controlTrue
356.007	3.5	controlItem	n/a	n/a	10104	1	4	547	4	1	n/a
359.491	3.0	controlItem	n/a	n/a	20104	1	4	548	4	0	n/a
362.49	3.0	controlItem	Foil1	0.49	20104	1	4	549	4	2	controlFoil1
366.007	3.5	criticalItem	n/a	n/a	10141	1	41	550	4	1	n/a
369.489	3.0	criticalItem	n/a	n/a	30141	1	41	551	4	0	n/a
372.488	3.0	criticalItem	False	1.243	30141	1	41	552	4	3	criticalFalse
376.005	3.5	criticalItem	n/a	n/a	10110	1	10	553	4	1	n/a
379.489	3.0	criticalItem	n/a	n/a	30110	1	10	554	4	0	n/a
382.488	3.0	criticalItem	True	0.02	30110	1	10	555	4	3	criticalTrue
386.005	3.5	controlItem	n/a	n/a	10116	1	16	556	4	1	n/a
389.487	3.0	controlItem	n/a	n/a	40116	1	16	557	4	0	n/a
392.487	3.0	controlItem	True	0.561	40116	1	16	558	4	4	controlTrue
396.003	3.5	criticalItem	n/a	n/a	10114	1	14	559	4	1	n/a
399.487	3.0	criticalItem	n/a	n/a	60114	1	14	560	4	0	n/a
402.486	3.0	criticalItem	True	0.722	60114	1	14	561	4	6	criticalTrue
406.002	3.5	criticalItem	n/a	n/a	10112	1	12	562	4	1	n/a
409.485	3.0	criticalItem	n/a	n/a	30112	1	12	563	4	0	n/a
412.485	3.0	criticalItem	True	0.617	30112	1	12	564	4	3	criticalTrue
416.001	3.5	controlItem	n/a	n/a	10118	1	18	565	4	1	n/a
419.485	3.0	controlItem	n/a	n/a	30118	1	18	566	4	0	n/a
422.484	3.0	controlItem	Foil1	1.713	30118	1	18	567	4	3	controlFoil1
426	3.5	criticalItem	n/a	n/a	10126	1	26	568	4	1	n/a
429.484	3.0	criticalItem	n/a	n/a	20126	1	26	569	4	0	n/a
432.483	3.0	criticalItem	True	0.438	20126	1	26	570	4	2	criticalTrue
435.999	3.5	controlItem	n/a	n/a	10124	1	24	571	4	1	n/a
439.482	3.0	controlItem	n/a	n/a	60124	1	24	572	4	0	n/a
442.482	3.0	controlItem	Foil1	2.451	60124	1	24	573	4	6	controlFoil1
446.015	3.5	controlItem	n/a	n/a	10123	1	23	574	4	1	n/a
449.498	3.0	controlItem	n/a	n/a	70123	1	23	575	4	0	n/a
452.497	3.0	controlItem	True	1.638	70123	1	23	576	4	7	controlTrue
456.014	3.5	controlItem	n/a	n/a	10107	1	7	577	4	1	n/a
459.497	3.0	controlItem	n/a	n/a	30107	1	7	578	4	0	n/a
462.497	3.0	controlItem	True	1.087	30107	1	7	579	4	3	controlTrue
466.012	3.5	controlItem	n/a	n/a	10149	1	49	580	4	1	n/a
469.496	3.0	controlItem	n/a	n/a	20149	1	49	581	4	0	n/a
472.495	3.0	controlItem	Foil2	1.129	20149	1	49	582	4	2	controlFoil2
476.011	3.5	criticalItem	n/a	n/a	10119	1	19	583	4	1	n/a
479.495	3.0	criticalItem	n/a	n/a	40119	1	19	584	4	0	n/a
482.494	3.0	criticalItem	True	0.567	40119	1	19	585	4	4	criticalTrue
486.01	3.5	criticalItem	n/a	n/a	10131	1	31	586	4	1	n/a
489.493	3.0	criticalItem	n/a	n/a	70131	1	31	587	4	0	n/a
492.494	3.0	criticalItem	n/a	n/a	70131	1	31	588	4	7	n/a
496.01	3.5	controlItem	n/a	n/a	10121	1	21	589	4	1	n/a
499.493	3.0	controlItem	n/a	n/a	40121	1	21	590	4	0	n/a
502.492	3.0	controlItem	Foil1	0.505	40121	1	21	591	4	4	controlFoil1
506.009	n/a	n/a	n/a	n/a	90100	1	0	592	4	9	n/a
