onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
179.9180000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
182.2160000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
183.3400000000	n/a	n/a	Response: Correct	n/a	n/a	S200
187.6700000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
189.9520000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
190.9400000000	n/a	n/a	Response: Correct	n/a	n/a	S200
195.4540000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
197.7360000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
198.7640000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
203.1560000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
205.4380000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
206.3960000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
210.9240000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
213.2060000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
214.1600000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
218.5580000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
220.8400000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
221.8880000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
226.2080000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
228.4900000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
229.4520000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
233.8260000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
236.1080000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
236.9120000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
241.6440000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
243.9260000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
244.9000000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
249.4620000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
251.7440000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
252.6320000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
257.2140000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
259.4960000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
260.5600000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
260.6200000000	n/a	n/a	Mind Wandering Probe	n/a	n/a	S 50
262.6240000000	n/a	n/a	Mind Wandering: No	n/a	n/a	S 52
267.0960000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
269.3780000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
270.1280000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
274.8320000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
277.1120000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
277.8360000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
277.9020000000	n/a	n/a	Mind Wandering Probe	n/a	n/a	S 50
279.8880000000	n/a	n/a	Mind Wandering: No	n/a	n/a	S 52
284.3440000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
286.6260000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
287.6720000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
291.8440000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
294.1260000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
295.6960000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
299.2940000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
301.5760000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
302.3320000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
306.8600000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
309.1420000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
309.9120000000	n/a	n/a	Response: Correct	n/a	n/a	S200
314.3100000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
316.5920000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
317.4380000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
322.1620000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
324.4440000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
325.6220000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
329.6780000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
331.9600000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
332.7940000000	n/a	n/a	Response: Correct	n/a	n/a	S200
332.8500000000	n/a	n/a	Mind Wandering Probe	n/a	n/a	S 50
334.1420000000	n/a	n/a	Mind Wandering: No	n/a	n/a	S 52
338.5880000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
340.8700000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
342.1020000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
346.0200000000	n/a	n/a	Stim Onset: 3 Red + 2 yellow	n/a	n/a	S  2
348.3020000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
348.9580000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
349.0240000000	n/a	n/a	Mind Wandering Probe	n/a	n/a	S 50
349.9700000000	n/a	n/a	Mind Wandering: No	n/a	n/a	S 52
354.4940000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
356.7740000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
357.4140000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
362.0440000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
364.3260000000	n/a	n/a	Question Mark Probe: "Out"	n/a	n/a	S100
365.2020000000	n/a	n/a	Response: Inorrect	n/a	n/a	S201
369.6780000000	n/a	n/a	Stim Onset: 5 Red	n/a	n/a	S  3
371.9600000000	n/a	n/a	Question Mark Probe: "In"	n/a	n/a	S101
372.8340000000	n/a	n/a	Response: Correct	n/a	n/a	S200
377.1260000000	n/a	n/a	Stim Onset: 3 Red	n/a	n/a	S  1
