onset	duration	sample	type	value
6.17008262209387	0	3086	block:start	block:start;currentBlockNr:1;condition:visual;training:false
9.7621307223469	0	4882	box:spawned	box:spawned;condition:visual;trial_nr:1;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.880659
10.8221449167423	0	5412	box:touched	box:touched;condition:visual;reaction_time:1.050021;trial_nr:1;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.880659
13.3161783137442	0	6659	Markers	visualFeedback:off
15.0442014532869	0	7523	box:spawned	box:spawned;condition:visual;trial_nr:2;normal_or_conflict:normal;cube:CubeRight (UnityEngine.GameObject);isiTime:1.25513
15.9162131301857	0	7959	box:touched	box:touched;condition:visual;reaction_time:0.8605666;trial_nr:2;normal_or_conflict:normal;cube:CubeRight (UnityEngine.GameObject);isiTime:1.25513
18.406246473624	0	9204	Markers	visualFeedback:off
20.3522725323913	0	10177	box:spawned	box:spawned;condition:visual;trial_nr:3;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.638804
21.1762835665251	0	10589	box:touched	box:touched;condition:visual;reaction_time:0.8151078;trial_nr:3;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.638804
23.6683169367452	0	11835	Markers	visualFeedback:off
25.5003414689455	0	12751	box:spawned	box:spawned;condition:visual;trial_nr:4;normal_or_conflict:normal;cube:CubeRight (UnityEngine.GameObject);isiTime:1.400802
26.1583502801834	0	13080	box:touched	box:touched;condition:visual;reaction_time:0.6474845;trial_nr:4;normal_or_conflict:normal;cube:CubeRight (UnityEngine.GameObject);isiTime:1.400802
28.6503836504035	0	14326	Markers	visualFeedback:off
30.4364075666206	0	15219	box:spawned	box:spawned;condition:visual;trial_nr:5;normal_or_conflict:normal;cube:CubeRight (UnityEngine.GameObject);isiTime:1.395416
31.1044165117679	0	15553	box:touched	box:touched;condition:visual;reaction_time:0.6590152;trial_nr:5;normal_or_conflict:normal;cube:CubeRight (UnityEngine.GameObject);isiTime:1.395416
33.5984499087698	0	16800	Markers	visualFeedback:off
35.3944739588964	0	17698	box:spawned	box:spawned;condition:visual;trial_nr:6;normal_or_conflict:conflict;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.445164
35.9524814310403	0	17977	box:touched	box:touched;condition:visual;reaction_time:0.5471058;trial_nr:6;normal_or_conflict:conflict;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.445164
38.4465148280423	0	19224	Markers	visualFeedback:off
40.1985382889675	0	20100	box:spawned	box:spawned;condition:visual;trial_nr:7;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.378922
41.0125491891919	0	20507	box:touched	box:touched;condition:visual;reaction_time:0.8043504;trial_nr:7;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.378922
43.504582559412	0	21753	Markers	visualFeedback:off
45.0226028868574	0	22512	box:spawned	box:spawned;condition:visual;trial_nr:8;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.211167
46.4986226518834	0	23250	box:touched	box:touched;condition:visual;reaction_time:1.465045;trial_nr:8;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.211167
48.9886559953217	0	24495	Markers	visualFeedback:off
51.8926948826086	0	25947	box:spawned	box:spawned;condition:visual;trial_nr:9;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.795674
52.7287060774337	0	26365	box:touched	box:touched;condition:visual;reaction_time:0.8265586;trial_nr:9;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.795674
55.2207394476537	0	27611	Markers	visualFeedback:off
57.1427651850386	0	28572	box:spawned	box:spawned;condition:visual;trial_nr:10;normal_or_conflict:conflict;cube:CubeRight (UnityEngine.GameObject);isiTime:1.487281
57.6547720411994	0	28828	box:touched	box:touched;condition:visual;reaction_time:0.5038533;trial_nr:10;normal_or_conflict:conflict;cube:CubeRight (UnityEngine.GameObject);isiTime:1.487281
60.1468054114195	0	30074	Markers	visualFeedback:off
61.8348280153246	0	30918	box:spawned	box:spawned;condition:visual;trial_nr:11;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.356528
62.614838460257	0	31308	box:touched	box:touched;condition:visual;reaction_time:0.7692771;trial_nr:11;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.356528
65.1068718304771	0	32554	Markers	visualFeedback:off
67.2189001121403	0	33610	box:spawned	box:spawned;condition:visual;trial_nr:12;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.727241
68.110912056858	0	34056	box:touched	box:touched;condition:visual;reaction_time:0.8821034;trial_nr:12;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.727241
70.6029454270781	0	35302	Markers	visualFeedback:off
72.0189643886477	0	36010	box:spawned	box:spawned;condition:visual;trial_nr:13;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.060536
72.866975744164	0	36434	box:touched	box:touched;condition:visual;reaction_time:0.8384571;trial_nr:13;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.060536
75.361009141166	0	37681	Markers	visualFeedback:off
77.9610439576075	0	38981	box:spawned	box:spawned;condition:visual;trial_nr:14;normal_or_conflict:normal;cube:CubeRight (UnityEngine.GameObject);isiTime:1.672811
78.9790575895834	0	39490	box:touched	box:touched;condition:visual;reaction_time:1.01069;trial_nr:14;normal_or_conflict:normal;cube:CubeRight (UnityEngine.GameObject);isiTime:1.672811
81.4810910937129	0	40741	Markers	visualFeedback:off
83.0111115818496	0	41506	box:spawned	box:spawned;condition:visual;trial_nr:15;normal_or_conflict:conflict;cube:CubeRight (UnityEngine.GameObject);isiTime:1.167306
83.5671190272118	0	41784	box:touched	box:touched;condition:visual;reaction_time:0.5476794;trial_nr:15;normal_or_conflict:conflict;cube:CubeRight (UnityEngine.GameObject);isiTime:1.167306
86.0611524242137	0	43031	Markers	visualFeedback:off
88.1711806790951	0	44086	box:spawned	box:spawned;condition:visual;trial_nr:16;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.781906
89.6091999352654	0	44805	box:touched	box:touched;condition:visual;reaction_time:1.429915;trial_nr:16;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.781906
92.1032333322674	0	46052	Markers	visualFeedback:off
94.4152642921185	0	47208	box:spawned	box:spawned;condition:visual;trial_nr:17;normal_or_conflict:conflict;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.903384
94.9712717374806	0	47486	box:touched	box:touched;condition:visual;reaction_time:0.547662;trial_nr:17;normal_or_conflict:conflict;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.903384
97.4633051077006	0	48732	Markers	visualFeedback:off
99.0393262118206	0	49520	box:spawned	box:spawned;condition:visual;trial_nr:18;normal_or_conflict:normal;cube:CubeRight (UnityEngine.GameObject);isiTime:1.191931
99.9873389064308	0	49994	box:touched	box:touched;condition:visual;reaction_time:0.93801;trial_nr:18;normal_or_conflict:normal;cube:CubeRight (UnityEngine.GameObject);isiTime:1.191931
102.479372276651	0	51240	Markers	visualFeedback:off
104.177395014465	0	52089	box:spawned	box:spawned;condition:visual;trial_nr:19;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.415128
105.135407842985	0	52568	box:touched	box:touched;condition:visual;reaction_time:0.9480743;trial_nr:19;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.415128
107.627441213205	0	53814	Markers	visualFeedback:off
108.989459451664	0	54495	box:spawned	box:spawned;condition:visual;trial_nr:20;normal_or_conflict:conflict;cube:CubeRight (UnityEngine.GameObject);isiTime:1.071549
109.615467834392	0	54808	box:touched	box:touched;condition:visual;reaction_time:0.6145554;trial_nr:20;normal_or_conflict:conflict;cube:CubeRight (UnityEngine.GameObject);isiTime:1.071549
112.107501204612	0	56054	Markers	visualFeedback:off
113.357517943286	0	56679	box:spawned	box:spawned;condition:visual;trial_nr:21;normal_or_conflict:normal;cube:CubeRight (UnityEngine.GameObject);isiTime:1.241962
114.061527370507	0	57031	box:touched	box:touched;condition:visual;reaction_time:0.6927118;trial_nr:21;normal_or_conflict:normal;cube:CubeRight (UnityEngine.GameObject);isiTime:1.241962
116.553560740727	0	58277	Markers	visualFeedback:off
117.847578068602	0	58924	box:spawned	box:spawned;condition:visual;trial_nr:22;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.290246
118.595588085024	0	59298	box:touched	box:touched;condition:visual;reaction_time:0.7379029;trial_nr:22;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.290246
121.087621455245	0	60544	Markers	visualFeedback:off
122.895645666062	0	61448	box:spawned	box:spawned;condition:visual;trial_nr:23;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.476493
123.621655387884	0	61811	box:touched	box:touched;condition:visual;reaction_time:0.7153349;trial_nr:23;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.476493
126.113688758104	0	63057	Markers	visualFeedback:off
128.191716584475	0	64096	box:spawned	box:spawned;condition:visual;trial_nr:24;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.866267
128.893725984915	0	64447	box:touched	box:touched;condition:visual;reaction_time:0.6927207;trial_nr:24;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.866267
131.385759355135	0	65693	Markers	visualFeedback:off
133.305785065738	0	66653	box:spawned	box:spawned;condition:visual;trial_nr:25;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.660492
134.153796421254	0	67077	box:touched	box:touched;condition:visual;reaction_time:0.8375392;trial_nr:25;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.660492
136.643829764692	0	68322	Markers	visualFeedback:off
137.953847306822	0	68977	box:spawned	box:spawned;condition:visual;trial_nr:26;normal_or_conflict:conflict;cube:CubeRight (UnityEngine.GameObject);isiTime:1.119011
138.48385440402	0	69242	box:touched	box:touched;condition:visual;reaction_time:0.5129428;trial_nr:26;normal_or_conflict:conflict;cube:CubeRight (UnityEngine.GameObject);isiTime:1.119011
140.969887693894	0	70485	Markers	visualFeedback:off
142.609909655034	0	71305	box:spawned	box:spawned;condition:visual;trial_nr:27;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.635723
143.501921599752	0	71751	box:touched	box:touched;condition:visual;reaction_time:0.8822603;trial_nr:27;normal_or_conflict:normal;cube:CubeMiddle (UnityEngine.GameObject);isiTime:1.635723
145.993954969972	0	72997	Markers	visualFeedback:off
147.401973824414	0	73701	box:spawned	box:spawned;condition:visual;trial_nr:28;normal_or_conflict:normal;cube:CubeRight (UnityEngine.GameObject);isiTime:1.065095
148.125983519454	0	74063	box:touched	box:touched;condition:visual;reaction_time:0.7152419;trial_nr:28;normal_or_conflict:normal;cube:CubeRight (UnityEngine.GameObject);isiTime:1.065095
150.618016889674	0	75309	Markers	visualFeedback:off
152.016035610207	0	76008	box:spawned	box:spawned;condition:visual;trial_nr:29;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.099202
152.750045439156	0	76375	box:touched	box:touched;condition:visual;reaction_time:0.7262888;trial_nr:29;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.099202
155.242078809376	0	77621	Markers	visualFeedback:off
156.974102002483	0	78487	box:spawned	box:spawned;condition:visual;trial_nr:30;normal_or_conflict:conflict;cube:CubeRight (UnityEngine.GameObject);isiTime:1.480724
157.488108885426	0	78744	box:touched	box:touched;condition:visual;reaction_time:0.5032773;trial_nr:30;normal_or_conflict:conflict;cube:CubeRight (UnityEngine.GameObject);isiTime:1.480724
159.978142228864	0	79989	Markers	visualFeedback:off
161.776166305772	0	80888	box:spawned	box:spawned;condition:visual;trial_nr:31;normal_or_conflict:normal;cube:CubeLeft (UnityEngine.GameObject);isiTime:1.795825
