onset	duration	trial_type	response_time	experimentName	correct	stim_path
0.0	7.0	fixation	n/a	VOESocPhys	1.0	n/a
19.517	5.0	fixation	n/a	VOESocPhys	1.0	n/a
37.029	3.0	fixation	n/a	VOESocPhys	1.0	n/a
52.53999999999999	3.0	fixation	0.629	VOESocPhys	1.0	n/a
68.05	3.0	fixation	0.445	VOESocPhys	1.0	n/a
83.56	7.0	fixation	0.481	VOESocPhys	1.0	n/a
103.069	3.0	fixation	n/a	VOESocPhys	1.0	n/a
118.579	3.0	fixation	n/a	VOESocPhys	1.0	n/a
134.091	3.0	fixation	n/a	VOESocPhys	1.0	n/a
149.60299999999998	3.0	fixation	n/a	VOESocPhys	1.0	n/a
165.111	5.0	fixation	n/a	VOESocPhys	1.0	n/a
182.617	5.0	fixation	n/a	VOESocPhys	1.0	n/a
200.131	7.0	fixation	0.649	VOESocPhys	1.0	n/a
219.641	5.0	fixation	n/a	VOESocPhys	1.0	n/a
237.148	5.0	fixation	0.69	VOESocPhys	1.0	n/a
254.66	5.0	fixation	0.544	VOESocPhys	1.0	n/a
272.16900000000004	5.0	fixation	0.413	VOESocPhys	1.0	n/a
289.682	7.0	fixation	n/a	VOESocPhys	1.0	n/a
309.1910000000001	5.0	fixation	0.5670000000000001	VOESocPhys	1.0	n/a
326.7000000000001	5.0	fixation	0.442	VOESocPhys	1.0	n/a
344.2100000000001	3.0	fixation	0.359	VOESocPhys	1.0	n/a
359.721	7.0	fixation	n/a	VOESocPhys	1.0	n/a
379.232	5.0	fixation	0.5379999999999999	VOESocPhys	1.0	n/a
396.741	3.0	fixation	n/a	VOESocPhys	1.0	n/a
7.0079999999999965	12.25	psychology_efficiency_fam_1	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/efficiency_exp1/fam_flip.mp4
24.521	12.25	psychology_efficiency_exp_1	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/efficiency_exp1/exp_flip.mp4
40.033	12.25	psychology_efficiency_unexp_1	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/efficiency_exp1/unexp_flip.mp4
55.544	12.25	psychology_goals_fam_1	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/goal_exp1/fam.mp4
71.053	12.25	psychology_goals_exp_1	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/goal_exp1/exp.mp4
90.563	12.25	psychology_goals_unexp_1	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/goal_exp1/unexp.mp4
106.072	12.25	physics_support_fam_1	n/a	VOESocPhys	n/a	stimuli/VOE/physics/support_exp1/fam.mp4
121.582	12.25	physics_support_exp_1	n/a	VOESocPhys	n/a	stimuli/VOE/physics/support_exp1/exp.mp4
137.097	12.25	physics_support_unexp_1	n/a	VOESocPhys	n/a	stimuli/VOE/physics/support_exp1/unexp.mp4
152.605	12.25	physics_solidity_fam_1	n/a	VOESocPhys	n/a	stimuli/VOE/physics/solidity_exp1/fam.mp4
170.113	12.25	physics_solidity_unexp_1	n/a	VOESocPhys	n/a	stimuli/VOE/physics/solidity_exp1/unexp.mp4
187.61900000000003	12.25	physics_solidity_exp_1	n/a	VOESocPhys	n/a	stimuli/VOE/physics/solidity_exp1/exp.mp4
207.135	12.25	physics_support_fam_2	n/a	VOESocPhys	n/a	stimuli/VOE/physics/support_exp1/fam_flip.mp4
224.642	12.25	physics_support_exp_2	n/a	VOESocPhys	n/a	stimuli/VOE/physics/support_exp1/exp_flip.mp4
242.15	12.25	physics_support_unexp_2	n/a	VOESocPhys	n/a	stimuli/VOE/physics/support_exp1/unexp_flip.mp4
259.663	12.25	psychology_efficiency_fam_2	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/efficiency_exp1/fam_flip.mp4
277.17499999999995	12.25	psychology_efficiency_unexp_2	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/efficiency_exp1/unexp_flip.mp4
296.684	12.25	psychology_efficiency_exp_2	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/efficiency_exp1/exp_flip.mp4
314.194	12.25	physics_solidity_fam_2	n/a	VOESocPhys	n/a	stimuli/VOE/physics/solidity_exp1/fam_flip.mp4
331.70399999999995	12.25	physics_solidity_exp_2	n/a	VOESocPhys	n/a	stimuli/VOE/physics/solidity_exp1/exp_flip.mp4
347.216	12.25	physics_solidity_unexp_2	n/a	VOESocPhys	n/a	stimuli/VOE/physics/solidity_exp1/unexp_flip.mp4
366.722	12.25	psychology_goals_fam_2	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/goal_exp1/fam.mp4
384.235	12.25	psychology_goals_exp_2	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/goal_exp1/exp.mp4
399.745	12.25	psychology_goals_unexp_2	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/goal_exp1/unexp.mp4
