onset	duration	trial_type	response_time	experimentName	correct	stim_path
0.0	3.0	fixation	n/a	VOESocPhys	1.0	n/a
15.518	5.0	fixation	0.47	VOESocPhys	1.0	n/a
33.02799999999999	3.0	fixation	0.3829999999999999	VOESocPhys	1.0	n/a
48.543000000000006	5.0	fixation	0.366	VOESocPhys	1.0	n/a
66.05600000000001	3.0	fixation	1.022	VOESocPhys	1.0	n/a
81.56800000000001	3.0	fixation	0.41	VOESocPhys	1.0	n/a
97.082	3.0	fixation	0.484	VOESocPhys	1.0	n/a
112.596	3.0	fixation	n/a	VOESocPhys	1.0	n/a
128.10399999999998	7.0	fixation	0.575	VOESocPhys	1.0	n/a
147.61700000000005	7.0	fixation	n/a	VOESocPhys	1.0	n/a
167.12400000000005	5.0	fixation	n/a	VOESocPhys	1.0	n/a
184.637	5.0	fixation	n/a	VOESocPhys	1.0	n/a
202.151	5.0	fixation	n/a	VOESocPhys	1.0	n/a
219.663	5.0	fixation	0.377	VOESocPhys	1.0	n/a
237.171	7.0	fixation	n/a	VOESocPhys	1.0	n/a
256.68	3.0	fixation	n/a	VOESocPhys	1.0	n/a
272.189	5.0	fixation	n/a	VOESocPhys	1.0	n/a
289.701	5.0	fixation	n/a	VOESocPhys	1.0	n/a
307.209	5.0	fixation	0.545	VOESocPhys	1.0	n/a
324.718	3.0	fixation	n/a	VOESocPhys	1.0	n/a
340.23	5.0	fixation	0.422	VOESocPhys	1.0	n/a
357.74	3.0	fixation	n/a	VOESocPhys	1.0	n/a
373.254	7.0	fixation	n/a	VOESocPhys	1.0	n/a
392.764	5.0	fixation	0.424	VOESocPhys	1.0	n/a
3.0080000000000098	12.25	physics_solidity_fam_1	n/a	VOESocPhys	n/a	stimuli/VOE/physics/solidity_exp1/fam.mp4
20.521	12.25	physics_solidity_unexp_1	n/a	VOESocPhys	n/a	stimuli/VOE/physics/solidity_exp1/unexp.mp4
36.03399999999999	12.25	physics_solidity_exp_1	n/a	VOESocPhys	n/a	stimuli/VOE/physics/solidity_exp1/exp.mp4
53.54900000000001	12.25	physics_support_fam_1	n/a	VOESocPhys	n/a	stimuli/VOE/physics/support_exp1/fam.mp4
69.059	12.25	physics_support_unexp_1	n/a	VOESocPhys	n/a	stimuli/VOE/physics/support_exp1/unexp.mp4
84.571	12.25	physics_support_exp_1	n/a	VOESocPhys	n/a	stimuli/VOE/physics/support_exp1/exp.mp4
100.084	12.25	psychology_goals_fam_1	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/goal_exp1/fam_flip.mp4
115.598	12.25	psychology_goals_unexp_1	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/goal_exp1/unexp_flip.mp4
135.107	12.25	psychology_goals_exp_1	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/goal_exp1/exp_flip.mp4
154.618	12.25	psychology_efficiency_fam_1	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/efficiency_exp1/fam_flip.mp4
172.127	12.25	psychology_efficiency_exp_1	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/efficiency_exp1/exp_flip.mp4
189.642	12.25	psychology_efficiency_unexp_1	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/efficiency_exp1/unexp_flip.mp4
207.153	12.25	psychology_goals_fam_2	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/goal_exp1/fam_flip.mp4
224.66700000000003	12.25	psychology_goals_exp_2	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/goal_exp1/exp_flip.mp4
244.173	12.25	psychology_goals_unexp_2	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/goal_exp1/unexp_flip.mp4
259.683	12.25	physics_solidity_fam_2	n/a	VOESocPhys	n/a	stimuli/VOE/physics/solidity_exp1/fam_flip.mp4
277.192	12.25	physics_solidity_unexp_2	n/a	VOESocPhys	n/a	stimuli/VOE/physics/solidity_exp1/unexp_flip.mp4
294.7030000000001	12.25	physics_solidity_exp_2	n/a	VOESocPhys	n/a	stimuli/VOE/physics/solidity_exp1/exp_flip.mp4
312.211	12.25	psychology_efficiency_fam_2	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/efficiency_exp1/fam.mp4
327.723	12.25	psychology_efficiency_unexp_2	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/efficiency_exp1/unexp.mp4
345.233	12.25	psychology_efficiency_exp_2	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/efficiency_exp1/exp.mp4
360.744	12.25	physics_support_fam_2	n/a	VOESocPhys	n/a	stimuli/VOE/physics/support_exp1/fam.mp4
380.257	12.25	physics_support_exp_2	n/a	VOESocPhys	n/a	stimuli/VOE/physics/support_exp1/exp.mp4
397.765	12.25	physics_support_unexp_2	n/a	VOESocPhys	n/a	stimuli/VOE/physics/support_exp1/unexp.mp4
