onset	duration	trial_type	response_time	experimentName	correct	stim_path
0.0	5.0	fixation	n/a	VOESocPhys	1.0	n/a
17.515	5.0	fixation	1.086	VOESocPhys	1.0	n/a
35.027	7.0	fixation	0.384	VOESocPhys	1.0	n/a
54.542	3.0	fixation	0.406	VOESocPhys	0.0	n/a
70.05199999999999	3.0	fixation	n/a	VOESocPhys	1.0	n/a
85.564	7.0	fixation	n/a	VOESocPhys	1.0	n/a
105.073	3.0	fixation	n/a	VOESocPhys	1.0	n/a
120.585	3.0	fixation	0.6709999999999999	VOESocPhys	1.0	n/a
136.092	7.0	fixation	0.4589999999999999	VOESocPhys	1.0	n/a
155.602	5.0	fixation	n/a	VOESocPhys	1.0	n/a
173.11900000000003	3.0	fixation	n/a	VOESocPhys	1.0	n/a
188.632	5.0	fixation	0.461	VOESocPhys	1.0	n/a
206.144	5.0	fixation	n/a	VOESocPhys	1.0	n/a
223.653	3.0	fixation	0.467	VOESocPhys	1.0	n/a
239.161	5.0	fixation	0.466	VOESocPhys	1.0	n/a
256.671	7.0	fixation	n/a	VOESocPhys	1.0	n/a
276.184	7.0	fixation	n/a	VOESocPhys	1.0	n/a
295.696	7.0	fixation	n/a	VOESocPhys	1.0	n/a
315.203	5.0	fixation	n/a	VOESocPhys	1.0	n/a
332.711	5.0	fixation	0.5820000000000001	VOESocPhys	1.0	n/a
350.22	7.0	fixation	0.477	VOESocPhys	1.0	n/a
369.726	7.0	fixation	n/a	VOESocPhys	1.0	n/a
389.234	5.0	fixation	0.613	VOESocPhys	1.0	n/a
406.742	7.0	fixation	0.434	VOESocPhys	1.0	n/a
5.003	12.25	physics_support_fam_1	n/a	VOESocPhys	n/a	stimuli/VOE/physics/support_exp1/fam.mp4
22.518	12.25	physics_support_exp_1	n/a	VOESocPhys	n/a	stimuli/VOE/physics/support_exp1/exp.mp4
42.033	12.25	physics_support_unexp_1	n/a	VOESocPhys	n/a	stimuli/VOE/physics/support_exp1/unexp.mp4
57.545	12.25	psychology_efficiency_fam_1	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/efficiency_exp1/fam.mp4
73.057	12.25	psychology_efficiency_exp_1	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/efficiency_exp1/exp.mp4
92.566	12.25	psychology_efficiency_unexp_1	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/efficiency_exp1/unexp.mp4
108.076	12.25	physics_solidity_fam_1	n/a	VOESocPhys	n/a	stimuli/VOE/physics/solidity_exp1/fam_flip.mp4
123.588	12.25	physics_solidity_unexp_1	n/a	VOESocPhys	n/a	stimuli/VOE/physics/solidity_exp1/unexp_flip.mp4
143.095	12.25	physics_solidity_exp_1	n/a	VOESocPhys	n/a	stimuli/VOE/physics/solidity_exp1/exp_flip.mp4
160.60399999999996	12.25	psychology_goals_fam_1	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/goal_exp1/fam.mp4
176.122	12.25	psychology_goals_exp_1	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/goal_exp1/exp.mp4
193.637	12.25	psychology_goals_unexp_1	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/goal_exp1/unexp.mp4
211.146	12.25	physics_solidity_fam_2	n/a	VOESocPhys	n/a	stimuli/VOE/physics/solidity_exp1/fam.mp4
226.656	12.25	physics_solidity_unexp_2	n/a	VOESocPhys	n/a	stimuli/VOE/physics/solidity_exp1/unexp.mp4
244.162	12.25	physics_solidity_exp_2	n/a	VOESocPhys	n/a	stimuli/VOE/physics/solidity_exp1/exp.mp4
263.675	12.25	physics_support_fam_2	n/a	VOESocPhys	n/a	stimuli/VOE/physics/support_exp1/fam_flip.mp4
283.19	12.25	physics_support_unexp_2	n/a	VOESocPhys	n/a	stimuli/VOE/physics/support_exp1/unexp_flip.mp4
302.699	12.25	physics_support_exp_2	n/a	VOESocPhys	n/a	stimuli/VOE/physics/support_exp1/exp_flip.mp4
320.206	12.25	psychology_goals_fam_2	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/goal_exp1/fam.mp4
337.713	12.25	psychology_goals_exp_2	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/goal_exp1/exp.mp4
357.222	12.25	psychology_goals_unexp_2	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/goal_exp1/unexp.mp4
376.729	12.25	psychology_efficiency_fam_2	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/efficiency_exp1/fam_flip.mp4
394.234	12.25	psychology_efficiency_unexp_2	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/efficiency_exp1/unexp_flip.mp4
413.7480000000001	12.25	psychology_efficiency_exp_2	n/a	VOESocPhys	n/a	stimuli/VOE/psychology/efficiency_exp1/exp_flip.mp4
