onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
696.9880000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
697.7900000000	n/a	n/a	Trn No Response	n/a	n/a	S105
699.8900000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
700.6920000000	n/a	n/a	Trn No Response	n/a	n/a	S105
702.7940000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
703.5940000000	n/a	n/a	Trn No Response	n/a	n/a	S105
705.6960000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
706.4960000000	n/a	n/a	Trn No Response	n/a	n/a	S105
708.5980000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
709.3980000000	n/a	n/a	Trn No Response	n/a	n/a	S105
711.5000000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
712.3000000000	n/a	n/a	Trn No Response	n/a	n/a	S105
714.4020000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
715.2020000000	n/a	n/a	Trn No Response	n/a	n/a	S105
717.3040000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
718.1040000000	n/a	n/a	Trn No Response	n/a	n/a	S105
720.2060000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
721.0060000000	n/a	n/a	Trn No Response	n/a	n/a	S105
723.1080000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
723.9080000000	n/a	n/a	Trn No Response	n/a	n/a	S105
726.0100000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
726.8120000000	n/a	n/a	Trn No Response	n/a	n/a	S105
728.8820000000	n/a	n/a	Trn Stim: blue congru A	n/a	n/a	S211
729.6820000000	n/a	n/a	Trn No Response	n/a	n/a	S105
731.8360000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
732.6360000000	n/a	n/a	Trn No Response	n/a	n/a	S105
999.0860000000	n/a	n/a	Trn Stim: yellow congru D	n/a	n/a	S114
999.8880000000	n/a	n/a	Trn No Response	n/a	n/a	S105
1002.0060000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
1002.4620000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
1002.5220000000	n/a	n/a	FB: +1	n/a	n/a	S  8
1004.6080000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
1004.9900000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
1005.0580000000	n/a	n/a	FB: +1	n/a	n/a	S  8
1007.1440000000	n/a	n/a	Trn Stim: blue incongru B	n/a	n/a	S222
1007.5220000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
1007.5940000000	n/a	n/a	FB: 0	n/a	n/a	S  9
1009.6780000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
1010.2100000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
1010.2780000000	n/a	n/a	FB: 0	n/a	n/a	S  9
1012.3640000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
1012.8040000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
1012.8640000000	n/a	n/a	FB: 0	n/a	n/a	S  9
1014.9480000000	n/a	n/a	Trn Stim: blue incongru D	n/a	n/a	S224
1015.3640000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
1015.4320000000	n/a	n/a	FB: 0	n/a	n/a	S  9
1017.5180000000	n/a	n/a	Trn Stim: yellow incongru D	n/a	n/a	S124
1018.0560000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
1018.1180000000	n/a	n/a	FB: 0	n/a	n/a	S  9
1020.2040000000	n/a	n/a	Trn Stim: blue congru B	n/a	n/a	S212
1020.6720000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
1020.7360000000	n/a	n/a	FB: +1	n/a	n/a	S  8
1022.8220000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
1023.2080000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
1023.2720000000	n/a	n/a	FB: 0	n/a	n/a	S  9
1025.3560000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
1025.7600000000	n/a	n/a	Trn Resp: left,incorrect	n/a	n/a	S103
1027.8580000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
1028.1680000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
1028.2420000000	n/a	n/a	FB: 0	n/a	n/a	S  9
1030.3280000000	n/a	n/a	Trn Stim: blue incongru A	n/a	n/a	S221
1030.7440000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
1030.8120000000	n/a	n/a	FB: +1	n/a	n/a	S  8
1032.8960000000	n/a	n/a	Trn Stim: blue congru C	n/a	n/a	S213
1033.2240000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
1033.2960000000	n/a	n/a	FB: 0	n/a	n/a	S  9
1035.3820000000	n/a	n/a	Trn Stim: yellow incongru C	n/a	n/a	S123
1035.9600000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
1036.0320000000	n/a	n/a	FB: +1	n/a	n/a	S  8
1038.1160000000	n/a	n/a	Trn Stim: yellow congru C	n/a	n/a	S113
1038.4800000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
1038.5500000000	n/a	n/a	FB: 0	n/a	n/a	S  9
1040.6360000000	n/a	n/a	Trn Stim: blue congru D	n/a	n/a	S214
1041.0040000000	n/a	n/a	Trn Resp: right,correct	n/a	n/a	S102
1041.0680000000	n/a	n/a	FB: 0	n/a	n/a	S  9
1043.1540000000	n/a	n/a	Trn Stim: yellow incongru B	n/a	n/a	S122
1043.7400000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
1043.8040000000	n/a	n/a	FB: 0	n/a	n/a	S  9
1045.8900000000	n/a	n/a	Trn Stim: yellow incongru A	n/a	n/a	S121
1046.3360000000	n/a	n/a	Trn Resp: left,correct	n/a	n/a	S101
