onset	duration	sample	type	value
0	0	1	New Segment	1
2.9874	0.0002	14938	Stimulus	S  1
4.7032	0.0002	23517	Stimulus	S 70
5.6182	0.0002	28092	Stimulus	S130
5.7032	0.0002	28517	Stimulus	S 99
7.9012	0.0002	39507	Stimulus	S 70
9.2232	0.0002	46117	Stimulus	S130
9.3082	0.0002	46542	Stimulus	S 99
11.9352	0.0002	59677	Stimulus	S 70
13.6732	0.0002	68367	Stimulus	S130
13.7582	0.0002	68792	Stimulus	S 99
16.669	0.0002	83346	Stimulus	S 70
17.028	0.0002	85141	Stimulus	S130
17.113	0.0002	85566	Stimulus	S 99
19.628	0.0002	98141	Stimulus	S 70
19.829	0.0002	99146	Stimulus	S130
19.914	0.0002	99571	Stimulus	S 99
21.41	0.0002	107051	Stimulus	S 70
22.094	0.0002	110471	Stimulus	S130
22.179	0.0002	110896	Stimulus	S 99
24.6898	0.0002	123450	Stimulus	S 70
26.5288	0.0002	132645	Stimulus	S130
26.6138	0.0002	133070	Stimulus	S 99
28.9068	0.0002	144535	Stimulus	S 70
30.3628	0.0002	151815	Stimulus	S130
30.4478	0.0002	152240	Stimulus	S130
33.0156	0.0002	165079	Stimulus	S 70
34.7396	0.0002	173699	Stimulus	S130
34.8246	0.0002	174124	Stimulus	S 99
36.7596	0.0002	183799	Stimulus	S 70
38.4356	0.0002	192179	Stimulus	S130
38.5206	0.0002	192604	Stimulus	S 99
40.0336	0.0002	200169	Stimulus	S 70
41.7846	0.0002	208924	Stimulus	S130
41.8696	0.0002	209349	Stimulus	S 99
43.5316	0.0002	217659	Stimulus	S 70
43.8464	0.0002	219233	Stimulus	S130
43.9314	0.0002	219658	Stimulus	S 99
46.4314	0.0002	232158	Stimulus	S 70
46.6864	0.0002	233433	Stimulus	S130
46.7714	0.0002	233858	Stimulus	S 99
49.2974	0.0002	246488	Stimulus	S 70
50.8464	0.0002	254233	Stimulus	S130
50.9314	0.0002	254658	Stimulus	S 99
53.1932	0.0002	265967	Stimulus	S 70
55.0212	0.0002	275107	Stimulus	S130
55.1062	0.0002	275532	Stimulus	S 99
57.3002	0.0002	286502	Stimulus	S 70
59.0652	0.0002	295327	Stimulus	S130
59.1502	0.0002	295752	Stimulus	S 99
60.612	0.0002	303061	Stimulus	S 70
61.743	0.0002	308716	Stimulus	S130
61.828	0.0002	309141	Stimulus	S 99
64.037	0.0002	320186	Stimulus	S 70
65.212	0.0002	326061	Stimulus	S130
65.297	0.0002	326486	Stimulus	S130
67.952	0.0002	339761	Stimulus	S 70
69.751	0.0002	348756	Stimulus	S130
69.8358	0.0002	349180	Stimulus	S 99
71.6888	0.0002	358445	Stimulus	S 70
72.3358	0.0002	361680	Stimulus	S130
72.4208	0.0002	362105	Stimulus	S 99
73.9588	0.0002	369795	Stimulus	S 70
75.2368	0.0002	376185	Stimulus	S130
75.3218	0.0002	376610	Stimulus	S130
77.6946	0.0002	388474	Stimulus	S 70
79.2706	0.0002	396354	Stimulus	S130
79.3556	0.0002	396779	Stimulus	S 99
81.4696	0.0002	407349	Stimulus	S 70
82.4766	0.0002	412384	Stimulus	S130
82.5616	0.0002	412809	Stimulus	S 99
84.3606	0.0002	421804	Stimulus	S 70
85.0496	0.0002	425249	Stimulus	S130
85.1346	0.0002	425674	Stimulus	S 99
86.9096	0.0002	434549	Stimulus	S 70
87.3656	0.0002	436829	Stimulus	S130
87.4504	0.0002	437253	Stimulus	S 99
89.8504	0.0002	449253	Stimulus	S 70
91.1604	0.0002	455803	Stimulus	S130
91.2454	0.0002	456228	Stimulus	S 99
92.6604	0.0002	463303	Stimulus	S 70
93.6994	0.0002	468498	Stimulus	S130
93.7844	0.0002	468923	Stimulus	S 99
95.9294	0.0002	479648	Stimulus	S 70
97.9732	0.0002	489867	Stimulus	S130
98.0582	0.0002	490292	Stimulus	S 99
100.2702	0.0002	501352	Stimulus	S 70
100.6462	0.0002	503232	Stimulus	S130
100.7312	0.0002	503657	Stimulus	S 99
102.5772	0.0002	512887	Stimulus	S 70
103.8772	0.0002	519387	Stimulus	S130
103.9622	0.0002	519812	Stimulus	S 99
105.533	0.0002	527666	Stimulus	S 70
107.446	0.0002	537231	Stimulus	S130
107.531	0.0002	537656	Stimulus	S 99
109.082	0.0002	545411	Stimulus	S 70
110.573	0.0002	552866	Stimulus	S130
110.658	0.0002	553291	Stimulus	S 99
112.393	0.0002	561966	Stimulus	S 70
112.704	0.0002	563521	Stimulus	S130
112.789	0.0002	563946	Stimulus	S 99
115.3328	0.0002	576665	Stimulus	S 70
116.9518	0.0002	584760	Stimulus	S130
117.0368	0.0002	585185	Stimulus	S 99
118.7578	0.0002	593790	Stimulus	S 70
120.6028	0.0002	603015	Stimulus	S130
120.6878	0.0002	603440	Stimulus	S 99
123.0728	0.0002	615365	Stimulus	S 70
123.2976	0.0002	616489	Stimulus	S130
123.3826	0.0002	616914	Stimulus	S 99
126.2246	0.0002	631124	Stimulus	S 70
127.5096	0.0002	637549	Stimulus	S130
127.5946	0.0002	637974	Stimulus	S130
130.3506	0.0002	651754	Stimulus	S 70
131.0576	0.0002	655289	Stimulus	S130
131.1424	0.0002	655713	Stimulus	S 99
133.4214	0.0002	667108	Stimulus	S 70
135.1504	0.0002	675753	Stimulus	S130
135.2354	0.0002	676178	Stimulus	S 99
136.8384	0.0002	684193	Stimulus	S 70
137.1964	0.0002	685983	Stimulus	S130
137.2814	0.0002	686408	Stimulus	S 99
139.3294	0.0002	696648	Stimulus	S 70
141.0364	0.0002	705183	Stimulus	S130
141.1214	0.0002	705608	Stimulus	S 99
143.2172	0.0002	716087	Stimulus	S 70
145.2242	0.0002	726122	Stimulus	S130
145.3092	0.0002	726547	Stimulus	S 99
146.8132	0.0002	734067	Stimulus	S 70
148.4212	0.0002	742107	Stimulus	S130
148.5062	0.0002	742532	Stimulus	S 99
150.3352	0.0002	751677	Stimulus	S 70
150.537	0.0002	752686	Stimulus	S130
150.622	0.0002	753111	Stimulus	S 99
152.723	0.0002	763616	Stimulus	S 70
153.268	0.0002	766341	Stimulus	S130
153.353	0.0002	766766	Stimulus	S 99
155.18	0.0002	775901	Stimulus	S 70
156.983	0.0002	784916	Stimulus	S130
157.068	0.0002	785341	Stimulus	S 99
159.002	0.0002	795011	Stimulus	S 70
160.8268	0.0002	804135	Stimulus	S130
160.9118	0.0002	804560	Stimulus	S130
162.7328	0.0002	813665	Stimulus	S 70
164.5558	0.0002	822780	Stimulus	S130
164.6408	0.0002	823205	Stimulus	S 99
