onset	duration	trial	pres	ts_blk	ts_trl	task	crit	disc	mem_disc	per_disc	per_type	accuracy	stim_file
221.76	0.72	299	5	3	15	per	con	mod	mod	mod	tg	ht	wh/0479.bmp
222.48	0.72	300	1	3	91	mem	con	mod	mod	mod	tg	ht	wh/0490.bmp
223.20	0.72	301	4	4	64	per	lib	mod	mod	mod	nt	cr	nh/0049_nh.bmp
223.92	0.72	302	1	1	82	per	con	low	low	low	tg	ms	wh/0535.bmp
224.64	0.72	303	3	1	14	per	lib	mod	mod	mod	tg	ht	wh/0359.bmp
225.36	0.72	304	2	2	44	per	con	low	mod	low	tg	ms	wh/0765.bmp
226.08	0.72	305	3	3	1	per	con	mod	mod	mod	nt	cr	nh/0895_nh.bmp
226.80	0.72	306	2	4	110	per	con	low	mod	low	nt	cr	nh/0030_nh.bmp
227.52	0.72	307	1	4	114	mem	con	low	low	mod	nt	ms	nh/0969_nh.bmp
228.24	0.72	308	1	2	82	per	lib	mod	low	mod	nt	cr	nh/0102_nh.bmp
228.96	0.72	309	4	3	46	mem	lib	mod	mod	low	tg	ht	wh/0174.bmp
229.68	0.72	310	1	1	99	mem	lib	mod	mod	low	tg	ht	wh/0203.bmp
230.40	0.72	311	2	2	46	per	con	low	mod	low	nt	cr	nh/0293_nh.bmp
231.12	0.72	312	4	2	98	mem	lib	mod	mod	mod	nt	ht	nh/0761_nh.bmp
231.84	0.72	313	2	1	72	mem	con	mod	mod	low	nt	ht	nh/0295_nh.bmp
232.56	0.72	314	2	2	108	mem	lib	mod	mod	mod	tg	ht	wh/0348.bmp
233.28	0.72	315	2	1	36	per	lib	low	mod	low	tg	ms	wh/0259.bmp
234.00	0.72	316	1	2	20	mem	con	mod	mod	mod	nt	ht	nh/0320_nh.bmp
234.72	0.72	317	1	4	88	per	con	mod	low	mod	tg	ms	wh/0595.bmp
235.44	0.72	318	2	4	54	per	lib	mod	mod	mod	nt	cr	nh/0365_nh.bmp
236.16	0.72	319	5	3	46	mem	lib	mod	mod	low	tg	ht	wh/0174.bmp
236.88	0.72	320	4	4	3	per	lib	low	mod	low	tg	ms	wh/1000.bmp
237.60	0.72	321	3	4	6	per	lib	low	mod	low	nt	fa	nh/0132_nh.bmp
238.32	0.72	322	4	1	47	per	lib	low	mod	low	tg	ht	wh/0672.bmp
239.04	0.72	323	3	2	51	per	con	mod	mod	mod	nt	cr	nh/0137_nh.bmp
239.76	0.72	324	2	4	20	mem	con	mod	mod	low	tg	ht	wh/0798.bmp
240.48	0.72	325	5	2	102	mem	lib	mod	mod	mod	tg	ht	wh/0970.bmp
241.20	0.72	326	2	3	82	mem	con	mod	mod	mod	tg	ht	wh/0445.bmp
241.92	0.72	327	2	1	13	per	lib	mod	mod	mod	nt	fa	nh/0333_nh.bmp
242.64	0.72	328	3	1	13	per	lib	mod	mod	mod	nt	fa	nh/0333_nh.bmp
243.36	0.72	329	1	3	68	mem	lib	low	low	low	tg	ht	wh/0021.bmp
244.08	0.72	330	4	4	7	per	lib	low	mod	low	nt	cr	nh/0454_nh.bmp
244.80	0.72	331	1	2	29	mem	con	mod	mod	mod	tg	ht	wh/0576.bmp
245.52	0.72	332	1	1	40	per	lib	low	mod	low	tg	ht	wh/0422.bmp
246.24	0.72	333	3	4	18	mem	con	mod	mod	low	tg	ht	wh/0615.bmp
246.96	0.72	334	2	3	94	mem	con	mod	mod	mod	nt	ht	nh/0151_nh.bmp
247.68	0.72	335	3	3	94	mem	con	mod	mod	mod	nt	ht	nh/0151_nh.bmp
248.40	0.72	336	2	3	40	mem	lib	mod	mod	low	tg	ht	wh/0067.bmp
249.12	0.72	337	2	1	79	mem	con	mod	mod	low	nt	ht	nh/0312_nh.bmp
249.84	0.72	338	1	3	22	mem	con	low	low	low	nt	ms	nh/0242_nh.bmp
250.56	0.72	339	3	3	82	mem	con	mod	mod	mod	tg	ht	wh/0445.bmp
251.28	0.72	340	1	2	127	per	lib	low	low	low	nt	fa	nh/0987_nh.bmp
252.00	0.72	341	2	3	34	mem	lib	mod	mod	low	tg	ht	wh/0757.bmp
252.72	0.72	342	3	2	32	mem	con	mod	mod	mod	nt	ht	nh/0742_nh.bmp
253.44	0.72	343	1	1	60	mem	con	low	low	mod	nt	ms	nh/0991_nh.bmp
254.16	0.72	344	4	4	1	per	lib	low	mod	low	tg	ht	wh/0195.bmp
254.88	0.72	345	3	1	79	mem	con	mod	mod	low	nt	ht	nh/0312_nh.bmp
255.60	0.72	346	4	3	87	mem	con	mod	mod	mod	nt	ht	nh/0705_nh.bmp
256.32	0.72	347	5	1	12	per	lib	mod	mod	mod	tg	ht	wh/0313.bmp
257.04	0.72	348	3	1	5	per	lib	mod	mod	mod	tg	ms	wh/0331.bmp
257.76	0.72	349	2	2	61	per	con	mod	mod	mod	tg	ms	wh/0645.bmp
258.48	0.72	350	2	1	65	mem	con	mod	mod	low	tg	ms	wh/0791.bmp
259.20	0.72	351	4	3	10	per	con	mod	mod	mod	nt	cr	nh/0664_nh.bmp
259.92	0.72	352	4	3	94	mem	con	mod	mod	mod	nt	ht	nh/0151_nh.bmp
260.64	0.72	353	1	4	68	mem	lib	low	low	mod	nt	ht	nh/0004_nh.bmp
261.36	0.72	354	2	2	20	mem	con	mod	mod	mod	nt	ht	nh/0320_nh.bmp
262.08	0.72	355	3	3	84	mem	con	mod	mod	mod	nt	ht	nh/0343_nh.bmp
262.80	0.72	356	2	1	99	mem	lib	mod	mod	low	tg	ht	wh/0203.bmp
263.52	0.72	357	3	4	47	mem	lib	mod	mod	mod	tg	ht	wh/0834.bmp
264.24	0.72	358	2	4	36	mem	lib	mod	mod	mod	tg	ht	wh/0759.bmp
264.96	0.72	359	5	2	47	per	con	low	mod	low	nt	cr	nh/0263_nh.bmp
265.68	0.72	360	3	2	23	mem	con	mod	mod	mod	tg	ht	wh/1006.bmp
266.40	0.72	361	4	2	64	per	con	mod	mod	mod	nt	cr	nh/0796_nh.bmp
267.12	0.72	362	1	1	15	per	lib	mod	mod	mod	nt	cr	nh/0799_nh.bmp
267.84	0.72	363	3	4	14	per	lib	low	mod	low	tg	ms	wh/0283.bmp
268.56	0.72	364	3	2	20	mem	con	mod	mod	mod	nt	ht	nh/0320_nh.bmp
269.28	0.72	365	1	3	117	per	lib	low	low	low	tg	ht	wh/0130.bmp
270.00	0.72	366	2	4	33	mem	lib	mod	mod	mod	nt	ht	nh/0477_nh.bmp
270.72	0.72	367	4	1	67	mem	con	mod	mod	low	tg	ht	wh/0007.bmp
271.44	0.72	368	3	2	105	mem	lib	mod	mod	mod	tg	ht	wh/0674.bmp
272.16	0.72	369	3	1	99	mem	lib	mod	mod	low	tg	ht	wh/0203.bmp
272.88	0.72	370	3	2	46	per	con	low	mod	low	nt	cr	nh/0293_nh.bmp
273.60	0.72	371	4	4	26	mem	con	mod	mod	low	tg	ms	wh/0424.bmp
274.32	0.72	372	2	4	30	mem	con	mod	mod	low	nt	ht	nh/0390_nh.bmp
275.04	0.72	373	1	4	51	per	lib	mod	mod	mod	nt	cr	nh/0931_nh.bmp
275.76	0.72	374	4	1	79	mem	con	mod	mod	low	nt	ht	nh/0312_nh.bmp
276.48	0.72	375	2	3	36	mem	lib	mod	mod	low	nt	ht	nh/0683_nh.bmp
277.20	0.72	376	1	3	107	per	lib	mod	low	mod	nt	cr	nh/0993_nh.bmp
277.92	0.72	377	1	2	109	mem	lib	mod	mod	mod	nt	ht	nh/0413_nh.bmp
278.64	0.72	378	3	2	53	per	con	mod	mod	mod	tg	ht	wh/0925.bmp
279.36	0.72	379	3	4	108	per	con	low	mod	low	nt	cr	nh/0166_nh.bmp
280.08	0.72	380	4	1	13	per	lib	mod	mod	mod	nt	fa	nh/0333_nh.bmp
280.80	0.72	381	2	1	71	mem	con	mod	mod	low	tg	ht	wh/0494.bmp
281.52	0.72	382	5	4	64	per	lib	mod	mod	mod	nt	cr	nh/0049_nh.bmp
282.24	0.72	383	3	1	35	per	lib	low	mod	low	nt	fa	nh/0212_nh.bmp
282.96	0.72	384	2	1	110	mem	lib	mod	mod	low	nt	ht	nh/0511_nh.bmp
283.68	0.72	385	1	3	18	mem	con	low	low	low	tg	ht	wh/0713.bmp
284.40	0.72	386	5	1	97	mem	lib	mod	mod	low	tg	ht	wh/0386.bmp
285.12	0.72	387	1	2	40	per	con	low	mod	low	tg	ms	wh/0438.bmp
285.84	0.72	388	3	1	65	mem	con	mod	mod	low	tg	ms	wh/0791.bmp
286.56	0.72	389	3	3	40	mem	lib	mod	mod	low	tg	ht	wh/0067.bmp
287.28	0.72	390	4	2	34	per	con	low	mod	low	nt	cr	nh/0412_nh.bmp
288.00	0.72	391	3	3	16	per	con	mod	mod	mod	tg	ht	wh/0689.bmp
288.72	0.72	392	3	4	111	per	con	low	mod	low	tg	ms	wh/0315.bmp
289.44	0.72	393	3	1	72	mem	con	mod	mod	low	nt	ht	nh/0295_nh.bmp
290.16	0.72	394	2	3	91	mem	con	mod	mod	mod	tg	ht	wh/0490.bmp
290.88	0.72	395	2	4	55	per	lib	mod	mod	mod	tg	ht	wh/0943.bmp
291.60	0.72	396	1	4	79	mem	lib	low	low	mod	nt	ms	nh/0230_nh.bmp
292.32	0.72	397	4	3	88	mem	con	mod	mod	mod	tg	ht	wh/0282.bmp
293.04	0.72	398	3	2	25	mem	con	mod	mod	mod	nt	ht	nh/0901_nh.bmp
293.76	0.72	399	2	1	15	per	lib	mod	mod	mod	nt	cr	nh/0799_nh.bmp
294.48	0.72	400	1	3	89	mem	con	mod	mod	mod	tg	ht	wh/0753.bmp
295.20	0.72	401	3	4	109	per	con	low	mod	low	tg	ms	wh/0081.bmp
295.92	0.72	402	3	4	30	mem	con	mod	mod	low	nt	ht	nh/0390_nh.bmp
296.64	0.72	403	2	2	59	per	con	mod	mod	mod	nt	cr	nh/0961_nh.bmp
297.36	0.72	404	6	2	47	per	con	low	mod	low	nt	cr	nh/0263_nh.bmp
298.08	0.72	405	3	4	33	mem	lib	mod	mod	mod	nt	ht	nh/0477_nh.bmp
298.80	0.72	406	2	2	29	mem	con	mod	mod	mod	tg	ht	wh/0576.bmp
299.52	0.72	407	1	3	64	per	con	low	low	low	tg	ht	wh/0743.bmp
300.24	0.72	408	3	4	104	per	con	low	mod	low	nt	cr	nh/0410_nh.bmp
300.96	0.72	409	4	2	26	mem	con	mod	mod	mod	tg	ht	wh/0487.bmp
301.68	0.72	410	3	4	53	per	lib	mod	mod	mod	nt	fa	nh/0604_nh.bmp
302.40	0.72	411	4	3	7	per	con	mod	mod	mod	tg	ht	wh/0806.bmp
303.12	0.72	412	3	1	1	per	lib	mod	mod	mod	tg	n/a	wh/0097.bmp
303.84	0.72	413	3	4	100	per	con	low	mod	low	nt	fa	nh/0246_nh.bmp
304.56	0.72	414	2	4	41	mem	lib	mod	mod	mod	nt	ht	nh/0809_nh.bmp
305.28	0.72	415	3	3	48	mem	lib	mod	mod	low	nt	ht	nh/0976_nh.bmp
306.00	0.72	416	4	3	45	mem	lib	mod	mod	low	tg	ht	wh/0643.bmp
306.72	0.72	417	3	4	12	per	lib	low	mod	low	nt	cr	nh/0703_nh.bmp
307.44	0.72	418	4	1	1	per	lib	mod	mod	mod	tg	n/a	wh/0097.bmp
308.16	0.72	419	2	2	109	mem	lib	mod	mod	mod	nt	ht	nh/0413_nh.bmp
308.88	0.72	420	4	4	104	per	con	low	mod	low	nt	cr	nh/0410_nh.bmp
309.60	0.72	421	3	4	20	mem	con	mod	mod	low	tg	ht	wh/0798.bmp
310.32	0.72	422	4	4	111	per	con	low	mod	low	tg	ms	wh/0315.bmp
311.04	0.72	423	6	1	12	per	lib	mod	mod	mod	tg	ht	wh/0313.bmp
311.76	0.72	424	3	2	108	mem	lib	mod	mod	mod	tg	ht	wh/0348.bmp
312.48	0.72	425	1	3	30	mem	con	low	low	low	nt	ht	nh/0026_nh.bmp
313.20	0.72	426	3	4	97	per	con	low	mod	low	tg	ms	wh/0509.bmp
313.92	0.72	427	3	4	16	per	lib	low	mod	low	tg	ms	wh/0400.bmp
314.64	0.72	428	3	4	41	mem	lib	mod	mod	mod	nt	ht	nh/0809_nh.bmp
315.36	0.72	429	1	2	9	mem	con	low	low	low	tg	ms	wh/0908.bmp
316.08	0.72	430	3	1	36	per	lib	low	mod	low	tg	ms	wh/0259.bmp
316.80	0.72	431	3	4	55	per	lib	mod	mod	mod	tg	ht	wh/0943.bmp
317.52	0.72	432	4	4	42	mem	lib	mod	mod	mod	nt	ht	nh/0861_nh.bmp
318.24	0.72	433	2	2	45	per	con	low	mod	low	tg	ms	wh/0554.bmp
318.96	0.72	434	3	3	13	per	con	mod	mod	mod	nt	fa	nh/0229_nh.bmp
319.68	0.72	435	3	2	59	per	con	mod	mod	mod	nt	cr	nh/0961_nh.bmp
320.40	0.72	436	4	4	100	per	con	low	mod	low	nt	fa	nh/0246_nh.bmp
321.12	0.72	437	5	4	7	per	lib	low	mod	low	nt	cr	nh/0454_nh.bmp
321.84	0.72	438	4	2	100	mem	lib	mod	mod	mod	tg	ht	wh/0583.bmp
322.56	0.72	439	4	3	82	mem	con	mod	mod	mod	tg	ht	wh/0445.bmp
323.28	0.72	440	2	4	15	per	lib	low	mod	low	nt	cr	nh/0641_nh.bmp
324.00	0.72	441	1	3	125	per	lib	low	low	low	nt	cr	nh/0808_nh.bmp
324.72	0.72	442	5	4	3	per	lib	low	mod	low	tg	ms	wh/1000.bmp
325.44	0.72	443	3	2	62	per	con	mod	mod	mod	nt	cr	nh/0738_nh.bmp
326.16	0.72	444	4	2	32	mem	con	mod	mod	mod	nt	ht	nh/0742_nh.bmp
326.88	0.72	445	5	3	10	per	con	mod	mod	mod	nt	cr	nh/0664_nh.bmp
327.60	0.72	446	4	1	35	per	lib	low	mod	low	nt	fa	nh/0212_nh.bmp
328.32	0.72	447	5	3	87	mem	con	mod	mod	mod	nt	ht	nh/0705_nh.bmp
329.04	0.72	448	2	1	104	mem	lib	mod	mod	low	nt	ht	nh/0988_nh.bmp
329.76	0.72	449	3	2	48	per	con	low	mod	low	nt	cr	nh/0459_nh.bmp
330.48	0.72	450	1	1	32	per	con	mod	low	mod	nt	cr	nh/0033_nh.bmp
331.20	0.72	451	3	4	110	per	con	low	mod	low	nt	cr	nh/0030_nh.bmp
331.92	0.72	452	5	2	26	mem	con	mod	mod	mod	tg	ht	wh/0487.bmp
332.64	0.72	453	3	1	71	mem	con	mod	mod	low	tg	ht	wh/0494.bmp
333.36	0.72	454	4	1	108	mem	lib	mod	mod	low	nt	ht	nh/0124_nh.bmp
334.08	0.72	455	1	2	60	per	con	mod	mod	mod	tg	ht	wh/0279.bmp
334.80	0.72	456	4	3	13	per	con	mod	mod	mod	nt	fa	nh/0229_nh.bmp
335.52	0.72	457	5	1	1	per	lib	mod	mod	mod	tg	n/a	wh/0097.bmp
336.24	0.72	458	4	4	30	mem	con	mod	mod	low	nt	ht	nh/0390_nh.bmp
336.96	0.72	459	1	3	43	mem	lib	mod	mod	low	nt	ht	nh/0512_nh.bmp
337.68	0.72	460	3	3	3	per	con	mod	mod	mod	tg	ht	wh/0592.bmp
338.40	0.72	461	4	3	40	mem	lib	mod	mod	low	tg	ht	wh/0067.bmp
339.12	0.72	462	5	4	1	per	lib	low	mod	low	tg	ht	wh/0195.bmp
339.84	0.72	463	2	1	40	per	lib	low	mod	low	tg	ht	wh/0422.bmp
340.56	0.72	464	1	4	89	per	con	mod	low	mod	tg	ht	wh/0498.bmp
341.28	0.72	465	4	4	41	mem	lib	mod	mod	mod	nt	ht	nh/0809_nh.bmp
342.00	0.72	466	4	4	53	per	lib	mod	mod	mod	nt	fa	nh/0604_nh.bmp
342.72	0.72	467	4	2	59	per	con	mod	mod	mod	nt	cr	nh/0961_nh.bmp
343.44	0.72	468	4	2	53	per	con	mod	mod	mod	tg	ht	wh/0925.bmp
344.16	0.72	469	3	4	15	per	lib	low	mod	low	nt	cr	nh/0641_nh.bmp
344.88	0.72	470	1	1	21	per	con	mod	low	mod	nt	cr	nh/0062_nh.bmp
345.60	0.72	471	3	1	43	per	lib	low	mod	low	nt	cr	nh/0302_nh.bmp
346.32	0.72	472	4	2	108	mem	lib	mod	mod	mod	tg	ht	wh/0348.bmp
347.04	0.72	473	5	2	30	mem	con	mod	mod	mod	nt	ht	nh/0071_nh.bmp
347.76	0.72	474	1	4	71	mem	lib	low	low	mod	tg	ht	wh/0214.bmp
348.48	0.72	475	2	3	43	mem	lib	mod	mod	low	nt	ht	nh/0512_nh.bmp
349.20	0.72	476	4	3	96	mem	con	mod	mod	mod	nt	ht	nh/0538_nh.bmp
349.92	0.72	477	4	1	65	mem	con	mod	mod	low	tg	ms	wh/0791.bmp
350.64	0.72	478	5	2	108	mem	lib	mod	mod	mod	tg	ht	wh/0348.bmp
351.36	0.72	479	3	1	78	mem	con	mod	mod	low	nt	ht	nh/0444_nh.bmp
352.08	0.72	480	2	4	34	mem	lib	mod	mod	mod	nt	ht	nh/0039_nh.bmp
352.80	0.72	481	2	4	23	mem	con	mod	mod	low	tg	ht	wh/0236.bmp
353.52	0.72	482	1	3	55	per	con	low	low	low	tg	ht	wh/0819.bmp
354.24	0.72	483	1	3	29	mem	con	low	low	low	nt	ms	nh/0117_nh.bmp
354.96	0.72	484	4	4	20	mem	con	mod	mod	low	tg	ht	wh/0798.bmp
355.68	0.72	485	3	4	54	per	lib	mod	mod	mod	nt	cr	nh/0365_nh.bmp
356.40	0.72	486	1	4	73	mem	lib	low	low	mod	tg	ms	wh/0894.bmp
357.12	0.72	487	3	3	43	mem	lib	mod	mod	low	nt	ht	nh/0512_nh.bmp
357.84	0.72	488	4	4	27	mem	con	mod	mod	low	nt	ht	nh/0523_nh.bmp
358.56	0.72	489	1	2	16	mem	con	low	low	low	nt	ms	nh/0524_nh.bmp
359.28	0.72	490	2	2	40	per	con	low	mod	low	tg	ms	wh/0438.bmp
360.00	0.72	491	5	1	13	per	lib	mod	mod	mod	nt	fa	nh/0333_nh.bmp
360.72	0.72	492	4	4	33	mem	lib	mod	mod	mod	nt	ht	nh/0477_nh.bmp
361.44	0.72	493	4	4	15	per	lib	low	mod	low	nt	cr	nh/0641_nh.bmp
362.16	0.72	494	5	2	34	per	con	low	mod	low	nt	cr	nh/0412_nh.bmp
362.88	0.72	495	4	4	110	per	con	low	mod	low	nt	cr	nh/0030_nh.bmp
363.60	0.72	496	6	3	46	mem	lib	mod	mod	low	tg	ht	wh/0174.bmp
364.32	0.72	497	3	3	39	mem	lib	mod	mod	low	nt	ht	nh/0792_nh.bmp
365.04	0.72	498	3	1	110	mem	lib	mod	mod	low	nt	ht	nh/0511_nh.bmp
365.76	0.72	499	5	1	73	mem	con	mod	mod	low	tg	ms	wh/1013.bmp
366.48	0.72	500	4	3	16	per	con	mod	mod	mod	tg	ht	wh/0689.bmp
367.20	0.72	501	5	3	88	mem	con	mod	mod	mod	tg	ht	wh/0282.bmp
367.92	0.72	502	4	3	8	per	con	mod	mod	mod	nt	cr	nh/0448_nh.bmp
368.64	0.72	503	3	1	15	per	lib	mod	mod	mod	nt	cr	nh/0799_nh.bmp
369.36	0.72	504	3	2	61	per	con	mod	mod	mod	tg	ms	wh/0645.bmp
370.08	0.72	505	4	1	110	mem	lib	mod	mod	low	nt	ht	nh/0511_nh.bmp
370.80	0.72	506	1	1	25	per	con	mod	low	mod	tg	ht	wh/0616.bmp
371.52	0.72	507	4	2	105	mem	lib	mod	mod	mod	tg	ht	wh/0674.bmp
372.24	0.72	508	3	3	34	mem	lib	mod	mod	low	tg	ht	wh/0757.bmp
372.96	0.72	509	5	2	64	per	con	mod	mod	mod	nt	cr	nh/0796_nh.bmp
373.68	0.72	510	5	1	67	mem	con	mod	mod	low	tg	ht	wh/0007.bmp
374.40	0.72	511	1	2	126	per	lib	low	low	low	tg	ht	wh/0309.bmp
375.12	0.72	512	1	4	65	mem	lib	low	low	mod	nt	ht	nh/0192_nh.bmp
375.84	0.72	513	3	4	36	mem	lib	mod	mod	mod	tg	ht	wh/0759.bmp
376.56	0.72	514	3	2	40	per	con	low	mod	low	tg	ms	wh/0438.bmp
377.28	0.72	515	5	4	26	mem	con	mod	mod	low	tg	ms	wh/0424.bmp
378.00	0.72	516	4	3	48	mem	lib	mod	mod	low	nt	ht	nh/0976_nh.bmp
378.72	0.72	517	5	3	45	mem	lib	mod	mod	low	tg	ht	wh/0643.bmp
379.44	0.72	518	1	1	92	per	con	low	low	low	tg	ht	wh/0078.bmp
380.16	0.72	519	2	2	60	per	con	mod	mod	mod	tg	ht	wh/0279.bmp
380.88	0.72	520	4	2	48	per	con	low	mod	low	nt	cr	nh/0459_nh.bmp
381.60	0.72	521	1	4	95	per	con	mod	low	mod	nt	fa	nh/0052_nh.bmp
382.32	0.72	522	5	2	59	per	con	mod	mod	mod	nt	cr	nh/0961_nh.bmp
383.04	0.72	523	6	2	108	mem	lib	mod	mod	mod	tg	ht	wh/0348.bmp
383.76	0.72	524	2	4	61	per	lib	mod	mod	mod	tg	ht	wh/0072.bmp
384.48	0.72	525	4	2	20	mem	con	mod	mod	mod	nt	ht	nh/0320_nh.bmp
385.20	0.72	526	1	3	26	mem	con	low	low	low	tg	ms	wh/0653.bmp
385.92	0.72	527	6	2	30	mem	con	mod	mod	mod	nt	ht	nh/0071_nh.bmp
386.64	0.72	528	5	3	94	mem	con	mod	mod	mod	nt	ht	nh/0151_nh.bmp
387.36	0.72	529	4	4	16	per	lib	low	mod	low	tg	ms	wh/0400.bmp
388.08	0.72	530	1	2	5	mem	con	low	low	low	tg	ms	wh/0107.bmp
388.80	0.72	531	4	3	43	mem	lib	mod	mod	low	nt	ht	nh/0512_nh.bmp
389.52	0.72	532	4	1	36	per	lib	low	mod	low	tg	ms	wh/0259.bmp
390.24	0.72	533	1	3	27	mem	con	low	low	low	nt	ms	nh/0877_nh.bmp
390.96	0.72	534	1	3	78	mem	lib	low	low	low	tg	ht	wh/0271.bmp
391.68	0.72	535	3	1	34	per	lib	low	mod	low	nt	cr	nh/0496_nh.bmp
392.40	0.72	536	6	1	67	mem	con	mod	mod	low	tg	ht	wh/0007.bmp
393.12	0.72	537	4	4	32	mem	con	mod	mod	low	nt	ht	nh/0131_nh.bmp
393.84	0.72	538	3	1	106	mem	lib	mod	mod	low	tg	ht	wh/0368.bmp
394.56	0.72	539	4	3	3	per	con	mod	mod	mod	tg	ht	wh/0592.bmp
395.28	0.72	540	4	1	112	mem	lib	mod	mod	low	nt	ht	nh/0661_nh.bmp
396.00	0.72	541	1	3	121	per	lib	low	low	low	tg	ms	wh/0720.bmp
396.72	0.72	542	6	3	88	mem	con	mod	mod	mod	tg	ht	wh/0282.bmp
397.44	0.72	543	2	4	40	mem	lib	mod	mod	mod	tg	ht	wh/0358.bmp
398.16	0.72	544	3	4	40	mem	lib	mod	mod	mod	tg	ht	wh/0358.bmp
398.88	0.72	545	6	2	34	per	con	low	mod	low	nt	cr	nh/0412_nh.bmp
399.60	0.72	546	1	3	60	per	con	low	low	low	nt	cr	nh/0356_nh.bmp
400.32	0.72	547	1	1	20	per	con	mod	low	mod	tg	ht	wh/0891.bmp
401.04	0.72	548	5	2	105	mem	lib	mod	mod	mod	tg	ht	wh/0674.bmp
401.76	0.72	549	4	1	2	per	lib	mod	mod	mod	nt	cr	nh/0628_nh.bmp
402.48	0.72	550	4	2	40	per	con	low	mod	low	tg	ms	wh/0438.bmp
403.20	0.72	551	1	2	70	mem	lib	low	low	mod	nt	ms	nh/0467_nh.bmp
403.92	0.72	552	5	4	100	per	con	low	mod	low	nt	fa	nh/0246_nh.bmp
404.64	0.72	553	4	1	15	per	lib	mod	mod	mod	nt	cr	nh/0799_nh.bmp
405.36	0.72	554	4	2	46	per	con	low	mod	low	nt	cr	nh/0293_nh.bmp
406.08	0.72	555	1	1	63	mem	con	low	low	mod	tg	ht	wh/0440.bmp
406.80	0.72	556	4	1	71	mem	con	mod	mod	low	tg	ht	wh/0494.bmp
407.52	0.72	557	1	2	84	per	lib	mod	low	mod	nt	cr	nh/0069_nh.bmp
408.24	0.72	558	3	2	45	per	con	low	mod	low	tg	ms	wh/0554.bmp
408.96	0.72	559	3	2	52	per	con	mod	mod	mod	tg	ms	wh/0665.bmp
409.68	0.72	560	5	1	79	mem	con	mod	mod	low	nt	ht	nh/0312_nh.bmp
410.40	0.72	561	4	2	62	per	con	mod	mod	mod	nt	cr	nh/0738_nh.bmp
411.12	0.72	562	5	4	111	per	con	low	mod	low	tg	ms	wh/0315.bmp
411.84	0.72	563	4	4	14	per	lib	low	mod	low	tg	ms	wh/0283.bmp
412.56	0.72	564	3	4	48	mem	lib	mod	mod	mod	tg	ht	wh/0344.bmp
413.28	0.72	565	5	2	40	per	con	low	mod	low	tg	ms	wh/0438.bmp
414.00	0.72	566	4	4	54	per	lib	mod	mod	mod	nt	cr	nh/0365_nh.bmp
414.72	0.72	567	5	4	15	per	lib	low	mod	low	nt	cr	nh/0641_nh.bmp
415.44	0.72	568	5	2	98	mem	lib	mod	mod	mod	nt	ht	nh/0761_nh.bmp
416.16	0.72	569	5	1	15	per	lib	mod	mod	mod	nt	cr	nh/0799_nh.bmp
416.88	0.72	570	4	4	18	mem	con	mod	mod	low	tg	ht	wh/0615.bmp
417.60	0.72	571	5	4	14	per	lib	low	mod	low	tg	ms	wh/0283.bmp
418.32	0.72	572	5	1	112	mem	lib	mod	mod	low	nt	ht	nh/0661_nh.bmp
419.04	0.72	573	6	1	97	mem	lib	mod	mod	low	tg	ht	wh/0386.bmp
419.76	0.72	574	1	2	6	mem	con	low	low	low	nt	ht	nh/0363_nh.bmp
420.48	0.72	575	3	4	23	mem	con	mod	mod	low	tg	ht	wh/0236.bmp
421.20	0.72	576	4	1	106	mem	lib	mod	mod	low	tg	ht	wh/0368.bmp
421.92	0.72	577	6	2	105	mem	lib	mod	mod	mod	tg	ht	wh/0674.bmp
422.64	0.72	578	3	1	104	mem	lib	mod	mod	low	nt	ht	nh/0988_nh.bmp
423.36	0.72	579	5	3	8	per	con	mod	mod	mod	nt	cr	nh/0448_nh.bmp
424.08	0.72	580	4	4	36	mem	lib	mod	mod	mod	tg	ht	wh/0759.bmp
424.80	0.72	581	4	4	47	mem	lib	mod	mod	mod	tg	ht	wh/0834.bmp
425.52	0.72	582	4	1	104	mem	lib	mod	mod	low	nt	ht	nh/0988_nh.bmp
426.24	0.72	583	6	1	79	mem	con	mod	mod	low	nt	ht	nh/0312_nh.bmp
426.96	0.72	584	5	4	32	mem	con	mod	mod	low	nt	ht	nh/0131_nh.bmp
427.68	0.72	585	5	2	104	mem	lib	mod	mod	mod	nt	ht	nh/0104_nh.bmp
428.40	0.72	586	1	2	79	mem	lib	low	low	mod	nt	ms	nh/0208_nh.bmp
429.12	0.72	587	1	1	27	per	con	mod	low	mod	nt	cr	nh/0003_nh.bmp
429.84	0.72	588	4	2	51	per	con	mod	mod	mod	nt	cr	nh/0137_nh.bmp
430.56	0.72	589	4	4	23	mem	con	mod	mod	low	tg	ht	wh/0236.bmp
431.28	0.72	590	4	2	111	mem	lib	mod	mod	mod	nt	ht	nh/0983_nh.bmp
432.00	0.72	591	3	1	40	per	lib	low	mod	low	tg	ht	wh/0422.bmp
432.72	0.72	592	5	3	96	mem	con	mod	mod	mod	nt	ht	nh/0538_nh.bmp
433.44	0.72	593	5	2	20	mem	con	mod	mod	mod	nt	ht	nh/0320_nh.bmp
434.16	0.72	594	4	1	43	per	lib	low	mod	low	nt	cr	nh/0302_nh.bmp
434.88	0.72	595	5	2	48	per	con	low	mod	low	nt	cr	nh/0459_nh.bmp
435.60	0.72	596	3	4	61	per	lib	mod	mod	mod	tg	ht	wh/0072.bmp
436.32	0.72	597	4	4	40	mem	lib	mod	mod	mod	tg	ht	wh/0358.bmp
