onset	duration	trial	pres	ts_blk	ts_trl	task	crit	disc	mem_disc	per_disc	per_type	accuracy	stim_file
457.92	0.72	627	2	6	69	mem	con	mod	mod	low	nt	ms	nh/0153_nh.bmp
458.64	0.72	628	5	8	61	per	con	low	mod	low	tg	ms	wh/0080.bmp
459.36	0.72	629	5	7	63	mem	con	mod	mod	mod	tg	ht	wh/0902.bmp
460.08	0.72	630	1	5	5	mem	lib	low	low	mod	tg	ht	wh/0290.bmp
460.80	0.72	631	3	5	30	per	con	mod	mod	mod	tg	ht	wh/0807.bmp
461.52	0.72	632	4	5	18	per	con	mod	mod	mod	tg	ht	wh/0540.bmp
462.24	0.72	633	5	7	94	per	con	mod	mod	mod	nt	cr	nh/0446_nh.bmp
462.96	0.72	634	1	5	106	per	lib	low	low	low	tg	ms	wh/0458.bmp
463.68	0.72	635	6	6	46	per	lib	low	mod	low	nt	cr	nh/0134_nh.bmp
464.40	0.72	636	5	7	90	per	con	mod	mod	mod	tg	ht	wh/0543.bmp
465.12	0.72	637	3	7	62	mem	con	mod	mod	mod	nt	ht	nh/0795_nh.bmp
465.84	0.72	638	5	6	40	per	lib	low	mod	low	tg	ht	wh/0299.bmp
466.56	0.72	639	4	8	49	per	con	low	mod	low	nt	cr	nh/0963_nh.bmp
467.28	0.72	640	1	7	23	per	lib	low	low	low	tg	ht	wh/0633.bmp
468.00	0.72	641	6	6	111	per	lib	mod	mod	mod	nt	cr	nh/0273_nh.bmp
468.72	0.72	642	3	7	76	mem	lib	mod	mod	mod	nt	ht	nh/0396_nh.bmp
469.44	0.72	643	5	5	120	mem	con	mod	mod	mod	nt	ms	nh/0962_nh.bmp
470.16	0.72	644	6	5	32	per	con	mod	mod	mod	nt	cr	nh/0371_nh.bmp
470.88	0.72	645	3	5	116	mem	con	mod	mod	mod	tg	ht	wh/0350.bmp
471.60	0.72	646	6	7	53	mem	con	mod	mod	mod	tg	ht	wh/0591.bmp
472.32	0.72	647	1	7	107	mem	con	low	low	mod	nt	ms	nh/0306_nh.bmp
473.04	0.72	648	6	8	5	mem	lib	mod	mod	low	tg	ht	wh/0074.bmp
473.76	0.72	649	4	7	8	per	lib	mod	mod	mod	tg	ht	wh/0187.bmp
474.48	0.72	650	5	8	110	mem	con	mod	mod	low	nt	ht	nh/0493_nh.bmp
475.20	0.72	651	5	7	8	per	lib	mod	mod	mod	tg	ht	wh/0187.bmp
475.92	0.72	652	5	8	70	per	lib	low	mod	low	tg	ms	wh/0758.bmp
476.64	0.72	653	4	7	76	mem	lib	mod	mod	mod	nt	ht	nh/0396_nh.bmp
477.36	0.72	654	3	6	69	mem	con	mod	mod	low	nt	ms	nh/0153_nh.bmp
478.08	0.72	655	1	5	37	per	lib	mod	low	mod	nt	fa	nh/0531_nh.bmp
478.80	0.72	656	6	6	35	per	lib	low	mod	low	tg	ms	wh/0329.bmp
479.52	0.72	657	4	8	77	per	lib	low	mod	low	nt	cr	nh/0730_nh.bmp
480.24	0.72	658	5	6	103	per	lib	mod	mod	mod	nt	cr	nh/0805_nh.bmp
480.96	0.72	659	4	8	51	per	con	low	mod	low	nt	cr	nh/0035_nh.bmp
481.68	0.72	660	5	6	62	mem	lib	mod	mod	mod	tg	ht	wh/0973.bmp
482.40	0.72	661	5	6	68	mem	con	mod	mod	low	tg	ht	wh/0451.bmp
483.12	0.72	662	4	8	3	mem	lib	mod	mod	low	tg	ht	wh/0190.bmp
483.84	0.72	663	5	6	81	per	con	low	mod	low	nt	cr	nh/0690_nh.bmp
484.56	0.72	664	6	7	57	mem	con	mod	mod	mod	nt	ht	nh/0684_nh.bmp
485.28	0.72	665	4	6	56	mem	lib	mod	mod	mod	tg	ht	wh/0397.bmp
486.00	0.72	666	5	6	72	mem	con	mod	mod	low	tg	ht	wh/0079.bmp
486.72	0.72	667	3	6	61	mem	lib	mod	mod	mod	nt	ht	nh/0563_nh.bmp
487.44	0.72	668	6	5	120	mem	con	mod	mod	mod	nt	ms	nh/0962_nh.bmp
488.16	0.72	669	5	8	53	per	con	low	mod	low	nt	fa	nh/0194_nh.bmp
488.88	0.72	670	4	6	51	mem	lib	mod	mod	mod	tg	ht	wh/0462.bmp
489.60	0.72	671	1	6	124	mem	lib	low	low	low	tg	ms	wh/0815.bmp
490.32	0.72	672	5	7	85	per	con	mod	mod	mod	tg	ht	wh/0542.bmp
491.04	0.72	673	6	8	53	per	con	low	mod	low	nt	fa	nh/0194_nh.bmp
491.76	0.72	674	4	8	56	per	con	low	mod	low	tg	ms	wh/0646.bmp
492.48	0.72	675	4	6	74	mem	con	mod	mod	low	tg	ht	wh/0150.bmp
493.20	0.72	676	6	6	64	mem	lib	mod	mod	mod	tg	ht	wh/0947.bmp
493.92	0.72	677	6	7	79	mem	lib	mod	mod	mod	tg	ht	wh/0954.bmp
494.64	0.72	678	4	5	74	mem	lib	mod	mod	low	nt	ht	nh/0508_nh.bmp
495.36	0.72	679	4	7	62	mem	con	mod	mod	mod	nt	ht	nh/0795_nh.bmp
496.08	0.72	680	5	7	16	per	lib	mod	mod	mod	tg	ht	wh/0319.bmp
496.80	0.72	681	1	6	30	mem	con	low	low	mod	tg	n/a	wh/0923.bmp
497.52	0.72	682	6	6	38	per	lib	low	mod	low	nt	cr	nh/0338_nh.bmp
498.24	0.72	683	5	6	74	mem	con	mod	mod	low	tg	ht	wh/0150.bmp
498.96	0.72	684	4	5	19	per	con	mod	mod	mod	tg	ht	wh/0772.bmp
499.68	0.72	685	5	8	71	per	lib	low	mod	low	nt	cr	nh/0744_nh.bmp
500.40	0.72	686	4	8	4	mem	lib	mod	mod	low	tg	ht	wh/0967.bmp
501.12	0.72	687	1	7	36	per	con	low	low	low	tg	ms	wh/0013.bmp
501.84	0.72	688	5	5	80	mem	lib	mod	mod	low	nt	ht	nh/0568_nh.bmp
502.56	0.72	689	5	8	51	per	con	low	mod	low	nt	cr	nh/0035_nh.bmp
503.28	0.72	690	5	6	56	mem	lib	mod	mod	mod	tg	ht	wh/0397.bmp
504.00	0.72	691	5	6	90	per	con	low	mod	low	nt	cr	nh/0443_nh.bmp
504.72	0.72	692	1	6	10	per	con	mod	low	mod	tg	ht	wh/1018.bmp
505.44	0.72	693	4	5	21	per	con	mod	mod	mod	tg	ht	wh/0716.bmp
506.16	0.72	694	4	6	110	per	lib	mod	mod	mod	tg	ht	wh/0650.bmp
506.88	0.72	695	4	5	116	mem	con	mod	mod	mod	tg	ht	wh/0350.bmp
507.60	0.72	696	5	7	62	mem	con	mod	mod	mod	nt	ht	nh/0795_nh.bmp
508.32	0.72	697	6	6	72	mem	con	mod	mod	low	tg	ht	wh/0079.bmp
509.04	0.72	698	4	8	6	mem	lib	mod	mod	low	nt	ht	nh/0465_nh.bmp
509.76	0.72	699	6	6	48	per	lib	low	mod	low	tg	ms	wh/0284.bmp
510.48	0.72	700	6	7	80	mem	lib	mod	mod	mod	nt	ht	nh/0843_nh.bmp
511.20	0.72	701	1	8	84	per	con	mod	low	mod	nt	cr	nh/0267_nh.bmp
511.92	0.72	702	5	6	71	mem	con	mod	mod	low	nt	ht	nh/0802_nh.bmp
512.64	0.72	703	6	7	52	mem	con	mod	mod	mod	tg	ht	wh/0328.bmp
513.36	0.72	704	5	6	51	mem	lib	mod	mod	mod	tg	ht	wh/0462.bmp
514.08	0.72	705	5	8	56	per	con	low	mod	low	tg	ms	wh/0646.bmp
514.80	0.72	706	6	6	107	per	lib	mod	mod	mod	tg	ms	wh/0810.bmp
515.52	0.72	707	3	8	13	mem	lib	mod	mod	low	nt	ht	nh/0125_nh.bmp
516.24	0.72	708	1	5	55	per	con	low	low	low	tg	ms	wh/0197.bmp
516.96	0.72	709	5	8	102	mem	con	mod	mod	low	tg	ht	wh/0082.bmp
517.68	0.72	710	5	8	49	per	con	low	mod	low	nt	cr	nh/0963_nh.bmp
518.40	0.72	711	1	8	124	mem	lib	low	low	low	nt	ht	nh/0483_nh.bmp
519.12	0.72	712	1	6	119	mem	lib	low	low	low	tg	ht	wh/0579.bmp
519.84	0.72	713	4	8	13	mem	lib	mod	mod	low	nt	ht	nh/0125_nh.bmp
520.56	0.72	714	4	5	30	per	con	mod	mod	mod	tg	ht	wh/0807.bmp
521.28	0.72	715	4	6	85	per	con	low	mod	low	nt	cr	nh/0361_nh.bmp
522.00	0.72	716	5	7	76	mem	lib	mod	mod	mod	nt	ht	nh/0396_nh.bmp
522.72	0.72	717	5	7	95	per	con	mod	mod	mod	nt	cr	nh/0196_nh.bmp
523.44	0.72	718	1	7	21	per	lib	low	low	low	nt	cr	nh/0956_nh.bmp
524.16	0.72	719	5	6	99	per	lib	mod	mod	mod	nt	fa	nh/0209_nh.bmp
524.88	0.72	720	4	5	28	per	con	mod	mod	mod	nt	cr	nh/0909_nh.bmp
525.60	0.72	721	1	7	40	per	con	low	low	low	nt	cr	nh/0437_nh.bmp
526.32	0.72	722	5	8	64	per	con	low	mod	low	nt	cr	nh/0660_nh.bmp
527.04	0.72	723	1	8	87	per	con	mod	low	mod	tg	ht	wh/0699.bmp
527.76	0.72	724	6	7	86	per	con	mod	mod	mod	tg	ht	wh/0594.bmp
528.48	0.72	725	5	6	93	per	con	low	mod	low	nt	cr	nh/0760_nh.bmp
529.20	0.72	726	5	8	4	mem	lib	mod	mod	low	tg	ht	wh/0967.bmp
529.92	0.72	727	5	8	6	mem	lib	mod	mod	low	nt	ht	nh/0465_nh.bmp
530.64	0.72	728	5	5	18	per	con	mod	mod	mod	tg	ht	wh/0540.bmp
531.36	0.72	729	2	6	54	mem	lib	mod	mod	mod	nt	ht	nh/0784_nh.bmp
532.08	0.72	730	5	6	82	per	con	low	mod	low	tg	ms	wh/0232.bmp
532.80	0.72	731	1	8	17	mem	con	low	low	low	tg	ms	wh/0158.bmp
533.52	0.72	732	6	7	62	mem	con	mod	mod	mod	nt	ht	nh/0795_nh.bmp
534.24	0.72	733	1	5	50	per	con	low	low	low	tg	ms	wh/0090.bmp
534.96	0.72	734	5	8	3	mem	lib	mod	mod	low	tg	ht	wh/0190.bmp
535.68	0.72	735	5	6	110	per	lib	mod	mod	mod	tg	ht	wh/0650.bmp
536.40	0.72	736	6	6	99	per	lib	mod	mod	mod	nt	fa	nh/0209_nh.bmp
537.12	0.72	737	5	5	31	per	con	mod	mod	mod	nt	n/a	nh/0928_nh.bmp
537.84	0.72	738	4	6	106	per	lib	mod	mod	mod	nt	fa	nh/0428_nh.bmp
538.56	0.72	739	4	7	3	per	lib	mod	mod	mod	tg	ht	wh/0094.bmp
539.28	0.72	740	6	5	66	mem	lib	mod	mod	low	tg	ht	wh/0489.bmp
540.00	0.72	741	1	8	94	per	con	mod	low	mod	tg	ht	wh/0870.bmp
540.72	0.72	742	3	6	54	mem	lib	mod	mod	mod	nt	ht	nh/0784_nh.bmp
541.44	0.72	743	5	8	107	mem	con	mod	mod	low	nt	ms	nh/0934_nh.bmp
542.16	0.72	744	5	5	126	mem	con	mod	mod	mod	nt	ms	nh/0748_nh.bmp
542.88	0.72	745	5	7	4	per	lib	mod	mod	mod	tg	ms	wh/0855.bmp
543.60	0.72	746	4	6	54	mem	lib	mod	mod	mod	nt	ht	nh/0784_nh.bmp
544.32	0.72	747	6	7	8	per	lib	mod	mod	mod	tg	ht	wh/0187.bmp
545.04	0.72	748	6	8	102	mem	con	mod	mod	low	tg	ht	wh/0082.bmp
545.76	0.72	749	1	5	101	per	lib	low	low	low	nt	fa	nh/0261_nh.bmp
546.48	0.72	750	1	5	35	per	lib	mod	low	mod	tg	ht	wh/0530.bmp
547.20	0.72	751	5	6	106	per	lib	mod	mod	mod	nt	fa	nh/0428_nh.bmp
547.92	0.72	752	6	7	76	mem	lib	mod	mod	mod	nt	ht	nh/0396_nh.bmp
548.64	0.72	753	1	8	92	per	con	mod	low	mod	nt	cr	nh/0092_nh.bmp
549.36	0.72	754	6	6	110	per	lib	mod	mod	mod	tg	ht	wh/0650.bmp
550.08	0.72	755	5	5	67	mem	lib	mod	mod	low	tg	ht	wh/0893.bmp
550.80	0.72	756	4	7	10	per	lib	mod	mod	mod	nt	cr	nh/0874_nh.bmp
551.52	0.72	757	5	6	53	mem	lib	mod	mod	mod	nt	ms	nh/0447_nh.bmp
552.24	0.72	758	4	8	2	mem	lib	mod	mod	low	nt	ht	nh/0383_nh.bmp
552.96	0.72	759	4	6	69	mem	con	mod	mod	low	nt	ms	nh/0153_nh.bmp
553.68	0.72	760	6	7	68	mem	lib	mod	mod	mod	tg	ht	wh/0876.bmp
554.40	0.72	761	6	6	91	per	con	low	mod	low	tg	ms	wh/0818.bmp
555.12	0.72	762	5	8	66	per	lib	low	mod	low	tg	ht	wh/0364.bmp
555.84	0.72	763	3	5	17	per	con	mod	mod	mod	nt	cr	nh/0803_nh.bmp
556.56	0.72	764	6	5	123	mem	con	mod	mod	mod	nt	ms	nh/0946_nh.bmp
557.28	0.72	765	5	6	102	per	lib	mod	mod	mod	tg	ht	wh/0904.bmp
558.00	0.72	766	6	6	106	per	lib	mod	mod	mod	nt	fa	nh/0428_nh.bmp
558.72	0.72	767	1	7	97	mem	con	low	low	mod	nt	ms	nh/0693_nh.bmp
559.44	0.72	768	5	8	112	mem	con	mod	mod	low	tg	ms	wh/0964.bmp
560.16	0.72	769	6	8	64	per	con	low	mod	low	nt	cr	nh/0660_nh.bmp
560.88	0.72	770	6	7	91	per	con	mod	mod	mod	nt	cr	nh/0714_nh.bmp
561.60	0.72	771	5	5	30	per	con	mod	mod	mod	tg	ht	wh/0807.bmp
562.32	0.72	772	6	6	74	mem	con	mod	mod	low	tg	ht	wh/0150.bmp
563.04	0.72	773	6	8	71	per	lib	low	mod	low	nt	cr	nh/0744_nh.bmp
563.76	0.72	774	5	8	13	mem	lib	mod	mod	low	nt	ht	nh/0125_nh.bmp
564.48	0.72	775	5	5	78	mem	lib	mod	mod	low	tg	ht	wh/0029.bmp
565.20	0.72	776	5	8	80	per	lib	low	mod	low	tg	ms	wh/0256.bmp
565.92	0.72	777	6	5	67	mem	lib	mod	mod	low	tg	ht	wh/0893.bmp
566.64	0.72	778	6	6	51	mem	lib	mod	mod	mod	tg	ht	wh/0462.bmp
567.36	0.72	779	6	8	13	mem	lib	mod	mod	low	nt	ht	nh/0125_nh.bmp
568.08	0.72	780	5	7	9	per	lib	mod	mod	mod	nt	cr	nh/0941_nh.bmp
568.80	0.72	781	6	8	62	per	con	low	mod	low	tg	ht	wh/0032.bmp
569.52	0.72	782	6	7	95	per	con	mod	mod	mod	nt	cr	nh/0196_nh.bmp
570.24	0.72	783	1	7	43	per	con	low	low	low	nt	cr	nh/0731_nh.bmp
570.96	0.72	784	5	5	28	per	con	mod	mod	mod	nt	cr	nh/0909_nh.bmp
571.68	0.72	785	5	6	83	per	con	low	mod	low	tg	ms	wh/0077.bmp
572.40	0.72	786	6	8	56	per	con	low	mod	low	tg	ms	wh/0646.bmp
573.12	0.72	787	5	5	74	mem	lib	mod	mod	low	nt	ht	nh/0508_nh.bmp
573.84	0.72	788	4	8	12	mem	lib	mod	mod	low	tg	ht	wh/0075.bmp
574.56	0.72	789	6	6	56	mem	lib	mod	mod	mod	tg	ht	wh/0397.bmp
575.28	0.72	790	6	6	57	mem	lib	mod	mod	mod	nt	ht	nh/0548_nh.bmp
576.00	0.72	791	6	6	90	per	con	low	mod	low	nt	cr	nh/0443_nh.bmp
576.72	0.72	792	5	8	2	mem	lib	mod	mod	low	nt	ht	nh/0383_nh.bmp
577.44	0.72	793	1	5	36	per	lib	mod	low	mod	nt	fa	nh/0936_nh.bmp
578.16	0.72	794	6	8	66	per	lib	low	mod	low	tg	ht	wh/0364.bmp
578.88	0.72	795	6	7	16	per	lib	mod	mod	mod	tg	ht	wh/0319.bmp
579.60	0.72	796	6	5	31	per	con	mod	mod	mod	nt	n/a	nh/0928_nh.bmp
580.32	0.72	797	6	6	93	per	con	low	mod	low	nt	cr	nh/0760_nh.bmp
581.04	0.72	798	6	8	6	mem	lib	mod	mod	low	nt	ht	nh/0465_nh.bmp
581.76	0.72	799	5	8	77	per	lib	low	mod	low	nt	cr	nh/0730_nh.bmp
582.48	0.72	800	6	8	110	mem	con	mod	mod	low	nt	ht	nh/0493_nh.bmp
583.20	0.72	801	5	7	3	per	lib	mod	mod	mod	tg	ht	wh/0094.bmp
583.92	0.72	802	5	6	69	mem	con	mod	mod	low	nt	ms	nh/0153_nh.bmp
584.64	0.72	803	6	5	80	mem	lib	mod	mod	low	nt	ht	nh/0568_nh.bmp
585.36	0.72	804	6	6	62	mem	lib	mod	mod	mod	tg	ht	wh/0973.bmp
586.08	0.72	805	6	8	3	mem	lib	mod	mod	low	tg	ht	wh/0190.bmp
586.80	0.72	806	6	6	44	per	lib	low	mod	low	nt	cr	nh/0510_nh.bmp
587.52	0.72	807	5	6	85	per	con	low	mod	low	nt	cr	nh/0361_nh.bmp
588.24	0.72	808	6	7	85	per	con	mod	mod	mod	tg	ht	wh/0542.bmp
588.96	0.72	809	4	5	114	mem	con	mod	mod	mod	tg	ms	wh/0339.bmp
589.68	0.72	810	6	7	88	per	con	mod	mod	mod	tg	ht	wh/0680.bmp
590.40	0.72	811	6	6	85	per	con	low	mod	low	nt	cr	nh/0361_nh.bmp
591.12	0.72	812	5	7	10	per	lib	mod	mod	mod	nt	cr	nh/0874_nh.bmp
591.84	0.72	813	6	6	82	per	con	low	mod	low	tg	ms	wh/0232.bmp
592.56	0.72	814	6	6	71	mem	con	mod	mod	low	nt	ht	nh/0802_nh.bmp
593.28	0.72	815	6	6	53	mem	lib	mod	mod	mod	nt	ms	nh/0447_nh.bmp
594.00	0.72	816	6	6	47	per	lib	low	mod	low	nt	fa	nh/0345_nh.bmp
594.72	0.72	817	6	6	83	per	con	low	mod	low	tg	ms	wh/0077.bmp
595.44	0.72	818	6	7	94	per	con	mod	mod	mod	nt	cr	nh/0446_nh.bmp
596.16	0.72	819	6	6	69	mem	con	mod	mod	low	nt	ms	nh/0153_nh.bmp
596.88	0.72	820	4	6	61	mem	lib	mod	mod	mod	nt	ht	nh/0563_nh.bmp
597.60	0.72	821	6	6	40	per	lib	low	mod	low	tg	ht	wh/0299.bmp
598.32	0.72	822	5	8	104	mem	con	mod	mod	low	nt	ht	nh/1023_nh.bmp
599.04	0.72	823	6	7	4	per	lib	mod	mod	mod	tg	ms	wh/0855.bmp
599.76	0.72	824	6	8	49	per	con	low	mod	low	nt	cr	nh/0963_nh.bmp
600.48	0.72	825	5	5	116	mem	con	mod	mod	mod	tg	ht	wh/0350.bmp
601.20	0.72	826	6	7	77	mem	lib	mod	mod	mod	nt	ms	nh/0588_nh.bmp
601.92	0.72	827	5	8	55	per	con	low	mod	low	tg	ms	wh/0940.bmp
602.64	0.72	828	5	5	19	per	con	mod	mod	mod	tg	ht	wh/0772.bmp
603.36	0.72	829	6	7	90	per	con	mod	mod	mod	tg	ht	wh/0543.bmp
604.08	0.72	830	6	7	10	per	lib	mod	mod	mod	nt	cr	nh/0874_nh.bmp
604.80	0.72	831	6	8	73	per	lib	low	mod	low	nt	cr	nh/0355_nh.bmp
605.52	0.72	832	6	8	70	per	lib	low	mod	low	tg	ms	wh/0758.bmp
606.24	0.72	833	6	8	2	mem	lib	mod	mod	low	nt	ht	nh/0383_nh.bmp
606.96	0.72	834	6	6	37	per	lib	low	mod	low	tg	ms	wh/0382.bmp
607.68	0.72	835	6	8	4	mem	lib	mod	mod	low	tg	ht	wh/0967.bmp
608.40	0.72	836	6	5	19	per	con	mod	mod	mod	tg	ht	wh/0772.bmp
609.12	0.72	837	6	5	18	per	con	mod	mod	mod	tg	ht	wh/0540.bmp
609.84	0.72	838	1	7	108	mem	con	low	low	mod	tg	ms	wh/0426.bmp
610.56	0.72	839	5	8	12	mem	lib	mod	mod	low	tg	ht	wh/0075.bmp
611.28	0.72	840	6	6	77	mem	con	mod	mod	low	tg	ht	wh/0336.bmp
612.00	0.72	841	6	6	103	per	lib	mod	mod	mod	nt	cr	nh/0805_nh.bmp
612.72	0.72	842	6	5	74	mem	lib	mod	mod	low	nt	ht	nh/0508_nh.bmp
613.44	0.72	843	5	6	61	mem	lib	mod	mod	mod	nt	ht	nh/0563_nh.bmp
614.16	0.72	844	6	5	28	per	con	mod	mod	mod	nt	cr	nh/0909_nh.bmp
614.88	0.72	845	6	5	78	mem	lib	mod	mod	low	tg	ht	wh/0029.bmp
615.60	0.72	846	6	7	12	per	lib	mod	mod	mod	nt	fa	nh/0199_nh.bmp
616.32	0.72	847	6	8	77	per	lib	low	mod	low	nt	cr	nh/0730_nh.bmp
617.04	0.72	848	1	8	19	mem	con	low	low	low	nt	ms	nh/0691_nh.bmp
617.76	0.72	849	6	5	116	mem	con	mod	mod	mod	tg	ht	wh/0350.bmp
618.48	0.72	850	1	6	24	mem	con	low	low	mod	tg	ms	wh/0762.bmp
619.20	0.72	851	6	8	104	mem	con	mod	mod	low	nt	ht	nh/1023_nh.bmp
619.92	0.72	852	6	7	63	mem	con	mod	mod	mod	tg	ht	wh/0902.bmp
620.64	0.72	853	6	8	107	mem	con	mod	mod	low	nt	ms	nh/0934_nh.bmp
621.36	0.72	854	6	7	67	mem	lib	mod	mod	mod	tg	ht	wh/0095.bmp
622.08	0.72	855	4	5	69	mem	lib	mod	mod	low	nt	ht	nh/0503_nh.bmp
622.80	0.72	856	5	5	114	mem	con	mod	mod	mod	tg	ms	wh/0339.bmp
623.52	0.72	857	5	5	69	mem	lib	mod	mod	low	nt	ht	nh/0503_nh.bmp
624.24	0.72	858	6	8	55	per	con	low	mod	low	tg	ms	wh/0940.bmp
624.96	0.72	859	4	5	17	per	con	mod	mod	mod	nt	cr	nh/0803_nh.bmp
625.68	0.72	860	6	6	102	per	lib	mod	mod	mod	tg	ht	wh/0904.bmp
626.40	0.72	861	1	8	118	mem	lib	low	low	low	tg	ht	wh/0695.bmp
627.12	0.72	862	6	6	68	mem	con	mod	mod	low	tg	ht	wh/0451.bmp
627.84	0.72	863	1	7	123	mem	lib	low	low	mod	nt	ht	nh/0038_nh.bmp
628.56	0.72	864	6	5	114	mem	con	mod	mod	mod	tg	ms	wh/0339.bmp
629.28	0.72	865	6	8	99	mem	con	mod	mod	low	tg	ht	wh/0608.bmp
630.00	0.72	866	6	8	61	per	con	low	mod	low	tg	ms	wh/0080.bmp
630.72	0.72	867	5	5	21	per	con	mod	mod	mod	tg	ht	wh/0716.bmp
631.44	0.72	868	6	8	74	per	lib	low	mod	low	tg	ms	wh/0351.bmp
632.16	0.72	869	1	5	98	per	lib	low	low	low	nt	cr	nh/0768_nh.bmp
632.88	0.72	870	6	5	69	mem	lib	mod	mod	low	nt	ht	nh/0503_nh.bmp
633.60	0.72	871	6	8	80	per	lib	low	mod	low	tg	ms	wh/0256.bmp
634.32	0.72	872	5	7	6	per	lib	mod	mod	mod	nt	cr	nh/0222_nh.bmp
635.04	0.72	873	6	7	75	mem	lib	mod	mod	mod	tg	ht	wh/0697.bmp
635.76	0.72	874	5	5	17	per	con	mod	mod	mod	nt	cr	nh/0803_nh.bmp
636.48	0.72	875	5	7	60	mem	con	mod	mod	mod	nt	ms	nh/0380_nh.bmp
637.20	0.72	876	1	5	111	per	lib	low	low	low	tg	ht	wh/0513.bmp
637.92	0.72	877	6	8	106	mem	con	mod	mod	low	tg	ht	wh/0635.bmp
638.64	0.72	878	6	8	51	per	con	low	mod	low	nt	cr	nh/0035_nh.bmp
639.36	0.72	879	6	7	9	per	lib	mod	mod	mod	nt	cr	nh/0941_nh.bmp
640.08	0.72	880	6	7	3	per	lib	mod	mod	mod	tg	ht	wh/0094.bmp
640.80	0.72	881	6	8	7	mem	lib	mod	mod	low	nt	ht	nh/0238_nh.bmp
641.52	0.72	882	6	8	12	mem	lib	mod	mod	low	tg	ht	wh/0075.bmp
642.24	0.72	883	6	7	60	mem	con	mod	mod	mod	nt	ms	nh/0380_nh.bmp
642.96	0.72	884	1	8	46	per	lib	mod	low	mod	nt	cr	nh/0520_nh.bmp
643.68	0.72	885	6	5	21	per	con	mod	mod	mod	tg	ht	wh/0716.bmp
644.40	0.72	886	6	8	112	mem	con	mod	mod	low	tg	ms	wh/0964.bmp
645.12	0.72	887	6	5	126	mem	con	mod	mod	mod	nt	ms	nh/0748_nh.bmp
645.84	0.72	888	6	5	128	mem	con	mod	mod	mod	nt	ht	nh/0957_nh.bmp
646.56	0.72	889	6	7	6	per	lib	mod	mod	mod	nt	cr	nh/0222_nh.bmp
647.28	0.72	890	5	6	54	mem	lib	mod	mod	mod	nt	ht	nh/0784_nh.bmp
648.00	0.72	891	6	6	61	mem	lib	mod	mod	mod	nt	ht	nh/0563_nh.bmp
648.72	0.72	892	6	6	78	mem	con	mod	mod	low	nt	ht	nh/0613_nh.bmp
649.44	0.72	893	6	6	81	per	con	low	mod	low	nt	cr	nh/0690_nh.bmp
650.16	0.72	894	6	5	17	per	con	mod	mod	mod	nt	cr	nh/0803_nh.bmp
650.88	0.72	895	6	6	54	mem	lib	mod	mod	mod	nt	ht	nh/0784_nh.bmp
651.60	0.72	896	6	5	30	per	con	mod	mod	mod	tg	ht	wh/0807.bmp
