onset	duration	trial_type	response_time	trial_number	response_error
16	4	washout	0.912917	1	-30.4790964148291
20	4	washout	0.925923	2	-44.1334208342823
24	4	washout	0.766083	3	-32.0213959146228
28	4	washout	0.664831	4	-29.0979067104149
32	4	washout	0.977646	5	14.6308465298637
36	4	washout	0.673146	6	-5.33326422292147
40	4	washout	0.923165	7	-29.0809975638577
44	4	washout	1.373126	8	-1.51624189420382
48	4	washout	1.261456	9	15.5309979249901
52	4	washout	0.792993	10	-39.2658765907755
56	4	washout	1.333755	11	-37.1693389757878
60	4	washout	0.842202	12	-60.8189954102453
64	4	washout	0.879689	13	20.882854716572
68	4	washout	1.260631	14	-35.4783652448137
72	4	washout	1.12093	15	24.0569465660939
76	4	washout	0.973671	16	-44.5776829276278
80	4	washout	0.93148	17	-45.0739532110646
84	4	washout	1.167428	18	-40.6160093188841
88	4	washout	0.897413	19	-46.7636160623231
92	4	washout	1.000773	20	-38.3389626116178
96	4	washout	1.343746	21	-47.5111594076396
100	4	washout	0.924317	22	-15.1394882046226
104	4	washout	0.852114	23	-25.4590742414627
108	4	washout	0.614203	24	-20.8347601431181
112	4	washout	0.768388	25	-34.1657835518781
116	4	washout	1.142562	26	-58.2149351909247
120	4	washout	1.259264	27	-6.34019174590987
124	4	washout	1.081734	28	-61.6082445886762
128	4	washout	1.092935	29	-4.39542042109754
132	4	washout	1.091459	30	-3.05010682492039
136	4	washout	0.845633	31	-23.3901349956434
140	4	washout	1.040716	32	10.6968817630065
144	4	washout	1.01284	33	-2.05231707633469
148	4	washout	0.741227	34	-33.2843607426614
152	4	washout	0.712613	35	-1.83710114353604
156	4	washout	1.021534	36	-12.5446021355562
160	4	washout	1.181083	37	-6.81140145215026
164	4	washout	0.623451	38	-4.45218891836575
168	4	washout	0.812844	39	-6.99220067507586
172	4	washout	1.125421	40	-39.5301838228838
176	4	washout	1.109276	41	-18.0060668525559
180	4	washout	1.008119	42	-3.3496267943565
184	4	washout	0.729395	43	18.6448470502927
188	4	washout	0.920225	44	8.07005227904715
192	4	washout	0.845406	45	8.21919236166426
196	4	washout	1.038231	46	-8.69342974441019
200	4	washout	1.477266	47	-28.4799252372187
204	4	washout	0.709518	48	-3.62770453366569
208	4	washout	0.725819	49	-18.7433041235387
212	4	washout	0.922506	50	-21.2676407947216
216	4	washout	0.949957	51	-0.428473483534045
220	4	washout	0.799863	52	-17.2824805512378
224	4	washout	0.800079	53	-12.800946725186
228	4	washout	1.047734	54	0.979609412754823
232	4	washout	0.993011	55	-46.2126875144466
236	4	washout	1.278211	56	3.41421816471879
240	4	washout	0.928452	57	-16.3089004430728
244	4	washout	0.818371	58	-5.9193503500961
248	4	washout	0.841642	59	-3.50185835412332
252	4	washout	0.755437	60	-19.9299226237341
256	4	washout	0.890676	61	38.6598082540901
260	4	washout	0.941243	62	24.7323445616181
264	4	washout	0.810236	63	-23.4302055163906
268	4	washout	1.048453	64	-8.31189864405495
272	4	washout	1.064496	65	3.85884926838611
276	4	washout	1.099352	66	-25.1710570385877
280	4	washout	1.114847	67	7.50227643535063
284	4	washout	0.896111	68	-1.83544291128416
288	4	washout	1.052859	69	-19.7688860543259
292	4	washout	1.014809	70	-26.2172743865333
296	4	washout	0.770042	71	-29.9804388041618
300	4	washout	0.901024	72	-20.0092874901077
304	4	washout	0.782028	73	-22.6479570828428
308	4	washout	0.881007	74	-9.83986398372884
312	4	washout	0.885694	75	6.24756654862422
316	4	washout	1.002127	76	-21.6759255388677
320	4	washout	0.897312	77	-18.9321315601268
324	4	washout	1.016116	78	-20.0547430928061
328	4	washout	1.044022	79	-0.876444364446308
332	4	washout	0.790442	80	-22.2894184153767
336	4	washout	0.874291	81	-24.6736932428375
340	4	washout	0.869815	82	-27.39916267985
344	4	washout	1.057084	83	0.462344715563206
348	4	washout	0.818241	84	-16.6179866804983
352	4	washout	0.774563	85	1.11547548053125
356	4	washout	0.959663	86	-9.37006495329813
360	4	washout	0.99633	87	-29.9009698070647
364	4	washout	0.956604	88	-2.99478489702283
368	4	washout	1.064466	89	10.0302889213521
372	4	washout	1.052345	90	-31.5101959853711
376	4	washout	0.990661	91	16.7597948324953
380	4	washout	1.107431	92	-2.1721875261853
384	4	washout	1.155516	93	-51.1630601465821
388	4	washout	1.14912	94	-17.8959450271047
392	4	washout	1.346046	95	-6.22022263686295
396	4	washout	0.980072	96	-1.37901508698315
400	4	washout	1.204686	97	10.7712404210855
404	4	washout	1.321354	98	-14.9317622751544
408	4	washout	0.998588	99	-38.7016132022412
412	4	washout	1.296738	100	-1.2218021657512
416	4	washout	0.936951	101	-13.9853652415662
420	4	washout	0.782534	102	8.60249097208753
424	4	washout	1.033025	103	-22.634096414401
428	4	washout	1.092376	104	-14.1142690432157
432	4	washout	1.146944	105	8.22558940544677
436	4	washout	1.178969	106	-12.2861914091043
440	4	washout	1.046377	107	-18.2055603241976
444	4	washout	1.251873	108	3.03219498001143
448	4	washout	1.332438	109	-15.1101670685641
452	4	washout	0.937302	110	-18.6217346351558
456	4	washout	1.043815	111	3.89922276493774
460	4	washout	1.01649	112	-2.8021871179368
464	4	washout	1.461668	113	-14.4295141745738
468	4	washout	1.164147	114	-0.637661834367734
472	4	washout	0.952996	115	-13.8723885736717
476	4	washout	0.919873	116	-46.3430656032704
480	4	washout	1.212934	117	-40.8046304395505
484	4	washout	1.017529	118	-17.0246470597311
488	4	washout	1.014558	119	-7.05615567624917
492	4	washout	1.046493	120	-35.1662137099395
