onset	duration	trial_type	response_time	trial_number	response_error
272	4	baseline	0.743832	65	2.0068145472953
276	4	baseline	0.726294	66	12.3414013109881
280	4	baseline	1.169444	67	-4.47414918649457
284	4	baseline	0.62236	68	17.6863576894707
288	4	baseline	1.229305	69	-6.75281535022854
292	4	baseline	0.974456	70	-17.8346235599029
296	4	baseline	0.731789	71	4.14957385213646
300	4	baseline	0.858491	72	-13.3532541000052
304	4	baseline	0.773831	73	9.38128569300075
308	4	baseline	0.609479	74	-12.2515265587439
312	4	baseline	0.76916	75	25.0960561257262
316	4	baseline	0.99572	76	26.5687124460764
320	4	baseline	1.244124	77	-5.91103903861019
324	4	baseline	0.821635	78	-20.3420662031615
328	4	baseline	0.640452	79	-11.8384172178698
332	4	baseline	0.643193	80	6.00739025722705
336	4	baseline	0.718213	81	-6.83888933610229
340	4	baseline	0.645405	82	12.6374592825355
344	4	baseline	0.550352	83	4.30527709971218
348	4	baseline	0.626262	84	8.09377698026269
352	4	baseline	0.712645	85	0.866101472803168
356	4	baseline	0.701995	86	-3.44604117000735
360	4	baseline	0.949733	87	-4.51203275864979
364	4	baseline	0.681214	88	-4.05537638620299
368	4	baseline	0.876725	89	-22.1870762932041
372	4	baseline	0.700814	90	-3.40966805022091
376	4	baseline	0.66707	91	-9.89568245549649
380	4	baseline	0.618897	92	-10.6263695037651
384	4	baseline	0.718983	93	9.13283516483644
388	4	baseline	0.714995	94	6.81101628347877
392	4	baseline	0.800955	95	-9.9650470857717
396	4	baseline	1.00314	96	6.33126942294164
400	4	baseline	0.70315	97	13.0159093540039
404	4	baseline	0.755345	98	1.46983404937807
408	4	baseline	0.977221	99	-9.26427227341992
412	4	baseline	0.885274	100	7.02242402576177
416	4	baseline	0.837413	101	7.22477206535588
420	4	baseline	0.673371	102	-8.25532077557817
424	4	baseline	0.821349	103	-5.70799222584946
428	4	baseline	0.660655	104	-2.31861931431327
432	4	baseline	1.071438	105	-8.63195971516402
436	4	baseline	0.970045	106	-16.1127580738709
440	4	baseline	0.725453	107	-17.9163750992553
444	4	baseline	0.625464	108	-0.298953865484438
448	4	baseline	0.701421	109	-22.097303608673
452	4	baseline	0.784289	110	4.35480820610189
456	4	baseline	0.689871	111	-12.5951186523824
460	4	baseline	0.583858	112	0.740096603768844
464	4	baseline	0.820015	113	10.5967110595067
468	4	baseline	0.888021	114	-7.11333392877829
472	4	baseline	0.812061	115	21.861811338859
476	4	baseline	1.044073	116	17.5665356037983
480	4	baseline	1.046272	117	-11.3024814292772
484	4	baseline	0.844187	118	7.00007273261079
488	4	baseline	0.596371	119	2.79544319256864
492	4	baseline	0.756422	120	7.33071675797431
496	4	rotation	0.636349	121	37.120984740792
500	4	rotation	0.772557	122	51.224232556344
504	4	rotation	0.808518	123	33.6960091142119
508	4	rotation	1.105258	124	4.43209010555213
512	4	rotation	1.210653	125	95.2632978635805
516	4	rotation	1.124746	126	2.8453091056376
520	4	rotation	0.702748	127	40.7722854264987
524	4	rotation	1.186753	128	81.2625130760639
528	4	rotation	1.000832	129	-22.468459587267
532	4	rotation	1.264817	130	23.9164653495372
536	4	rotation	1.050865	131	2.63903900214302
540	4	rotation	0.775102	132	40.4293162651005
544	4	rotation	1.127009	133	35.4253957594864
548	4	rotation	1.043197	134	14.0846735296871
552	4	rotation	1.259126	135	6.03847424473158
556	4	rotation	2.013188	136	6.39276805947096
560	4	rotation	2.195276	137	-33.8902001740666
564	4	rotation	1.42326	138	71.3276289623996
568	4	rotation	1.82571	139	7.14006689085578
572	4	rotation	1.237452	140	-13.0342145093548
576	4	rotation	1.339498	141	-21.6780155123279
580	4	rotation	1.291517	142	77.0348331612853
584	4	rotation	1.321667	143	-6.95418333848434
588	4	rotation	1.209649	144	-17.317478877607
592	4	rotation	2.141738	145	-4.83022614085845
596	4	rotation	1.071945	146	40.1971138167989
600	4	rotation	1.115683	147	3.14561121197764
604	4	rotation	1.830087	148	-14.0749376746391
608	4	rotation	1.13383	149	17.4250328270225
612	4	rotation	1.099869	150	1.36126455095393
616	4	rotation	1.413972	151	20.4069481982022
620	4	rotation	0.978397	152	10.5090241290108
624	4	rotation	1.234039	153	16.9376634272021
628	4	rotation	0.924083	154	-11.311173634366
632	4	rotation	0.976258	155	7.55430621167469
636	4	rotation	1.000232	156	12.5309630566665
640	4	rotation	0.782246	157	1.45001485613607
644	4	rotation	0.994484	158	-14.1194159016556
648	4	rotation	0.948581	159	-5.46945287137462
652	4	rotation	1.076529	160	2.79914929773951
656	4	rotation	0.944502	161	1.23041944908763
660	4	rotation	0.988539	162	-29.2994550029693
664	4	rotation	0.980608	163	31.1468006660599
668	4	rotation	0.908623	164	32.0995402722323
672	4	rotation	1.118587	165	62.5599352364827
676	4	rotation	0.906602	166	13.1453890403348
680	4	rotation	0.919199	167	28.326314678311
684	4	rotation	1.066934	168	-5.29056126405283
688	4	rotation	0.888862	169	-32.3325817000638
692	4	rotation	1.474803	170	3.70534338637028
696	4	rotation	0.827012	171	-9.14635170214225
700	4	rotation	0.927149	172	20.6006627219986
704	4	rotation	1.039204	173	4.73949160831396
708	4	rotation	1.323257	174	-3.86575397019145
712	4	rotation	1.055303	175	-17.5965383581811
716	4	rotation	0.893261	176	4.70033956029384
720	4	rotation	0.977355	177	12.6750337149989
724	4	rotation	0.771405	178	-11.6343311836059
728	4	rotation	0.831443	179	13.9972321947476
732	4	rotation	0.82346	180	-1.89062340561647
736	4	rotation	0.867442	181	-0.102760899059215
740	4	rotation	1.007623	182	19.7466162258682
744	4	rotation	0.83161	183	21.4574090155465
748	4	rotation	1.219789	184	18.0564645446742
752	4	rotation	0.895772	185	2.14659004080766
756	4	rotation	0.943847	186	18.0706596364956
760	4	rotation	0.895918	187	-9.0670163551838
764	4	rotation	0.955564	188	1.1980752107124
768	4	rotation	0.972116	189	-8.13291557692778
772	4	rotation	0.856423	190	-21.4577619888494
776	4	rotation	0.9343	191	9.7493979798925
780	4	rotation	1.060106	192	-15.2075648892696
784	4	rotation	1.064252	193	-5.11721358865926
788	4	rotation	0.958221	194	30.8452552372474
792	4	rotation	0.886295	195	43.2163521353342
796	4	rotation	1.074692	196	64.5335544906474
800	4	rotation	1.700349	197	5.07442785163791
804	4	rotation	1.064477	198	12.8870042684787
808	4	rotation	1.052493	199	11.2221607807446
812	4	rotation	0.793194	200	28.5069316619409
816	4	rotation	1.188623	201	21.1709689101695
820	4	rotation	1.110625	202	1.88589579612842
824	4	rotation	0.888801	203	9.79664843844584
828	4	rotation	1.216774	204	13.8684608498299
832	4	rotation	0.9775	205	38.2268829408496
836	4	rotation	1.566901	206	45.7429177043036
840	4	rotation	1.102921	207	-2.72902782784875
844	4	rotation	0.78102	208	30.6878634602787
848	4	rotation	0.869051	209	7.04674603095993
852	4	rotation	1.059125	210	14.3093079979042
856	4	rotation	1.095407	211	8.65413911304574
860	4	rotation	1.045659	212	3.73774237904746
864	4	rotation	1.467244	213	10.3366852090951
868	4	rotation	1.107269	214	25.9619631103522
872	4	rotation	0.959478	215	-35.2821727849423
876	4	rotation	1.287464	216	28.2819210804254
880	4	rotation	1.011484	217	1.66069301085176
884	4	rotation	1.21751	218	-7.45303170095934
888	4	rotation	1.18757	219	16.339744482494
892	4	rotation	1.349544	220	11.1126850860849
896	4	rotation	1.617683	221	1.13247038499365
900	4	rotation	1.273749	222	-20.2335656066294
904	4	rotation	1.239546	223	14.4420988944466
908	4	rotation	0.897024	224	29.0454239268778
912	4	rotation	0.745907	225	173.65980825409
916	4	rotation	1.375896	226	-1.62257131413358
920	4	rotation	1.037894	227	-12.303977908172
924	4	rotation	0.921853	228	7.27732013649902
928	4	rotation	1.001878	229	-2.95620983090288
932	4	rotation	1.278173	230	9.4298685914667
936	4	rotation	1.130095	231	-3.45124847158602
940	4	rotation	1.058086	232	20.3107171349889
944	4	rotation	1.270297	233	5.82083413909802
948	4	rotation	1.010429	234	-11.6649660091139
952	4	rotation	0.774421	235	9.93252377472919
956	4	rotation	1.214505	236	-12.0792902817302
960	4	rotation	0.894487	237	12.581063034201
964	4	rotation	0.834457	238	29.6567712911654
968	4	rotation	1.306641	239	0.62212760248418
972	4	rotation	1.826881	240	1.25667376789386
976	4	rotation	1.128801	241	6.4335881400671
980	4	rotation	1.104856	242	-11.3608410153522
984	4	rotation	1.00688	243	-2.35866912538023
988	4	rotation	1.188988	244	10.4422166062085
992	4	rotation	0.921249	245	6.528654871722
996	4	rotation	1.110959	246	-5.83272329465826
1000	4	rotation	1.139144	247	6.75258144056895
1004	4	rotation	0.989456	248	25.0702325377228
1008	4	rotation	1.123288	249	0.285240699105043
1012	4	rotation	1.073285	250	13.6089175549045
1016	4	rotation	1.171265	251	-13.8957627606959
1020	4	rotation	0.881237	252	45.8442725956525
1024	4	rotation	1.043337	253	-39.1794130502682
1028	4	rotation	0.825329	254	36.6812422041555
1032	4	rotation	1.071612	255	-20.9014990850701
1036	4	rotation	0.795518	256	9.30080071780693
1040	4	rotation	1.091861	257	36.8421884508694
1044	4	rotation	0.943665	258	4.0540931644254
1048	4	rotation	0.959572	259	-26.8038014299812
1052	4	rotation	1.063759	260	1.4566688948647
1056	4	rotation	1.09268	261	6.468760026631
1060	4	rotation	1.076238	262	-9.15198836741057
1064	4	rotation	1.165844	263	31.0984834264479
1068	4	rotation	1.289903	264	12.3240685247165
1072	4	rotation	0.828086	265	-6.93729304742653
1076	4	rotation	1.25598	266	3.78743746452753
1080	4	rotation	1.186149	267	0.77729934353612
1084	4	rotation	1.014113	268	6.77919095399682
1088	4	rotation	0.950088	269	17.4554380936396
1092	4	rotation	0.998188	270	5.4909580788466
1096	4	rotation	1.114257	271	3.40861429285054
1100	4	rotation	1.172393	272	3.71748864170608
1104	4	rotation	1.056647	273	10.7522976360759
1108	4	rotation	1.004536	274	9.39257892828605
1112	4	rotation	1.380551	275	7.74216530631711
1116	4	rotation	1.180569	276	20.0451503066252
1120	4	rotation	1.360604	277	40.6720799258376
1124	4	rotation	1.156787	278	21.6094995374079
1128	4	rotation	0.842773	279	11.399594724946
1132	4	rotation	0.976704	280	4.26509055352385
1136	4	rotation	1.230778	281	13.4302857430068
1140	4	rotation	1.042871	282	-17.4219842618122
1144	4	rotation	0.81694	283	12.7100525740961
1148	4	rotation	0.939064	284	1.1430305516036
1152	4	rotation	0.95897	285	-1.89417992623787
1156	4	rotation	0.923125	286	10.7499949914585
1160	4	rotation	1.113028	287	12.3419559010903
1164	4	rotation	1.180917	288	-9.28698780677525
1168	4	rotation	1.15099	289	2.6499959627142
1172	4	rotation	0.975107	290	12.3304695859796
1176	4	rotation	0.99939	291	-6.51749129214804
1180	4	rotation	0.947127	292	-13.1410228201154
1184	4	rotation	0.903143	293	23.452573664022
1188	4	rotation	0.941462	294	-1.01195719505204
1192	4	rotation	0.915516	295	27.2496742801199
1196	4	rotation	0.941659	296	17.8557862625817
1200	4	rotation	0.813672	297	26.4647974071653
1204	4	rotation	0.785851	298	-25.9341149109724
1208	4	rotation	1.099722	299	7.69487316284162
1212	4	rotation	0.86171	300	17.830017858755
1216	4	rotation	0.879834	301	21.0528978221655
1220	4	rotation	0.661988	302	18.7423747477475
1224	4	rotation	1.026106	303	1.66054305770514
1228	4	rotation	1.006017	304	22.9860071723692
1232	4	rotation	0.792106	305	13.2748444572058
1236	4	rotation	1.076075	306	24.838419137796
1240	4	rotation	0.960091	307	4.73749172315294
1244	4	rotation	1.1842	308	28.2228289095833
1248	4	rotation	0.828264	309	36.1159745859441
1252	4	rotation	1.358365	310	-0.501763507764454
1256	4	rotation	1.160413	311	17.4550038500475
1260	4	rotation	1.166517	312	-28.4947370656754
1264	4	rotation	1.22448	313	-4.397126657291
1268	4	rotation	1.096493	314	8.91251188407409
1272	4	rotation	0.982569	315	-5.84651814730528
1276	4	rotation	1.29447	316	-19.4417573267496
1280	4	rotation	1.34284	317	16.875592958578
1284	4	rotation	1.166726	318	2.57311818678584
1288	4	rotation	1.270759	319	-10.6439619449842
1292	4	rotation	1.186903	320	16.2158100393958
1296	4	rotation	0.922713	321	12.3870102620495
1300	4	rotation	0.791047	322	-25.5817893984483
1304	4	rotation	1.226991	323	1.32386854157421
1308	4	rotation	1.005181	324	-3.44313408411353
1312	4	rotation	1.375153	325	-28.9512445350779
1316	4	rotation	1.121131	326	9.73377950045422
1320	4	rotation	0.947234	327	9.17949193507281
1324	4	rotation	1.081085	328	22.0956809205713
1328	4	rotation	0.799316	329	23.5594951929494
1332	4	rotation	0.973488	330	16.3332674658796
1336	4	rotation	1.067501	331	0.260406947781033
1340	4	rotation	0.995548	332	25.3682422808442
1344	4	rotation	1.123489	333	-34.5796756288668
1348	4	rotation	1.515479	334	18.9651959705964
1352	4	rotation	0.843685	335	20.5068879167807
1356	4	rotation	0.799763	336	8.10003287719275
1360	4	rotation	0.89975	337	17.0943324782651
1364	4	rotation	0.939827	338	9.32929484876439
1368	4	rotation	0.930092	339	13.0795859941864
1372	4	rotation	0.955852	340	8.50510281129679
1376	4	rotation	1.033926	341	8.32303279888768
1380	4	rotation	0.916001	342	-1.64533793780299
1384	4	rotation	0.948278	343	-10.5943656623395
1388	4	rotation	1.156398	344	1.12996905354434
1392	4	rotation	1.028137	345	5.21002983227897
1396	4	rotation	0.874236	346	6.99907175632285
1400	4	rotation	1.114206	347	10.5745096252306
1404	4	rotation	0.752361	348	8.63572523659798
1408	4	rotation	0.934368	349	-3.80296830123764
1412	4	rotation	0.880184	350	11.4421444105254
1416	4	rotation	0.891892	351	-3.80200546143368
1420	4	rotation	1.03854	352	-3.9286635373603
1424	4	rotation	0.996651	353	4.85466616385112
1428	4	rotation	0.898529	354	12.0503529772928
1432	4	rotation	0.954665	355	-1.32057845042157
1436	4	rotation	0.824762	356	-3.22708086020194
1440	4	rotation	1.112737	357	9.52844059814132
1444	4	rotation	1.122914	358	23.1067048465255
1448	4	rotation	1.14687	359	-25.8755217150216
1452	4	rotation	0.835699	360	30.9803973128805
1456	4	rotation	0.959018	361	-15.5102735924581
1460	4	rotation	0.769713	362	-10.3709309707798
1464	4	rotation	1.051127	363	-21.9027183063933
1468	4	rotation	0.981152	364	15.6851697153529
1472	4	rotation	0.985298	365	-10.3558222568951
1476	4	rotation	1.109264	366	-30.5566339027613
1480	4	rotation	0.895492	367	16.3662285766788
1484	4	rotation	0.983364	368	-10.9343482467869
1488	4	rotation	0.947383	369	27.8948344923015
1492	4	rotation	0.997476	370	20.1551484142269
1496	4	rotation	0.823535	371	11.4875870887645
1500	4	rotation	1.023791	372	0.789712251537178
1504	4	rotation	0.999595	373	4.11005420060171
1508	4	rotation	1.01167	374	11.2949122500067
1512	4	rotation	0.88176	375	-13.1857940011275
1516	4	rotation	1.06777	376	37.1624072403675
1520	4	rotation	0.983817	377	-16.3665173934885
1524	4	rotation	0.895834	378	6.4897075666181
1528	4	rotation	0.938038	379	-51.3401917459099
1532	4	rotation	1.05403	380	-13.5709566171337
1536	4	rotation	0.884308	381	16.7352902393277
1540	4	rotation	0.876089	382	-4.23328667871292
1544	4	rotation	1.046151	383	7.82924140624132
1548	4	rotation	0.878323	384	-10.3756392626995
1552	4	rotation	1.174122	385	-1.94316885222697
1556	4	rotation	1.054408	386	-2.46410396185281
1560	4	rotation	0.890741	387	32.5534400732419
1564	4	rotation	0.930486	388	-5.87968683736709
1568	4	rotation	1.04251	389	7.60818478656126
1572	4	rotation	0.950503	390	8.50308294175529
1576	4	rotation	1.012744	391	4.18635302102667
1580	4	rotation	0.896591	392	19.4259205610015
1584	4	rotation	0.806822	393	26.1459655526594
1588	4	rotation	0.89494	394	-1.63074135415909
1592	4	rotation	0.938735	395	8.72077000395571
1596	4	rotation	0.946894	396	-4.30692843883736
1600	4	rotation	0.856866	397	12.5474729652554
1604	4	rotation	1.119036	398	-1.30445855957625
1608	4	rotation	0.973038	399	5.90810478609064
1612	4	rotation	0.977266	400	-8.39480631350004
1616	4	rotation	1.117161	401	12.7782276910239
1620	4	rotation	1.223068	402	15.1062089924677
1624	4	rotation	0.975241	403	-8.29158509398582
1628	4	rotation	1.123268	404	-28.8378768110191
1632	4	rotation	1.053397	405	-11.7646034738109
1636	4	rotation	0.969414	406	-0.843900686292609
1640	4	rotation	1.193484	407	14.367068887694
1644	4	rotation	1.023491	408	3.33082207503803
1648	4	rotation	1.02765	409	-1.30241156500667
1652	4	rotation	1.073619	410	-0.495366381879803
1656	4	rotation	1.12136	411	10.7111817010285
1660	4	rotation	0.971417	412	17.9094939733945
1664	4	rotation	0.951717	413	-26.9311572551174
1668	4	rotation	0.65176	414	-0.37744880027108
1672	4	rotation	0.975679	415	-5.4653918664444
1676	4	rotation	1.483373	416	19.5898220886588
1680	4	rotation	1.191386	417	24.6775067315452
1684	4	rotation	1.026261	418	-11.3913873858423
1688	4	rotation	0.822121	419	6.63141634695504
1692	4	rotation	1.002379	420	-0.108131069860153
1696	4	rotation	0.858092	421	2.34794811584118
1700	4	rotation	0.956127	422	3.01667181782161
1704	4	rotation	0.968171	423	2.43167488213321
1708	4	rotation	0.748347	424	-24.0786250311835
1712	4	rotation	0.832352	425	5.08234722259835
1716	4	rotation	0.974455	426	-20.0838305422692
1720	4	rotation	0.950506	427	4.02995745494157
1724	4	rotation	0.848603	428	-12.5591552209465
1728	4	rotation	0.968612	429	-17.7481452955478
1732	4	rotation	0.852612	430	0.237865066634723
1736	4	rotation	0.884691	431	-8.43376712890556
1740	4	rotation	0.89079	432	-23.4760629023803
1744	4	rotation	1.055673	433	-1.56561500340909
1748	4	rotation	1.06889	434	14.740156818744
1752	4	rotation	0.978876	435	12.1234049525163
1756	4	rotation	1.177021	436	-7.39719126897052
1760	4	rotation	1.022996	437	3.9437803950829
1764	4	rotation	1.223338	438	-28.7936509107008
1768	4	rotation	0.799096	439	10.4524123084056
1772	4	rotation	0.819138	440	-7.42194693756562
