onset	duration	trial_type	expression	face_id	face_age	face_sex	face_eth	average_attractiveness	catch	rating_score	response_hand	subject_attractiveness	subject_dominance	subject_trustworthiness
6.023031219936911	1.2333165602681222	00STIM012smiling	smiling	12.0	24.0	male	white	-0.009500401533088794	0.0	n/a	n/a	0.27000000000000013	0.5025	0.6800000000000002
11.014584718720926	1.2416565067369447	01STIM006smiling	smiling	6.0	31.0	female	west_asian	-0.7591973593325595	0.0	n/a	n/a	0.375	1.4275	0.3524999999999998
16.014482088086424	1.2416528844792083	02STIM044neutral	neutral	44.0	22.0	male	black	-0.3569209429523556	0.0	n/a	n/a	3.465	-1.145	-1.29
21.01436889253364	1.241662241978247	03STIM064neutral	neutral	64.0	25.0	female	west_asian	-0.44874490756088026	0.0	n/a	n/a	1.3	-1.3175	2.1450000000000005
26.022602887965608	1.2333225973638946	04STIM091neutral	neutral	91.0	20.0	female	white	0.8244679004092699	0.0	n/a	n/a	2.1350000000000002	-1.4899999999999998	2.21
31.01416272570032	1.2416571104467948	05STIM042smiling	smiling	42.0	27.0	male	black	0.42696156011262665	0.0	n/a	n/a	2.4825	-0.7925000000000001	1.3449999999999998
36.02239068403605	1.2333241066380651	06STIM099neutral	neutral	99.0	24.0	female	black	-0.029375718547921065	0.0	n/a	n/a	0.14249999999999985	-1.5625	1.33
41.022284431143824	1.2333228992188197	07STIM087smiling	smiling	87.0	31.0	female	east_asian	0.27074156837604496	0.0	n/a	n/a	0.25749999999999984	1.1075000000000002	1.1250000000000002
46.02217968752575	1.2333219936544992	08STIM043smiling	smiling	43.0	20.0	male	black	-0.5147309600501232	0.0	n/a	n/a	0.5775000000000001	-1.1400000000000001	0.5625
51.02207343463351	1.2333216917995742	09STIM100neutral	neutral	100.0	19.0	female	white	1.1726834545091294	0.0	n/a	n/a	-0.45499999999999996	-1.54	2.6975
56.02198016149805	1.2333102213169695	10STIM038smiling	smiling	38.0	40.0	female	west_asian	-1.5454649004393208	0.0	n/a	n/a	-0.9400000000000001	0.29249999999999987	-0.265
61.021860626994574	1.2333256159122357	11STIM082neutral	neutral	82.0	20.0	male	black	-0.017848034679318187	0.0	n/a	n/a	1.0475	-0.46499999999999997	0.6725
