onset	duration	trial_type	expression	face_id	face_age	face_sex	face_eth	average_attractiveness	catch	rating_score	response_hand	subject_attractiveness	subject_dominance	subject_trustworthiness
6.016515382068063	1.2333023730916466	00STIM062smiling	smiling	62.0	30.0	female	black	-0.43051899566991514	0.0	n/a	n/a	0.0874999999999998	-0.4800000000000002	0.1200000000000001
11.0080577122244	1.2416556011721696	01STIM005neutral	neutral	5.0	28.0	male	east_asian	-1.8193807336212355	0.0	n/a	n/a	-3.0	-3.0525	-0.3324999999999999
16.007933649898405	1.2416728068965313	02STIM172neutral	neutral	172.0	40.0	male	white	-1.4511752407837526	1.0	n/a	n/a	-1.4100000000000001	0.4075000000000001	-0.44000000000000006
18.75793146145133	2.491573873982816	rating	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
20.136197190879106	0.1	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-2.0	right	n/a	n/a	n/a
25.00776038523873	1.2416562048829292	03STIM144neutral	neutral	144.0	27.0	female	white	0.4770958178848986	0.0	n/a	n/a	0.6550000000000002	-0.9625	1.8200000000000003
30.015992871396517	1.2333020712376308	04STIM070smiling	smiling	70.0	31.0	male	west_asian	-1.3507982019720057	0.0	n/a	n/a	-0.18000000000000005	0.4325000000000001	-0.11499999999999999
35.01586005528134	1.2333461420394087	05STIM101neutral	neutral	101.0	37.0	male	white	0.9419259368682685	0.0	n/a	n/a	1.1725	0.9775000000000003	0.72
40.02409405071376	1.2333364826845354	06STIM033smiling	smiling	33.0	28.0	male	white	0.9522450716993829	1.0	n/a	n/a	0.6775	0.905	-1.5125000000000002
42.757405026667584	2.499926196499473	rating	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
44.19078431236449	0.1	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.0	left	n/a	n/a	n/a
49.015582650713434	1.241644734399415	07STIM012neutral	neutral	12.0	24.0	male	white	0.018363369483551217	0.0	n/a	n/a	0.27000000000000013	0.5025	0.6800000000000002
54.023800345986274	1.2333183713963078	08STIM036neutral	neutral	36.0	21.0	male	east_asian/white	0.4738124568022714	0.0	n/a	n/a	0.5450000000000002	-2.1125	1.0075
59.01537920057399	1.2416549974623194	09STIM030smiling	smiling	30.0	24.0	female	east_asian	1.5441881697387503	0.0	n/a	n/a	1.1224999999999998	0.6675	0.44500000000000006
64.02360806447359	1.2333026749465716	10STIM172smiling	smiling	172.0	40.0	male	white	-1.4511752407837526	0.0	n/a	n/a	-1.4100000000000001	0.4075000000000001	-0.44000000000000006
