onset	duration	trial_type	expression	face_id	face_age	face_sex	face_eth	average_attractiveness	catch	rating_score	response_hand	subject_attractiveness	subject_dominance	subject_trustworthiness
6.018513660892039	1.2333165602676672	00STIM044smiling	smiling	44.0	22.0	male	black	-0.26092815654588614	0.0	n/a	n/a	3.465	-1.145	-1.29
11.010071385643187	1.2416556011726243	01STIM141neutral	neutral	141.0	23.0	male	white	-0.41378945488016566	0.0	n/a	n/a	-2.9225000000000003	-0.5475	-0.7125000000000001
16.009966340170195	1.2416528844792083	02STIM027smiling	smiling	27.0	26.0	female	white	2.016792041645298	0.0	n/a	n/a	0.13249999999999987	0.6524999999999999	1.1575
21.009853748327263	1.241661638268397	03STIM064neutral	neutral	64.0	25.0	female	west_asian	-0.36124338357775704	0.0	n/a	n/a	1.3	-1.3175	2.1450000000000005
26.00975262696693	1.241656808591415	04STIM100neutral	neutral	100.0	19.0	female	white	1.410123763881124	0.0	n/a	n/a	-0.45499999999999996	-1.54	2.6975
31.009660863105182	1.2416414139966037	05STIM070smiling	smiling	70.0	31.0	male	west_asian	-1.1490001880618002	0.0	n/a	n/a	-0.18000000000000005	0.4325000000000001	-0.11499999999999999
36.01787584168415	1.2333210880901788	06STIM102smiling	smiling	102.0	31.0	female	white	-0.8997320481644236	0.0	n/a	n/a	-2.83	0.9999999999999998	0.81
41.01776807951819	1.2333225973638946	07STIM011neutral	neutral	11.0	36.0	female	white	-0.2748246382126393	0.0	n/a	n/a	-1.1324999999999998	1.7575000000000003	-0.4950000000000001
46.01766454331937	1.2333099194620445	08STIM033smiling	smiling	33.0	28.0	male	white	0.9832412176805653	0.0	n/a	n/a	0.6775	0.905	-1.5125000000000002
51.017558592282064	1.2333204843803287	09STIM005smiling	smiling	5.0	28.0	male	east_asian	-1.5828309750957357	1.0	n/a	n/a	-3.0	-3.0525	-0.3324999999999999
53.75921253325305	2.4915823259179892	rating	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
56.017611416873024	0.1	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-4.0	right	n/a	n/a	n/a
60.01737023488204	1.2333198806709331	10STIM102neutral	neutral	102.0	31.0	female	white	-0.8997320481644236	0.0	n/a	n/a	-2.83	0.9999999999999998	0.81
65.01726247271607	1.2333213899446491	11STIM092smiling	smiling	92.0	32.0	male	white	-0.6739142210796927	0.0	n/a	n/a	1.2825	-0.9725	-0.30999999999999994
70.00880601029121	1.2416712976223607	12STIM124neutral	neutral	124.0	28.0	female	white	2.913983639255018	0.0	n/a	n/a	1.7275000000000003	1.7074999999999998	0.9674999999999998
75.01705660773723	1.2333171639775171	13STIM130neutral	neutral	130.0	19.0	male	white	-0.8324209650910904	1.0	n/a	n/a	-3.245	-0.75	-1.47
77.75034162417795	2.4999452133524755	rating	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
79.63681916270889	0.1	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-3.0	right	n/a	n/a	n/a
84.01685376130717	1.2333274270408765	14STIM043smiling	smiling	43.0	20.0	male	black	-0.4333313822240366	0.0	n/a	n/a	0.5775000000000001	-1.1400000000000001	0.5625
89.01675565849474	1.2333204843803287	15STIM144neutral	neutral	144.0	27.0	female	white	0.5433307199174253	0.0	n/a	n/a	0.6550000000000002	-0.9625	1.8200000000000003
94.01664850003814	1.2333225973638946	16STIM117neutral	neutral	117.0	26.0	male	white	-0.2292268077436058	0.0	n/a	n/a	0.99	1.1849999999999998	1.3625
99.01654315271027	1.2333222955094243	17STIM091smiling	smiling	91.0	20.0	female	white	1.0297075782537697	0.0	n/a	n/a	2.1350000000000002	-1.4899999999999998	2.21
104.00817694487296	1.2415804393253893	18STIM039smiling	smiling	39.0	27.0	female	white	1.2815813084636618	0.0	n/a	n/a	-2.2675	1.3649999999999998	-0.9924999999999998
109.00806042891735	1.2415916079535236	19STIM011smiling	smiling	11.0	36.0	female	white	-0.2748246382126393	1.0	n/a	n/a	-1.1324999999999998	1.7575000000000003	-0.4950000000000001
111.749622907882	2.499947930045892	rating	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
113.25804239309264	0.1	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-1.0	right	n/a	n/a	n/a
118.01614349694546	1.2333195788160085	20STIM062smiling	smiling	62.0	30.0	female	black	-0.2969721558690259	0.0	n/a	n/a	0.0874999999999998	-0.4800000000000002	0.1200000000000001
129.26590752194988	1.2333168621225925	21STIM136neutral	neutral	136.0	54.0	female	white	-0.7855203394658	0.0	n/a	n/a	0.36750000000000005	0.6125	0.5425
134.26579885421916	1.2416543937533788	22STIM061neutral	neutral	61.0	40.0	male	black	-0.6526352335274774	0.0	n/a	n/a	-1.1075	1.635	1.065
139.2740246995713	1.2333222955089695	23STIM137neutral	neutral	137.0	21.0	male	black	-0.040321510086187444	0.0	n/a	n/a	1.21	-0.08250000000000002	0.7825000000000001
144.27392146522743	1.2333195788155535	24STIM141smiling	smiling	141.0	23.0	male	white	-0.41378945488016566	0.0	n/a	n/a	-2.9225000000000003	-0.5475	-0.7125000000000001
149.2738191364474	1.2416492622219266	25STIM082neutral	neutral	82.0	20.0	male	black	0.10949993288349046	1.0	n/a	n/a	1.0475	-0.46499999999999997	0.6725
152.00710385103318	2.4999512504487034	rating	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
153.68526987781797	0.1	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1.0	left	n/a	n/a	n/a
158.27362353453236	1.2333201825258584	26STIM099smiling	smiling	99.0	24.0	female	black	0.09690624637299561	0.0	n/a	n/a	0.14249999999999985	-1.5625	1.33
163.27351909276922	1.2416546956078491	27STIM044neutral	neutral	44.0	22.0	male	black	-0.26092815654588614	0.0	n/a	n/a	3.465	-1.145	-1.29
168.2734137454413	1.2333204843803287	28STIM009neutral	neutral	9.0	22.0	female	white	1.754061685133254	0.0	n/a	n/a	0.7375	-1.7225000000000001	2.5075000000000003
173.2649539626141	1.241674618025172	29STIM100smiling	smiling	100.0	19.0	female	white	1.410123763881124	0.0	n/a	n/a	-0.45499999999999996	-1.54	2.6975
178.27320365449575	1.2333186732512331	30STIM121neutral	neutral	121.0	34.0	male	white	-0.3881678168070905	0.0	n/a	n/a	1.44	0.6775	1.94
183.2730977034585	1.2333183713967628	31STIM070neutral	neutral	70.0	31.0	male	west_asian	-1.1490001880618002	0.0	n/a	n/a	-0.18000000000000005	0.4325000000000001	-0.11499999999999999
188.2729920542756	1.2333195788160085	32STIM121smiling	smiling	121.0	34.0	male	white	-0.3881678168070905	0.0	n/a	n/a	1.44	0.6775	1.94
193.27288851807683	1.2333147491390264	33STIM092neutral	neutral	92.0	32.0	male	white	-0.6739142210796927	0.0	n/a	n/a	1.2825	-0.9725	-0.30999999999999994
198.27277834107238	1.2416562048820197	34STIM082smiling	smiling	82.0	20.0	male	black	0.10949993288349046	0.0	n/a	n/a	1.0475	-0.46499999999999997	0.6725
203.27267420116368	1.2333207862352538	35STIM038neutral	neutral	38.0	40.0	female	west_asian	-1.5593806622830904	1.0	n/a	n/a	-0.9400000000000001	0.29249999999999987	-0.265
206.0059546897824	2.4999548727059846	rating	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
207.1257970853503	0.1	response	n/a	n/a	n/a	n/a	n/a	n/a	n/a	-1.0	right	n/a	n/a	n/a
212.2724728640073	1.2416715994772858	36STIM126smiling	smiling	126.0	25.0	female	black	0.9293923512218983	0.0	n/a	n/a	0.13750000000000007	1.4100000000000001	1.5274999999999999
217.2723786853076	1.2333219936544992	37STIM012smiling	smiling	12.0	24.0	male	white	0.11861949897729678	0.0	n/a	n/a	0.27000000000000013	0.5025	0.6800000000000002
222.2722739416895	1.2333177676869127	38STIM066neutral	neutral	66.0	22.0	female	west_asian	0.8881371712737263	0.0	n/a	n/a	2.125	2.1400000000000006	2.13
227.26394184344508	1.2415439148940095	39STIM006smiling	smiling	6.0	31.0	female	west_asian	-0.7004043892569402	0.0	n/a	n/a	0.375	1.4275	0.3524999999999998
