onset	duration	sub_id	trial_type	smid_id
7.925141100000474	2.17471999999998	sub-02	cross	b10_p127_19
10.099861100000451	7.208164599999691	sub-02	stimulus	b10_p127_19
17.308025700000144	4.326679219999619	sub-02	decision	b10_p127_19
21.63671350000004	2.166857000000164	sub-02	cross	b13_p221_14
23.803570500000205	7.211320999999771	sub-02	stimulus	b13_p221_14
31.014891499999976	4.320957920000524	sub-02	decision	b13_p221_14
35.33755999999994	2.1691488000005847	sub-02	cross	b15_p454_10
37.50670880000053	7.208475599999474	sub-02	stimulus	b15_p454_10
44.7151844	4.32304972000054	sub-02	decision	b15_p454_10
49.04205530000036	2.1744542999995247	sub-02	cross	b2_p18_20
51.21650959999988	7.208615700000337	sub-02	stimulus	b2_p18_20
58.42512530000022	4.32557961999953	sub-02	decision	b2_p18_20
62.75247839999975	2.173233900000014	sub-02	cross	b14_p277_14
64.92571229999976	7.206538100000216	sub-02	stimulus	b14_p277_14
72.13225039999998	4.322988119999877	sub-02	decision	b14_p277_14
76.46045589999994	2.165529400000196	sub-02	cross	b13_p227_1
78.62598530000014	7.206567000000177	sub-02	stimulus	b13_p227_1
85.83255230000032	4.32290491999936	sub-02	decision	b13_p227_1
90.16068580000046	2.173639099999491	sub-02	cross	b15_p403_7
92.33432489999996	7.208105000000614	sub-02	stimulus	b15_p403_7
99.54242990000056	4.325300219999349	sub-02	decision	b15_p403_7
103.86953369999992	2.174674200000481	sub-02	cross	b8_p112_15
106.0442079000004	7.214950800000224	sub-02	stimulus	b8_p112_15
113.25915870000064	4.325574919999212	sub-02	decision	b8_p112_15
117.58658190000006	2.1731205000005502	sub-02	cross	b10_p137_2
119.7597024000006	7.206675399999767	sub-02	stimulus	b10_p137_2
126.96637780000036	4.328249120000123	sub-02	decision	b10_p137_2
131.29764109999996	2.1696148999999423	sub-02	cross	b4_p52_11
133.4672559999999	7.209082600000329	sub-02	stimulus	b4_p52_11
140.67633860000024	4.32977161999986	sub-02	decision	b4_p52_11
145.01001319999978	2.174915100000362	sub-02	cross	b14_p268_7
147.18492830000014	7.208242700000483	sub-02	stimulus	b14_p268_7
154.39317100000062	4.32714391999923	sub-02	decision	b14_p268_7
158.7235784000004	2.1690750999996453	sub-02	cross	b15_p474_18
160.89265350000005	7.207513199999994	sub-02	stimulus	b15_p474_18
168.10016670000005	4.323014019999732	sub-02	decision	b15_p474_18
172.42792410000038	2.173250299999381	sub-02	cross	b15_p317_19
174.60117439999976	7.208941300000333	sub-02	stimulus	b15_p317_19
181.8101157000001	4.325471620000258	sub-02	decision	b15_p317_19
