onset	duration	sub_id	trial_type	smid_id
7.986408599999777	2.173334199999772	sub-02	cross	b15_p349_7
10.159742799999549	7.208912000000055	sub-02	stimulus	b15_p349_7
17.368654799999604	4.327613820000266	sub-02	decision	b15_p349_7
21.701700200000232	2.173458399999617	sub-02	cross	b15_p465_20
23.87515859999985	7.208012500000223	sub-02	stimulus	b15_p465_20
31.083171100000072	4.330010719999706	sub-02	decision	b15_p465_20
35.418593399999736	2.1708048999998937	sub-02	cross	b15_p319_16
37.58939829999963	7.210701500000141	sub-02	stimulus	b15_p319_16
44.80009979999977	4.325371020000063	sub-02	decision	b15_p319_16
49.12736239999958	2.1742389000000912	sub-02	cross	b6_p89_18
51.30160129999968	7.205535099999906	sub-02	stimulus	b6_p89_18
58.50713639999958	4.323049120000547	sub-02	decision	b6_p89_18
62.83558410000021	2.173832800000156	sub-02	cross	b5_p83_10
65.00941690000036	7.207604799999899	sub-02	stimulus	b5_p83_10
72.21702170000026	4.32539811999996	sub-02	decision	b5_p83_10
76.54428189999996	2.164990199999977	sub-02	cross	b11_p172_15
78.70927209999994	7.20773670000014	sub-02	stimulus	b11_p172_15
85.91700880000008	4.327390719999499	sub-02	decision	b11_p172_15
90.2461819	2.1707758000002286	sub-02	cross	b13_p231_11
92.41695770000024	7.207254799999646	sub-02	stimulus	b13_p231_11
99.62421249999989	4.322806120000138	sub-02	decision	b13_p231_11
103.9519578999998	2.174200600000404	sub-02	cross	b14_p259_11
106.1261585000002	7.208088100000168	sub-02	stimulus	b14_p259_11
113.33424660000036	4.329965319999587	sub-02	decision	b14_p259_11
117.66933229999998	2.16580669999982	sub-02	cross	b13_p229_13
119.8351389999998	7.206291700000264	sub-02	stimulus	b13_p229_13
127.04143070000006	4.328499019999441	sub-02	decision	b13_p229_13
131.3725430000004	2.166803199999777	sub-02	cross	b999_p496_2
133.53934620000018	7.211667200000193	sub-02	stimulus	b999_p496_2
140.75101340000035	4.319068319999474	sub-02	decision	b999_p496_2
145.0728128000001	2.171331700000337	sub-02	cross	b15_p379_6
147.2441445000004	7.207148999999845	sub-02	stimulus	b15_p379_6
154.45129350000025	4.319116219999501	sub-02	decision	b15_p379_6
158.77297240000007	2.1701882999996087	sub-02	cross	b15_p313_14
160.94316069999968	7.207112300000517	sub-02	stimulus	b15_p313_14
168.1502730000002	4.320232219999866	sub-02	decision	b15_p313_14
172.4731769	2.171962800000074	sub-02	cross	b999_p479_1
174.64513970000007	7.206565700000283	sub-02	stimulus	b999_p479_1
181.8517054000004	4.31909271999973	sub-02	decision	b999_p479_1
186.1733926999996	2.1697750000003	sub-02	cross	b13_p226_20
188.34316769999987	7.208614199999829	sub-02	stimulus	b13_p226_20
195.5517818999997	4.330020820000186	sub-02	decision	b13_p226_20
199.8856882	2.1667341000002125	sub-02	cross	b11_p157_8
202.05242230000025	7.2065805000002	sub-02	stimulus	b11_p157_8
209.2590028000004	4.319864119999181	sub-02	decision	b11_p157_8
213.5808519000002	2.163447099999757	sub-02	cross	b15_p383_18
215.744299	7.207828399999926	sub-02	stimulus	b15_p383_18
222.95212739999988	4.325596220000477	sub-02	decision	b15_p383_18
227.2797842	2.1721496999998635	sub-02	cross	b999_p483_8
229.45193389999983	7.20670190000061	sub-02	stimulus	b999_p483_8
236.65863580000047	4.319119019999846	sub-02	decision	b999_p483_8
240.97970090000035	2.174885800000084	sub-02	cross	b13_p240_2
243.15458670000044	7.2145456999996895	sub-02	stimulus	b13_p240_2
250.36913240000013	4.325472519999835	sub-02	decision	b13_p240_2
254.6963790999999	2.172969299999693	sub-02	cross	b15_p332_12
256.8693483999996	7.20702590000019	sub-02	stimulus	b15_p332_12
264.07637429999977	4.319333620000521	sub-02	decision	b15_p332_12
268.39745639999995	2.1735316000004445	sub-02	cross	b2_p22_7
270.5709880000004	7.205451499999981	sub-02	stimulus	b2_p22_7
277.7764395000004	4.3231281199999785	sub-02	decision	b2_p22_7
282.10482399999995	2.173286100000098	sub-02	cross	b15_p349_15
284.27811010000005	7.20810119999993	sub-02	stimulus	b15_p349_15
291.4862113	4.32555812000038	sub-02	decision	b15_p349_15
295.8136420000001	2.17334849999952	sub-02	cross	b14_p263_20
297.9869904999996	7.206350200000088	sub-02	stimulus	b14_p263_20
305.1933406999997	4.323329320000369	sub-02	decision	b14_p263_20
309.5225219000004	2.1681312999999136	sub-02	cross	b2_p33_20
311.69065320000027	7.212429899999677	sub-02	stimulus	b2_p33_20
318.90308309999995	4.319317519999856	sub-02	decision	b2_p33_20
323.22504200000003	2.1688241000001653	sub-02	cross	b2_p27_9
325.3938661000002	7.2095619999999485	sub-02	stimulus	b2_p27_9
332.60342810000014	4.325706819999539	sub-02	decision	b2_p27_9
336.9309027999998	2.1722623000005115	sub-02	cross	b15_p450_17
339.1031651000003	7.207569499999352	sub-02	stimulus	b15_p450_17
346.31073459999965	4.328700120000008	sub-02	decision	b15_p450_17
350.6420261000003	2.170115899999473	sub-02	cross	b15_p409_5
352.81214199999977	7.208242300000222	sub-02	stimulus	b15_p409_5
360.0203843	4.325732319999872	sub-02	decision	b15_p409_5
364.3479666000003	2.174124199999824	sub-02	cross	b15_p401_3
366.5220908000001	7.205669899999521	sub-02	stimulus	b15_p401_3
373.7277606999997	4.3284767200005945	sub-02	decision	b15_p401_3
378.059061	2.170361299999911	sub-02	cross	b11_p157_3
380.2294222999999	7.208091100000274	sub-02	stimulus	b11_p157_3
387.43751340000017	4.319021820000103	sub-02	decision	b11_p157_3
391.75917610000033	2.1656734999996843	sub-02	cross	b4_p59_3
393.9248496	7.212826599999971	sub-02	stimulus	b4_p59_3
401.1376762	4.319035820000295	sub-02	decision	b4_p59_3
405.4593459999997	2.1705736000003526	sub-02	cross	b4_p58_16
