onset	duration	value	sample	trial_type	stim_file
38.051	1	1	38051	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
39.051	1	1	39051	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
40.052	1	1	40052	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
41.052	1	1	41052	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
42.053	1	1	42053	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
43.053	1	1	43053	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
44.054	1	1	44054	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
45.054	1	1	45054	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
46.055	1	1	46055	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
47.055	1	1	47055	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
48.056	1	1	48056	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
49.056	1	1	49056	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
50.057	1	1	50057	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
51.057	1	1	51057	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
52.058	1	1	52058	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
53.058	1	1	53058	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
54.059	1	1	54059	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
55.059	1	1	55059	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
56.06	1	1	56060	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
57.06	1	1	57060	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
58.061	1	1	58061	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
59.061	1	1	59061	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
60.062	1	1	60062	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
61.062	1	1	61062	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
62.063	1	1	62063	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
63.063	1	1	63063	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
64.064	1	1	64064	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
65.064	1	1	65064	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
66.065	1	1	66065	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
67.065	1	1	67065	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
68.066	1	1	68066	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
69.066	1	1	69066	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
70.067	1	1	70067	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
71.067	1	1	71067	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
72.067	1	1	72067	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
73.068	1	1	73068	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
74.068	1	1	74068	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
75.069	1	1	75069	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
76.069	1	1	76069	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
77.07	1	1	77070	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
78.07	1	1	78070	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
79.071	1	1	79071	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
80.071	1	1	80071	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
81.072	1	1	81072	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
82.072	1	1	82072	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
83.073	1	1	83073	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
84.073	1	1	84073	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
85.074	1	1	85074	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
86.074	1	1	86074	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
87.075	1	1	87075	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
88.075	1	1	88075	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
89.076	1	1	89076	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
90.076	1	1	90076	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
91.077	1	1	91077	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
92.077	1	1	92077	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
93.078	1	1	93078	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
94.078	1	1	94078	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
95.079	1	1	95079	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
96.079	1	1	96079	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
97.08	1	1	97080	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
98.08	1	1	98080	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
99.081	1	1	99081	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
100.081	1	1	100081	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
101.082	1	1	101082	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
102.082	1	1	102082	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
103.083	1	1	103083	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
104.083	1	1	104083	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
105.083	1	1	105083	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
106.084	1	1	106084	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
107.084	1	1	107084	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
108.085	1	1	108085	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
109.085	1	1	109085	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
110.086	1	1	110086	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
111.086	1	1	111086	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
112.087	1	1	112087	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
113.087	1	1	113087	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
114.088	1	1	114088	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
115.088	1	1	115088	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
116.089	1	1	116089	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
117.089	1	1	117089	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
118.09	1	1	118090	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
119.09	1	1	119090	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
120.091	1	1	120091	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
121.091	1	1	121091	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
122.092	1	1	122092	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
123.092	1	1	123092	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
124.093	1	1	124093	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
125.093	1	1	125093	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
126.094	1	1	126094	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
127.094	1	1	127094	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
128.095	1	1	128095	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
129.095	1	1	129095	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
130.096	1	1	130096	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
131.096	1	1	131096	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
132.097	1	1	132097	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
133.097	1	1	133097	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
134.098	1	1	134098	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
135.098	1	1	135098	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
136.099	1	1	136099	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
137.099	1	1	137099	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
138.099	1	1	138099	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
139.1	1	1	139100	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
140.1	1	1	140100	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
141.101	1	1	141101	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
142.101	1	1	142101	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
143.102	1	1	143102	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
144.102	1	1	144102	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
145.103	1	1	145103	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
146.103	1	1	146103	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
147.104	1	1	147104	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
148.104	1	1	148104	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
149.105	1	1	149105	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
150.105	1	1	150105	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
151.106	1	1	151106	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
152.106	1	1	152106	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
153.107	1	1	153107	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
154.107	1	1	154107	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
155.108	1	1	155108	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
156.108	1	1	156108	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
157.109	1	1	157109	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
158.109	1	1	158109	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
159.11	1	1	159110	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
160.11	1	1	160110	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
161.111	1	1	161111	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
162.111	1	1	162111	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
163.112	1	1	163112	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
164.112	1	1	164112	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
165.113	1	1	165113	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
166.113	1	1	166113	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
167.114	1	1	167114	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
168.114	1	1	168114	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
169.115	1	1	169115	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
170.115	1	1	170115	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
171.115	1	1	171115	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
172.116	1	1	172116	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
173.116	1	1	173116	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
174.117	1	1	174117	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
175.117	1	1	175117	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
176.118	1	1	176118	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
177.118	1	1	177118	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
178.119	1	1	178119	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
179.119	1	1	179119	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
180.12	1	1	180120	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
181.12	1	1	181120	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
182.121	1	1	182121	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
183.121	1	1	183121	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
184.122	1	1	184122	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
185.122	1	1	185122	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
186.123	1	1	186123	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
187.123	1	1	187123	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
188.124	1	1	188124	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
189.124	1	1	189124	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
190.125	1	1	190125	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
191.125	1	1	191125	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
192.126	1	1	192126	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
193.126	1	1	193126	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
194.127	1	1	194127	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
195.127	1	1	195127	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
196.128	1	1	196128	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
197.128	1	1	197128	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
198.129	1	1	198129	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
199.129	1	1	199129	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
200.13	1	1	200130	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
201.13	1	1	201130	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
202.131	1	1	202131	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
203.131	1	1	203131	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
204.132	1	1	204132	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
205.132	1	1	205132	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
206.132	1	1	206132	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
207.133	1	1	207133	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
208.133	1	1	208133	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
209.134	1	1	209134	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
210.134	1	1	210134	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
211.135	1	1	211135	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
212.135	1	1	212135	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
213.136	1	1	213136	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
214.136	1	1	214136	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
215.137	1	1	215137	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
216.137	1	1	216137	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
217.138	1	1	217138	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
218.138	1	1	218138	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
219.139	1	1	219139	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
220.139	1	1	220139	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
221.14	1	1	221140	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
222.14	1	1	222140	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
223.141	1	1	223141	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
224.141	1	1	224141	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
225.142	1	1	225142	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
226.142	1	1	226142	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
227.143	1	1	227143	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
228.143	1	1	228143	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
229.144	1	1	229144	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
230.144	1	1	230144	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
231.145	1	1	231145	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
232.145	1	1	232145	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
233.146	1	1	233146	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
234.146	1	1	234146	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
235.147	1	1	235147	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
236.147	1	1	236147	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
237.148	1	1	237148	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
238.148	1	1	238148	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
239.148	1	1	239148	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
240.149	1	1	240149	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
241.149	1	1	241149	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
242.15	1	1	242150	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
243.15	1	1	243150	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
244.151	1	1	244151	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
245.151	1	1	245151	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
246.152	1	1	246152	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
247.152	1	1	247152	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
248.153	1	1	248153	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
249.153	1	1	249153	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
250.154	1	1	250154	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
251.154	1	1	251154	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
252.155	1	1	252155	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
253.155	1	1	253155	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
254.156	1	1	254156	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
255.156	1	1	255156	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
256.157	1	1	256157	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
257.157	1	1	257157	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
258.158	1	1	258158	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
259.158	1	1	259158	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
260.159	1	1	260159	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
261.159	1	1	261159	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
262.16	1	1	262160	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
263.16	1	1	263160	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
264.161	1	1	264161	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
265.161	1	1	265161	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
266.162	1	1	266162	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
267.162	1	1	267162	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
268.163	1	1	268163	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
269.163	1	1	269163	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
270.164	1	1	270164	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
271.164	1	1	271164	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
272.164	1	1	272164	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
273.165	1	1	273165	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
274.165	1	1	274165	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
275.166	1	1	275166	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
276.166	1	1	276166	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
277.167	1	1	277167	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
278.167	1	1	278167	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
279.168	1	1	279168	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
280.168	1	1	280168	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
281.169	1	1	281169	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
282.169	1	1	282169	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
283.17	1	1	283170	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
284.17	1	1	284170	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
285.171	1	1	285171	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
286.171	1	1	286171	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
287.172	1	1	287172	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
288.172	1	1	288172	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
289.173	1	1	289173	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
290.173	1	1	290173	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
291.174	1	1	291174	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
292.174	1	1	292174	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
293.175	1	1	293175	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
294.175	1	1	294175	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
295.176	1	1	295176	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
296.176	1	1	296176	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
297.177	1	1	297177	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
298.177	1	1	298177	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
299.178	1	1	299178	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
300.178	1	1	300178	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
301.179	1	1	301179	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
302.179	1	1	302179	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
303.18	1	1	303180	audiobook 1s	audiobooks/pilot/task-audiobook1_run-02_stim.wav
