onset	duration	value	sample	trial_type	stim_file
303.39	1	1	303390	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
304.391	1	1	304391	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
305.391	1	1	305391	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
306.392	1	1	306392	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
307.392	1	1	307392	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
308.393	1	1	308393	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
309.393	1	1	309393	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
310.394	1	1	310394	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
311.394	1	1	311394	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
312.395	1	1	312395	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
313.395	1	1	313395	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
314.396	1	1	314396	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
315.396	1	1	315396	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
316.397	1	1	316397	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
317.397	1	1	317397	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
318.397	1	1	318397	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
319.398	1	1	319398	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
320.398	1	1	320398	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
321.399	1	1	321399	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
322.399	1	1	322399	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
323.4	1	1	323400	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
324.4	1	1	324400	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
325.401	1	1	325401	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
326.401	1	1	326401	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
327.402	1	1	327402	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
328.402	1	1	328402	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
329.403	1	1	329403	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
330.403	1	1	330403	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
331.404	1	1	331404	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
332.404	1	1	332404	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
333.405	1	1	333405	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
334.405	1	1	334405	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
335.406	1	1	335406	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
336.406	1	1	336406	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
337.407	1	1	337407	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
338.407	1	1	338407	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
339.408	1	1	339408	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
340.408	1	1	340408	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
341.409	1	1	341409	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
342.409	1	1	342409	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
343.41	1	1	343410	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
344.41	1	1	344410	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
345.411	1	1	345411	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
346.411	1	1	346411	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
347.412	1	1	347412	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
348.412	1	1	348412	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
349.413	1	1	349413	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
350.413	1	1	350413	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
351.414	1	1	351414	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
352.414	1	1	352414	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
353.414	1	1	353414	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
354.415	1	1	354415	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
355.415	1	1	355415	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
356.416	1	1	356416	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
357.416	1	1	357416	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
358.417	1	1	358417	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
359.417	1	1	359417	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
360.418	1	1	360418	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
361.418	1	1	361418	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
362.419	1	1	362419	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
363.419	1	1	363419	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
364.42	1	1	364420	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
365.42	1	1	365420	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
366.421	1	1	366421	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
367.421	1	1	367421	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
368.422	1	1	368422	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
369.422	1	1	369422	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
370.423	1	1	370423	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
371.423	1	1	371423	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
372.424	1	1	372424	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
373.424	1	1	373424	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
374.425	1	1	374425	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
375.425	1	1	375425	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
376.426	1	1	376426	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
377.426	1	1	377426	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
378.427	1	1	378427	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
379.427	1	1	379427	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
380.428	1	1	380428	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
381.428	1	1	381428	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
382.429	1	1	382429	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
383.429	1	1	383429	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
384.43	1	1	384430	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
385.43	1	1	385430	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
386.43	1	1	386430	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
387.431	1	1	387431	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
388.431	1	1	388431	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
389.432	1	1	389432	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
390.432	1	1	390432	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
391.433	1	1	391433	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
392.433	1	1	392433	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
393.434	1	1	393434	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
394.434	1	1	394434	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
395.435	1	1	395435	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
396.435	1	1	396435	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
397.436	1	1	397436	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
398.436	1	1	398436	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
399.437	1	1	399437	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
400.437	1	1	400437	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
401.438	1	1	401438	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
402.438	1	1	402438	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
403.439	1	1	403439	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
404.439	1	1	404439	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
405.44	1	1	405440	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
406.44	1	1	406440	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
407.441	1	1	407441	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
408.441	1	1	408441	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
409.442	1	1	409442	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
410.442	1	1	410442	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
411.443	1	1	411443	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
412.443	1	1	412443	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
413.444	1	1	413444	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
414.444	1	1	414444	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
415.445	1	1	415445	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
416.445	1	1	416445	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
417.446	1	1	417446	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
418.446	1	1	418446	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
419.446	1	1	419446	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
420.447	1	1	420447	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
421.447	1	1	421447	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
422.448	1	1	422448	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
423.448	1	1	423448	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
424.449	1	1	424449	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
425.449	1	1	425449	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
426.45	1	1	426450	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
427.45	1	1	427450	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
428.451	1	1	428451	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
429.451	1	1	429451	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
430.452	1	1	430452	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
431.452	1	1	431452	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
432.453	1	1	432453	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
433.453	1	1	433453	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
434.454	1	1	434454	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
435.454	1	1	435454	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
436.455	1	1	436455	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
437.455	1	1	437455	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
438.456	1	1	438456	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
439.456	1	1	439456	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
440.457	1	1	440457	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
441.457	1	1	441457	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
442.458	1	1	442458	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
443.458	1	1	443458	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
444.459	1	1	444459	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
445.459	1	1	445459	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
446.46	1	1	446460	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
447.46	1	1	447460	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
448.461	1	1	448461	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
449.461	1	1	449461	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
450.462	1	1	450462	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
451.462	1	1	451462	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
452.463	1	1	452463	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
453.463	1	1	453463	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
454.463	1	1	454463	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
455.464	1	1	455464	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
456.464	1	1	456464	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
457.465	1	1	457465	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
458.465	1	1	458465	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
459.466	1	1	459466	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
460.466	1	1	460466	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
461.467	1	1	461467	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
462.467	1	1	462467	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
463.468	1	1	463468	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
464.468	1	1	464468	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
465.469	1	1	465469	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
466.469	1	1	466469	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
467.47	1	1	467470	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
468.47	1	1	468470	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
469.471	1	1	469471	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
470.471	1	1	470471	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
471.472	1	1	471472	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
472.472	1	1	472472	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
473.473	1	1	473473	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
474.473	1	1	474473	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
475.474	1	1	475474	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
476.474	1	1	476474	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
477.475	1	1	477475	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
478.475	1	1	478475	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
479.476	1	1	479476	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
480.476	1	1	480476	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
481.477	1	1	481477	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
482.477	1	1	482477	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
483.478	1	1	483478	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
484.478	1	1	484478	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
485.479	1	1	485479	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
486.479	1	1	486479	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
487.479	1	1	487479	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
488.48	1	1	488480	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
489.48	1	1	489480	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
490.481	1	1	490481	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
491.481	1	1	491481	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
492.482	1	1	492482	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
493.482	1	1	493482	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
494.483	1	1	494483	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
495.483	1	1	495483	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
496.484	1	1	496484	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
497.484	1	1	497484	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
498.485	1	1	498485	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
499.485	1	1	499485	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
500.486	1	1	500486	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
501.486	1	1	501486	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
502.487	1	1	502487	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
503.487	1	1	503487	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
504.488	1	1	504488	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
505.488	1	1	505488	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
506.489	1	1	506489	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
507.489	1	1	507489	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
508.49	1	1	508490	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
509.49	1	1	509490	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
510.491	1	1	510491	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
511.491	1	1	511491	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
512.492	1	1	512492	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
513.492	1	1	513492	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
514.493	1	1	514493	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
515.493	1	1	515493	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
516.494	1	1	516494	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
517.494	1	1	517494	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
518.495	1	1	518495	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
519.495	1	1	519495	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
520.495	1	1	520495	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
521.496	1	1	521496	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
522.496	1	1	522496	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
523.497	1	1	523497	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
524.497	1	1	524497	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
525.498	1	1	525498	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
526.498	1	1	526498	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
527.499	1	1	527499	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
528.499	1	1	528499	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
529.5	1	1	529500	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
530.5	1	1	530500	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
531.501	1	1	531501	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
532.501	1	1	532501	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
533.502	1	1	533502	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
534.502	1	1	534502	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
535.503	1	1	535503	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
536.503	1	1	536503	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
537.504	1	1	537504	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
538.504	1	1	538504	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
539.505	1	1	539505	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
540.505	1	1	540505	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
541.506	1	1	541506	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
542.506	1	1	542506	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
543.507	1	1	543507	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
544.507	1	1	544507	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
545.508	1	1	545508	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
546.508	1	1	546508	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
547.509	1	1	547509	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
548.509	1	1	548509	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
549.51	1	1	549510	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
550.51	1	1	550510	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
551.511	1	1	551511	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
552.511	1	1	552511	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
553.511	1	1	553511	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
554.512	1	1	554512	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
555.512	1	1	555512	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
556.513	1	1	556513	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
557.513	1	1	557513	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
558.514	1	1	558514	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
559.514	1	1	559514	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
560.515	1	1	560515	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
561.515	1	1	561515	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
562.516	1	1	562516	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
563.516	1	1	563516	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
564.517	1	1	564517	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
565.517	1	1	565517	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
566.518	1	1	566518	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
567.518	1	1	567518	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
568.519	1	1	568519	audiobook 1s	audiobooks/pilot/task-audiobook1_run-01_stim.wav
