onset	duration	trial_type	condition	response_time	error_flag
0.1604059999808669	1.083104999968782	0.0	cluster_00000_000000433938.jpg	0.0	
4.077201999956742	1.04986899998039	0.0	000000526980.jpg	0.0	
7.393643999937922	1.0503800000296906	0.0	000000565834.jpg	0.0	
11.227234999998473	1.050165000022389	0.0	cluster_00010_000000547229.jpg	0.0	
14.54398499999661	1.0669129999587312	0.0	000000536884.jpg	0.0	
17.97766800003592	1.050023999996483	0.0	000000193318.jpg	0.0	
21.977790000033565	1.0499079999281091	0.0	cluster_00007_000000195506.jpg	0.0	
25.994451000005935	1.0501859999494627	0.0	000000037358.jpg	0.0	
30.111077000037767	1.0503759999992326	1.0	blank	0.541786	
33.67789499997161	1.0503630000166595	0.0	000000317061.jpg	0.0	
37.29496900003869	1.0500809999648482	0.0	000000334208.jpg	0.0	
41.12842700001784	1.0500029999529945	0.0	000000401720.jpg	0.0	
45.14522700000089	1.0830040000146255	0.0	000000174213.jpg	0.0	
48.561729999957606	1.0502800000831485	0.0	cluster_00003_000000045325.jpg	0.0	
51.87878699996509	1.0500580000225457	0.0	000000541077.jpg	0.0	
55.67890499997884	1.0500470000552014	0.0	blank	0.0	
59.09543099999428	1.050239000003785	0.0	cluster_00011_000000105257.jpg	0.0	
62.34578999993391	1.0500030000694096	0.0	000000419586.jpg	0.0	
65.87924999999814	1.04986899998039	0.0	000000497797.jpg	0.0	
69.59603999997489	1.0666300000157207	0.0	000000157119.jpg	0.0	
73.42948799999431	1.0500049999682233	0.0	000000281330.jpg	0.0	
77.42962599999737	1.066641999990679	0.0	000000445351.jpg	0.0	
81.1464139999589	1.0500170000595972	0.0	000000268008.jpg	0.0	
84.44650700001512	1.0831389999948442	0.0	blank	0.0	
87.679969000048	1.0500029999529945	0.0	000000239337.jpg	0.0	
91.13007900002412	1.0830679999198765	0.0	000000233104.jpg	0.0	
94.6301880000392	1.0499879999551922	0.0	000000074390.jpg	0.0	
98.5467570000328	1.0502189999679103	0.0	000000061288.jpg	0.0	
102.06377300003078	1.0499180000042545	0.0	000000281567.jpg	0.0	
105.48054100002628	1.0501259999582544	1.0	blank	0.484468	
109.59735699999146	1.050063999951817	0.0	000000082650.jpg	0.0	
113.29747999995016	1.050004000077024	0.0	cluster_00001_000000475754.jpg	0.0	
117.03093300003091	1.0666409999830648	0.0	cluster_00003_000000369889.jpg	0.0	
120.347381999949	1.0503230000613255	0.0	000000083632.jpg	0.0	
124.16450299997814	1.0498280000174418	0.0	000000139815.jpg	0.0	
127.89796700002626	1.0500029999529945	0.0	blank	0.0	
131.5147570000263	1.0500029999529945	0.0	000000029732.jpg	0.0	
135.24790700001176	1.0500900000333786	0.0	000000437967.jpg	0.0	
139.3816700000316	1.0500019999453798	0.0	000000366396.jpg	0.0	
143.23163599998225	1.050091000040993	0.0	000000207549.jpg	0.0	
146.79826399998274	1.0503840000601483	0.0	000000265023.jpg	0.0	
150.93206300004385	1.0501239999430254	0.0	000000061266.jpg	0.0	
154.16549799998756	1.0499879999551922	0.0	000000144193.jpg	0.0	
157.6656260000309	1.0498469999292863	0.0	000000356771.jpg	0.0	
161.18215100001544	1.0502359999809414	0.0	cluster_00001_000000422026.jpg	0.0	
165.21562799997628	1.066904000006616	0.0	000000399878.jpg	0.0	
169.13266799994744	1.049966000020504	0.0	000000057796.jpg	0.0	
172.8661139999749	1.050065999967046	0.0	000000444495.jpg	0.0	
176.68290999997407	1.0666660000570118	0.0	000000553166.jpg	0.0	
180.11635899997782	1.0498870000010356	0.0	000000115637.jpg	0.0	
184.232949999976	1.0502590000396594	0.0	000000443575.jpg	0.0	
188.28329099994156	1.049915000097826	0.0	cluster_00013_000000227325.jpg	0.0	
192.3834219999844	1.06666899996344	0.0	cluster_00000_000000483893.jpg	0.0	
195.91687099996489	1.0501159999985248	1.0	blank	0.464138	
200.10034500004255	1.0500569998985156	0.0	000000000605.jpg	0.0	
203.81713800004215	1.0499689999269322	0.0	000000450903.jpg	0.0	
207.4505900000222	1.050126999965869	0.0	000000082770.jpg	0.0	
211.167129999958	1.066908000037074	0.0	000000422268.jpg	0.0	
215.0008450000314	1.0500199999660254	0.0	000000549830.jpg	0.0	
218.53427800000645	1.0500919999321925	0.0	cluster_00000_000000354831.jpg	0.0	
222.48441699997056	1.0500490000704303	0.0	000000212229.jpg	0.0	
226.4845509999432	1.049875000026077	0.0	cluster_00013_000000510138.jpg	0.0	
230.51802299998235	1.0499970000237226	0.0	000000142803.jpg	0.0	
234.51815699995493	1.0666590000037104	0.0	cluster_00006_000000362804.jpg	0.0	
238.0182639999548	1.049838999984786	0.0	000000171936.jpg	0.0	
241.5350539999781	1.049987000063993	0.0	000000151307.jpg	0.0	
244.95183199993332	1.04999300010968	0.0	000000330084.jpg	0.0	
248.16860800003636	1.066695999936201	0.0	000000335824.jpg	0.0	
251.65190499997695	1.0500750000355763	0.0	blank	0.0	
255.36858699994627	1.050279000075534	0.0	000000354070.jpg	0.0	
258.6022830000147	1.0500139999203384	0.0	cluster_00008_000000122937.jpg	0.0	
261.9523839999456	1.0498670000815764	0.0	000000461187.jpg	0.0	
265.68585799995344	1.0499919999856502	0.0	000000170917.jpg	0.0	
269.6193140000105	1.049983000033535	0.0	000000179477.jpg	0.0	
273.235765999998	1.0502550000092017	0.0	000000308095.jpg	0.0	
276.5528779999586	1.0500290000345558	0.0	000000178423.jpg	0.0	
280.2696650000289	1.0499030000064522	0.0	000000066253.jpg	0.0	
283.6860759999836	1.0669960000086576	1.0	blank	0.470746	
287.3696319999872	1.0501769999973476	0.0	000000123891.jpg	0.0	
291.2866999999387	1.0500870000105351	0.0	000000014269.jpg	0.0	
295.3031740000006	1.0503249999601394	0.0	000000566021.jpg	0.0	
299.5202940000454	1.0498679999727756	0.0	000000134169.jpg	0.0	
302.97045899997465	1.0500160000519827	0.0	000000137706.jpg	0.0	
306.68721400003415	1.049976999987848	0.0	000000485605.jpg	0.0	
310.3203519999515	1.0503730000928044	0.0	blank	0.0	
314.42079000000376	1.0499840000411496	0.0	cluster_00011_000000171819.jpg	0.0	
318.2542019999819	1.049875000026077	0.0	000000023392.jpg	0.0	
321.4707530000014	1.0503200000384822	0.0	000000334048.jpg	0.0	
324.9711449999595	1.0500130000291392	0.0	000000280484.jpg	0.0	
328.5712610000046	1.0500140000367535	0.0	000000420713.jpg	0.0	
332.40472600003704	1.050010999897495	0.0	000000252160.jpg	0.0	
335.9048349999357	1.0499710000585765	0.0	000000369253.jpg	0.0	
339.4213509999681	1.0503500000340864	0.0	cluster_00001_000000054513.jpg	0.0	
343.5550959999673	1.0500199999660254	0.0	000000114035.jpg	0.0	
347.5052269999869	1.0498839999781922	0.0	000000193023.jpg	0.0	
351.3553440000396	1.0500100000062955	0.0	000000185888.jpg	0.0	
354.8888029999798	1.0500519999768585	0.0	000000406292.jpg	0.0	
358.40523799997754	1.050359999993816	1.0	blank	0.535736	
361.57235599996056	1.0666500000515953	0.0	000000569645.jpg	0.0	
364.7891199999722	1.0500330000650138	0.0	000000196777.jpg	0.0	
368.0892309999326	1.0666630000341684	0.0	000000215023.jpg	0.0	
372.222381999949	1.050186000065878	0.0	000000018078.jpg	0.0	
375.63948699994944	1.0500100000062955	0.0	000000149791.jpg	0.0	
379.4896080000326	1.0500139999203384	0.0	000000392556.jpg	0.0	
383.5230890000239	1.0499709999421611	0.0	000000162230.jpg	0.0	
387.222899000044	1.0669979999074712	0.0	000000501739.jpg	0.0	
390.53997899999376	1.049992999993265	0.0	000000318444.jpg	0.0	
394.6401100000367	1.0500669999746606	0.0	000000056837.jpg	0.0	
397.84021699998993	1.0499220000347125	0.0	000000532175.jpg	0.0	
401.1403259999352	1.050095000071451	0.0	000000499730.jpg	0.0	
404.5571050000144	1.0500689999898896	0.0	000000359687.jpg	0.0	
407.77362500003073	1.0499340000096709	0.0	000000246166.jpg	0.0	
411.90735200000927	1.050033999956213	0.0	000000308950.jpg	0.0	
415.4241380000021	1.049983000033535	0.0	000000305685.jpg	0.0	
419.3409179999726	1.0501370000420138	1.0	blank	0.544163	
423.3243929999881	1.0499879999551922	0.0	cluster_00012_000000323048.jpg	0.0	
427.0578489999753	1.0499970000237226	0.0	000000147694.jpg	0.0	
430.9743210000452	1.050254999892786	0.0	000000087146.jpg	0.0	
434.691445000004	1.0830210000276566	0.0	cluster_00006_000000253848.jpg	0.0	
438.6249019999523	1.050067999982275	0.0	000000201308.jpg	0.0	
442.35834899998736	1.0500730000203475	1.0	blank	0.486715	
446.35849000001326	1.0664920000126583	0.0	000000275902.jpg	0.0	
450.2749880000483	1.0502879999112338	0.0	000000129143.jpg	0.0	
453.4920540000312	1.0498469999292863	0.0	000000366802.jpg	0.0	
457.0921950000338	1.0500309999333697	0.0	000000391754.jpg	0.0	
460.2922740000067	1.0499849999323487	0.0	000000143245.jpg	0.0	
463.5424110000022	1.0499629999976603	0.0	000000534876.jpg	0.0	
467.6591919999337	1.049983000033535	0.0	000000068623.jpg	0.0	
471.27576400002	1.0501470000017434	0.0	cluster_00002_000000284365.jpg	0.0	
475.0261000000173	1.049875000026077	0.0	000000125586.jpg	0.0	
478.65955899993423	1.0500010000541806	0.0	000000342639.jpg	0.0	
