onset	duration	value	sample	trial_idx	val	del	is_cued	rev_opts	del_pres_displaytime	del_pres_triggertime	del_pres_triggercode	val_pres_displaytime	val_pres_triggertime	val_pres_triggercode	choice_displaytime	choice_triggertime	choice_triggercode	choice	choice_time	viv_displaytime	viv_triggertime	viv_triggercode	viv	viv_time
511.20263671875	0.0	80	1046943	38	63	180	1	1	722429.6249565	722429.6253725	80	722432.6358033	722432.6363118	40	722435.9511655	722435.9516879	100	imm	722438.3054232	722438.8164736	722438.8168137	120.0	3.0	722440.2254385
514.21337890625	0.0	40	1053109	38	63	180	1	1	722429.6249565	722429.6253725	80	722432.6358033	722432.6363118	40	722435.9511655	722435.9516879	100	imm	722438.3054232	722438.8164736	722438.8168137	120.0	3.0	722440.2254385
517.5283203125	0.0	100	1059898	38	63	180	1	1	722429.6249565	722429.6253725	80	722432.6358033	722432.6363118	40	722435.9511655	722435.9516879	100	imm	722438.3054232	722438.8164736	722438.8168137	120.0	3.0	722440.2254385
520.3935546875	0.0	120	1065766	38	63	180	1	1	722429.6249565	722429.6253725	80	722432.6358033	722432.6363118	40	722435.9511655	722435.9516879	100	imm	722438.3054232	722438.8164736	722438.8168137	120.0	3.0	722440.2254385
524.01171875	0.0	80	1073176	39	80	560	0	0	722442.4345867	722442.4350653	80	722445.8976968	722445.8978654	40	722448.9108634	722448.9114781	100	imm	722449.7617174	nan	nan	nan	nan	nan
527.47509765625	0.0	40	1080269	39	80	560	0	0	722442.4345867	722442.4350653	80	722445.8976968	722445.8978654	40	722448.9108634	722448.9114781	100	imm	722449.7617174	nan	nan	nan	nan	nan
530.48828125	0.0	100	1086440	39	80	560	0	0	722442.4345867	722442.4350653	80	722445.8976968	722445.8978654	40	722448.9108634	722448.9114781	100	imm	722449.7617174	nan	nan	nan	nan	nan
534.08349609375	0.0	80	1093803	40	83	68	1	1	722452.5064921	722452.5068593	80	722455.7257621	722455.7262225	40	722458.9691349	722458.9696008	100	del	722460.3453741	722460.8560212	722460.8563931	120.0	3.0	722461.9216084
537.302734375	0.0	40	1100396	40	83	68	1	1	722452.5064921	722452.5068593	80	722455.7257621	722455.7262225	40	722458.9691349	722458.9696008	100	del	722460.3453741	722460.8560212	722460.8563931	120.0	3.0	722461.9216084
540.5458984375	0.0	100	1107038	40	83	68	1	1	722452.5064921	722452.5068593	80	722455.7257621	722455.7262225	40	722458.9691349	722458.9696008	100	del	722460.3453741	722460.8560212	722460.8563931	120.0	3.0	722461.9216084
542.4326171875	0.0	120	1110902	40	83	68	1	1	722452.5064921	722452.5068593	80	722455.7257621	722455.7262225	40	722458.9691349	722458.9696008	100	del	722460.3453741	722460.8560212	722460.8563931	120.0	3.0	722461.9216084
582.6015625	0.0	80	1193168	41	90	250	0	0	722501.025789	722501.0262243	80	722504.1946232	722504.1951031	40	722507.6005929	722507.6011262	100	imm	722509.937265	nan	nan	nan	nan	nan
585.77001953125	0.0	40	1199657	41	90	250	0	0	722501.025789	722501.0262243	80	722504.1946232	722504.1951031	40	722507.6005929	722507.6011262	100	imm	722509.937265	nan	nan	nan	nan	nan
589.17626953125	0.0	100	1206633	41	90	250	0	0	722501.025789	722501.0262243	80	722504.1946232	722504.1951031	40	722507.6005929	722507.6011262	100	imm	722509.937265	nan	nan	nan	nan	nan
594.265625	0.0	80	1217056	42	87	120	0	1	722512.6904432	722512.6909416	80	722515.7159136	722515.7164278	40	722518.8165413	722518.81708	100	del	722519.5691544	nan	nan	nan	nan	nan
597.291015625	0.0	40	1223252	42	87	120	0	1	722512.6904432	722512.6909416	80	722515.7159136	722515.7164278	40	722518.8165413	722518.81708	100	del	722519.5691544	nan	nan	nan	nan	nan
600.3916015625	0.0	100	1229602	42	87	120	0	1	722512.6904432	722512.6909416	80	722515.7159136	722515.7164278	40	722518.8165413	722518.81708	100	del	722519.5691544	nan	nan	nan	nan	nan
604.02294921875	0.0	80	1237039	43	50	250	0	0	722522.4478411	722522.448307	80	722525.6921304	722525.6925933	40	722528.781356	722528.781876	100	imm	722529.4734097	nan	nan	nan	nan	nan
607.26708984375	0.0	40	1243683	43	50	250	0	0	722522.4478411	722522.448307	80	722525.6921304	722525.6925933	40	722528.781356	722528.781876	100	imm	722529.4734097	nan	nan	nan	nan	nan
610.3564453125	0.0	100	1250010	43	50	250	0	0	722522.4478411	722522.448307	80	722525.6921304	722525.6925933	40	722528.781356	722528.781876	100	imm	722529.4734097	nan	nan	nan	nan	nan
613.734375	0.0	80	1256928	44	93	906	1	1	722532.1592655	722532.1596994	80	722535.4711896	722535.4716524	40	722538.5804593	722538.5809918	100	imm	722539.4810732	722539.9933613	722539.9938544	120.0	1.0	722542.1465841
617.0458984375	0.0	40	1263710	44	93	906	1	1	722532.1592655	722532.1596994	80	722535.4711896	722535.4716524	40	722538.5804593	722538.5809918	100	imm	722539.4810732	722539.9933613	722539.9938544	120.0	1.0	722542.1465841
620.1552734375	0.0	100	1270078	44	93	906	1	1	722532.1592655	722532.1596994	80	722535.4711896	722535.4716524	40	722538.5804593	722538.5809918	100	imm	722539.4810732	722539.9933613	722539.9938544	120.0	1.0	722542.1465841
621.56787109375	0.0	120	1272971	44	93	906	1	1	722532.1592655	722532.1596994	80	722535.4711896	722535.4716524	40	722538.5804593	722538.5809918	100	imm	722539.4810732	722539.9933613	722539.9938544	120.0	1.0	722542.1465841
626.107421875	0.0	80	1282268	45	57	30	0	1	722544.5325103	722544.5330207	80	722547.6616728	722547.6621204	40	722551.1339893	722551.1345069	100	imm	722551.6175972	nan	nan	nan	nan	nan
629.236328125	0.0	40	1288676	45	57	30	0	1	722544.5325103	722544.5330207	80	722547.6616728	722547.6621204	40	722551.1339893	722551.1345069	100	imm	722551.6175972	nan	nan	nan	nan	nan
632.70849609375	0.0	100	1295787	45	57	30	0	1	722544.5325103	722544.5330207	80	722547.6616728	722547.6621204	40	722551.1339893	722551.1345069	100	imm	722551.6175972	nan	nan	nan	nan	nan
635.84423828125	0.0	80	1302209	46	97	68	1	1	722554.2699325	722554.2704086	80	722557.6588767	722557.6592015	40	722560.7666169	722560.7670916	100	del	722561.7226228	722562.236639	722562.2371541	120.0	4.0	722563.1612042
639.23291015625	0.0	40	1309149	46	97	68	1	1	722554.2699325	722554.2704086	80	722557.6588767	722557.6592015	40	722560.7666169	722560.7670916	100	del	722561.7226228	722562.236639	722562.2371541	120.0	4.0	722563.1612042
642.3408203125	0.0	100	1315514	46	97	68	1	1	722554.2699325	722554.2704086	80	722557.6588767	722557.6592015	40	722560.7666169	722560.7670916	100	del	722561.7226228	722562.236639	722562.2371541	120.0	4.0	722563.1612042
643.81103515625	0.0	120	1318525	46	97	68	1	1	722554.2699325	722554.2704086	80	722557.6588767	722557.6592015	40	722560.7666169	722560.7670916	100	del	722561.7226228	722562.236639	722562.2371541	120.0	4.0	722563.1612042
646.89599609375	0.0	80	1324843	47	53	120	0	0	722565.32181	722565.322258	80	722568.3749254	722568.3754199	40	722571.6760435	722571.6765612	100	imm	722572.5695413	nan	nan	nan	nan	nan
649.94873046875	0.0	40	1331095	47	53	120	0	0	722565.32181	722565.322258	80	722568.3749254	722568.3754199	40	722571.6760435	722571.6765612	100	imm	722572.5695413	nan	nan	nan	nan	nan
653.25	0.0	100	1337856	47	53	120	0	0	722565.32181	722565.322258	80	722568.3749254	722568.3754199	40	722571.6760435	722571.6765612	100	imm	722572.5695413	nan	nan	nan	nan	nan
657.0009765625	0.0	80	1345538	48	80	30	0	0	722575.4270497	722575.4275185	80	722578.7071789	722578.7075698	40	722581.9366552	722581.9371139	100	del	722582.9537424	nan	nan	nan	nan	nan
660.28076171875	0.0	40	1352255	48	80	30	0	0	722575.4270497	722575.4275185	80	722578.7071789	722578.7075698	40	722581.9366552	722581.9371139	100	del	722582.9537424	nan	nan	nan	nan	nan
663.51025390625	0.0	100	1358869	48	80	30	0	0	722575.4270497	722575.4275185	80	722578.7071789	722578.7075698	40	722581.9366552	722581.9371139	100	del	722582.9537424	nan	nan	nan	nan	nan
667.36669921875	0.0	80	1366767	49	70	68	1	0	722585.7930029	722585.7934185	80	722589.1248332	722589.1253228	40	722592.4783545	722592.4788834	100	imm	722594.2015565	722594.7130636	722594.7134962	120.0	1.0	722598.3931146
670.6982421875	0.0	40	1373590	49	70	68	1	0	722585.7930029	722585.7934185	80	722589.1248332	722589.1253228	40	722592.4783545	722592.4788834	100	imm	722594.2015565	722594.7130636	722594.7134962	120.0	1.0	722598.3931146
674.0517578125	0.0	100	1380458	49	70	68	1	0	722585.7930029	722585.7934185	80	722589.1248332	722589.1253228	40	722592.4783545	722592.4788834	100	imm	722594.2015565	722594.7130636	722594.7134962	120.0	1.0	722598.3931146
676.28662109375	0.0	120	1385035	49	70	68	1	0	722585.7930029	722585.7934185	80	722589.1248332	722589.1253228	40	722592.4783545	722592.4788834	100	imm	722594.2015565	722594.7130636	722594.7134962	120.0	1.0	722598.3931146
682.2998046875	0.0	80	1397350	50	97	120	0	1	722600.7262731	722600.7268544	80	722604.2065702	722604.2071923	40	722607.3266176	722607.3270773	100	imm	722609.6330331	nan	nan	nan	nan	nan
685.77978515625	0.0	40	1404477	50	97	120	0	1	722600.7262731	722600.7268544	80	722604.2065702	722604.2071923	40	722607.3266176	722607.3270773	100	imm	722609.6330331	nan	nan	nan	nan	nan
688.89990234375	0.0	100	1410867	50	97	120	0	1	722600.7262731	722600.7268544	80	722604.2065702	722604.2071923	40	722607.3266176	722607.3270773	100	imm	722609.6330331	nan	nan	nan	nan	nan
694.07763671875	0.0	80	1421471	51	57	560	0	0	722612.5047346	722612.5052012	80	722615.6304788	722615.630976	40	722618.7037996	722618.7042868	100	imm	722619.5622594	nan	nan	nan	nan	nan
697.203125	0.0	40	1427872	51	57	560	0	0	722612.5047346	722612.5052012	80	722615.6304788	722615.630976	40	722618.7037996	722618.7042868	100	imm	722619.5622594	nan	nan	nan	nan	nan
700.2763671875	0.0	100	1434166	51	57	560	0	0	722612.5047346	722612.5052012	80	722615.6304788	722615.630976	40	722618.7037996	722618.7042868	100	imm	722619.5622594	nan	nan	nan	nan	nan
703.95703125	0.0	80	1441704	52	93	180	1	1	722622.3842305	722622.3847343	80	722625.6170179	722625.6175154	40	722628.8599402	722628.8603966	100	imm	722630.2186097	722630.732104	722630.7326126	120.0	2.0	722631.5292408
707.189453125	0.0	40	1448324	52	93	180	1	1	722622.3842305	722622.3847343	80	722625.6170179	722625.6175154	40	722628.8599402	722628.8603966	100	imm	722630.2186097	722630.732104	722630.7326126	120.0	2.0	722631.5292408
710.4326171875	0.0	100	1454966	52	93	180	1	1	722622.3842305	722622.3847343	80	722625.6170179	722625.6175154	40	722628.8599402	722628.8603966	100	imm	722630.2186097	722630.732104	722630.7326126	120.0	2.0	722631.5292408
712.3046875	0.0	120	1458800	52	93	180	1	1	722622.3842305	722622.3847343	80	722625.6170179	722625.6175154	40	722628.8599402	722628.8603966	100	imm	722630.2186097	722630.732104	722630.7326126	120.0	2.0	722631.5292408
715.44921875	0.0	80	1465240	53	97	7	1	1	722633.8768429	722633.8773173	80	722637.2715222	722637.2720201	40	722640.4596839	722640.46018	100	del	722641.6331177	722642.1459897	722642.1464079	120.0	3.0	722643.0816414
718.84375	0.0	40	1472192	53	97	7	1	1	722633.8768429	722633.8773173	80	722637.2715222	722637.2720201	40	722640.4596839	722640.46018	100	del	722641.6331177	722642.1459897	722642.1464079	120.0	3.0	722643.0816414
722.03173828125	0.0	100	1478721	53	97	7	1	1	722633.8768429	722633.8773173	80	722637.2715222	722637.2720201	40	722640.4596839	722640.46018	100	del	722641.6331177	722642.1459897	722642.1464079	120.0	3.0	722643.0816414
723.71826171875	0.0	120	1482175	53	97	7	1	1	722633.8768429	722633.8773173	80	722637.2715222	722637.2720201	40	722640.4596839	722640.46018	100	del	722641.6331177	722642.1459897	722642.1464079	120.0	3.0	722643.0816414
727.0009765625	0.0	80	1488898	54	80	180	1	1	722645.4287828	722645.4292254	80	722648.6444766	722648.6449517	40	722652.0792373	722652.0797205	100	imm	722654.9206627	722655.4327586	722655.4331825	120.0	2.0	722657.1775068
730.21630859375	0.0	40	1495483	54	80	180	1	1	722645.4287828	722645.4292254	80	722648.6444766	722648.6449517	40	722652.0792373	722652.0797205	100	imm	722654.9206627	722655.4327586	722655.4331825	120.0	2.0	722657.1775068
733.6513671875	0.0	100	1502518	54	80	180	1	1	722645.4287828	722645.4292254	80	722648.6444766	722648.6449517	40	722652.0792373	722652.0797205	100	imm	722654.9206627	722655.4327586	722655.4331825	120.0	2.0	722657.1775068
737.00439453125	0.0	120	1509385	54	80	180	1	1	722645.4287828	722645.4292254	80	722648.6444766	722648.6449517	40	722652.0792373	722652.0797205	100	imm	722654.9206627	722655.4327586	722655.4331825	120.0	2.0	722657.1775068
741.18115234375	0.0	80	1517939	55	67	7	1	0	722659.6093007	722659.6097781	80	722662.7451484	722662.7456039	40	722666.064957	722666.0654494	100	del	722666.9851822	722667.498173	722667.4987021	120.0	3.0	722669.0250103
744.31689453125	0.0	40	1524361	55	67	7	1	0	722659.6093007	722659.6097781	80	722662.7451484	722662.7456039	40	722666.064957	722666.0654494	100	del	722666.9851822	722667.498173	722667.4987021	120.0	3.0	722669.0250103
747.63671875	0.0	100	1531160	55	67	7	1	0	722659.6093007	722659.6097781	80	722662.7451484	722662.7456039	40	722666.064957	722666.0654494	100	del	722666.9851822	722667.498173	722667.4987021	120.0	3.0	722669.0250103
749.06982421875	0.0	120	1534095	55	67	7	1	0	722659.6093007	722659.6097781	80	722662.7451484	722662.7456039	40	722666.064957	722666.0654494	100	del	722666.9851822	722667.498173	722667.4987021	120.0	3.0	722669.0250103
752.89990234375	0.0	80	1541939	56	90	30	0	1	722671.3285823	722671.328943	80	722674.6064694	722674.6068732	40	722678.0545917	722678.0550692	100	del	722678.9772668	nan	nan	nan	nan	nan
756.177734375	0.0	40	1548652	56	90	30	0	1	722671.3285823	722671.328943	80	722674.6064694	722674.6068732	40	722678.0545917	722678.0550692	100	del	722678.9772668	nan	nan	nan	nan	nan
759.6259765625	0.0	100	1555714	56	90	30	0	1	722671.3285823	722671.328943	80	722674.6064694	722674.6068732	40	722678.0545917	722678.0550692	100	del	722678.9772668	nan	nan	nan	nan	nan
763.19677734375	0.0	80	1563027	57	77	1470	0	1	722681.6253946	722681.6258269	80	722684.7920439	722684.792582	40	722687.8649922	722687.8655957	100	imm	722688.898459	nan	nan	nan	nan	nan
766.36328125	0.0	40	1569512	57	77	1470	0	1	722681.6253946	722681.6258269	80	722684.7920439	722684.792582	40	722687.8649922	722687.8655957	100	imm	722688.898459	nan	nan	nan	nan	nan
769.43603515625	0.0	100	1575805	57	77	1470	0	1	722681.6253946	722681.6258269	80	722684.7920439	722684.792582	40	722687.8649922	722687.8655957	100	imm	722688.898459	nan	nan	nan	nan	nan
773.45556640625	0.0	80	1584037	58	77	250	0	1	722691.8845191	722691.884933	80	722695.2149782	722695.2155966	40	722698.4640432	722698.4644974	100	imm	722699.0491169	nan	nan	nan	nan	nan
776.7861328125	0.0	40	1590858	58	77	250	0	1	722691.8845191	722691.884933	80	722695.2149782	722695.2155966	40	722698.4640432	722698.4644974	100	imm	722699.0491169	nan	nan	nan	nan	nan
780.03466796875	0.0	100	1597511	58	77	250	0	1	722691.8845191	722691.884933	80	722695.2149782	722695.2155966	40	722698.4640432	722698.4644974	100	imm	722699.0491169	nan	nan	nan	nan	nan
783.4580078125	0.0	80	1604522	59	83	1470	0	1	722701.8872955	722701.887761	80	722705.1676829	722705.1681402	40	722708.5044976	722708.5049242	100	imm	722709.2890394	nan	nan	nan	nan	nan
786.73828125	0.0	40	1611240	59	83	1470	0	1	722701.8872955	722701.887761	80	722705.1676829	722705.1681402	40	722708.5044976	722708.5049242	100	imm	722709.2890394	nan	nan	nan	nan	nan
790.0751953125	0.0	100	1618074	59	83	1470	0	1	722701.8872955	722701.887761	80	722705.1676829	722705.1681402	40	722708.5044976	722708.5049242	100	imm	722709.2890394	nan	nan	nan	nan	nan
793.6494140625	0.0	80	1625394	60	83	120	0	1	722712.0788346	722712.0793985	80	722715.4472498	722715.4478446	40	722718.7198852	722718.7202456	100	del	722720.6410206	nan	nan	nan	nan	nan
797.017578125	0.0	40	1632292	60	83	120	0	1	722712.0788346	722712.0793985	80	722715.4472498	722715.4478446	40	722718.7198852	722718.7202456	100	del	722720.6410206	nan	nan	nan	nan	nan
800.2900390625	0.0	100	1638994	60	83	120	0	1	722712.0788346	722712.0793985	80	722715.4472498	722715.4478446	40	722718.7198852	722718.7202456	100	del	722720.6410206	nan	nan	nan	nan	nan
835.6484375	0.0	80	1711408	61	87	1470	0	0	722754.0788954	722754.0792064	80	722757.1963054	722757.1967826	40	722760.2633758	722760.2638279	100	imm	722763.344952	nan	nan	nan	nan	nan
838.765625	0.0	40	1717792	61	87	1470	0	0	722754.0788954	722754.0792064	80	722757.1963054	722757.1967826	40	722760.2633758	722760.2638279	100	imm	722763.344952	nan	nan	nan	nan	nan
841.83251953125	0.0	100	1724073	61	87	1470	0	0	722754.0788954	722754.0792064	80	722757.1963054	722757.1967826	40	722760.2633758	722760.2638279	100	imm	722763.344952	nan	nan	nan	nan	nan
847.48486328125	0.0	80	1735649	62	100	68	1	0	722765.9158376	722765.9163568	80	722768.9556106	722768.9560672	40	722772.1710097	722772.171547	100	del	722777.1372214	722777.6490912	722777.6495273	120.0	2.0	722780.3527185
850.5244140625	0.0	40	1741874	62	100	68	1	0	722765.9158376	722765.9163568	80	722768.9556106	722768.9560672	40	722772.1710097	722772.171547	100	del	722777.1372214	722777.6490912	722777.6495273	120.0	2.0	722780.3527185
853.740234375	0.0	100	1748460	62	100	68	1	0	722765.9158376	722765.9163568	80	722768.9556106	722768.9560672	40	722772.1710097	722772.171547	100	del	722777.1372214	722777.6490912	722777.6495273	120.0	2.0	722780.3527185
859.2177734375	0.0	120	1759678	62	100	68	1	0	722765.9158376	722765.9163568	80	722768.9556106	722768.9560672	40	722772.1710097	722772.171547	100	del	722777.1372214	722777.6490912	722777.6495273	120.0	2.0	722780.3527185
864.1591796875	0.0	80	1769798	63	73	68	1	0	722782.5905134	722782.5908116	80	722785.780789	722785.7812088	40	722789.1759067	722789.176411	100	del	722800.1060163	722800.6149745	722800.6152415	120.0	1.0	722802.2643171
867.349609375	0.0	40	1776332	63	73	68	1	0	722782.5905134	722782.5908116	80	722785.780789	722785.7812088	40	722789.1759067	722789.176411	100	del	722800.1060163	722800.6149745	722800.6152415	120.0	1.0	722802.2643171
870.74462890625	0.0	100	1783285	63	73	68	1	0	722782.5905134	722782.5908116	80	722785.780789	722785.7812088	40	722789.1759067	722789.176411	100	del	722800.1060163	722800.6149745	722800.6152415	120.0	1.0	722802.2643171
882.18310546875	0.0	120	1806711	63	73	68	1	0	722782.5905134	722782.5908116	80	722785.780789	722785.7812088	40	722789.1759067	722789.176411	100	del	722800.1060163	722800.6149745	722800.6152415	120.0	1.0	722802.2643171
886.1630859375	0.0	80	1814862	64	93	1470	0	1	722804.5949439	722804.5953965	80	722807.9888469	722807.9893209	40	722811.4686359	722811.4690868	100	imm	722812.8252542	nan	nan	nan	nan	nan
889.55712890625	0.0	40	1821813	64	93	1470	0	1	722804.5949439	722804.5953965	80	722807.9888469	722807.9893209	40	722811.4686359	722811.4690868	100	imm	722812.8252542	nan	nan	nan	nan	nan
893.03662109375	0.0	100	1828939	64	93	1470	0	1	722804.5949439	722804.5953965	80	722807.9888469	722807.9893209	40	722811.4686359	722811.4690868	100	imm	722812.8252542	nan	nan	nan	nan	nan
897.3974609375	0.0	80	1837870	65	70	906	1	1	722815.8294839	722815.8299527	80	722818.9333661	722818.9338585	40	722822.0127574	722822.0130798	100	imm	722823.185078	722823.6943808	722823.6947087	120.0	1.0	722825.2246042
900.5009765625	0.0	40	1844226	65	70	906	1	1	722815.8294839	722815.8299527	80	722818.9333661	722818.9338585	40	722822.0127574	722822.0130798	100	imm	722823.185078	722823.6943808	722823.6947087	120.0	1.0	722825.2246042
903.58056640625	0.0	100	1850533	65	70	906	1	1	722815.8294839	722815.8299527	80	722818.9333661	722818.9338585	40	722822.0127574	722822.0130798	100	imm	722823.185078	722823.6943808	722823.6947087	120.0	1.0	722825.2246042
905.26220703125	0.0	120	1853977	65	70	906	1	1	722815.8294839	722815.8299527	80	722818.9333661	722818.9338585	40	722822.0127574	722822.0130798	100	imm	722823.185078	722823.6943808	722823.6947087	120.0	1.0	722825.2246042
909.15673828125	0.0	80	1861953	66	67	120	0	1	722827.5889565	722827.5894539	80	722830.6434756	722830.6439657	40	722833.9197314	722833.9202844	100	imm	722836.0325757	nan	nan	nan	nan	nan
912.2109375	0.0	40	1868208	66	67	120	0	1	722827.5889565	722827.5894539	80	722830.6434756	722830.6439657	40	722833.9197314	722833.9202844	100	imm	722836.0325757	nan	nan	nan	nan	nan
915.4873046875	0.0	100	1874918	66	67	120	0	1	722827.5889565	722827.5894539	80	722830.6434756	722830.6439657	40	722833.9197314	722833.9202844	100	imm	722836.0325757	nan	nan	nan	nan	nan
920.38720703125	0.0	80	1884953	67	77	30	0	1	722838.8199338	722838.8204086	80	722842.2570582	722842.2574059	40	722845.5123501	722845.5128791	100	del	722846.8262229	nan	nan	nan	nan	nan
923.82421875	0.0	40	1891992	67	77	30	0	1	722838.8199338	722838.8204086	80	722842.2570582	722842.2574059	40	722845.5123501	722845.5128791	100	del	722846.8262229	nan	nan	nan	nan	nan
927.07958984375	0.0	100	1898659	67	77	30	0	1	722838.8199338	722838.8204086	80	722842.2570582	722842.2574059	40	722845.5123501	722845.5128791	100	del	722846.8262229	nan	nan	nan	nan	nan
931.109375	0.0	80	1906912	68	80	68	1	0	722849.542168	722849.542624	80	722852.8855428	722852.8860205	40	722856.2704013	722856.2709112	100	del	722858.0963793	722858.6086562	722858.6091447	120.0	2.0	722861.6247408
934.45263671875	0.0	40	1913759	68	80	68	1	0	722849.542168	722849.542624	80	722852.8855428	722852.8860205	40	722856.2704013	722856.2709112	100	del	722858.0963793	722858.6086562	722858.6091447	120.0	2.0	722861.6247408
937.83740234375	0.0	100	1920691	68	80	68	1	0	722849.542168	722849.542624	80	722852.8855428	722852.8860205	40	722856.2704013	722856.2709112	100	del	722858.0963793	722858.6086562	722858.6091447	120.0	2.0	722861.6247408
940.17529296875	0.0	120	1925479	68	80	68	1	0	722849.542168	722849.542624	80	722852.8855428	722852.8860205	40	722856.2704013	722856.2709112	100	del	722858.0963793	722858.6086562	722858.6091447	120.0	2.0	722861.6247408
945.4658203125	0.0	80	1936314	69	80	7	1	1	722863.8990853	722863.899546	80	722867.0807773	722867.0812608	40	722870.169585	722870.1700873	100	del	722871.2883411	722871.8025642	722871.803104	120.0	3.0	722876.3442993
948.6474609375	0.0	40	1942830	69	80	7	1	1	722863.8990853	722863.899546	80	722867.0807773	722867.0812608	40	722870.169585	722870.1700873	100	del	722871.2883411	722871.8025642	722871.803104	120.0	3.0	722876.3442993
951.736328125	0.0	100	1949156	69	80	7	1	1	722863.8990853	722863.899546	80	722867.0807773	722867.0812608	40	722870.169585	722870.1700873	100	del	722871.2883411	722871.8025642	722871.803104	120.0	3.0	722876.3442993
953.369140625	0.0	120	1952500	69	80	7	1	1	722863.8990853	722863.899546	80	722867.0807773	722867.0812608	40	722870.169585	722870.1700873	100	del	722871.2883411	722871.8025642	722871.803104	120.0	3.0	722876.3442993
960.22021484375	0.0	80	1966531	70	53	30	0	0	722878.6537191	722878.6541819	80	722881.7924403	722881.7930398	40	722884.8283442	722884.8288624	100	na	722892.9371074	nan	nan	nan	nan	nan
963.35888671875	0.0	40	1972959	70	53	30	0	0	722878.6537191	722878.6541819	80	722881.7924403	722881.7930398	40	722884.8283442	722884.8288624	100	na	722892.9371074	nan	nan	nan	nan	nan
966.39453125	0.0	100	1979176	70	53	30	0	0	722878.6537191	722878.6541819	80	722881.7924403	722881.7930398	40	722884.8283442	722884.8288624	100	na	722892.9371074	nan	nan	nan	nan	nan
977.3955078125	0.0	80	2001706	71	67	1470	0	1	722895.8296804	722895.8299904	80	722898.9570665	722898.957482	40	722902.1918357	722902.1923464	100	imm	722905.8407538	nan	nan	nan	nan	nan
980.52294921875	0.0	40	2008111	71	67	1470	0	1	722895.8296804	722895.8299904	80	722898.9570665	722898.957482	40	722902.1918357	722902.1923464	100	imm	722905.8407538	nan	nan	nan	nan	nan
983.75732421875	0.0	100	2014735	71	67	1470	0	1	722895.8296804	722895.8299904	80	722898.9570665	722898.957482	40	722902.1918357	722902.1923464	100	imm	722905.8407538	nan	nan	nan	nan	nan
990.26513671875	0.0	80	2028063	72	63	250	0	0	722908.6995865	722908.7000299	80	722911.8859279	722911.8862792	40	722915.2658624	722915.2663005	100	imm	722917.3046038	nan	nan	nan	nan	nan
993.451171875	0.0	40	2034588	72	63	250	0	0	722908.6995865	722908.7000299	80	722911.8859279	722911.8862792	40	722915.2658624	722915.2663005	100	imm	722917.3046038	nan	nan	nan	nan	nan
996.8310546875	0.0	100	2041510	72	63	250	0	0	722908.6995865	722908.7000299	80	722911.8859279	722911.8862792	40	722915.2658624	722915.2663005	100	imm	722917.3046038	nan	nan	nan	nan	nan
1001.5849609375	0.0	80	2051246	73	57	68	1	0	722920.0197328	722920.0201778	80	722923.369676	722923.3700998	40	722926.7344822	722926.7349918	100	imm	722928.4646334	722928.974781	722928.975055	120.0	1.0	722931.5681617
1004.93505859375	0.0	40	2058107	73	57	68	1	0	722920.0197328	722920.0201778	80	722923.369676	722923.3700998	40	722926.7344822	722926.7349918	100	imm	722928.4646334	722928.974781	722928.975055	120.0	1.0	722931.5681617
1008.2998046875	0.0	100	2064998	73	57	68	1	0	722920.0197328	722920.0201778	80	722923.369676	722923.3700998	40	722926.7344822	722926.7349918	100	imm	722928.4646334	722928.974781	722928.975055	120.0	1.0	722931.5681617
1010.53955078125	0.0	120	2069585	73	57	68	1	0	722920.0197328	722920.0201778	80	722923.369676	722923.3700998	40	722926.7344822	722926.7349918	100	imm	722928.4646334	722928.974781	722928.975055	120.0	1.0	722931.5681617
1015.375	0.0	80	2079488	74	93	560	0	1	722933.8101344	722933.8105986	80	722936.8280539	722936.8285596	40	722940.0078427	722940.0083771	100	imm	722941.5379489	nan	nan	nan	nan	nan
1018.39306640625	0.0	40	2085669	74	93	560	0	1	722933.8101344	722933.8105986	80	722936.8280539	722936.8285596	40	722940.0078427	722940.0083771	100	imm	722941.5379489	nan	nan	nan	nan	nan
1021.57275390625	0.0	100	2092181	74	93	560	0	1	722933.8101344	722933.8105986	80	722936.8280539	722936.8285596	40	722940.0078427	722940.0083771	100	imm	722941.5379489	nan	nan	nan	nan	nan
1025.8330078125	0.0	80	2100906	75	67	560	0	0	722944.2679816	722944.2686095	80	722947.4110087	722947.4114741	40	722950.5229638	722950.5234865	100	imm	722953.9769369	nan	nan	nan	nan	nan
1028.9755859375	0.0	40	2107342	75	67	560	0	0	722944.2679816	722944.2686095	80	722947.4110087	722947.4114741	40	722950.5229638	722950.5234865	100	imm	722953.9769369	nan	nan	nan	nan	nan
1032.08740234375	0.0	100	2113715	75	67	560	0	0	722944.2679816	722944.2686095	80	722947.4110087	722947.4114741	40	722950.5229638	722950.5234865	100	imm	722953.9769369	nan	nan	nan	nan	nan
1038.4697265625	0.0	80	2126786	76	77	7	1	1	722956.905428	722956.9059005	80	722960.1279571	722960.128431	40	722963.5856493	722963.5861651	100	del	722967.1444651	722967.6544022	722967.6547213	120.0	2.0	722968.929764
1041.6923828125	0.0	40	2133386	76	77	7	1	1	722956.905428	722956.9059005	80	722960.1279571	722960.128431	40	722963.5856493	722963.5861651	100	del	722967.1444651	722967.6544022	722967.6547213	120.0	2.0	722968.929764
