onset	duration	trial_type	response_time
8.3962	0.749	cue_reward	n/a
8.3962	2.2492	anticipation_reward	n/a
9.1455	1.5002	isi_reward	n/a
10.6458	0.2633	target	n/a
11.1988	0.9635	feedback_negative_reward	n/a
14.1629	0.7488	cue_reward	n/a
14.1629	3.7492	anticipation_reward	n/a
14.912	3.0004	isi_reward	n/a
17.9125	0.3633	target	0.3502
18.4534	0.9756	feedback_positive_reward	n/a
27.9297	0.7488	cue_reward	n/a
27.9297	2.2487	anticipation_reward	n/a
28.6788	1.4999	isi_reward	n/a
30.1788	0.3133	target	0.3
30.7076	0.9882	feedback_positive_reward	n/a
34.6963	0.7491	cue_reward	n/a
34.6963	2.2493	anticipation_reward	n/a
35.4456	1.5002	isi_reward	n/a
36.9459	0.3133	target	0.3002
37.4684	0.9942	feedback_positive_reward	n/a
43.4631	0.7492	cue_reward	n/a
43.4631	3.2493	anticipation_reward	n/a
44.2125	2.5001	isi_reward	n/a
46.7127	0.2633	target	0.2503
47.2186	0.9941	feedback_positive_reward	n/a
52.2133	0.749	cue_neutral	n/a
52.2133	2.7493	anticipation_neutral	n/a
52.9626	2.0003	isi_neutral	n/a
54.9629	0.2633	target	0.2502
55.4877	0.9921	feedback_positive_neutral	n/a
58.9801	0.749	cue_reward	n/a
58.9801	2.2492	anticipation_reward	n/a
59.7293	1.5002	isi_reward	n/a
61.2296	0.2133	target	n/a
61.7548	0.9915	feedback_negative_reward	n/a
69.7467	0.7487	cue_neutral	n/a
69.7467	3.2494	anticipation_neutral	n/a
70.4957	2.5006	isi_neutral	n/a
72.9964	0.2633	target	0.2504
73.5261	0.9868	feedback_positive_neutral	n/a
77.5133	0.749	cue_reward	n/a
77.5133	2.2489	anticipation_reward	n/a
78.2626	1.4999	isi_reward	n/a
79.7626	0.2633	target	0.2505
80.2808	0.9819	feedback_positive_reward	n/a
84.2632	0.7492	cue_reward	n/a
84.2632	2.2495	anticipation_reward	n/a
85.0127	1.5003	isi_reward	n/a
86.5131	0.23	target	0.217
87.0359	0.994	feedback_positive_reward	n/a
91.0301	0.7493	cue_neutral	n/a
91.0301	2.2494	anticipation_neutral	n/a
91.7796	1.5001	isi_neutral	n/a
93.2798	0.23	target	0.2166
93.8045	0.9917	feedback_positive_neutral	n/a
97.797	0.7487	cue_reward	n/a
97.797	3.7494	anticipation_reward	n/a
98.5459	3.0007	isi_reward	n/a
101.5467	0.1967	target	0.184
102.0707	0.9927	feedback_positive_reward	n/a
106.5638	0.7492	cue_reward	n/a
106.5638	3.7492	anticipation_reward	n/a
107.3132	2.9999	isi_reward	n/a
110.3133	0.1967	target	n/a
110.84	0.9898	feedback_negative_reward	n/a
120.3305	0.7492	cue_reward	n/a
120.3305	2.2494	anticipation_reward	n/a
121.0799	1.5002	isi_reward	n/a
122.5802	0.23	target	0.2169
123.12	0.9767	feedback_positive_reward	n/a
126.0974	0.7489	cue_neutral	n/a
