onset	duration	trial_type	response_time
8.3842	0.7492	cue_neutral	n/a
8.3842	2.2495	anticipation_neutral	n/a
9.1338	1.5003	isi_neutral	n/a
10.6341	0.2633	target	0.2501
11.1719	0.979	feedback_positive_neutral	n/a
14.1508	0.7491	cue_reward	n/a
14.1508	3.2496	anticipation_reward	n/a
14.9001	2.5005	isi_reward	n/a
17.4007	0.1633	target	n/a
17.9317	0.9854	feedback_negative_reward	n/a
22.9179	0.7488	cue_reward	n/a
22.9179	2.7492	anticipation_reward	n/a
23.6669	2.0004	isi_reward	n/a
25.6674	0.2133	target	0.2001
26.1881	0.9796	feedback_positive_reward	n/a
30.6676	0.7494	cue_neutral	n/a
30.6676	2.7496	anticipation_neutral	n/a
31.4173	2.0002	isi_neutral	n/a
33.4176	0.2133	target	0.2004
33.9334	0.9842	feedback_positive_neutral	n/a
38.4182	0.7491	cue_reward	n/a
38.4182	2.7493	anticipation_reward	n/a
39.1675	2.0003	isi_reward	n/a
41.1678	0.1633	target	n/a
41.6929	0.9914	feedback_negative_reward	n/a
50.1844	0.7496	cue_neutral	n/a
50.1844	2.2497	anticipation_neutral	n/a
50.9342	1.5001	isi_neutral	n/a
52.4344	0.1967	target	n/a
52.9573	0.9936	feedback_negative_neutral	n/a
58.9517	0.7486	cue_reward	n/a
58.9517	2.2494	anticipation_reward	n/a
59.7005	1.5007	isi_reward	n/a
61.2014	0.23	target	0.2169
61.7354	0.9824	feedback_positive_reward	n/a
65.7184	0.7491	cue_neutral	n/a
65.7184	2.2489	anticipation_neutral	n/a
66.4678	1.4998	isi_neutral	n/a
67.9677	0.23	target	0.2161
68.499	0.9855	feedback_positive_neutral	n/a
76.4852	0.7491	cue_reward	n/a
76.4852	2.2492	anticipation_reward	n/a
77.2345	1.5001	isi_reward	n/a
78.7347	0.1967	target	0.1836
79.2586	0.9929	feedback_positive_reward	n/a
83.252	0.7487	cue_neutral	n/a
83.252	2.7492	anticipation_neutral	n/a
84.0009	2.0005	isi_neutral	n/a
