onset	duration	trial_type	electrodes_involved_onset	electrodes_involved_offset	sample_start	sample_end	electrical_stimulation_type	electrical_stimulation_site	electrical_stimulation_site_num	electrical_stimulation_current	notes	status	status_description
2104.935059	0.0002	electrical_stimulation	n/a	n/a	4310907	n/a	biphasic	RQ9-RQ10	121-122	6.0 mA	n/a	good	n/a
2111.066406	0.0002	electrical_stimulation	n/a	n/a	4323464	n/a	biphasic	RQ9-RQ10	121-122	6.0 mA	n/a	good	n/a
2154.858887	0.0002	electrical_stimulation	n/a	n/a	4413151	n/a	biphasic	RQ10-RQ11	122-123	6.0 mA	n/a	good	n/a
2159.23291	0.0002	electrical_stimulation	n/a	n/a	4422109	n/a	biphasic	RQ10-RQ11	122-123	6.0 mA	n/a	good	n/a
2162.438965	0.0002	electrical_stimulation	n/a	n/a	4428675	n/a	biphasic	RQ10-RQ11	122-123	6.0 mA	n/a	good	n/a
2165.244141	0.0002	electrical_stimulation	n/a	n/a	4434420	n/a	biphasic	RQ10-RQ11	122-123	6.0 mA	n/a	good	n/a
2167.667969	0.0002	electrical_stimulation	n/a	n/a	4439384	n/a	biphasic	RQ10-RQ11	122-123	6.0 mA	n/a	good	n/a
2174.064941	0.0002	electrical_stimulation	n/a	n/a	4452485	n/a	biphasic	RQ10-RQ11	122-123	6.0 mA	n/a	good	n/a
2176.608887	0.0002	electrical_stimulation	n/a	n/a	4457695	n/a	biphasic	RQ10-RQ11	122-123	6.0 mA	n/a	good	n/a
2179.596191	0.0002	electrical_stimulation	n/a	n/a	4463813	n/a	biphasic	RQ10-RQ11	122-123	6.0 mA	n/a	good	n/a
2182.515625	0.0002	electrical_stimulation	n/a	n/a	4469792	n/a	biphasic	RQ10-RQ11	122-123	6.0 mA	n/a	good	n/a
2206.409668	0.0002	electrical_stimulation	n/a	n/a	4518727	n/a	biphasic	RQ11-RQ12	123-124	6.0 mA	n/a	good	n/a
2209.277344	0.0002	electrical_stimulation	n/a	n/a	4524600	n/a	biphasic	RQ11-RQ12	123-124	6.0 mA	n/a	good	n/a
2212.347656	0.0002	electrical_stimulation	n/a	n/a	4530888	n/a	biphasic	RQ11-RQ12	123-124	6.0 mA	n/a	good	n/a
2215.407715	0.0002	electrical_stimulation	n/a	n/a	4537155	n/a	biphasic	RQ11-RQ12	123-124	6.0 mA	n/a	good	n/a
2218.274902	0.0002	electrical_stimulation	n/a	n/a	4543027	n/a	biphasic	RQ11-RQ12	123-124	6.0 mA	n/a	good	n/a
2221.543945	0.0002	electrical_stimulation	n/a	n/a	4549722	n/a	biphasic	RQ11-RQ12	123-124	6.0 mA	n/a	good	n/a
2224.473633	0.0002	electrical_stimulation	n/a	n/a	4555722	n/a	biphasic	RQ11-RQ12	123-124	6.0 mA	n/a	good	n/a
2228.008301	0.0002	electrical_stimulation	n/a	n/a	4562961	n/a	biphasic	RQ11-RQ12	123-124	6.0 mA	n/a	good	n/a
2231.396973	0.0002	electrical_stimulation	n/a	n/a	4569901	n/a	biphasic	RQ11-RQ12	123-124	6.0 mA	n/a	good	artifacts fixed when reference RN5
2235.411621	0.0002	electrical_stimulation	n/a	n/a	4578123	n/a	biphasic	RQ11-RQ12	123-124	6.0 mA	n/a	good	n/a
2290.09375	0.0002	electrical_stimulation	n/a	n/a	4690112	n/a	biphasic	RQ12-RQ13	124-125	6.0 mA	n/a	good	n/a
2293.733398	0.0002	electrical_stimulation	n/a	n/a	4697566	n/a	biphasic	RQ12-RQ13	124-125	6.0 mA	n/a	good	n/a
2296.11084	0.0002	electrical_stimulation	n/a	n/a	4702435	n/a	biphasic	RQ12-RQ13	124-125	6.0 mA	n/a	good	n/a
2299.025391	0.0002	electrical_stimulation	n/a	n/a	4708404	n/a	biphasic	RQ12-RQ13	124-125	6.0 mA	n/a	good	n/a
2301.204102	0.0002	electrical_stimulation	n/a	n/a	4712866	n/a	biphasic	RQ12-RQ13	124-125	6.0 mA	n/a	good	n/a
2303.805664	0.0002	electrical_stimulation	n/a	n/a	4718194	n/a	biphasic	RQ12-RQ13	124-125	6.0 mA	n/a	good	n/a
2306.26123	0.0002	electrical_stimulation	n/a	n/a	4723223	n/a	biphasic	RQ12-RQ13	124-125	6.0 mA	n/a	good	n/a
2309.04541	0.0002	electrical_stimulation	n/a	n/a	4728925	n/a	biphasic	RQ12-RQ13	124-125	6.0 mA	n/a	good	n/a
2311.583984	0.0002	electrical_stimulation	n/a	n/a	4734124	n/a	biphasic	RQ12-RQ13	124-125	6.0 mA	n/a	good	n/a
2314.550293	0.0002	electrical_stimulation	n/a	n/a	4740199	n/a	biphasic	RQ12-RQ13	124-125	6.0 mA	n/a	good	n/a
2339.707031	0.0002	electrical_stimulation	n/a	n/a	4791720	n/a	biphasic	RQ13-RQ14	125-126	6.0 mA	n/a	good	n/a
2342.511719	0.0002	electrical_stimulation	n/a	n/a	4797464	n/a	biphasic	RQ13-RQ14	125-126	6.0 mA	n/a	good	n/a
2345.755371	0.0002	electrical_stimulation	n/a	n/a	4804107	n/a	biphasic	RQ13-RQ14	125-126	6.0 mA	n/a	good	n/a
2348.230469	0.0002	electrical_stimulation	n/a	n/a	4809176	n/a	biphasic	RQ13-RQ14	125-126	6.0 mA	n/a	good	n/a
2351.745117	0.0002	electrical_stimulation	n/a	n/a	4816374	n/a	biphasic	RQ13-RQ14	125-126	6.0 mA	n/a	good	n/a
2356.446777	0.0002	electrical_stimulation	n/a	n/a	4826003	n/a	biphasic	RQ13-RQ14	125-126	6.0 mA	n/a	good	n/a
2360.168945	0.0002	electrical_stimulation	n/a	n/a	4833626	n/a	biphasic	RQ13-RQ14	125-126	6.0 mA	n/a	good	n/a
2362.405762	0.0002	electrical_stimulation	n/a	n/a	4838207	n/a	biphasic	RQ13-RQ14	125-126	6.0 mA	n/a	good	n/a
2365.007324	0.0002	electrical_stimulation	n/a	n/a	4843535	n/a	biphasic	RQ13-RQ14	125-126	6.0 mA	n/a	good	n/a
2368.71875	0.0002	electrical_stimulation	n/a	n/a	4851136	n/a	biphasic	RQ13-RQ14	125-126	6.0 mA	n/a	good	n/a
2391.464355	0.0002	electrical_stimulation	n/a	n/a	4897719	n/a	biphasic	RQ14-RQ15	126-127	6.0 mA	n/a	bad	bad channels
2395.109863	0.0002	electrical_stimulation	n/a	n/a	4905185	n/a	biphasic	RQ14-RQ15	126-127	6.0 mA	n/a	good	n/a
2398.634277	0.0002	electrical_stimulation	n/a	n/a	4912403	n/a	biphasic	RQ14-RQ15	126-127	6.0 mA	n/a	bad	n/a
2401.595215	0.0002	electrical_stimulation	n/a	n/a	4918467	n/a	biphasic	RQ14-RQ15	126-127	6.0 mA	n/a	good	n/a
2404.499512	0.0002	electrical_stimulation	n/a	n/a	4924415	n/a	biphasic	RQ14-RQ15	126-127	6.0 mA	n/a	good	n/a
2408.65918	0.0002	electrical_stimulation	n/a	n/a	4932934	n/a	biphasic	RQ14-RQ15	126-127	6.0 mA	n/a	good	n/a
2412.976074	0.0002	electrical_stimulation	n/a	n/a	4941775	n/a	biphasic	RQ14-RQ15	126-127	6.0 mA	n/a	good	n/a
2416.432129	0.0002	electrical_stimulation	n/a	n/a	4948853	n/a	biphasic	RQ14-RQ15	126-127	6.0 mA	n/a	good	n/a
2419.940918	0.0002	electrical_stimulation	n/a	n/a	4956039	n/a	biphasic	RQ14-RQ15	126-127	6.0 mA	n/a	good	n/a
2423.590332	0.0002	electrical_stimulation	n/a	n/a	4963513	n/a	biphasic	RQ14-RQ15	126-127	6.0 mA	n/a	good	n/a
2452.999512	0.0002	electrical_stimulation	n/a	n/a	5023743	n/a	biphasic	RQ15-RQ16	127-128	6.0 mA	n/a	good	n/a
2456.394043	0.0002	electrical_stimulation	n/a	n/a	5030695	n/a	biphasic	RQ15-RQ16	127-128	6.0 mA	n/a	good	n/a
2460.241211	0.0002	electrical_stimulation	n/a	n/a	5038574	n/a	biphasic	RQ15-RQ16	127-128	6.0 mA	n/a	good	artifact fixed when reference RN5
2463.462891	0.0002	electrical_stimulation	n/a	n/a	5045172	n/a	biphasic	RQ15-RQ16	127-128	6.0 mA	n/a	good	n/a
2466.163574	0.0002	electrical_stimulation	n/a	n/a	5050703	n/a	biphasic	RQ15-RQ16	127-128	6.0 mA	n/a	good	n/a
2469.041504	0.0002	electrical_stimulation	n/a	n/a	5056597	n/a	biphasic	RQ15-RQ16	127-128	6.0 mA	n/a	good	n/a
2472.039551	0.0002	electrical_stimulation	n/a	n/a	5062737	n/a	biphasic	RQ15-RQ16	127-128	6.0 mA	n/a	bad	n/a
2475.15625	0.0002	electrical_stimulation	n/a	n/a	5069120	n/a	biphasic	RQ15-RQ16	127-128	6.0 mA	n/a	bad	n/a
2478.044434	0.0002	electrical_stimulation	n/a	n/a	5075035	n/a	biphasic	RQ15-RQ16	127-128	6.0 mA	n/a	good	n/a
2481.365234	0.0002	electrical_stimulation	n/a	n/a	5081836	n/a	biphasic	RQ15-RQ16	127-128	6.0 mA	n/a	good	n/a
2536.229492	0.0002	electrical_stimulation	n/a	n/a	5194198	n/a	biphasic	RX1-RX2	55-56	6.0 mA	n/a	bad	n/a
2539.4375	0.0002	electrical_stimulation	n/a	n/a	5200768	n/a	biphasic	RX1-RX2	55-56	6.0 mA	n/a	good	n/a
2542.28418	0.0002	electrical_stimulation	n/a	n/a	5206598	n/a	biphasic	RX1-RX2	55-56	6.0 mA	n/a	good	n/a
2545.547363	0.0002	electrical_stimulation	n/a	n/a	5213281	n/a	biphasic	RX1-RX2	55-56	6.0 mA	n/a	good	n/a
2549.421387	0.0002	electrical_stimulation	n/a	n/a	5221215	n/a	biphasic	RX1-RX2	55-56	6.0 mA	n/a	good	n/a
2552.893066	0.0002	electrical_stimulation	n/a	n/a	5228325	n/a	biphasic	RX1-RX2	55-56	6.0 mA	n/a	good	n/a
2556.610352	0.0002	electrical_stimulation	n/a	n/a	5235938	n/a	biphasic	RX1-RX2	55-56	6.0 mA	n/a	good	n/a
2559.503906	0.0002	electrical_stimulation	n/a	n/a	5241864	n/a	biphasic	RX1-RX2	55-56	6.0 mA	n/a	good	n/a
2562.386719	0.0002	electrical_stimulation	n/a	n/a	5247768	n/a	biphasic	RX1-RX2	55-56	6.0 mA	n/a	good	n/a
2565.509277	0.0002	electrical_stimulation	n/a	n/a	5254163	n/a	biphasic	RX1-RX2	55-56	6.0 mA	n/a	bad	n/a
2597.42627	0.0002	electrical_stimulation	n/a	n/a	5319529	n/a	biphasic	RX2-RX3	56-57	6.0 mA	n/a	good	noise fixed when reference RN5
2600.856934	0.0002	electrical_stimulation	n/a	n/a	5326555	n/a	biphasic	RX2-RX3	56-57	6.0 mA	n/a	bad	n/a
2603.385742	0.0002	electrical_stimulation	n/a	n/a	5331734	n/a	biphasic	RX2-RX3	56-57	6.0 mA	n/a	good	artifact fixed when reference RN5
2606.122559	0.0002	electrical_stimulation	n/a	n/a	5337339	n/a	biphasic	RX2-RX3	56-57	6.0 mA	n/a	good	artifacts fixed when reference RN5
2608.947754	0.0002	electrical_stimulation	n/a	n/a	5343125	n/a	biphasic	RX2-RX3	56-57	6.0 mA	n/a	good	n/a
2611.492676	0.0002	electrical_stimulation	n/a	n/a	5348337	n/a	biphasic	RX2-RX3	56-57	6.0 mA	n/a	good	n/a
2614.771484	0.0002	electrical_stimulation	n/a	n/a	5355052	n/a	biphasic	RX2-RX3	56-57	6.0 mA	n/a	good	n/a
2617.63916	0.0002	electrical_stimulation	n/a	n/a	5360925	n/a	biphasic	RX2-RX3	56-57	6.0 mA	n/a	good	n/a
2620.229492	0.0002	electrical_stimulation	n/a	n/a	5366230	n/a	biphasic	RX2-RX3	56-57	6.0 mA	n/a	good	artifact after 2s
2623.191895	0.0002	electrical_stimulation	n/a	n/a	5372297	n/a	biphasic	RX2-RX3	56-57	6.0 mA	n/a	bad	n/a
2627.392578	0.0002	electrical_stimulation	n/a	n/a	5380900	n/a	biphasic	RX2-RX3	56-57	6.0 mA	n/a	good	n/a
2669.573242	0.0002	electrical_stimulation	n/a	n/a	5467286	n/a	biphasic	RX3-RX4	57-58	6.0 mA	n/a	good	noise fixed when reference RN5
2673.265625	0.0002	electrical_stimulation	n/a	n/a	5474848	n/a	biphasic	RX3-RX4	57-58	6.0 mA	n/a	good	n/a
2676.518555	0.0002	electrical_stimulation	n/a	n/a	5481510	n/a	biphasic	RX3-RX4	57-58	6.0 mA	n/a	good	n/a
2680.283203	0.0002	electrical_stimulation	n/a	n/a	5489220	n/a	biphasic	RX3-RX4	57-58	6.0 mA	n/a	good	n/a
2683.583496	0.0002	electrical_stimulation	n/a	n/a	5495979	n/a	biphasic	RX3-RX4	57-58	6.0 mA	n/a	good	n/a
2686.471191	0.0002	electrical_stimulation	n/a	n/a	5501893	n/a	biphasic	RX3-RX4	57-58	6.0 mA	n/a	good	n/a
2689.083008	0.0002	electrical_stimulation	n/a	n/a	5507242	n/a	biphasic	RX3-RX4	57-58	6.0 mA	n/a	good	n/a
2692.242188	0.0002	electrical_stimulation	n/a	n/a	5513712	n/a	biphasic	RX3-RX4	57-58	6.0 mA	n/a	good	n/a
2695.583984	0.0002	electrical_stimulation	n/a	n/a	5520556	n/a	biphasic	RX3-RX4	57-58	6.0 mA	n/a	good	noise fixed when reference RN5
2699.082031	0.0002	electrical_stimulation	n/a	n/a	5527720	n/a	biphasic	RX3-RX4	57-58	6.0 mA	n/a	good	n/a
2730.811035	0.0002	electrical_stimulation	n/a	n/a	5592701	n/a	biphasic	RX11-RX12	65-66	6.0 mA	n/a	bad	n/a
2735.26416	0.0002	electrical_stimulation	n/a	n/a	5601821	n/a	biphasic	RX11-RX12	65-66	6.0 mA	n/a	good	n/a
2738.151855	0.0002	electrical_stimulation	n/a	n/a	5607735	n/a	biphasic	RX11-RX12	65-66	6.0 mA	n/a	good	noise fixed when reference RN5
2748.395508	0.0002	electrical_stimulation	n/a	n/a	5628714	n/a	biphasic	RX11-RX12	65-66	6.0 mA	n/a	bad	n/a
2752.603027	0.0002	electrical_stimulation	n/a	n/a	5637331	n/a	biphasic	RX11-RX12	65-66	6.0 mA	n/a	good	n/a
2755.668457	0.0002	electrical_stimulation	n/a	n/a	5643609	n/a	biphasic	RX11-RX12	65-66	6.0 mA	n/a	good	n/a
2758.389648	0.0002	electrical_stimulation	n/a	n/a	5649182	n/a	biphasic	RX11-RX12	65-66	6.0 mA	n/a	good	n/a
2761.481445	0.0002	electrical_stimulation	n/a	n/a	5655514	n/a	biphasic	RX11-RX12	65-66	6.0 mA	n/a	good	n/a
2764.614258	0.0002	electrical_stimulation	n/a	n/a	5661930	n/a	biphasic	RX11-RX12	65-66	6.0 mA	n/a	good	n/a
2768.467285	0.0002	electrical_stimulation	n/a	n/a	5669821	n/a	biphasic	RX11-RX12	65-66	6.0 mA	n/a	good	n/a
2802.675781	0.0002	electrical_stimulation	n/a	n/a	5739880	n/a	biphasic	RX12-RX13	66-67	6.0 mA	n/a	bad	n/a
2805.863281	0.0002	electrical_stimulation	n/a	n/a	5746408	n/a	biphasic	RX12-RX13	66-67	6.0 mA	n/a	good	artifact fixed when reference RN5
2808.715332	0.0002	electrical_stimulation	n/a	n/a	5752249	n/a	biphasic	RX12-RX13	66-67	6.0 mA	n/a	good	n/a
2811.874512	0.0002	electrical_stimulation	n/a	n/a	5758719	n/a	biphasic	RX12-RX13	66-67	6.0 mA	n/a	good	n/a
2815.269043	0.0002	electrical_stimulation	n/a	n/a	5765671	n/a	biphasic	RX12-RX13	66-67	6.0 mA	n/a	good	n/a
2818.151367	0.0002	electrical_stimulation	n/a	n/a	5771574	n/a	biphasic	RX12-RX13	66-67	6.0 mA	n/a	good	n/a
2821.28418	0.0002	electrical_stimulation	n/a	n/a	5777990	n/a	biphasic	RX12-RX13	66-67	6.0 mA	n/a	good	artifacts fixed when reference RN5
2823.797363	0.0002	electrical_stimulation	n/a	n/a	5783137	n/a	biphasic	RX12-RX13	66-67	6.0 mA	n/a	good	n/a
2826.727051	0.0002	electrical_stimulation	n/a	n/a	5789137	n/a	biphasic	RX12-RX13	66-67	6.0 mA	n/a	good	n/a
2830.887207	0.0002	electrical_stimulation	n/a	n/a	5797657	n/a	biphasic	RX12-RX13	66-67	6.0 mA	n/a	bad	n/a
2873.441895	0.0002	electrical_stimulation	n/a	n/a	5884809	n/a	biphasic	RX13-RX14	67-68	6.0 mA	n/a	good	artifacts fixed when reference RN5
2876.197266	0.0002	electrical_stimulation	n/a	n/a	5890452	n/a	biphasic	RX13-RX14	67-68	6.0 mA	n/a	good	artifacts fixed when reference RN5
2879.883301	0.0002	electrical_stimulation	n/a	n/a	5898001	n/a	biphasic	RX13-RX14	67-68	6.0 mA	n/a	good	artifact fixed when reference RN5
2882.906738	0.0002	electrical_stimulation	n/a	n/a	5904193	n/a	biphasic	RX13-RX14	67-68	6.0 mA	n/a	good	artifact fixed when reference RN5
2885.998047	0.0002	electrical_stimulation	n/a	n/a	5910524	n/a	biphasic	RX13-RX14	67-68	6.0 mA	n/a	bad	n/a
2888.766602	0.0002	electrical_stimulation	n/a	n/a	5916194	n/a	biphasic	RX13-RX14	67-68	6.0 mA	n/a	bad	n/a
2891.508789	0.0002	electrical_stimulation	n/a	n/a	5921810	n/a	biphasic	RX13-RX14	67-68	6.0 mA	n/a	good	artifacts fixed when referencing to RN5
2894.527344	0.0002	electrical_stimulation	n/a	n/a	5927992	n/a	biphasic	RX13-RX14	67-68	6.0 mA	n/a	good	n/a
2904.263672	0.0002	electrical_stimulation	n/a	n/a	5947932	n/a	biphasic	RX13-RX14	67-68	6.0 mA	n/a	good	n/a
2907.356934	0.0002	electrical_stimulation	n/a	n/a	5954267	n/a	biphasic	RX13-RX14	67-68	6.0 mA	n/a	good	n/a
2932.598633	0.0002	electrical_stimulation	n/a	n/a	6005962	n/a	biphasic	RX14-RX15	68-69	6.0 mA	n/a	bad	n/a
2935.849121	0.0002	electrical_stimulation	n/a	n/a	6012619	n/a	biphasic	RX14-RX15	68-69	6.0 mA	n/a	good	n/a
2938.320313	0.0002	electrical_stimulation	n/a	n/a	6017680	n/a	biphasic	RX14-RX15	68-69	6.0 mA	n/a	good	n/a
2941.594238	0.0002	electrical_stimulation	n/a	n/a	6024385	n/a	biphasic	RX14-RX15	68-69	6.0 mA	n/a	good	n/a
2945.05127	0.0002	electrical_stimulation	n/a	n/a	6031465	n/a	biphasic	RX14-RX15	68-69	6.0 mA	n/a	good	n/a
2947.334473	0.0002	electrical_stimulation	n/a	n/a	6036141	n/a	biphasic	RX14-RX15	68-69	6.0 mA	n/a	good	n/a
2949.951172	0.0002	electrical_stimulation	n/a	n/a	6041500	n/a	biphasic	RX14-RX15	68-69	6.0 mA	n/a	good	n/a
2952.693848	0.0002	electrical_stimulation	n/a	n/a	6047117	n/a	biphasic	RX14-RX15	68-69	6.0 mA	n/a	good	n/a
2955.461914	0.0002	electrical_stimulation	n/a	n/a	6052786	n/a	biphasic	RX14-RX15	68-69	6.0 mA	n/a	bad	n/a
2958.547852	0.0002	electrical_stimulation	n/a	n/a	6059106	n/a	biphasic	RX14-RX15	68-69	6.0 mA	n/a	good	n/a
2962.114258	0.0002	electrical_stimulation	n/a	n/a	6066410	n/a	biphasic	RX14-RX15	68-69	6.0 mA	n/a	good	n/a
3015.389648	0.0002	electrical_stimulation	n/a	n/a	6175518	n/a	biphasic	RS1-RS2	43-44	6.0 mA	n/a	good	noise fixed when referencing to RN5
3019.169922	0.0002	electrical_stimulation	n/a	n/a	6183260	n/a	biphasic	RS1-RS2	43-44	6.0 mA	n/a	bad	n/a
3023.90332	0.0002	electrical_stimulation	n/a	n/a	6192954	n/a	biphasic	RS1-RS2	43-44	6.0 mA	n/a	good	artifact fixed when referencing to RN5
3028.282227	0.0002	electrical_stimulation	n/a	n/a	6201922	n/a	biphasic	RS1-RS2	43-44	6.0 mA	n/a	good	n/a
3031.827637	0.0002	electrical_stimulation	n/a	n/a	6209183	n/a	biphasic	RS1-RS2	43-44	6.0 mA	n/a	good	artifact fixed when referencing to RN5
3035.883301	0.0002	electrical_stimulation	n/a	n/a	6217489	n/a	biphasic	RS1-RS2	43-44	6.0 mA	n/a	bad	n/a
3045.194336	0.0002	electrical_stimulation	n/a	n/a	6236558	n/a	biphasic	RS1-RS2	43-44	6.0 mA	n/a	good	noise fixed when referencing to RN5
3049.370117	0.0002	electrical_stimulation	n/a	n/a	6245110	n/a	biphasic	RS1-RS2	43-44	6.0 mA	n/a	good	artifacts fixed when referencing to RN5
3052.67041	0.0002	electrical_stimulation	n/a	n/a	6251869	n/a	biphasic	RS1-RS2	43-44	6.0 mA	n/a	good	noise fixed when referencing to RN5
3057.998535	0.0002	electrical_stimulation	n/a	n/a	6262781	n/a	biphasic	RS1-RS2	43-44	6.0 mA	n/a	good	noise fixed when referencing to RN5
3086.799805	0.0002	electrical_stimulation	n/a	n/a	6321766	n/a	biphasic	RS4-RS5	46-47	6.0 mA	n/a	bad	RP14 bad channel
3090.092285	0.0002	electrical_stimulation	n/a	n/a	6328509	n/a	biphasic	RS4-RS5	46-47	6.0 mA	n/a	good	epileptic activity before stim and RP14 bad channels
3094.226563	0.0002	electrical_stimulation	n/a	n/a	6336976	n/a	biphasic	RS4-RS5	46-47	6.0 mA	n/a	good	RP14 bad channel
3098.230469	0.0002	electrical_stimulation	n/a	n/a	6345176	n/a	biphasic	RS4-RS5	46-47	6.0 mA	n/a	bad	RP14 bad channel & artifact fixed when referencing to RN5
3103.037109	0.0002	electrical_stimulation	n/a	n/a	6355020	n/a	biphasic	RS4-RS5	46-47	6.0 mA	n/a	bad	RP14 bad channel & artifact fixed when referencing to RN6
3109.991699	0.0002	electrical_stimulation	n/a	n/a	6369263	n/a	biphasic	RS4-RS5	46-47	6.0 mA	n/a	good	RP14 bad channel
3113.505371	0.0002	electrical_stimulation	n/a	n/a	6376459	n/a	biphasic	RS4-RS5	46-47	6.0 mA	n/a	good	RP14 bad channel
3117.759277	0.0002	electrical_stimulation	n/a	n/a	6385171	n/a	biphasic	RS4-RS5	46-47	6.0 mA	n/a	good	RP14 bad channel
3121.498047	0.0002	electrical_stimulation	n/a	n/a	6392828	n/a	biphasic	RS4-RS5	46-47	6.0 mA	n/a	good	RP14 bad channel
3125.303223	0.0002	electrical_stimulation	n/a	n/a	6400621	n/a	biphasic	RS4-RS5	46-47	6.0 mA	n/a	good	RP14 bad channel
3163.111328	0.0002	electrical_stimulation	n/a	n/a	6478052	n/a	biphasic	RS7-RS8	49-50	6.0 mA	n/a	good	n/a
3166.056641	0.0002	electrical_stimulation	n/a	n/a	6484084	n/a	biphasic	RS7-RS8	49-50	6.0 mA	n/a	good	n/a
3169.606934	0.0002	electrical_stimulation	n/a	n/a	6491355	n/a	biphasic	RS7-RS8	49-50	6.0 mA	n/a	good	n/a
3173.146973	0.0002	electrical_stimulation	n/a	n/a	6498605	n/a	biphasic	RS7-RS8	49-50	6.0 mA	n/a	good	n/a
3176.666016	0.0002	electrical_stimulation	n/a	n/a	6505812	n/a	biphasic	RS7-RS8	49-50	6.0 mA	n/a	good	n/a
3180.231934	0.0002	electrical_stimulation	n/a	n/a	6513115	n/a	biphasic	RS7-RS8	49-50	6.0 mA	n/a	good	n/a
3183.755859	0.0002	electrical_stimulation	n/a	n/a	6520332	n/a	biphasic	RS7-RS8	49-50	6.0 mA	n/a	good	n/a
3187.20752	0.0002	electrical_stimulation	n/a	n/a	6527401	n/a	biphasic	RS7-RS8	49-50	6.0 mA	n/a	good	n/a
3190.674316	0.0002	electrical_stimulation	n/a	n/a	6534501	n/a	biphasic	RS7-RS8	49-50	6.0 mA	n/a	good	n/a
3194.240234	0.0002	electrical_stimulation	n/a	n/a	6541804	n/a	biphasic	RS7-RS8	49-50	6.0 mA	n/a	good	n/a
3218.702148	0.0002	electrical_stimulation	n/a	n/a	6591902	n/a	biphasic	RS8-RS9	50-51	6.0 mA	n/a	bad	bad channels
3221.42334	0.0002	electrical_stimulation	n/a	n/a	6597475	n/a	biphasic	RS8-RS9	50-51	6.0 mA	n/a	good	n/a
3224.108887	0.0002	electrical_stimulation	n/a	n/a	6602975	n/a	biphasic	RS8-RS9	50-51	6.0 mA	n/a	good	n/a
3227.450195	0.0002	electrical_stimulation	n/a	n/a	6609818	n/a	biphasic	RS8-RS9	50-51	6.0 mA	n/a	good	n/a
3230.817871	0.0002	electrical_stimulation	n/a	n/a	6616715	n/a	biphasic	RS8-RS9	50-51	6.0 mA	n/a	good	n/a
3234.305664	0.0002	electrical_stimulation	n/a	n/a	6623858	n/a	biphasic	RS8-RS9	50-51	6.0 mA	n/a	good	n/a
3237.110352	0.0002	electrical_stimulation	n/a	n/a	6629602	n/a	biphasic	RS8-RS9	50-51	6.0 mA	n/a	good	n/a
3239.98291	0.0002	electrical_stimulation	n/a	n/a	6635485	n/a	biphasic	RS8-RS9	50-51	6.0 mA	n/a	good	n/a
3242.714844	0.0002	electrical_stimulation	n/a	n/a	6641080	n/a	biphasic	RS8-RS9	50-51	6.0 mA	n/a	good	n/a
3245.691406	0.0002	electrical_stimulation	n/a	n/a	6647176	n/a	biphasic	RS8-RS9	50-51	6.0 mA	n/a	good	n/a
3268.09668	0.0002	electrical_stimulation	n/a	n/a	6693062	n/a	biphasic	RS9-RS10	51-52	6.0 mA	n/a	bad	bad channels
3272.024414	0.0002	electrical_stimulation	n/a	n/a	6701106	n/a	biphasic	RS9-RS10	51-52	6.0 mA	n/a	good	n/a
3274.699219	0.0002	electrical_stimulation	n/a	n/a	6706584	n/a	biphasic	RS9-RS10	51-52	6.0 mA	n/a	good	n/a
3277.587891	0.0002	electrical_stimulation	n/a	n/a	6712500	n/a	biphasic	RS9-RS10	51-52	6.0 mA	n/a	bad	onset wrong 
3280.439453	0.0002	electrical_stimulation	n/a	n/a	6718340	n/a	biphasic	RS9-RS10	51-52	6.0 mA	n/a	good	n/a
3283.34375	0.0002	electrical_stimulation	n/a	n/a	6724288	n/a	biphasic	RS9-RS10	51-52	6.0 mA	n/a	bad	onset wrong
3286.301758	0.0002	electrical_stimulation	n/a	n/a	6730346	n/a	biphasic	RS9-RS10	51-52	6.0 mA	n/a	bad	onset wrong
3289.427246	0.0002	electrical_stimulation	n/a	n/a	6736747	n/a	biphasic	RS9-RS10	51-52	6.0 mA	n/a	good	n/a
3292.337402	0.0002	electrical_stimulation	n/a	n/a	6742707	n/a	biphasic	RS9-RS10	51-52	6.0 mA	n/a	bad	onset wrong
3295.733887	0.0002	electrical_stimulation	n/a	n/a	6749663	n/a	biphasic	RS9-RS10	51-52	6.0 mA	n/a	bad	onset wrong
3322.682617	0.0002	electrical_stimulation	n/a	n/a	6804854	n/a	biphasic	RS10-RS11	52-53	6.0 mA	n/a	bad	bad channels
3325.787598	0.0002	electrical_stimulation	n/a	n/a	6811213	n/a	biphasic	RS10-RS11	52-53	6.0 mA	n/a	bad	onset wrong
3328.976563	0.0002	electrical_stimulation	n/a	n/a	6817744	n/a	biphasic	RS10-RS11	52-53	6.0 mA	n/a	good	n/a
3331.338379	0.0002	electrical_stimulation	n/a	n/a	6822581	n/a	biphasic	RS10-RS11	52-53	6.0 mA	n/a	good	n/a
3334.210938	0.0002	electrical_stimulation	n/a	n/a	6828464	n/a	biphasic	RS10-RS11	52-53	6.0 mA	n/a	good	n/a
3336.749512	0.0002	electrical_stimulation	n/a	n/a	6833663	n/a	biphasic	RS10-RS11	52-53	6.0 mA	n/a	good	n/a
3339.408691	0.0002	electrical_stimulation	n/a	n/a	6839109	n/a	biphasic	RS10-RS11	52-53	6.0 mA	n/a	good	n/a
3343.162109	0.0002	electrical_stimulation	n/a	n/a	6846796	n/a	biphasic	RS10-RS11	52-53	6.0 mA	n/a	good	n/a
