onset	duration	trial_type	event_value	event_sample
6.243333333333333	0.0	stimulus32	32	7492
7.16	0.0	CueLeftOrient	127	8592
8.7925	0.0	Probe5	135	10551
11.891666666666667	0.0	stimulus20	20	14270
12.824166666666667	0.0	CueLeftSF	126	15389
14.49	0.0	Probe4	134	17388
17.00583333333333	0.0	stimulus30	30	20407
17.8725	0.0	CueLeftSF	126	21447
19.455	0.0	Probe3	133	23346
21.4375	0.0	stimulus5	5	25725
22.3875	0.0	CueLeftSF	126	26865
24.02	0.0	Probe2	132	28824
26.069166666666668	0.0	stimulus36	36	31283
26.935833333333335	0.0	CueRightOrient	129	32323
28.535	0.0	Probe8	140	34242
30.58416666666667	0.0	stimulus14	14	36701
31.484166666666667	0.0	CueLeftOrient	127	37781
33.083333333333336	0.0	Probe7	138	39700
35.09916666666667	0.0	stimulus18	18	42119
35.965833333333336	0.0	CueRightOrient	129	43159
37.54833333333333	0.0	Probe4	134	45058
39.43083333333333	0.0	stimulus16	16	47317
40.380833333333335	0.0	CueLeftSF	126	48457
41.96333333333333	0.0	Probe5	135	50356
44.0125	0.0	stimulus95	95	52815
44.9125	0.0	CueRightOrient	129	53895
46.495	0.0	Probe5	135	55794
48.79416666666667	0.0	stimulus35	35	58553
49.660833333333336	0.0	CueRightOrient	129	59593
51.22666666666667	0.0	Probe2	132	61472
53.2925	0.0	stimulus100	100	63951
54.208333333333336	0.0	CueRightSF	128	65050
55.825	0.0	Probe3	133	66990
58.174166666666665	0.0	stimulus30	30	69809
59.10666666666667	0.0	CueRightSF	128	70928
60.73916666666667	0.0	Probe1	131	72887
62.78916666666667	0.0	stimulus5	5	75347
63.721666666666664	0.0	CueRightSF	128	76466
65.35416666666667	0.0	Probe4	134	78425
68.22	0.0	stimulus28	28	81864
69.13666666666667	0.0	CueRightOrient	129	82964
70.76916666666666	0.0	Probe1	131	84923
73.00166666666667	0.0	stimulus11	11	87602
73.935	0.0	CueRightSF	128	88722
75.58416666666666	0.0	Probe2	132	90701
77.73333333333333	0.0	stimulus84	84	93280
78.63333333333334	0.0	CueLeftSF	126	94360
80.2825	0.0	Probe4	134	96339
82.54833333333333	0.0	stimulus85	85	99058
83.4475	0.0	CueRightOrient	129	100137
85.01416666666667	0.0	Probe2	132	102017
87.04666666666667	0.0	stimulus88	88	104456
87.97916666666667	0.0	CueRightOrient	129	105575
89.5625	0.0	Probe8	140	107475
91.895	0.0	stimulus10	10	110274
92.7775	0.0	CueRightSF	128	111333
94.42666666666666	0.0	Probe2	132	113312
97.00916666666667	0.0	stimulus20	20	116411
97.9425	0.0	CueRightOrient	129	117531
99.55833333333334	0.0	Probe3	133	119470
101.54083333333334	0.0	stimulus15	15	121849
