onset	duration	trial_type	event_value	event_sample
5.736666666666666	0.0	stimulus30	30	6884
6.6866666666666665	0.0	CueLeftSF	126	8024
8.285833333333333	0.0	Probe8	140	9943
11.818333333333333	0.0	stimulus36	36	14182
12.750833333333333	0.0	CueRightSF	128	15301
14.333333333333334	0.0	Probe6	136	17200
16.233333333333334	0.0	stimulus20	20	19480
17.1325	0.0	CueLeftOrient	127	20559
18.748333333333335	0.0	Probe5	135	22498
20.665	0.0	stimulus50	50	24798
21.580833333333334	0.0	CueLeftSF	126	25897
23.163333333333334	0.0	Probe5	135	27796
25.4125	0.0	stimulus21	21	30495
26.3625	0.0	CueRightOrient	129	31635
27.995	0.0	Probe8	140	33594
29.99416666666667	0.0	stimulus72	72	35993
30.8775	0.0	CueLeftSF	126	37053
32.49333333333333	0.0	Probe1	131	38992
34.85916666666667	0.0	stimulus9	9	41831
35.7425	0.0	CueRightOrient	129	42891
37.30833333333333	0.0	Probe2	132	44770
39.6575	0.0	stimulus26	26	47589
40.57416666666666	0.0	CueLeftSF	126	48689
42.17333333333333	0.0	Probe1	131	50608
44.48916666666667	0.0	stimulus6	6	53387
45.388333333333335	0.0	CueLeftOrient	127	54466
47.038333333333334	0.0	Probe4	134	56446
49.2375	0.0	stimulus20	20	59085
50.13666666666666	0.0	CueLeftOrient	127	60164
51.736666666666665	0.0	Probe1	131	62084
53.76916666666666	0.0	stimulus32	32	64523
54.685	0.0	CueRightSF	128	65622
56.2675	0.0	Probe8	140	67521
58.350833333333334	0.0	stimulus115	115	70021
59.25	0.0	CueRightSF	128	71100
60.81583333333333	0.0	Probe7	138	72979
62.76583333333333	0.0	stimulus44	44	75319
63.665	0.0	CueRightOrient	129	76398
65.28166666666667	0.0	Probe8	140	78338
67.28083333333333	0.0	stimulus60	60	80737
68.14666666666666	0.0	CueRightOrient	129	81776
69.7125	0.0	Probe2	132	83655
71.82916666666667	0.0	stimulus20	20	86195
72.67833333333333	0.0	CueLeftOrient	127	87214
74.3275	0.0	Probe7	138	89193
76.29416666666667	0.0	stimulus40	40	91553
77.21	0.0	CueRightSF	128	92652
78.85916666666667	0.0	Probe2	132	94631
81.10916666666667	0.0	stimulus96	96	97331
82.00833333333334	0.0	CueLeftSF	126	98410
83.6075	0.0	Probe4	134	100329
86.69	0.0	stimulus1	1	104028
87.54	0.0	CueLeftOrient	127	105048
89.10583333333334	0.0	Probe7	138	106927
91.32166666666667	0.0	stimulus39	39	109586
92.17083333333333	0.0	CueLeftOrient	127	110605
93.7875	0.0	Probe1	131	112545
96.02	0.0	stimulus21	21	115224
96.88583333333334	0.0	CueLeftSF	126	116263
98.53583333333333	0.0	Probe3	133	118243
101.5675	0.0	stimulus14	14	121881
102.5175	0.0	CueLeftOrient	127	123021
104.1	0.0	Probe6	136	124920
106.1825	0.0	stimulus8	8	127419
107.11583333333333	0.0	CueLeftOrient	127	128539
108.715	0.0	Probe2	132	130458
110.96416666666667	0.0	stimulus15	15	133157
111.81416666666667	0.0	CueLeftOrient	127	134177
113.38	0.0	Probe7	138	136056
115.4625	0.0	stimulus21	21	138555
116.4125	0.0	CueLeftOrient	127	139695
118.01166666666667	0.0	Probe5	135	141614
120.2275	0.0	stimulus18	18	144273
121.14416666666666	0.0	CueRightOrient	129	145373
122.72666666666667	0.0	Probe2	132	147272
124.90916666666666	0.0	stimulus20	20	149891
125.80833333333334	0.0	CueRightOrient	129	150970
127.39166666666667	0.0	Probe4	134	152870
129.49083333333334	0.0	stimulus90	90	155389
130.39	0.0	CueLeftSF	126	156468
131.99	0.0	Probe6	136	158388
134.13916666666665	0.0	stimulus16	16	160967
135.02166666666668	0.0	CueRightSF	128	162026
136.63833333333332	0.0	Probe2	132	163966
139.25416666666666	0.0	stimulus88	88	167105
140.13666666666666	0.0	CueLeftSF	126	168164
141.73583333333335	0.0	Probe2	132	170083
143.71916666666667	0.0	stimulus27	27	172463
144.61833333333334	0.0	CueRightSF	128	173542
146.23416666666665	0.0	Probe7	138	175481
148.61666666666667	0.0	stimulus44	44	178340
149.51666666666668	0.0	CueRightOrient	129	179420
151.16583333333332	0.0	Probe8	140	181399
153.13166666666666	0.0	stimulus63	63	183758
154.04833333333335	0.0	CueRightOrient	129	184858
155.6975	0.0	Probe4	134	186837
157.61333333333334	0.0	stimulus88	88	189136
158.56333333333333	0.0	CueRightSF	128	190276
160.1625	0.0	Probe3	133	192195
162.195	0.0	stimulus68	68	194634
163.145	0.0	CueRightSF	128	195774
164.79416666666665	0.0	Probe8	140	197753
167.89333333333335	0.0	stimulus92	92	201472
168.7425	0.0	CueLeftOrient	127	202491
170.3925	0.0	Probe1	131	204471
172.30833333333334	0.0	stimulus15	15	206770
173.22416666666666	0.0	CueRightSF	128	207869
174.89	0.0	Probe3	133	209868
176.82333333333332	0.0	stimulus34	34	212188
177.75583333333333	0.0	CueLeftOrient	127	213307
179.32166666666666	0.0	Probe5	135	215186
181.22166666666666	0.0	stimulus14	14	217466
182.10416666666666	0.0	CueRightOrient	129	218525
183.68666666666667	0.0	Probe7	138	220424
185.63666666666666	0.0	stimulus14	14	222764
186.58583333333334	0.0	CueLeftSF	126	223903
188.25166666666667	0.0	Probe1	131	225902
191.0675	0.0	stimulus45	45	229281
191.93416666666667	0.0	CueRightSF	128	230321
193.5	0.0	Probe1	131	232200
195.56583333333333	0.0	stimulus20	20	234679
196.49916666666667	0.0	CueLeftOrient	127	235799
198.08166666666668	0.0	Probe4	134	237698
200.13083333333333	0.0	stimulus32	32	240157
201.03083333333333	0.0	CueRightSF	128	241237
202.61333333333334	0.0	Probe4	134	243136
205.54583333333332	0.0	stimulus48	48	246655
206.47833333333332	0.0	CueRightOrient	129	247774
208.07833333333335	0.0	Probe7	138	249694
210.1275	0.0	stimulus88	88	252153
211.06	0.0	CueRightSF	128	253272
212.69333333333333	0.0	Probe4	134	255232
215.40833333333333	0.0	stimulus100	100	258490
216.275	0.0	CueLeftSF	126	259530
217.9075	0.0	Probe4	134	261489
219.97333333333333	0.0	stimulus35	35	263968
220.92333333333335	0.0	CueRightOrient	129	265108
222.58916666666667	0.0	Probe1	131	267107
224.53833333333333	0.0	stimulus25	25	269446
225.43833333333333	0.0	CueLeftSF	126	270526
227.005	0.0	Probe1	131	272406
228.95333333333335	0.0	stimulus22	22	274744
229.88666666666666	0.0	CueLeftOrient	127	275864
231.51916666666668	0.0	Probe8	140	277823
233.50166666666667	0.0	stimulus60	60	280202
234.41833333333332	0.0	CueLeftSF	126	281302
236.00083333333333	0.0	Probe4	134	283201
238.38333333333333	0.0	stimulus24	24	286060
239.31666666666666	0.0	CueRightOrient	129	287180
240.9325	0.0	Probe2	132	289119
242.99833333333333	0.0	stimulus27	27	291598
243.865	0.0	CueLeftSF	126	292638
245.4475	0.0	Probe2	132	294537
