onset	duration	trial_type	event_value	event_sample
7.8325	0.0	stimulus48	48	9399
8.715833333333334	0.0	CueRightSF	128	10459
10.281666666666666	0.0	Probe4	134	12338
12.8475	0.0	stimulus72	72	15417
13.7475	0.0	CueRightOrient	129	16497
15.396666666666667	0.0	Probe6	136	18476
17.545833333333334	0.0	stimulus26	26	21055
18.429166666666667	0.0	CueLeftSF	126	22115
20.011666666666667	0.0	Probe4	134	24014
22.2775	0.0	stimulus20	20	26733
23.143333333333334	0.0	CueRightSF	128	27772
24.7925	0.0	Probe5	135	29751
26.909166666666668	0.0	stimulus24	24	32291
27.775	0.0	CueLeftOrient	127	33330
29.340833333333332	0.0	Probe2	132	35209
31.374166666666667	0.0	stimulus30	30	37649
32.25666666666667	0.0	CueRightSF	128	38708
33.85666666666667	0.0	Probe6	136	40628
36.355	0.0	stimulus32	32	43626
37.205	0.0	CueLeftSF	126	44646
38.7875	0.0	Probe1	131	46545
40.93666666666667	0.0	stimulus10	10	49124
41.78666666666667	0.0	CueRightOrient	129	50144
43.3525	0.0	Probe1	131	52023
45.401666666666664	0.0	stimulus28	28	54482
46.35166666666667	0.0	CueLeftOrient	127	55622
48.00083333333333	0.0	Probe7	138	57601
52.3325	0.0	stimulus64	64	62799
53.215833333333336	0.0	CueRightOrient	129	63859
54.815	0.0	Probe8	140	65778
57.0975	0.0	stimulus45	45	68517
57.9975	0.0	CueRightSF	128	69597
59.63	0.0	Probe6	136	71556
61.9625	0.0	stimulus15	15	74355
62.87833333333333	0.0	CueLeftOrient	127	75454
64.51166666666667	0.0	Probe6	136	77414
66.64416666666666	0.0	stimulus90	90	79973
67.56	0.0	CueLeftOrient	127	81072
69.21	0.0	Probe5	135	83052
71.1925	0.0	stimulus48	48	85431
72.075	0.0	CueRightSF	128	86490
73.70833333333333	0.0	Probe2	132	88450
76.54	0.0	stimulus60	60	91848
77.39	0.0	CueLeftOrient	127	92868
78.9725	0.0	Probe4	134	94767
82.205	0.0	stimulus44	44	98646
83.15416666666667	0.0	CueLeftOrient	127	99785
84.75416666666666	0.0	Probe8	140	101705
86.87	0.0	stimulus88	88	104244
87.76916666666666	0.0	CueLeftSF	126	105323
89.36916666666667	0.0	Probe6	136	107243
91.45166666666667	0.0	stimulus60	60	109742
92.40083333333334	0.0	CueRightSF	128	110881
93.96666666666667	0.0	Probe4	134	112760
96.01666666666667	0.0	stimulus52	52	115220
96.96583333333334	0.0	CueLeftOrient	127	116359
98.53166666666667	0.0	Probe8	140	118238
102.23083333333334	0.0	stimulus3	3	122677
103.11416666666666	0.0	CueRightOrient	129	123737
104.69666666666667	0.0	Probe1	131	125636
107.17916666666666	0.0	stimulus40	40	128615
108.045	0.0	CueLeftSF	126	129654
109.645	0.0	Probe8	140	131574
111.66083333333333	0.0	stimulus84	84	133993
112.54333333333334	0.0	CueLeftOrient	127	135052
114.1425	0.0	Probe2	132	136971
116.32583333333334	0.0	stimulus44	44	139591
117.19166666666666	0.0	CueRightOrient	129	140630
118.8575	0.0	Probe2	132	142629
121.74	0.0	stimulus60	60	146088
122.64	0.0	CueRightSF	128	147168
124.25583333333333	0.0	Probe4	134	149107
126.32166666666667	0.0	stimulus24	24	151586
127.205	0.0	CueRightOrient	129	152646
128.7875	0.0	Probe1	131	154545
130.72	0.0	stimulus5	5	156864
131.58666666666667	0.0	CueRightOrient	129	157904
133.1525	0.0	Probe3	133	159783
135.71833333333333	0.0	stimulus95	95	162862
136.63416666666666	0.0	CueLeftSF	126	163961
138.25083333333333	0.0	Probe1	131	165901
141.56583333333333	0.0	stimulus10	10	169879
142.46583333333334	0.0	CueLeftOrient	127	170959
144.08166666666668	0.0	Probe5	135	172898
147.73	0.0	stimulus76	76	177276
148.66333333333333	0.0	CueRightSF	128	178396
150.24583333333334	0.0	Probe5	135	180295
153.76166666666666	0.0	stimulus1	1	184514
154.66083333333333	0.0	CueLeftSF	126	185593
156.29416666666665	0.0	Probe5	135	187553
158.41	0.0	stimulus40	40	190092
159.32583333333332	0.0	CueLeftOrient	127	191191
160.975	0.0	Probe2	132	193170
163.075	0.0	stimulus25	25	195690
163.94083333333333	0.0	CueRightOrient	129	196729
165.5075	0.0	Probe3	133	198609
167.52333333333334	0.0	stimulus28	28	201028
168.45583333333335	0.0	CueRightOrient	129	202147
170.07166666666666	0.0	Probe8	140	204086
173.7375	0.0	stimulus9	9	208485
174.62083333333334	0.0	CueLeftSF	126	209545
176.23666666666668	0.0	Probe6	136	211484
178.46916666666667	0.0	stimulus24	24	214163
179.31833333333333	0.0	CueLeftOrient	127	215182
180.96833333333333	0.0	Probe3	133	217162
184.06666666666666	0.0	stimulus11	11	220880
184.98333333333332	0.0	CueRightSF	128	221980
186.56583333333333	0.0	Probe6	136	223879
189.265	0.0	stimulus5	5	227118
190.21416666666667	0.0	CueRightOrient	129	228257
191.7975	0.0	Probe1	131	230157
193.86333333333334	0.0	stimulus28	28	232636
194.77916666666667	0.0	CueLeftOrient	127	233735
196.39583333333334	0.0	Probe7	138	235675
198.51166666666666	0.0	stimulus95	95	238214
199.3775	0.0	CueRightOrient	129	239253
201.01083333333332	0.0	Probe3	133	241213
204.5925	0.0	stimulus120	120	245511
205.4925	0.0	CueLeftOrient	127	246591
207.075	0.0	Probe1	131	248490
209.9075	0.0	stimulus92	92	251889
210.84	0.0	CueRightSF	128	253008
212.45583333333335	0.0	Probe6	136	254947
215.17166666666665	0.0	stimulus11	11	258206
216.055	0.0	CueLeftSF	126	259266
217.6375	0.0	Probe5	135	261165
219.88666666666666	0.0	stimulus40	40	263864
220.80333333333334	0.0	CueLeftOrient	127	264964
222.4525	0.0	Probe3	133	266943
226.13416666666666	0.0	stimulus16	16	271361
227.03416666666666	0.0	CueLeftSF	126	272441
228.63333333333333	0.0	Probe5	135	274360
230.66583333333332	0.0	stimulus12	12	276799
231.5325	0.0	CueRightOrient	129	277839
233.19833333333332	0.0	Probe2	132	279838
235.13083333333333	0.0	stimulus72	72	282157
