onset	duration	trial_type	event_value	event_sample
9.089166666666667	0.0	stimulus69	69	10907
10.005833333333333	0.0	CueRightSF	128	12007
11.655	0.0	Probe2	132	13986
13.8875	0.0	stimulus2	2	16665
14.754166666666666	0.0	CueRightSF	128	17705
16.336666666666666	0.0	Probe3	133	19604
18.469166666666666	0.0	stimulus84	84	22163
19.3525	0.0	CueLeftSF	126	23223
21.001666666666665	0.0	Probe2	132	25202
22.9175	0.0	stimulus57	57	27501
23.83416666666667	0.0	CueLeftSF	126	28601
25.416666666666668	0.0	Probe8	140	30500
27.449166666666667	0.0	stimulus7	7	32939
28.315833333333334	0.0	CueLeftOrient	127	33979
29.898333333333333	0.0	Probe3	133	35878
31.864166666666666	0.0	stimulus12	12	38237
32.76416666666667	0.0	CueRightSF	128	39317
34.33	0.0	Probe4	134	41196
36.42916666666667	0.0	stimulus36	36	43715
37.295833333333334	0.0	CueLeftSF	126	44755
38.928333333333335	0.0	Probe2	132	46714
40.910833333333336	0.0	stimulus75	75	49093
41.79416666666667	0.0	CueLeftOrient	127	50153
43.376666666666665	0.0	Probe1	131	52052
45.3925	0.0	stimulus65	65	54471
46.259166666666665	0.0	CueLeftSF	126	55511
47.825	0.0	Probe4	134	57390
50.12416666666667	0.0	stimulus100	100	60149
51.024166666666666	0.0	CueLeftOrient	127	61229
52.623333333333335	0.0	Probe3	133	63148
54.5225	0.0	stimulus15	15	65427
55.38916666666667	0.0	CueLeftSF	126	66467
56.955	0.0	Probe3	133	68346
59.57083333333333	0.0	stimulus48	48	71485
60.45333333333333	0.0	CueLeftSF	126	72544
62.07	0.0	Probe2	132	74484
64.13583333333334	0.0	stimulus125	125	76963
65.05166666666666	0.0	CueRightOrient	129	78062
66.70166666666667	0.0	Probe2	132	80042
69.08416666666666	0.0	stimulus35	35	82901
69.98333333333333	0.0	CueRightSF	128	83980
71.6325	0.0	Probe7	138	85959
73.64916666666667	0.0	stimulus26	26	88379
74.53166666666667	0.0	CueRightOrient	129	89438
76.18083333333334	0.0	Probe4	134	91417
78.41333333333333	0.0	stimulus35	35	94096
79.33	0.0	CueRightSF	128	95196
80.97916666666667	0.0	Probe6	136	97175
82.945	0.0	stimulus9	9	99534
83.795	0.0	CueRightSF	128	100554
85.44416666666666	0.0	Probe8	140	102533
87.94333333333333	0.0	stimulus6	6	105532
88.87666666666667	0.0	CueLeftOrient	127	106652
90.52583333333334	0.0	Probe6	136	108631
92.59166666666667	0.0	stimulus8	8	111110
93.45833333333333	0.0	CueLeftSF	126	112150
95.04083333333334	0.0	Probe7	138	114049
97.07333333333334	0.0	stimulus76	76	116488
97.94	0.0	CueLeftOrient	127	117528
99.55583333333334	0.0	Probe2	132	119467
101.48833333333333	0.0	stimulus64	64	121786
102.37166666666667	0.0	CueLeftSF	126	122846
103.95416666666667	0.0	Probe4	134	124745
109.11916666666667	0.0	stimulus10	10	130943
110.06833333333333	0.0	CueLeftOrient	127	132082
111.68416666666667	0.0	Probe4	134	134021
113.7675	0.0	stimulus22	22	136521
114.66666666666667	0.0	CueLeftOrient	127	137600
116.2325	0.0	Probe8	140	139479
118.2325	0.0	stimulus7	7	141879
119.08166666666666	0.0	CueLeftSF	126	142898
120.66416666666667	0.0	Probe6	136	144797
122.63083333333333	0.0	stimulus5	5	147157
123.54666666666667	0.0	CueLeftOrient	127	148256
125.1125	0.0	Probe1	131	150135
127.1625	0.0	stimulus36	36	152595
128.045	0.0	CueRightSF	128	153654
129.6775	0.0	Probe3	133	155613
131.74416666666667	0.0	stimulus40	40	158093
132.64333333333335	0.0	CueRightOrient	129	159172
134.2425	0.0	Probe4	134	161091
136.375	0.0	stimulus2	2	163650
137.29166666666666	0.0	CueLeftSF	126	164750
138.9075	0.0	Probe7	138	166689
141.07333333333332	0.0	stimulus64	64	169288
141.97333333333333	0.0	CueLeftSF	126	170368
143.55583333333334	0.0	Probe6	136	172267
145.77166666666668	0.0	stimulus7	7	174926
146.63833333333332	0.0	CueRightSF	128	175966
148.22083333333333	0.0	Probe5	135	177865
150.43666666666667	0.0	stimulus15	15	180524
151.38666666666666	0.0	CueRightOrient	129	181664
152.98583333333335	0.0	Probe2	132	183583
154.86833333333334	0.0	stimulus10	10	185842
155.76833333333335	0.0	CueRightSF	128	186922
157.35083333333333	0.0	Probe7	138	188821
159.26666666666668	0.0	stimulus25	25	191120
160.21666666666667	0.0	CueRightSF	128	192260
161.7825	0.0	Probe2	132	194139
164.065	0.0	stimulus23	23	196878
164.98166666666665	0.0	CueLeftOrient	127	197978
166.5475	0.0	Probe1	131	199857
168.71333333333334	0.0	stimulus35	35	202456
169.63	0.0	CueRightSF	128	203556
171.22916666666666	0.0	Probe2	132	205475
173.27833333333334	0.0	stimulus84	84	207934
174.21083333333334	0.0	CueRightOrient	129	209053
175.79416666666665	0.0	Probe6	136	210953
177.91	0.0	stimulus7	7	213492
178.81	0.0	CueRightSF	128	214572
180.40916666666666	0.0	Probe1	131	216491
182.675	0.0	stimulus40	40	219210
183.57416666666666	0.0	CueRightSF	128	220289
185.22333333333333	0.0	Probe8	140	222268
187.19	0.0	stimulus24	24	224628
188.08916666666667	0.0	CueLeftOrient	127	225707
189.6725	0.0	Probe7	138	227607
191.62166666666667	0.0	stimulus84	84	229946
192.52083333333334	0.0	CueRightSF	128	231025
194.10416666666666	0.0	Probe6	136	232925
198.4525	0.0	stimulus68	68	238143
199.385	0.0	CueLeftSF	126	239262
201.03416666666666	0.0	Probe2	132	241241
203.10083333333333	0.0	stimulus27	27	243721
204.05	0.0	CueLeftSF	126	244860
205.66583333333332	0.0	Probe7	138	246799
207.76583333333335	0.0	stimulus3	3	249319
208.69833333333332	0.0	CueRightSF	128	250438
210.33083333333335	0.0	Probe3	133	252397
212.36333333333334	0.0	stimulus76	76	254836
213.21333333333334	0.0	CueRightOrient	129	255856
214.87916666666666	0.0	Probe4	134	257855
218.11166666666668	0.0	stimulus95	95	261734
218.995	0.0	CueLeftOrient	127	262794
220.64416666666668	0.0	Probe2	132	264773
222.57666666666665	0.0	stimulus1	1	267092
223.50916666666666	0.0	CueLeftOrient	127	268211
225.1425	0.0	Probe4	134	270171
227.325	0.0	stimulus5	5	272790
228.17416666666668	0.0	CueLeftSF	126	273809
229.74083333333334	0.0	Probe3	133	275689
232.42333333333335	0.0	stimulus3	3	278908
233.28916666666666	0.0	CueLeftOrient	127	279947
234.855	0.0	Probe5	135	281826
236.82166666666666	0.0	stimulus24	24	284186
237.75416666666666	0.0	CueRightOrient	129	285305
239.32	0.0	Probe2	132	287184
241.17	0.0	stimulus20	20	289404
242.01916666666668	0.0	CueLeftSF	126	290423
243.585	0.0	Probe3	133	292302
246.00083333333333	0.0	stimulus5	5	295201
246.9175	0.0	CueRightOrient	129	296301
248.51666666666668	0.0	Probe2	132	298220
