onset	duration	trial_type	event_value	event_sample
4.658333333333333	0.0	stimulus1	1	5590
5.5575	0.0	CueRightOrient	129	6669
7.174166666666666	0.0	Probe5	135	8609
9.306666666666667	0.0	stimulus57	57	11168
10.1725	0.0	CueRightOrient	129	12207
11.7725	0.0	Probe6	136	14127
13.821666666666667	0.0	stimulus22	22	16586
14.770833333333334	0.0	CueRightSF	128	17725
16.370833333333334	0.0	Probe6	136	19645
18.37	0.0	stimulus95	95	22044
19.319166666666668	0.0	CueRightSF	128	23183
20.901666666666667	0.0	Probe2	132	25082
24.100833333333334	0.0	stimulus92	92	28921
25.034166666666668	0.0	CueLeftOrient	127	30041
26.65	0.0	Probe8	140	31980
30.065	0.0	stimulus24	24	36078
30.998333333333335	0.0	CueLeftSF	126	37198
32.6475	0.0	Probe8	140	39177
34.96333333333333	0.0	stimulus22	22	41956
35.846666666666664	0.0	CueLeftOrient	127	43016
37.479166666666664	0.0	Probe1	131	44975
39.47833333333333	0.0	stimulus19	19	47374
40.41166666666667	0.0	CueRightSF	128	48494
41.9775	0.0	Probe2	132	50373
44.626666666666665	0.0	stimulus64	64	53552
45.509166666666665	0.0	CueLeftOrient	127	54611
47.0925	0.0	Probe5	135	56511
50.424166666666665	0.0	stimulus68	68	60509
51.37416666666667	0.0	CueLeftOrient	127	61649
52.973333333333336	0.0	Probe5	135	63568
54.85583333333334	0.0	stimulus90	90	65827
55.755833333333335	0.0	CueRightOrient	129	66907
57.33833333333333	0.0	Probe4	134	68806
59.354166666666664	0.0	stimulus44	44	71225
60.22083333333333	0.0	CueRightOrient	129	72265
61.87	0.0	Probe2	132	74244
63.935833333333335	0.0	stimulus30	30	76723
64.83583333333333	0.0	CueLeftSF	126	77803
66.435	0.0	Probe8	140	79722
68.43416666666667	0.0	stimulus60	60	82121
69.3175	0.0	CueLeftOrient	127	83181
70.93333333333334	0.0	Probe5	135	85120
72.83333333333333	0.0	stimulus48	48	87400
73.76583333333333	0.0	CueLeftSF	126	88519
75.38166666666666	0.0	Probe7	138	90458
77.41416666666667	0.0	stimulus13	13	92897
78.31416666666667	0.0	CueLeftOrient	127	93977
79.89666666666666	0.0	Probe1	131	95876
82.27916666666667	0.0	stimulus16	16	98735
83.19583333333334	0.0	CueLeftSF	126	99835
84.77833333333334	0.0	Probe4	134	101734
86.99416666666667	0.0	stimulus14	14	104393
87.94416666666666	0.0	CueLeftOrient	127	105533
89.51	0.0	Probe3	133	107412
92.30916666666667	0.0	stimulus36	36	110771
93.24166666666666	0.0	CueLeftOrient	127	111890
94.87416666666667	0.0	Probe1	131	113849
96.6575	0.0	stimulus3	3	115989
97.52333333333333	0.0	CueRightOrient	129	117028
99.15583333333333	0.0	Probe3	133	118987
101.13916666666667	0.0	stimulus4	4	121367
102.08833333333334	0.0	CueRightSF	128	122506
103.7375	0.0	Probe6	136	124485
105.65416666666667	0.0	stimulus5	5	126785
106.53666666666666	0.0	CueRightOrient	129	127844
108.16916666666667	0.0	Probe1	131	129803
109.98583333333333	0.0	stimulus30	30	131983
110.85166666666667	0.0	CueRightSF	128	133022
112.435	0.0	Probe7	138	134922
114.5175	0.0	stimulus18	18	137421
115.38333333333334	0.0	CueLeftOrient	127	138460
116.99916666666667	0.0	Probe2	132	140399
120.24833333333333	0.0	stimulus100	100	144298
121.115	0.0	CueRightOrient	129	145338
122.73083333333334	0.0	Probe2	132	147277
124.68	0.0	stimulus30	30	149616
125.56333333333333	0.0	CueRightOrient	129	150676
127.14583333333333	0.0	Probe7	138	152575
129.545	0.0	stimulus22	22	155454
130.49416666666667	0.0	CueRightSF	128	156593
132.0775	0.0	Probe7	138	158493
134.01	0.0	stimulus48	48	160812
134.87666666666667	0.0	CueLeftOrient	127	161852
136.45916666666668	0.0	Probe5	135	163751
138.425	0.0	stimulus92	92	166110
139.35833333333332	0.0	CueLeftOrient	127	167230
141.0075	0.0	Probe7	138	169209
142.95666666666668	0.0	stimulus68	68	171548
143.88916666666665	0.0	CueLeftSF	126	172667
145.4725	0.0	Probe8	140	174567
147.48833333333334	0.0	stimulus20	20	176986
148.405	0.0	CueRightSF	128	178086
150.05416666666667	0.0	Probe5	135	180065
152.23666666666668	0.0	stimulus42	42	182684
153.16916666666665	0.0	CueRightOrient	129	183803
154.73583333333335	0.0	Probe1	131	185683
157.40083333333334	0.0	stimulus60	60	188881
158.35083333333333	0.0	CueLeftOrient	127	190021
160.0	0.0	Probe2	132	192000
162.04916666666668	0.0	stimulus50	50	194459
162.9825	0.0	CueRightSF	128	195579
164.54833333333335	0.0	Probe2	132	197458
168.83	0.0	stimulus110	110	202596
169.76333333333332	0.0	CueRightOrient	129	203716
171.4125	0.0	Probe4	134	205695
173.36166666666668	0.0	stimulus22	22	208034
174.27833333333334	0.0	CueLeftSF	126	209134
175.91083333333333	0.0	Probe5	135	211093
177.82666666666665	0.0	stimulus21	21	213392
178.71	0.0	CueRightSF	128	214452
180.3425	0.0	Probe7	138	216411
182.40833333333333	0.0	stimulus21	21	218890
183.325	0.0	CueLeftOrient	127	219990
184.89083333333335	0.0	Probe5	135	221869
186.77333333333334	0.0	stimulus76	76	224128
187.70666666666668	0.0	CueLeftOrient	127	225248
189.33916666666667	0.0	Probe7	138	227207
192.23833333333334	0.0	stimulus68	68	230686
193.12166666666667	0.0	CueLeftOrient	127	231746
194.72083333333333	0.0	Probe8	140	233665
196.75333333333333	0.0	stimulus21	21	236104
197.7025	0.0	CueRightOrient	129	237243
199.3025	0.0	Probe2	132	239163
202.25083333333333	0.0	stimulus2	2	242701
203.20083333333332	0.0	CueRightSF	128	243841
204.76666666666668	0.0	Probe5	135	245720
207.0325	0.0	stimulus4	4	248439
207.9825	0.0	CueRightOrient	129	249579
209.63166666666666	0.0	Probe4	134	251558
211.4475	0.0	stimulus80	80	253737
212.38083333333333	0.0	CueLeftSF	126	254857
213.98	0.0	Probe5	135	256776
216.3125	0.0	stimulus72	72	259575
217.22916666666666	0.0	CueLeftSF	126	260675
218.87833333333333	0.0	Probe3	133	262654
221.46083333333334	0.0	stimulus105	105	265753
222.32666666666665	0.0	CueRightSF	128	266792
223.96	0.0	Probe6	136	268752
225.9925	0.0	stimulus66	66	271191
226.925	0.0	CueRightSF	128	272310
228.49166666666667	0.0	Probe4	134	274190
230.72416666666666	0.0	stimulus4	4	276869
231.62333333333333	0.0	CueLeftOrient	127	277948
233.19	0.0	Probe6	136	279828
235.33916666666667	0.0	stimulus24	24	282407
236.18833333333333	0.0	CueLeftSF	126	283426
237.7875	0.0	Probe2	132	285345
240.22	0.0	stimulus38	38	288264
241.15333333333334	0.0	CueRightSF	128	289384
242.71916666666667	0.0	Probe7	138	291263
244.835	0.0	stimulus34	34	293802
245.75166666666667	0.0	CueRightSF	128	294902
247.4175	0.0	Probe5	135	296901
250.33333333333334	0.0	stimulus25	25	300400
251.26583333333335	0.0	CueRightOrient	129	301519
252.89916666666667	0.0	Probe8	140	303479
254.93166666666667	0.0	stimulus18	18	305918
255.88083333333333	0.0	CueLeftOrient	127	307057
257.5475	0.0	Probe2	132	309057
260.2966666666667	0.0	stimulus68	68	312356
261.1791666666667	0.0	CueRightSF	128	313415
262.76166666666666	0.0	Probe1	131	315314
