onset	duration	trial_type	event_value	event_sample
7.281666666666666	0.0	stimulus28	28	8738
8.1975	0.0	CueRightSF	128	9837
9.796666666666667	0.0	Probe7	138	11756
11.695833333333333	0.0	stimulus27	27	14035
12.545833333333333	0.0	CueRightSF	128	15055
14.195	0.0	Probe3	133	17034
16.161666666666665	0.0	stimulus68	68	19394
17.0775	0.0	CueRightSF	128	20493
18.69333333333333	0.0	Probe2	132	22432
20.676666666666666	0.0	stimulus10	10	24812
21.5425	0.0	CueLeftOrient	127	25851
23.125	0.0	Probe3	133	27750
25.291666666666668	0.0	stimulus56	56	30350
26.2075	0.0	CueLeftSF	126	31449
27.84	0.0	Probe4	134	33408
29.75583333333333	0.0	stimulus55	55	35707
30.655833333333334	0.0	CueRightSF	128	36787
32.23833333333334	0.0	Probe3	133	38686
34.33833333333333	0.0	stimulus14	14	41206
35.22083333333333	0.0	CueRightSF	128	42265
36.85333333333333	0.0	Probe2	132	44224
38.82	0.0	stimulus16	16	46584
39.73583333333333	0.0	CueRightSF	128	47683
41.335	0.0	Probe3	133	49602
43.185	0.0	stimulus16	16	51822
44.08416666666667	0.0	CueLeftOrient	127	52901
45.68333333333333	0.0	Probe4	134	54820
47.6325	0.0	stimulus20	20	57159
48.549166666666665	0.0	CueLeftSF	126	58259
50.115	0.0	Probe2	132	60138
52.18083333333333	0.0	stimulus6	6	62617
53.0475	0.0	CueLeftOrient	127	63657
54.64666666666667	0.0	Probe1	131	65576
56.58	0.0	stimulus4	4	67896
57.52916666666667	0.0	CueRightOrient	129	69035
59.095	0.0	Probe5	135	70914
60.995	0.0	stimulus24	24	73194
61.86083333333333	0.0	CueRightSF	128	74233
63.47666666666667	0.0	Probe2	132	76172
65.90916666666666	0.0	stimulus39	39	79091
66.8425	0.0	CueRightSF	128	80211
68.45833333333333	0.0	Probe4	134	82150
70.79083333333334	0.0	stimulus69	69	84949
71.67416666666666	0.0	CueLeftSF	126	86009
73.30666666666667	0.0	Probe5	135	87968
75.13916666666667	0.0	stimulus23	23	90167
76.05583333333334	0.0	CueLeftOrient	127	91267
77.655	0.0	Probe6	136	93186
79.57083333333334	0.0	stimulus6	6	95485
80.4375	0.0	CueLeftSF	126	96525
82.02	0.0	Probe3	133	98424
84.0525	0.0	stimulus9	9	100863
84.91916666666667	0.0	CueLeftOrient	127	101903
86.51833333333333	0.0	Probe6	136	103822
88.60083333333333	0.0	stimulus8	8	106321
89.4675	0.0	CueLeftSF	126	107361
91.1	0.0	Probe5	135	109320
92.99916666666667	0.0	stimulus8	8	111599
93.8825	0.0	CueLeftSF	126	112659
95.465	0.0	Probe4	134	114558
97.43083333333334	0.0	stimulus60	60	116917
98.33083333333333	0.0	CueLeftOrient	127	117997
99.98	0.0	Probe1	131	119976
101.94583333333334	0.0	stimulus84	84	122335
102.87916666666666	0.0	CueRightOrient	129	123455
104.445	0.0	Probe4	134	125334
106.49416666666667	0.0	stimulus11	11	127793
107.3775	0.0	CueRightOrient	129	128853
108.96	0.0	Probe5	135	130752
111.55916666666667	0.0	stimulus15	15	133871
112.4425	0.0	CueLeftOrient	127	134931
114.075	0.0	Probe7	138	136890
116.04083333333334	0.0	stimulus76	76	139249
116.92333333333333	0.0	CueRightOrient	129	140308
118.52333333333333	0.0	Probe4	134	142228
120.3225	0.0	stimulus72	72	144387
121.23916666666666	0.0	CueRightSF	128	145487
122.83833333333334	0.0	Probe6	136	147406
125.7375	0.0	stimulus25	25	150885
126.65333333333334	0.0	CueLeftOrient	127	151984
128.2525	0.0	Probe4	134	153903
130.285	0.0	stimulus10	10	156342
131.16833333333332	0.0	CueRightSF	128	157402
132.73416666666665	0.0	Probe5	135	159281
134.68416666666667	0.0	stimulus115	115	161621
135.6	0.0	CueRightSF	128	162720
137.1825	0.0	Probe5	135	164619
139.11583333333334	0.0	stimulus50	50	166939
140.065	0.0	CueRightSF	128	168078
141.63083333333333	0.0	Probe2	132	169957
144.01333333333332	0.0	stimulus24	24	172816
144.89666666666668	0.0	CueRightSF	128	173876
146.47916666666666	0.0	Probe2	132	175775
148.845	0.0	stimulus80	80	178614
149.695	0.0	CueRightSF	128	179634
151.2775	0.0	Probe2	132	181533
153.49333333333334	0.0	stimulus21	21	184192
154.36	0.0	CueLeftOrient	127	185232
155.9425	0.0	Probe4	134	187131
157.99166666666667	0.0	stimulus12	12	189590
158.875	0.0	CueRightOrient	129	190650
160.44083333333333	0.0	Probe6	136	192529
163.54	0.0	stimulus110	110	196248
164.45583333333335	0.0	CueRightOrient	129	197347
166.05583333333334	0.0	Probe2	132	199267
168.22166666666666	0.0	stimulus51	51	201866
169.12083333333334	0.0	CueLeftOrient	127	202945
170.75333333333333	0.0	Probe8	140	204904
173.51916666666668	0.0	stimulus68	68	208223
174.38583333333332	0.0	CueRightOrient	129	209263
175.95166666666665	0.0	Probe4	134	211142
177.85083333333333	0.0	stimulus15	15	213421
178.7675	0.0	CueLeftSF	126	214521
180.35	0.0	Probe1	131	216420
182.2325	0.0	stimulus60	60	218679
183.1325	0.0	CueLeftSF	126	219759
184.765	0.0	Probe3	133	221718
186.7975	0.0	stimulus1	1	224157
187.71416666666667	0.0	CueLeftSF	126	225257
189.31333333333333	0.0	Probe4	134	227176
192.07916666666668	0.0	stimulus21	21	230495
192.97916666666666	0.0	CueRightSF	128	231575
194.62833333333333	0.0	Probe2	132	233554
196.49416666666667	0.0	stimulus48	48	235793
197.3775	0.0	CueLeftSF	126	236853
198.99333333333334	0.0	Probe4	134	238792
200.92583333333334	0.0	stimulus5	5	241111
201.7925	0.0	CueRightSF	128	242151
