onset	duration	trial_type	event_value	event_sample
4.590833333333333	0.0	stimulus65	65	5509
5.49	0.0	CueRightSF	128	6588
7.0725	0.0	Probe2	132	8487
9.205833333333333	0.0	stimulus15	15	11047
10.121666666666666	0.0	CueLeftSF	126	12146
11.770833333333334	0.0	Probe6	136	14125
13.803333333333333	0.0	stimulus72	72	16564
14.72	0.0	CueRightOrient	129	17664
16.3525	0.0	Probe4	134	19623
18.518333333333334	0.0	stimulus4	4	22222
19.435	0.0	CueRightSF	128	23322
21.0675	0.0	Probe7	138	25281
23.166666666666668	0.0	stimulus115	115	27800
24.116666666666667	0.0	CueRightOrient	129	28940
25.699166666666667	0.0	Probe4	134	30839
27.631666666666668	0.0	stimulus52	52	33158
28.498333333333335	0.0	CueLeftSF	126	34198
30.0975	0.0	Probe7	138	36117
32.08	0.0	stimulus3	3	38496
33.03	0.0	CueLeftOrient	127	39636
34.67916666666667	0.0	Probe2	132	41615
36.645	0.0	stimulus42	42	43974
37.528333333333336	0.0	CueLeftSF	126	45034
39.14416666666666	0.0	Probe4	134	46973
41.14333333333333	0.0	stimulus9	9	49372
42.04333333333334	0.0	CueRightOrient	129	50452
43.67583333333334	0.0	Probe1	131	52411
46.475	0.0	stimulus48	48	55770
47.3575	0.0	CueLeftOrient	127	56829
48.9575	0.0	Probe2	132	58749
51.123333333333335	0.0	stimulus19	19	61348
52.03916666666667	0.0	CueRightOrient	129	62447
53.655833333333334	0.0	Probe3	133	64387
56.5875	0.0	stimulus16	16	67905
57.4875	0.0	CueLeftSF	126	68985
59.10333333333333	0.0	Probe7	138	70924
61.1525	0.0	stimulus24	24	73383
62.01916666666666	0.0	CueLeftOrient	127	74423
63.585	0.0	Probe4	134	76302
66.7175	0.0	stimulus40	40	80061
67.63416666666667	0.0	CueRightSF	128	81161
69.28333333333333	0.0	Probe4	134	83140
71.2825	0.0	stimulus55	55	85539
72.19833333333334	0.0	CueRightSF	128	86638
73.83166666666666	0.0	Probe2	132	88598
75.91416666666667	0.0	stimulus48	48	91097
76.79666666666667	0.0	CueLeftSF	126	92156
78.36333333333333	0.0	Probe2	132	94036
80.47916666666667	0.0	stimulus12	12	96575
81.395	0.0	CueRightSF	128	97674
83.01083333333334	0.0	Probe5	135	99613
84.96083333333333	0.0	stimulus3	3	101953
85.84333333333333	0.0	CueLeftOrient	127	103012
87.42583333333333	0.0	Probe2	132	104911
90.39166666666667	0.0	stimulus24	24	108470
91.25833333333334	0.0	CueLeftSF	126	109510
92.84083333333334	0.0	Probe4	134	111409
94.94	0.0	stimulus70	70	113928
95.84	0.0	CueRightSF	128	115008
97.43916666666667	0.0	Probe4	134	116927
99.43833333333333	0.0	stimulus72	72	119326
100.38833333333334	0.0	CueRightSF	128	120466
101.9875	0.0	Probe5	135	122385
103.82	0.0	stimulus24	24	124584
104.70333333333333	0.0	CueRightSF	128	125644
106.26916666666666	0.0	Probe5	135	127523
108.31833333333333	0.0	stimulus38	38	129982
109.20166666666667	0.0	CueRightOrient	129	131042
110.80083333333333	0.0	Probe2	132	132961
112.88333333333334	0.0	stimulus30	30	135460
113.75	0.0	CueLeftOrient	127	136500
115.31583333333333	0.0	Probe3	133	138379
119.065	0.0	stimulus12	12	142878
119.98083333333334	0.0	CueRightSF	128	143977
121.58	0.0	Probe2	132	145896
124.3125	0.0	stimulus44	44	149175
125.19583333333334	0.0	CueRightSF	128	150235
126.82833333333333	0.0	Probe3	133	152194
129.59416666666667	0.0	stimulus68	68	155513
130.52666666666667	0.0	CueLeftOrient	127	156632
132.12666666666667	0.0	Probe2	132	158552
135.025	0.0	stimulus60	60	162030
135.90833333333333	0.0	CueLeftOrient	127	163090
137.52416666666667	0.0	Probe6	136	165029
139.57333333333332	0.0	stimulus125	125	167488
140.50666666666666	0.0	CueRightSF	128	168608
142.08916666666667	0.0	Probe4	134	170507
144.22166666666666	0.0	stimulus35	35	173066
145.13833333333332	0.0	CueLeftSF	126	174166
146.72083333333333	0.0	Probe7	138	176065
148.73666666666668	0.0	stimulus4	4	178484
149.68666666666667	0.0	CueRightSF	128	179624
151.3025	0.0	Probe4	134	181563
153.15166666666667	0.0	stimulus24	24	183782
154.05166666666668	0.0	CueLeftSF	126	184862
155.68416666666667	0.0	Probe2	132	186821
157.7	0.0	stimulus72	72	189240
158.65	0.0	CueLeftOrient	127	190380
160.2825	0.0	Probe8	140	192339
163.81416666666667	0.0	stimulus11	11	196577
164.73083333333332	0.0	CueLeftOrient	127	197677
166.33	0.0	Probe3	133	199596
168.54583333333332	0.0	stimulus44	44	202255
169.4625	0.0	CueLeftSF	126	203355
171.095	0.0	Probe6	136	205314
173.34416666666667	0.0	stimulus36	36	208013
174.19416666666666	0.0	CueLeftOrient	127	209033
175.81	0.0	Probe2	132	210972
177.92583333333334	0.0	stimulus60	60	213511
178.8425	0.0	CueRightOrient	129	214611
180.40833333333333	0.0	Probe2	132	216490
182.57416666666666	0.0	stimulus4	4	219089
183.49083333333334	0.0	CueLeftSF	126	220189
185.12333333333333	0.0	Probe7	138	222148
187.9725	0.0	stimulus3	3	225567
188.88833333333332	0.0	CueRightOrient	129	226666
190.47083333333333	0.0	Probe5	135	228565
192.35416666666666	0.0	stimulus10	10	230825
193.22	0.0	CueRightOrient	129	231864
194.82	0.0	Probe2	132	233784
197.03583333333333	0.0	stimulus13	13	236443
197.985	0.0	CueRightSF	128	237582
199.63416666666666	0.0	Probe7	138	239561
202.36666666666667	0.0	stimulus88	88	242840
203.3	0.0	CueRightOrient	129	243960
204.89916666666667	0.0	Probe6	136	245879
206.93166666666667	0.0	stimulus72	72	248318
207.88166666666666	0.0	CueLeftSF	126	249458
209.4475	0.0	Probe8	140	251337
212.43	0.0	stimulus75	75	254916
213.3125	0.0	CueLeftSF	126	255975
214.87916666666666	0.0	Probe6	136	257855
218.69416666666666	0.0	stimulus100	100	262433
219.6275	0.0	CueRightSF	128	263553
221.27666666666667	0.0	Probe8	140	265532
223.27583333333334	0.0	stimulus92	92	267931
224.19166666666666	0.0	CueLeftSF	126	269030
225.79166666666666	0.0	Probe8	140	270950
227.79083333333332	0.0	stimulus85	85	273349
228.74	0.0	CueRightOrient	129	274488
230.32333333333332	0.0	Probe2	132	276388
233.00583333333333	0.0	stimulus65	65	279607
233.87166666666667	0.0	CueRightSF	128	280646
235.50416666666666	0.0	Probe2	132	282605
239.40333333333334	0.0	stimulus15	15	287284
240.33583333333334	0.0	CueLeftOrient	127	288403
241.90166666666667	0.0	Probe7	138	290282
245.00083333333333	0.0	stimulus33	33	294001
245.8675	0.0	CueRightOrient	129	295041
247.45	0.0	Probe4	134	296940
249.41583333333332	0.0	stimulus21	21	299299
250.36583333333334	0.0	CueLeftOrient	127	300439
251.99833333333333	0.0	Probe4	134	302398
254.2475	0.0	stimulus90	90	305097
255.13083333333333	0.0	CueLeftSF	126	306157
256.7633333333333	0.0	Probe2	132	308116
258.6625	0.0	stimulus72	72	310395
259.54583333333335	0.0	CueLeftSF	126	311455
261.1616666666667	0.0	Probe6	136	313394
263.39416666666665	0.0	stimulus34	34	316073
264.3275	0.0	CueRightOrient	129	317193
265.9433333333333	0.0	Probe4	134	319132
267.8425	0.0	stimulus110	110	321411
268.72583333333336	0.0	CueLeftSF	126	322471
270.35833333333335	0.0	Probe6	136	324430
272.9575	0.0	stimulus4	4	327549
273.84	0.0	CueLeftOrient	127	328608
