onset	duration	trial_type	event_value	event_sample
3.9075	0.0	stimulus20	20	4689
4.8075	0.0	CueRightOrient	129	5769
6.456666666666667	0.0	Probe4	134	7748
8.755833333333333	0.0	stimulus28	28	10507
9.655	0.0	CueLeftOrient	127	11586
11.238333333333333	0.0	Probe1	131	13486
13.154166666666667	0.0	stimulus19	19	15785
14.053333333333333	0.0	CueRightSF	128	16864
15.703333333333333	0.0	Probe8	140	18844
18.11916666666667	0.0	stimulus64	64	21743
19.06833333333333	0.0	CueLeftOrient	127	22882
20.684166666666666	0.0	Probe4	134	24821
22.634166666666665	0.0	stimulus68	68	27161
23.566666666666666	0.0	CueRightOrient	129	28280
25.16583333333333	0.0	Probe4	134	30199
27.548333333333332	0.0	stimulus42	42	33058
28.481666666666666	0.0	CueLeftSF	126	34178
30.13083333333333	0.0	Probe5	135	36157
33.43	0.0	stimulus8	8	40116
34.3625	0.0	CueRightOrient	129	41235
35.92916666666667	0.0	Probe2	132	43115
37.928333333333335	0.0	stimulus17	17	45514
38.810833333333335	0.0	CueRightOrient	129	46573
40.4275	0.0	Probe4	134	48513
42.39333333333333	0.0	stimulus10	10	50872
43.30916666666667	0.0	CueRightSF	128	51971
44.9425	0.0	Probe3	133	53931
47.740833333333335	0.0	stimulus100	100	57289
48.6575	0.0	CueLeftOrient	127	58389
50.27333333333333	0.0	Probe8	140	60328
53.1225	0.0	stimulus26	26	63747
54.005	0.0	CueLeftSF	126	64806
55.655	0.0	Probe3	133	66786
58.37083333333333	0.0	stimulus72	72	70045
59.27	0.0	CueLeftSF	126	71124
60.88583333333333	0.0	Probe8	140	73063
64.31833333333333	0.0	stimulus22	22	77182
65.2675	0.0	CueLeftSF	126	78321
66.9175	0.0	Probe2	132	80301
68.76666666666667	0.0	stimulus84	84	82520
69.66666666666667	0.0	CueRightSF	128	83600
71.29916666666666	0.0	Probe2	132	85559
73.565	0.0	stimulus21	21	88278
74.43083333333334	0.0	CueLeftSF	126	89317
76.06416666666667	0.0	Probe3	133	91277
78.04666666666667	0.0	stimulus16	16	93656
78.9625	0.0	CueLeftOrient	127	94755
80.57916666666667	0.0	Probe4	134	96695
82.795	0.0	stimulus88	88	99354
83.7275	0.0	CueRightOrient	129	100473
85.31	0.0	Probe2	132	102372
87.32666666666667	0.0	stimulus14	14	104792
88.25916666666667	0.0	CueLeftSF	126	105911
89.875	0.0	Probe8	140	107850
94.15666666666667	0.0	stimulus95	95	112988
95.02333333333333	0.0	CueLeftOrient	127	114028
96.65583333333333	0.0	Probe5	135	115987
98.60583333333334	0.0	stimulus33	33	118327
99.47166666666666	0.0	CueLeftOrient	127	119366
101.0375	0.0	Probe2	132	121245
103.30333333333333	0.0	stimulus24	24	123964
104.17	0.0	CueLeftOrient	127	125004
105.8025	0.0	Probe8	140	126963
112.33333333333333	0.0	stimulus40	40	134800
113.21666666666667	0.0	CueLeftSF	126	135860
114.81583333333333	0.0	Probe3	133	137779
116.78166666666667	0.0	stimulus36	36	140138
117.665	0.0	CueRightSF	128	141198
119.31416666666667	0.0	Probe7	138	143177
121.38	0.0	stimulus45	45	145656
122.31333333333333	0.0	CueLeftOrient	127	146776
123.9625	0.0	Probe8	140	148755
126.12833333333333	0.0	stimulus69	69	151354
126.995	0.0	CueLeftOrient	127	152394
128.6275	0.0	Probe1	131	154353
131.66	0.0	stimulus105	105	157992
132.52583333333334	0.0	CueLeftSF	126	159031
134.17583333333334	0.0	Probe7	138	161011
137.17416666666668	0.0	stimulus20	20	164609
138.07416666666666	0.0	CueLeftSF	126	165689
139.72333333333333	0.0	Probe1	131	167668
143.2225	0.0	stimulus32	32	171867
144.13833333333332	0.0	CueRightSF	128	172966
145.7875	0.0	Probe5	135	174945
147.72083333333333	0.0	stimulus20	20	177265
148.58666666666667	0.0	CueLeftSF	126	178304
150.2025	0.0	Probe8	140	180243
153.26833333333335	0.0	stimulus10	10	183922
154.21833333333333	0.0	CueLeftOrient	127	185062
155.85083333333333	0.0	Probe2	132	187021
157.7	0.0	stimulus30	30	189240
158.63333333333333	0.0	CueRightOrient	129	190360
160.2325	0.0	Probe4	134	192279
162.28166666666667	0.0	stimulus100	100	194738
163.14833333333334	0.0	CueRightSF	128	195778
164.78083333333333	0.0	Probe7	138	197737
167.56333333333333	0.0	stimulus40	40	201076
168.42916666666667	0.0	CueRightSF	128	202115
170.0125	0.0	Probe1	131	204015
174.3275	0.0	stimulus88	88	209193
175.24333333333334	0.0	CueRightOrient	129	210292
176.8925	0.0	Probe6	136	212271
180.19166666666666	0.0	stimulus20	20	216230
181.14166666666668	0.0	CueLeftSF	126	217370
182.7575	0.0	Probe8	140	219309
184.80666666666667	0.0	stimulus20	20	221768
185.72333333333333	0.0	CueRightSF	128	222868
187.3725	0.0	Probe4	134	224847
189.355	0.0	stimulus9	9	227226
190.305	0.0	CueRightSF	128	228366
191.87083333333334	0.0	Probe1	131	230245
193.90333333333334	0.0	stimulus20	20	232684
194.81916666666666	0.0	CueLeftSF	126	233783
196.4025	0.0	Probe8	140	235683
199.335	0.0	stimulus100	100	239202
200.20083333333332	0.0	CueLeftSF	126	240241
201.78333333333333	0.0	Probe7	138	242140
203.76666666666668	0.0	stimulus5	5	244520
204.64916666666667	0.0	CueLeftOrient	127	245579
206.28166666666667	0.0	Probe1	131	247538
208.13166666666666	0.0	stimulus110	110	249758
209.01416666666665	0.0	CueLeftOrient	127	250817
