onset	duration	trial_type	event_value	event_sample
6.1658333333333335	0.0	stimulus63	63	7399
7.015833333333333	0.0	CueLeftSF	126	8419
8.598333333333333	0.0	Probe4	134	10318
10.7475	0.0	stimulus50	50	12897
11.664166666666667	0.0	CueLeftSF	126	13997
13.263333333333334	0.0	Probe5	135	15916
15.1625	0.0	stimulus28	28	18195
16.0625	0.0	CueRightOrient	129	19275
17.645	0.0	Probe4	134	21174
19.610833333333332	0.0	stimulus56	56	23533
20.493333333333332	0.0	CueLeftSF	126	24592
22.093333333333334	0.0	Probe6	136	26512
24.259166666666665	0.0	stimulus39	39	29111
25.141666666666666	0.0	CueRightOrient	129	30170
26.725	0.0	Probe2	132	32070
28.640833333333333	0.0	stimulus21	21	34369
29.54	0.0	CueRightSF	128	35448
31.19	0.0	Probe3	133	37428
33.38916666666667	0.0	stimulus120	120	40067
34.305	0.0	CueLeftOrient	127	41166
35.954166666666666	0.0	Probe1	131	43145
37.8875	0.0	stimulus12	12	45465
38.836666666666666	0.0	CueLeftOrient	127	46604
40.43666666666667	0.0	Probe6	136	48524
42.63583333333333	0.0	stimulus16	16	51163
43.51833333333333	0.0	CueLeftOrient	127	52222
45.1175	0.0	Probe3	133	54141
47.034166666666664	0.0	stimulus110	110	56441
47.93333333333333	0.0	CueLeftSF	126	57520
49.49916666666667	0.0	Probe2	132	59399
51.64833333333333	0.0	stimulus2	2	61978
52.58166666666666	0.0	CueRightOrient	129	63098
54.16416666666667	0.0	Probe3	133	64997
56.030833333333334	0.0	stimulus85	85	67237
56.88	0.0	CueRightSF	128	68256
58.446666666666665	0.0	Probe4	134	70136
60.34583333333333	0.0	stimulus18	18	72415
61.195	0.0	CueLeftSF	126	73434
62.845	0.0	Probe1	131	75414
64.74416666666667	0.0	stimulus14	14	77693
65.64333333333333	0.0	CueLeftOrient	127	78772
67.26	0.0	Probe2	132	80712
69.30916666666667	0.0	stimulus40	40	83171
70.19166666666666	0.0	CueLeftOrient	127	84230
71.84083333333334	0.0	Probe1	131	86209
73.84083333333334	0.0	stimulus80	80	88609
74.74	0.0	CueLeftSF	126	89688
76.35666666666667	0.0	Probe2	132	91628
78.3725	0.0	stimulus120	120	94047
79.32166666666667	0.0	CueLeftOrient	127	95186
80.9375	0.0	Probe8	140	97125
82.92083333333333	0.0	stimulus3	3	99505
83.83666666666667	0.0	CueRightOrient	129	100604
85.41916666666667	0.0	Probe7	138	102503
88.35166666666667	0.0	stimulus8	8	106022
89.26833333333333	0.0	CueLeftSF	126	107122
90.85083333333333	0.0	Probe8	140	109021
92.81666666666666	0.0	stimulus64	64	111380
93.75	0.0	CueRightSF	128	112500
95.3825	0.0	Probe4	134	114459
97.98166666666667	0.0	stimulus33	33	117578
98.83083333333333	0.0	CueLeftOrient	127	118597
100.41416666666667	0.0	Probe3	133	120497
104.52916666666667	0.0	stimulus35	35	125435
105.37916666666666	0.0	CueRightOrient	129	126455
