onset	duration	trial_type	event_value	event_sample
4.6075	0.0	stimulus44	44	5529
5.490833333333334	0.0	CueRightSF	128	6589
7.123333333333333	0.0	Probe3	133	8548
9.089166666666667	0.0	stimulus8	8	10907
10.0225	0.0	CueRightSF	128	12027
11.655	0.0	Probe2	132	13986
13.620833333333334	0.0	stimulus5	5	16345
14.470833333333333	0.0	CueLeftSF	126	17365
16.086666666666666	0.0	Probe2	132	19304
17.935833333333335	0.0	stimulus42	42	21523
18.785833333333333	0.0	CueLeftSF	126	22543
20.385	0.0	Probe7	138	24462
22.384166666666665	0.0	stimulus4	4	26861
23.234166666666667	0.0	CueLeftOrient	127	27881
24.85	0.0	Probe1	131	29820
26.715833333333332	0.0	stimulus54	54	32059
27.5825	0.0	CueLeftOrient	127	33099
29.165	0.0	Probe3	133	34998
31.031666666666666	0.0	stimulus4	4	37238
31.914166666666667	0.0	CueRightSF	128	38297
33.48	0.0	Probe4	134	40176
35.413333333333334	0.0	stimulus100	100	42496
36.34583333333333	0.0	CueLeftOrient	127	43615
37.945	0.0	Probe4	134	45534
40.344166666666666	0.0	stimulus38	38	48413
41.2275	0.0	CueRightSF	128	49473
42.876666666666665	0.0	Probe5	135	51452
44.725833333333334	0.0	stimulus15	15	53671
45.60916666666667	0.0	CueLeftSF	126	54731
47.225	0.0	Probe4	134	56670
50.0075	0.0	stimulus16	16	60009
50.9075	0.0	CueRightOrient	129	61089
52.49	0.0	Probe2	132	62988
54.45583333333333	0.0	stimulus6	6	65347
55.339166666666664	0.0	CueRightSF	128	66407
56.888333333333335	0.0	Probe1	131	68266
58.770833333333336	0.0	stimulus9	9	70525
59.704166666666666	0.0	CueRightOrient	129	71645
61.27	0.0	Probe2	132	73524
63.26916666666666	0.0	stimulus18	18	75923
64.18583333333333	0.0	CueRightSF	128	77023
65.76833333333333	0.0	Probe5	135	78922
67.8675	0.0	stimulus60	60	81441
68.73416666666667	0.0	CueLeftOrient	127	82481
70.33333333333333	0.0	Probe8	140	84400
72.36583333333333	0.0	stimulus57	57	86839
73.23166666666667	0.0	CueLeftOrient	127	87878
74.815	0.0	Probe6	136	89778
76.96416666666667	0.0	stimulus96	96	92357
77.88	0.0	CueLeftOrient	127	93456
79.46333333333334	0.0	Probe4	134	95356
81.42916666666666	0.0	stimulus25	25	97715
82.32833333333333	0.0	CueLeftOrient	127	98794
83.96166666666667	0.0	Probe2	132	100754
86.0275	0.0	stimulus56	56	103233
86.91	0.0	CueRightOrient	129	104292
88.56	0.0	Probe2	132	106272
90.67583333333333	0.0	stimulus30	30	108811
91.55833333333334	0.0	CueRightSF	128	109870
93.19166666666666	0.0	Probe4	134	111830
96.20666666666666	0.0	stimulus66	66	115448
97.14	0.0	CueLeftSF	126	116568
98.75583333333333	0.0	Probe8	140	118507
100.73833333333333	0.0	stimulus8	8	120886
101.68833333333333	0.0	CueRightOrient	129	122026
103.2875	0.0	Probe3	133	123945
105.23666666666666	0.0	stimulus2	2	126284
106.15333333333334	0.0	CueRightSF	128	127384
107.78583333333333	0.0	Probe2	132	129343
109.75166666666667	0.0	stimulus2	2	131702
110.685	0.0	CueRightSF	128	132822
112.28416666666666	0.0	Probe6	136	134741
114.26666666666667	0.0	stimulus75	75	137120
115.15	0.0	CueLeftSF	126	138180
116.7825	0.0	Probe6	136	140139
118.83166666666666	0.0	stimulus24	24	142598
119.74833333333333	0.0	CueRightOrient	129	143698
121.36416666666666	0.0	Probe2	132	145637
124.31333333333333	0.0	stimulus18	18	149176
125.24583333333334	0.0	CueRightSF	128	150295
126.86166666666666	0.0	Probe4	134	152234
129.37833333333333	0.0	stimulus8	8	155254
130.29416666666665	0.0	CueRightOrient	129	156353
131.92666666666668	0.0	Probe7	138	158312
133.92583333333334	0.0	stimulus18	18	160711
134.82583333333332	0.0	CueRightSF	128	161791
136.40833333333333	0.0	Probe2	132	163690
138.375	0.0	stimulus30	30	166050
139.29083333333332	0.0	CueRightOrient	129	167149
140.87333333333333	0.0	Probe6	136	169048
143.3725	0.0	stimulus36	36	172047
144.23916666666668	0.0	CueRightOrient	129	173087
145.83833333333334	0.0	Probe2	132	175006
147.9375	0.0	stimulus18	18	177525
148.80416666666667	0.0	CueLeftSF	126	178565
150.37	0.0	Probe4	134	180444
152.63583333333332	0.0	stimulus60	60	183163
153.53583333333333	0.0	CueRightOrient	129	184243
155.16833333333332	0.0	Probe8	140	186202
157.13416666666666	0.0	stimulus88	88	188561
158.05083333333334	0.0	CueRightOrient	129	189661
159.66666666666666	0.0	Probe4	134	191600
162.66583333333332	0.0	stimulus115	115	195199
163.59833333333333	0.0	CueLeftOrient	127	196318
165.21416666666667	0.0	Probe4	134	198257
167.2975	0.0	stimulus38	38	200757
168.18	0.0	CueLeftSF	126	201816
169.82916666666668	0.0	Probe4	134	203795
171.7125	0.0	stimulus44	44	206055
172.56166666666667	0.0	CueLeftSF	126	207074
174.21083333333334	0.0	Probe4	134	209053
176.06083333333333	0.0	stimulus28	28	211273
176.96	0.0	CueLeftSF	126	212352
178.5425	0.0	Probe5	135	214251
180.45916666666668	0.0	stimulus60	60	216551
181.375	0.0	CueLeftSF	126	217650
183.02416666666667	0.0	Probe4	134	219629
184.89083333333335	0.0	stimulus44	44	221869
185.80666666666667	0.0	CueLeftSF	126	222968
187.37333333333333	0.0	Probe5	135	224848
190.62166666666667	0.0	stimulus30	30	228746
191.52166666666668	0.0	CueRightOrient	129	229826
193.15416666666667	0.0	Probe6	136	231785
195.23666666666668	0.0	stimulus22	22	234284
196.12	0.0	CueLeftSF	126	235344
197.71916666666667	0.0	Probe4	134	237263
199.66833333333332	0.0	stimulus20	20	239602
200.55166666666668	0.0	CueRightSF	128	240662
202.15083333333334	0.0	Probe4	134	242581
204.66666666666666	0.0	stimulus40	40	245600
205.56666666666666	0.0	CueLeftOrient	127	246680
207.14916666666667	0.0	Probe2	132	248579
208.965	0.0	stimulus96	96	250758
209.88166666666666	0.0	CueLeftSF	126	251858
211.4475	0.0	Probe5	135	253737
213.39666666666668	0.0	stimulus15	15	256076
214.26333333333332	0.0	CueLeftOrient	127	257116
215.89583333333334	0.0	Probe8	140	259075
217.91166666666666	0.0	stimulus17	17	261494
218.79416666666665	0.0	CueRightSF	128	262553
220.39416666666668	0.0	Probe5	135	264473
222.39333333333335	0.0	stimulus85	85	266872
223.25916666666666	0.0	CueLeftSF	126	267911
224.90916666666666	0.0	Probe1	131	269891
227.54166666666666	0.0	stimulus16	16	273050
228.4075	0.0	CueRightOrient	129	274089
229.99	0.0	Probe4	134	275988
231.97333333333333	0.0	stimulus72	72	278368
232.90583333333333	0.0	CueLeftSF	126	279487
234.53833333333333	0.0	Probe8	140	281446
236.33833333333334	0.0	stimulus17	17	283606
237.20416666666668	0.0	CueRightOrient	129	284645
238.82	0.0	Probe8	140	286584
240.73666666666668	0.0	stimulus2	2	288884
241.68666666666667	0.0	CueRightSF	128	290024
243.2525	0.0	Probe5	135	291903
245.26833333333335	0.0	stimulus27	27	294322
246.18416666666667	0.0	CueLeftSF	126	295421
247.81666666666666	0.0	Probe1	131	297380
249.65	0.0	stimulus85	85	299580
250.56583333333333	0.0	CueLeftSF	126	300679
252.21583333333334	0.0	Probe1	131	302659
254.09833333333333	0.0	stimulus36	36	304918
254.9975	0.0	CueLeftOrient	127	305997
256.6308333333333	0.0	Probe4	134	307957
