onset	duration	trial_type	event_value	event_sample
3.5083333333333333	0.0	stimulus120	120	4210
4.390833333333333	0.0	CueRightSF	128	5269
6.024166666666667	0.0	Probe4	134	7229
7.94	0.0	stimulus28	28	9528
8.8725	0.0	CueRightSF	128	10647
10.471666666666666	0.0	Probe1	131	12566
12.438333333333333	0.0	stimulus27	27	14926
13.354166666666666	0.0	CueLeftOrient	127	16025
14.936666666666667	0.0	Probe1	131	17924
16.85333333333333	0.0	stimulus2	2	20224
17.735833333333332	0.0	CueLeftSF	126	21283
19.3525	0.0	Probe6	136	23223
21.268333333333334	0.0	stimulus72	72	25522
22.150833333333335	0.0	CueRightOrient	129	26581
23.784166666666668	0.0	Probe3	133	28541
26.116666666666667	0.0	stimulus8	8	31340
27.015833333333333	0.0	CueLeftOrient	127	32419
28.665	0.0	Probe4	134	34398
30.881666666666668	0.0	stimulus92	92	37058
31.7975	0.0	CueRightSF	128	38157
33.38	0.0	Probe4	134	40056
35.44583333333333	0.0	stimulus60	60	42535
36.34583333333333	0.0	CueRightOrient	129	43615
37.91166666666667	0.0	Probe7	138	45494
40.19416666666667	0.0	stimulus63	63	48233
41.1275	0.0	CueLeftOrient	127	49353
42.776666666666664	0.0	Probe8	140	51332
44.9425	0.0	stimulus16	16	53931
45.80916666666667	0.0	CueRightSF	128	54971
47.40833333333333	0.0	Probe2	132	56890
49.424166666666665	0.0	stimulus48	48	59309
50.29083333333333	0.0	CueRightSF	128	60349
51.906666666666666	0.0	Probe8	140	62288
54.8225	0.0	stimulus2	2	65787
55.705	0.0	CueLeftSF	126	66846
57.321666666666665	0.0	Probe1	131	68786
59.30416666666667	0.0	stimulus63	63	71165
60.20333333333333	0.0	CueRightOrient	129	72244
61.78666666666667	0.0	Probe7	138	74144
64.43583333333333	0.0	stimulus32	32	77323
65.31833333333333	0.0	CueLeftOrient	127	78382
66.90083333333334	0.0	Probe8	140	80281
69.78333333333333	0.0	stimulus28	28	83740
70.71666666666667	0.0	CueLeftOrient	127	84860
72.2825	0.0	Probe4	134	86739
74.33166666666666	0.0	stimulus25	25	89198
75.19833333333334	0.0	CueRightOrient	129	90238
76.83083333333333	0.0	Probe4	134	92197
78.81333333333333	0.0	stimulus76	76	94576
79.73	0.0	CueRightOrient	129	95676
81.34583333333333	0.0	Probe2	132	97615
83.31166666666667	0.0	stimulus56	56	99974
84.22833333333334	0.0	CueLeftOrient	127	101074
