onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	63.0	70.0
8.5312	0.0002	Stimulus/S128	2	42656	63.0	70.0
15.6432	0.0002	Stimulus/S128	2	78216	63.0	70.0
22.7204	0.0002	Stimulus/S128	2	113602	63.0	70.0
29.7838	0.0002	Stimulus/S128	2	148919	63.0	70.0
36.8472	0.0002	Stimulus/S128	2	184236	63.0	70.0
42.9106	0.0002	Stimulus/S128	2	214553	63.0	70.0
50.974	0.0002	Stimulus/S128	2	254870	63.0	70.0
57.0442	0.0002	Stimulus/S128	2	285221	63.0	70.0
63.17	0.0002	Stimulus/S128	2	315850	63.0	70.0
69.2334	0.0002	Stimulus/S128	2	346167	63.0	70.0
76.3038	0.0002	Stimulus/S128	2	381519	63.0	70.0
82.374	0.0002	Stimulus/S128	2	411870	63.0	70.0
88.4442	0.0002	Stimulus/S128	2	442221	63.0	70.0
96.5146	0.0002	Stimulus/S128	2	482573	63.0	70.0
103.578	0.0002	Stimulus/S128	2	517890	63.0	70.0
110.6416	0.0002	Stimulus/S128	2	553208	63.0	70.0
117.705	0.0002	Stimulus/S128	2	588525	63.0	70.0
123.7682	0.0002	Stimulus/S128	2	618841	63.0	70.0
130.8872	0.0002	Stimulus/S128	2	654436	63.0	70.0
138.9576	0.0002	Stimulus/S128	2	694788	63.0	70.0
145.0418	0.0002	Stimulus/S128	2	725209	63.0	70.0
153.1122	0.0002	Stimulus/S128	2	765561	63.0	70.0
161.1826	0.0002	Stimulus/S128	2	805913	63.0	70.0
169.2462	0.0002	Stimulus/S128	2	846231	63.0	70.0
177.3168	0.0002	Stimulus/S128	2	886584	63.0	70.0
183.38	0.0002	Stimulus/S128	2	916900	63.0	70.0
191.4436	0.0002	Stimulus/S128	2	957218	63.0	70.0
199.507	0.0002	Stimulus/S128	2	997535	63.0	70.0
206.5774	0.0002	Stimulus/S128	2	1032887	63.0	70.0
212.6546	0.0002	Stimulus/S128	2	1063273	63.0	70.0
218.718	0.0002	Stimulus/S128	2	1093590	63.0	70.0
225.7882	0.0002	Stimulus/S128	2	1128941	63.0	70.0
232.8586	0.0002	Stimulus/S128	2	1164293	63.0	70.0
240.9222	0.0002	Stimulus/S128	2	1204611	63.0	70.0
247.9856	0.0002	Stimulus/S128	2	1239928	63.0	70.0
255.049	0.0002	Stimulus/S128	2	1275245	63.0	70.0
262.161	0.0002	Stimulus/S128	2	1310805	63.0	70.0
268.2312	0.0002	Stimulus/S128	2	1341156	63.0	70.0
276.2948	0.0002	Stimulus/S128	2	1381474	63.0	70.0
284.3582	0.0002	Stimulus/S128	2	1421791	63.0	70.0
292.4218	0.0002	Stimulus/S128	2	1462109	63.0	70.0
298.485	0.0002	Stimulus/S128	2	1492425	63.0	70.0
306.5486	0.0002	Stimulus/S128	2	1532743	63.0	70.0
312.6188	0.0002	Stimulus/S128	2	1563094	63.0	70.0
319.6876	0.0002	Stimulus/S128	2	1598438	63.0	70.0
327.7806	0.0002	Stimulus/S128	2	1638903	63.0	70.0
335.858	0.0002	Stimulus/S128	2	1679290	63.0	70.0
343.9216	0.0002	Stimulus/S128	2	1719608	63.0	70.0
349.9848	0.0002	Stimulus/S128	2	1749924	63.0	70.0
356.0618	0.0002	Stimulus/S128	2	1780309	63.0	70.0
364.1254	0.0002	Stimulus/S128	2	1820627	63.0	70.0
370.1888	0.0002	Stimulus/S128	2	1850944	63.0	70.0
376.2784	0.0002	Stimulus/S128	2	1881392	63.0	70.0
383.4196	0.0002	Stimulus/S128	2	1917098	63.0	70.0
