onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	63.0	70.0
6.8742	0.0002	Stimulus/S128	2	34371	63.0	70.0
13.9584	0.0002	Stimulus/S128	2	69792	63.0	70.0
20.0286	0.0002	Stimulus/S128	2	100143	63.0	70.0
28.0922	0.0002	Stimulus/S128	2	140461	63.0	70.0
36.1626	0.0002	Stimulus/S128	2	180813	63.0	70.0
42.24	0.0002	Stimulus/S128	2	211200	63.0	70.0
50.3104	0.0002	Stimulus/S128	2	251552	63.0	70.0
56.3806	0.0002	Stimulus/S128	2	281903	63.0	70.0
63.4648	0.0002	Stimulus/S128	2	317324	63.0	70.0
71.5422	0.0002	Stimulus/S128	2	357711	63.0	70.0
77.6332	0.0002	Stimulus/S128	2	388166	63.0	70.0
83.7036	0.0002	Stimulus/S128	2	418518	63.0	70.0
90.7668	0.0002	Stimulus/S128	2	453834	63.0	70.0
96.8302	0.0002	Stimulus/S128	2	484151	63.0	70.0
104.8938	0.0002	Stimulus/S128	2	524469	63.0	70.0
112.9712	0.0002	Stimulus/S128	2	564856	63.0	70.0
120.0416	0.0002	Stimulus/S128	2	600208	63.0	70.0
126.1048	0.0002	Stimulus/S128	2	630524	63.0	70.0
132.168	0.0002	Stimulus/S128	2	660840	63.0	70.0
139.2524	0.0002	Stimulus/S128	2	696262	63.0	70.0
146.3158	0.0002	Stimulus/S128	2	731579	63.0	70.0
154.3794	0.0002	Stimulus/S128	2	771897	63.0	70.0
160.4426	0.0002	Stimulus/S128	2	802213	63.0	70.0
166.506	0.0002	Stimulus/S128	2	832530	63.0	70.0
173.5832	0.0002	Stimulus/S128	2	867916	63.0	70.0
179.6534	0.0002	Stimulus/S128	2	898267	63.0	70.0
185.7168	0.0002	Stimulus/S128	2	928584	63.0	70.0
191.7938	0.0002	Stimulus/S128	2	958969	63.0	70.0
199.8714	0.0002	Stimulus/S128	2	999357	63.0	70.0
206.9346	0.0002	Stimulus/S128	2	1034673	63.0	70.0
215.005	0.0002	Stimulus/S128	2	1075025	63.0	70.0
222.0894	0.0002	Stimulus/S128	2	1110447	63.0	70.0
229.1528	0.0002	Stimulus/S128	2	1145764	63.0	70.0
235.216	0.0002	Stimulus/S128	2	1176080	63.0	70.0
241.3002	0.0002	Stimulus/S128	2	1206501	63.0	70.0
249.3706	0.0002	Stimulus/S128	2	1246853	63.0	70.0
257.4412	0.0002	Stimulus/S128	2	1287206	63.0	70.0
265.5116	0.0002	Stimulus/S128	2	1327558	63.0	70.0
272.575	0.0002	Stimulus/S128	2	1362875	63.0	70.0
280.6432	0.0002	Stimulus/S128	2	1403216	63.0	70.0
288.723	0.0002	Stimulus/S128	2	1443615	63.0	70.0
296.7936	0.0002	Stimulus/S128	2	1483968	63.0	70.0
303.857	0.0002	Stimulus/S128	2	1519285	63.0	70.0
311.9344	0.0002	Stimulus/S128	2	1559672	63.0	70.0
318.0114	0.0002	Stimulus/S128	2	1590057	63.0	70.0
325.1026	0.0002	Stimulus/S128	2	1625513	63.0	70.0
332.1798	0.0002	Stimulus/S128	2	1660899	63.0	70.0
340.2504	0.0002	Stimulus/S128	2	1701252	63.0	70.0
346.3138	0.0002	Stimulus/S128	2	1731569	63.0	70.0
352.3908	0.0002	Stimulus/S128	2	1761954	63.0	70.0
359.4542	0.0002	Stimulus/S128	2	1797271	63.0	70.0
366.5246	0.0002	Stimulus/S128	2	1832623	63.0	70.0
373.595	0.0002	Stimulus/S128	2	1867975	63.0	70.0
