onset	duration	trial_type	value	sample	tms rmt	working amplitude
0.0	0.0002	New Segment/	1	0	63.0	70.0
33.7916	0.0002	Stimulus/S128	2	168958	63.0	70.0
41.626	0.0002	Stimulus/S128	2	208130	63.0	70.0
49.4602	0.0002	Stimulus/S128	2	247301	63.0	70.0
55.2944	0.0002	Stimulus/S128	2	276472	63.0	70.0
62.1286	0.0002	Stimulus/S128	2	310643	63.0	70.0
68.9626	0.0002	Stimulus/S128	2	344813	63.0	70.0
74.7968	0.0002	Stimulus/S128	2	373984	63.0	70.0
80.631	0.0002	Stimulus/S128	2	403155	63.0	70.0
87.472	0.0002	Stimulus/S128	2	437360	63.0	70.0
94.3062	0.0002	Stimulus/S128	2	471531	63.0	70.0
100.1404	0.0002	Stimulus/S128	2	500702	63.0	70.0
107.9748	0.0002	Stimulus/S128	2	539874	63.0	70.0
115.809	0.0002	Stimulus/S128	2	579045	63.0	70.0
121.643	0.0002	Stimulus/S128	2	608215	63.0	70.0
129.4774	0.0002	Stimulus/S128	2	647387	63.0	70.0
136.3116	0.0002	Stimulus/S128	2	681558	63.0	70.0
142.1458	0.0002	Stimulus/S128	2	710729	63.0	70.0
148.98	0.0002	Stimulus/S128	2	744900	63.0	70.0
156.8144	0.0002	Stimulus/S128	2	784072	63.0	70.0
162.6484	0.0002	Stimulus/S128	2	813242	63.0	70.0
169.4826	0.0002	Stimulus/S128	2	847413	63.0	70.0
175.3166	0.0002	Stimulus/S128	2	876583	63.0	70.0
181.1508	0.0002	Stimulus/S128	2	905754	63.0	70.0
187.985	0.0002	Stimulus/S128	2	939925	63.0	70.0
195.8192	0.0002	Stimulus/S128	2	979096	63.0	70.0
203.6592	0.0002	Stimulus/S128	2	1018296	63.0	70.0
210.4948	0.0002	Stimulus/S128	2	1052474	63.0	70.0
217.329	0.0002	Stimulus/S128	2	1086645	63.0	70.0
224.1632	0.0002	Stimulus/S128	2	1120816	63.0	70.0
229.9974	0.0002	Stimulus/S128	2	1149987	63.0	70.0
237.8316	0.0002	Stimulus/S128	2	1189158	63.0	70.0
245.666	0.0002	Stimulus/S128	2	1228330	63.0	70.0
251.5004	0.0002	Stimulus/S128	2	1257502	63.0	70.0
257.3342	0.0002	Stimulus/S128	2	1286671	63.0	70.0
265.1684	0.0002	Stimulus/S128	2	1325842	63.0	70.0
273.003	0.0002	Stimulus/S128	2	1365015	63.0	70.0
280.8372	0.0002	Stimulus/S128	2	1404186	63.0	70.0
287.6716	0.0002	Stimulus/S128	2	1438358	63.0	70.0
294.5056	0.0002	Stimulus/S128	2	1472528	63.0	70.0
302.34	0.0002	Stimulus/S128	2	1511700	63.0	70.0
310.1742	0.0002	Stimulus/S128	2	1550871	63.0	70.0
316.0084	0.0002	Stimulus/S128	2	1580042	63.0	70.0
321.8424	0.0002	Stimulus/S128	2	1609212	63.0	70.0
328.6766	0.0002	Stimulus/S128	2	1643383	63.0	70.0
336.511	0.0002	Stimulus/S128	2	1682555	63.0	70.0
342.345	0.0002	Stimulus/S128	2	1711725	63.0	70.0
348.1792	0.0002	Stimulus/S128	2	1740896	63.0	70.0
354.0136	0.0002	Stimulus/S128	2	1770068	63.0	70.0
360.8476	0.0002	Stimulus/S128	2	1804238	63.0	70.0
367.6816	0.0002	Stimulus/S128	2	1838408	63.0	70.0
374.516	0.0002	Stimulus/S128	2	1872580	63.0	70.0
381.3502	0.0002	Stimulus/S128	2	1906751	63.0	70.0
389.1846	0.0002	Stimulus/S128	2	1945923	63.0	70.0
397.019	0.0002	Stimulus/S128	2	1985095	63.0	70.0
