onset	duration	eventnumber	hunger_condition	stimfilename	blockno	trialno	is_faststream	stim	food_idx	letter	letter_idx	istarget	image_number	response	keypressed	rt	correct	time_stimon	time_stimoff
30442.25	0.0999672	0	hunger	stimuli/non_foods\non-food_animate_frog.jpg	1	1	1	non-food_animate_frog	0	K	7	0	113	0	NaN	0	0	126.6287603	126.7287275
30479.75	0.0999667	1	hunger	stimuli/non_foods\non-food_inanimate_construction_helment.jpg	1	1	1	non-food_inanimate_construction_helment	0	W	16	0	175	0	NaN	0	0	126.7787463	126.878713
30517.25	0.0999831	2	hunger	stimuli/non_foods\non-food_animate_killer_whale.jpg	1	1	1	non-food_animate_killer_whale	0	J	6	0	123	0	NaN	0	0	126.9287488	127.0287319
30554.75	0.0999764	3	hunger	stimuli/foods\fruit_pie.jpg	1	1	1	fruit_pie	1	K	7	0	54	0	NaN	0	0	127.0787388	127.1787152
30592.25	0.0999872	4	hunger	stimuli/foods\coffee_beans.jpg	1	1	1	coffee_beans	1	R	12	0	34	0	NaN	0	0	127.2287365	127.3287237
30629.75	0.0999889	5	hunger	stimuli/non_foods\non-food_inanimate_stoplight.jpg	1	1	1	non-food_inanimate_stoplight	0	K	7	0	214	0	NaN	0	0	127.3787319	127.4787208
30667.25	0.0999647	6	hunger	stimuli/foods\apricot.jpg	1	1	1	apricot	1	H	5	0	2	0	NaN	0	0	127.528753	127.6287177
30704.75	0.0999786	7	hunger	stimuli/non_foods\non-food_animate_german_shepherd.jpg	1	1	1	non-food_animate_german_shepherd	0	X	17	0	114	0	NaN	0	0	127.6787419	127.7787205
30742.25	0.0999857	8	hunger	stimuli/non_foods\non-food_animate_polar_bear.jpg	1	1	1	non-food_animate_polar_bear	0	R	12	0	137	0	NaN	0	0	127.8287317	127.9287174
30779.75	0.0999478	9	hunger	stimuli/non_foods\non-food_inanimate_hammer.jpg	1	1	1	non-food_inanimate_hammer	0	Z	18	0	186	0	NaN	0	0	127.978769	128.0787168
30817.25	0.099988	10	hunger	stimuli/non_foods\non-food_inanimate_canoe.jpg	1	1	1	non-food_inanimate_canoe	0	S	13	0	170	0	NaN	0	0	128.1287264	128.2287144
30854.75	0.0999807	11	hunger	stimuli/foods\papaya.jpg	1	1	1	papaya	1	H	5	0	235	0	NaN	0	0	128.2787297	128.3787104
30892.25	0.0999854	12	hunger	stimuli/foods\cannoli.jpg	1	1	1	cannoli	1	N	10	0	17	0	NaN	0	0	128.4287302	128.5287156
30930	0.0997577	13	hunger	stimuli/foods\lemon.jpg	1	1	1	lemon	1	V	15	0	72	0	NaN	0	0	128.5789542	128.6787119
30967.25	0.0999873	14	hunger	stimuli/non_foods\non-food_animate_pigeon.jpg	1	1	1	non-food_animate_pigeon	0	P	11	0	136	0	NaN	0	0	128.7287189	128.8287062
31004.75	0.1000011	15	hunger	stimuli/foods\egg.jpg	1	1	1	egg	1	C	1	0	45	0	NaN	0	0	128.8787102	128.9787113
31042.25	0.0999921	16	hunger	stimuli/foods\fries.jpg	1	1	1	fries	1	F	3	0	52	0	NaN	0	0	129.0287235	129.1287156
31079.75	0.0999855	17	hunger	stimuli/foods\mango.jpg	1	1	1	mango	1	Z	18	0	80	0	NaN	0	0	129.178726	129.2787115
31117.25	0.0999617	18	hunger	stimuli/foods\eggplant.jpg	1	1	1	eggplant	1	T	14	0	46	0	NaN	0	0	129.3287458	129.4287075
31154.75	0.0999764	19	hunger	stimuli/foods\pumpkin.jpg	1	1	1	pumpkin	1	W	16	0	250	0	NaN	0	0	129.4787197	129.5786961
31192.25	0.0999563	20	hunger	stimuli/non_foods\non-food_inanimate_protractor.jpg	1	1	1	non-food_inanimate_protractor	0	B	0	0	201	0	NaN	0	0	129.6287229	129.7286792
31229.75	0.0999881	21	hunger	stimuli/foods\hotdog.jpg	1	1	1	hotdog	1	J	6	0	67	0	NaN	0	0	129.7787145	129.8787026
31267.25	0.0999823	22	hunger	stimuli/non_foods\non-food_animate_owl.jpg	1	1	1	non-food_animate_owl	0	M	9	0	132	0	NaN	0	0	129.9287139	130.0286962
31304.75	0.0999995	23	hunger	stimuli/non_foods\non-food_inanimate_moss.jpg	1	1	1	non-food_inanimate_moss	0	X	17	0	194	0	NaN	0	0	130.0786938	130.1786933
31342.25	0.0999727	24	hunger	stimuli/non_foods\non-food_animate_elephant.jpg	1	1	1	non-food_animate_elephant	0	S	13	0	111	0	NaN	0	0	130.2287037	130.3286764
31379.75	0.0999906	25	hunger	stimuli/non_foods\non-food_inanimate_suitcase.jpg	1	1	1	non-food_inanimate_suitcase	0	W	16	0	215	0	NaN	0	0	130.3787104	130.478701
31417.25	0.0999957	26	hunger	stimuli/foods\prawn.jpg	1	1	1	prawn	1	K	7	0	249	0	NaN	0	0	130.5287006	130.6286963
31454.75	0.0999859	27	hunger	stimuli/non_foods\non-food_inanimate_bowling_ball.jpg	1	1	1	non-food_inanimate_bowling_ball	0	S	13	0	162	0	NaN	0	0	130.6787085	130.7786944
31492.25	0.0999805	28	hunger	stimuli/non_foods\non-food_animate_baby_sitting.jpg	1	1	1	non-food_animate_baby_sitting	0	X	17	0	93	0	NaN	0	0	130.8287095	130.92869
31529.75	0.0999954	29	hunger	stimuli/non_foods\non-food_animate_clown.jpg	1	1	1	non-food_animate_clown	0	V	15	0	102	0	NaN	0	0	130.9786983	131.0786937
31567.25	0.0999653	30	hunger	stimuli/non_foods\non-food_inanimate_leaf.jpg	1	1	1	non-food_inanimate_leaf	0	P	11	0	192	0	NaN	0	0	131.1287277	131.228693
31604.75	0.0999745	31	hunger	stimuli/foods\oyster.jpg	1	1	1	oyster	1	S	13	0	233	0	NaN	0	0	131.2787062	131.3786807
31642.25	0.0999806	32	hunger	stimuli/non_foods\non-food_animate_millipede.jpg	1	1	1	non-food_animate_millipede	0	W	16	0	129	0	NaN	0	0	131.4287059	131.5286865
31679.75	0.0999913	33	hunger	stimuli/foods\lemon_meringue_pie.jpg	1	1	1	lemon_meringue_pie	1	H	5	0	73	0	NaN	0	0	131.5786964	131.6786877
31717.25	0.0999825	34	hunger	stimuli/foods\rice.jpg	1	1	1	rice	1	F	3	0	257	0	NaN	0	0	131.728704	131.8286865
31754.75	0.0999843	35	hunger	stimuli/foods\red_cabbage.jpg	1	1	1	red_cabbage	1	T	14	0	256	0	NaN	0	0	131.8787008	131.9786851
31792.25	0.0999762	36	hunger	stimuli/non_foods\non-food_inanimate_guitar.jpg	1	1	1	non-food_inanimate_guitar	0	N	10	0	185	0	NaN	0	0	132.0287009	132.1286771
31829.75	0.1000197	37	hunger	stimuli/foods\orange.jpg	1	1	1	orange	1	G	4	0	230	0	NaN	0	0	132.1786756	132.2786953
31867.25	0.099988	38	hunger	stimuli/non_foods\non-food_animate_deer.jpg	1	1	1	non-food_animate_deer	0	P	11	0	105	0	NaN	0	0	132.3287032	132.4286912
31904.75	0.0999893	39	hunger	stimuli/foods\tomato.jpg	1	1	1	tomato	1	F	3	0	276	0	NaN	0	0	132.4786949	132.5786842
31942.25	0.0999887	40	hunger	stimuli/non_foods\non-food_inanimate_skirt.jpg	1	1	1	non-food_inanimate_skirt	0	R	12	0	209	0	NaN	0	0	132.6286842	132.7286729
31979.75	0.0999949	41	hunger	stimuli/non_foods\non-food_animate_penguin.jpg	1	1	1	non-food_animate_penguin	0	X	17	0	135	0	NaN	0	0	132.7786858	132.8786807
32017.25	0.0999904	42	hunger	stimuli/foods\swordfish.jpg	1	1	1	swordfish	1	G	4	0	273	0	NaN	0	0	132.9286843	133.0286747
32054.75	0.0999981	43	hunger	stimuli/foods\fruit_salad.jpg	1	1	1	fruit_salad	1	N	10	0	55	0	NaN	0	0	133.0786795	133.1786776
32092.25	0.0999844	44	hunger	stimuli/non_foods\non-food_inanimate_table.jpg	1	1	1	non-food_inanimate_table	0	W	16	0	217	0	NaN	0	0	133.2286908	133.3286752
32129.75	0.0999873	45	hunger	stimuli/foods\celery.jpg	1	1	1	celery	1	Z	18	0	21	0	NaN	0	0	133.3786862	133.4786735
32167.25	0.0999734	46	hunger	stimuli/foods\watermelon.jpg	1	1	1	watermelon	1	G	4	0	279	0	NaN	0	0	133.5286896	133.628663
32204.75	0.0999865	47	hunger	stimuli/non_foods\non-food_animate_hummingbird.jpg	1	1	1	non-food_animate_hummingbird	0	V	15	0	120	0	NaN	0	0	133.678686	133.7786725
32242.25	0.0999843	48	hunger	stimuli/foods\brussel_sprouts.jpg	1	1	1	brussel_sprouts	1	P	11	0	15	0	NaN	0	0	133.8286843	133.9286686
32279.75	0.099953	49	hunger	stimuli/non_foods\non-food_animate_sea_turtle.jpg	1	1	1	non-food_animate_sea_turtle	0	W	16	0	144	0	NaN	0	0	133.9787137	134.0786667
32317.25	0.0999892	50	hunger	stimuli/foods\coconut.jpg	1	1	1	coconut	1	C	1	0	33	0	NaN	0	0	134.128678	134.2286672
32354.75	0.0999837	51	hunger	stimuli/foods\pomegranate.jpg	1	1	1	pomegranate	1	R	12	0	244	0	NaN	0	0	134.2786804	134.3786641
32392.25	0.0999818	52	hunger	stimuli/foods\spaghetti_with_meat_sauce.jpg	1	1	1	spaghetti_with_meat_sauce	1	J	6	0	267	0	NaN	0	0	134.4286766	134.5286584
32429.75	0.0999891	53	hunger	stimuli/foods\cucumber.jpg	1	1	1	cucumber	1	D	2	0	41	0	NaN	0	0	134.5786779	134.678667
32467.25	0.0999358	54	hunger	stimuli/foods\fried_calamari.jpg	1	1	1	fried_calamari	1	Z	18	0	50	0	NaN	0	0	134.7287246	134.8286604
32504.75	0.0999765	55	hunger	stimuli/foods\chocolate_chip_cookies.jpg	1	1	1	chocolate_chip_cookies	1	M	9	0	27	0	NaN	0	0	134.8786744	134.9786509
32542.25	0.0999912	56	hunger	stimuli/non_foods\non-food_animate_butterfly.jpg	1	1	1	non-food_animate_butterfly	0	N	10	0	96	0	NaN	0	0	135.0286718	135.128663
32579.75	0.0999844	57	hunger	stimuli/non_foods\non-food_animate_seal.jpg	1	1	1	non-food_animate_seal	0	Z	18	0	146	0	NaN	0	0	135.1786644	135.2786488
32617.25	0.0999741	58	hunger	stimuli/foods\honey.jpg	1	1	1	honey	1	N	10	0	66	0	NaN	0	0	135.3286618	135.4286359
32654.75	0.0999768	59	hunger	stimuli/foods\cooked_ham.jpg	1	1	1	cooked_ham	1	T	14	0	35	0	NaN	0	0	135.4786718	135.5786486
32692.25	0.0999835	60	hunger	stimuli/non_foods\non-food_animate_fox.jpg	1	1	1	non-food_animate_fox	0	M	9	0	112	0	NaN	0	0	135.6286709	135.7286544
32729.75	0.0999726	61	hunger	stimuli/non_foods\non-food_animate_tortoise.jpg	1	1	1	non-food_animate_tortoise	0	B	0	0	153	0	NaN	0	0	135.7786821	135.8786547
32767.25	0.0999921	62	hunger	stimuli/foods\risotto_with_zucchini.jpg	1	1	1	risotto_with_zucchini	1	T	14	0	260	0	NaN	0	0	135.928655	136.0286471
32804.75	0.0999872	63	hunger	stimuli/foods\mortadella.jpg	1	1	1	mortadella	1	Z	18	0	83	0	NaN	0	0	136.0786627	136.1786499
32842.25	0.0999865	64	hunger	stimuli/foods\toasted_bread_with_tomatoes.jpg	1	1	1	toasted_bread_with_tomatoes	1	P	11	0	275	0	NaN	0	0	136.2286648	136.3286513
32879.75	0.0999819	65	hunger	stimuli/non_foods\non-food_animate_bat.jpg	1	1	1	non-food_animate_bat	0	T	14	0	94	0	NaN	0	0	136.3786572	136.4786391
32917.25	0.0999721	66	hunger	stimuli/non_foods\non-food_inanimate_bed.jpg	1	1	1	non-food_inanimate_bed	0	W	16	0	160	0	NaN	0	0	136.528655	136.6286271
32954.75	0.0999731	67	hunger	stimuli/non_foods\non-food_inanimate_speakers.jpg	1	1	1	non-food_inanimate_speakers	0	P	11	0	212	0	NaN	0	0	136.6786516	136.7786247
32992.25	0.0999958	68	hunger	stimuli/foods\cracker.jpg	1	1	1	cracker	1	H	5	0	38	0	NaN	0	0	136.8286496	136.9286454
33029.75	0.0999831	69	hunger	stimuli/foods\smoked_ham.jpg	1	1	1	smoked_ham	1	L	8	0	266	0	NaN	0	0	136.9786638	137.0786469
33067.25	0.0999841	70	hunger	stimuli/foods\waffle.jpg	1	1	1	waffle	1	N	10	0	278	0	NaN	0	0	137.1286582	137.2286423
33104.75	0.0999871	71	hunger	stimuli/foods\kiwi.jpg	1	1	1	kiwi	1	J	6	0	69	0	NaN	0	0	137.2786527	137.3786398
33142.25	0.0999819	72	hunger	stimuli/non_foods\non-food_inanimate_socks.jpg	1	1	1	non-food_inanimate_socks	0	I	21	1	211	0	NaN	0	0	137.4286577	137.5286396
33179.75	0.0999609	73	hunger	stimuli/non_foods\non-food_animate_seahorse.jpg	1	1	1	non-food_animate_seahorse	0	F	3	0	145	0	NaN	0	0	137.5786755	137.6786364
33217.25	0.1000005	74	hunger	stimuli/non_foods\non-food_animate_skunk.jpg	1	1	1	non-food_animate_skunk	0	P	11	0	147	0	NaN	0	0	137.7286502	137.8286507
33254.75	0.0999745	75	hunger	stimuli/non_foods\non-food_inanimate_orchid.jpg	1	1	1	non-food_inanimate_orchid	0	Z	18	0	198	0	NaN	0	0	137.8786542	137.9786287
33292.25	0.0999994	76	hunger	stimuli/foods\corncob.jpg	1	1	1	corncob	1	H	5	0	37	0	NaN	0	0	138.0286514	138.1286508
33329.75	0.0999545	77	hunger	stimuli/foods\pasta_carbonara.jpg	1	1	1	pasta_carbonara	1	P	11	0	236	0	NaN	0	0	138.1786745	138.278629
33367.25	0.0999863	78	hunger	stimuli/foods\ginger_root.jpg	1	1	1	ginger_root	1	W	16	0	57	0	NaN	0	0	138.3286375	138.4286238
33404.75	0.0999974	79	hunger	stimuli/foods\potato_chips.jpg	1	1	1	potato_chips	1	H	5	0	247	0	NaN	0	0	138.4786372	138.5786346
33442.25	0.0999906	80	hunger	stimuli/non_foods\non-food_animate_ram.jpg	1	1	1	non-food_animate_ram	0	Z	18	0	140	0	NaN	0	0	138.628637	138.7286276
33479.75	0.0999835	81	hunger	stimuli/non_foods\non-food_animate_horse.jpg	1	1	1	non-food_animate_horse	0	R	12	0	119	0	NaN	0	0	138.7786454	138.8786289
33517.25	0.0999849	82	hunger	stimuli/foods\green_olives.jpg	1	1	1	green_olives	1	V	15	0	62	0	NaN	0	0	138.9286425	139.0286274
33554.75	0.0999879	83	hunger	stimuli/non_foods\non-food_animate_raccoon.jpg	1	1	1	non-food_animate_raccoon	0	J	6	0	139	0	NaN	0	0	139.0786384	139.1786263
33592.25	0.0999892	84	hunger	stimuli/non_foods\non-food_animate_porcupine.jpg	1	1	1	non-food_animate_porcupine	0	T	14	0	138	0	NaN	0	0	139.2286374	139.3286266
33629.75	0.0999677	85	hunger	stimuli/non_foods\non-food_inanimate_folding_chair.jpg	1	1	1	non-food_inanimate_folding_chair	0	Z	18	0	182	0	NaN	0	0	139.3786513	139.478619
33667.25	0.1000066	86	hunger	stimuli/foods\raw_sausage.jpg	1	1	1	raw_sausage	1	P	11	0	254	0	NaN	0	0	139.5286101	139.6286167
33704.75	0.0999918	87	hunger	stimuli/non_foods\non-food_animate_sea_lion.jpg	1	1	1	non-food_animate_sea_lion	0	F	3	0	143	0	NaN	0	0	139.6786277	139.7786195
33742.25	0.0999871	88	hunger	stimuli/foods\pepperoni_pizza.jpg	1	1	1	pepperoni_pizza	1	C	1	0	241	0	NaN	0	0	139.8286301	139.9286172
33779.75	0.0999782	89	hunger	stimuli/non_foods\non-food_animate_slug.jpg	1	1	1	non-food_animate_slug	0	W	16	0	148	0	NaN	0	0	139.9786436	140.0786218
33817.25	0.0999692	90	hunger	stimuli/non_foods\non-food_animate_green_bug.jpg	1	1	1	non-food_animate_green_bug	0	J	6	0	118	0	NaN	0	0	140.1286452	140.2286144
33854.75	0.0999863	91	hunger	stimuli/foods\clams.jpg	1	1	1	clams	1	H	5	0	32	0	NaN	0	0	140.2786313	140.3786176
33892.25	0.0999868	92	hunger	stimuli/foods\chilli.jpg	1	1	1	chilli	1	X	17	0	25	0	NaN	0	0	140.4286283	140.5286151
33929.75	0.0999765	93	hunger	stimuli/non_foods\non-food_inanimate_chandelier.jpg	1	1	1	non-food_inanimate_chandelier	0	H	5	0	173	0	NaN	0	0	140.5786277	140.6786042
33967.25	0.0999878	94	hunger	stimuli/foods\artichoke.jpg	1	1	1	artichoke	1	F	3	0	3	0	NaN	0	0	140.7286244	140.8286122
34004.75	0.0999783	95	hunger	stimuli/non_foods\non-food_inanimate_couch.jpg	1	1	1	non-food_inanimate_couch	0	U	23	1	176	0	NaN	0	0	140.8786264	140.9786047
34042.25	0.1000069	96	hunger	stimuli/foods\rice_cake.jpg	1	1	1	rice_cake	1	Z	18	0	258	0	NaN	0	0	141.0286231	141.12863
34079.75	0.0999893	97	hunger	stimuli/non_foods\non-food_animate_cat.jpg	1	1	1	non-food_animate_cat	0	X	17	0	98	0	NaN	0	0	141.1786237	141.278613
34117.25	0.0999601	98	hunger	stimuli/non_foods\non-food_animate_chicken.jpg	1	1	1	non-food_animate_chicken	0	F	3	0	101	0	NaN	0	0	141.3286217	141.4285818
34154.75	0.0999889	99	hunger	stimuli/foods\strawberry.jpg	1	1	1	strawberry	1	S	13	0	272	0	NaN	0	0	141.4786176	141.5786065
34192.25	0.0999895	100	hunger	stimuli/non_foods\non-food_animate_monkey.jpg	1	1	1	non-food_animate_monkey	0	Z	18	0	130	0	NaN	0	0	141.6286154	141.7286049
34229.75	0.0999812	101	hunger	stimuli/foods\grapefruits.jpg	1	1	1	grapefruits	1	W	16	0	59	0	NaN	0	0	141.7786205	141.8786017
34267.25	0.0999868	102	hunger	stimuli/non_foods\non-food_animate_bee.jpg	1	1	1	non-food_animate_bee	0	N	10	0	95	0	NaN	0	0	141.9286185	142.0286053
34304.75	0.0999875	103	hunger	stimuli/non_foods\non-food_animate_llama.jpg	1	1	1	non-food_animate_llama	0	S	13	0	127	0	NaN	0	0	142.0786139	142.1786014
34342.25	0.0999889	104	hunger	stimuli/non_foods\non-food_inanimate_horn.jpg	1	1	1	non-food_inanimate_horn	0	L	8	0	190	0	NaN	0	0	142.2286123	142.3286012
34379.75	0.099986	105	hunger	stimuli/non_foods\non-food_animate_mouse.jpg	1	1	1	non-food_animate_mouse	0	D	2	0	131	0	NaN	0	0	142.3786115	142.4785975
34417.25	0.0999817	106	hunger	stimuli/foods\croissant.jpg	1	1	1	croissant	1	W	16	0	40	0	NaN	0	0	142.5286137	142.6285954
34454.75	0.0999888	107	hunger	stimuli/foods\linguine_with_clams.jpg	1	1	1	linguine_with_clams	1	L	8	0	77	0	NaN	0	0	142.6786093	142.7785981
34492.25	0.0999949	108	hunger	stimuli/non_foods\non-food_animate_dachshund.jpg	1	1	1	non-food_animate_dachshund	0	P	11	0	104	0	NaN	0	0	142.8286093	142.9286042
34529.75	0.1000046	109	hunger	stimuli/foods\hamburger.jpg	1	1	1	hamburger	1	K	7	0	64	0	NaN	0	0	142.9786085	143.0786131
34567.25	0.0999864	110	hunger	stimuli/non_foods\non-food_inanimate_rope.jpg	1	1	1	non-food_inanimate_rope	0	M	9	0	204	0	NaN	0	0	143.1285987	143.2285851
34604.75	0.0999898	111	hunger	stimuli/foods\hazelnuts.jpg	1	1	1	hazelnuts	1	F	3	0	65	0	NaN	0	0	143.2786019	143.3785917
34642.25	0.0999893	112	hunger	stimuli/non_foods\non-food_inanimate_towel.jpg	1	1	1	non-food_inanimate_towel	0	K	7	0	221	0	NaN	0	0	143.4285954	143.5285847
34679.75	0.0999845	113	hunger	stimuli/foods\potatoes.jpg	1	1	1	potatoes	1	F	3	0	248	0	NaN	0	0	143.5786042	143.6785887
34717.25	0.0999826	114	hunger	stimuli/foods\stew_with_potatoes_and_carrots.jpg	1	1	1	stew_with_potatoes_and_carrots	1	W	16	0	271	0	NaN	0	0	143.7285961	143.8285787
34754.75	0.099966	115	hunger	stimuli/foods\taco.jpg	1	1	1	taco	1	P	11	0	274	0	NaN	0	0	143.8785957	143.9785617
34792.25	0.0999831	116	hunger	stimuli/foods\cooked_prawn.jpg	1	1	1	cooked_prawn	1	T	14	0	36	0	NaN	0	0	144.0286009	144.128584
34829.75	0.0999851	117	hunger	stimuli/non_foods\non-food_animate_lizard.jpg	1	1	1	non-food_animate_lizard	0	G	4	0	126	0	NaN	0	0	144.1785987	144.2785838
34867.25	0.0999819	118	hunger	stimuli/non_foods\non-food_animate_baby_crawling.jpg	1	1	1	non-food_animate_baby_crawling	0	M	9	0	92	0	NaN	0	0	144.3285997	144.4285816
34904.75	0.099983	119	hunger	stimuli/foods\apple.jpg	1	1	1	apple	1	R	12	0	1	0	NaN	0	0	144.4785962	144.5785792
34942.25	0.0999769	120	hunger	stimuli/non_foods\non-food_inanimate_hay.jpg	1	1	1	non-food_inanimate_hay	0	H	5	0	187	0	NaN	0	0	144.6285957	144.7285726
34979.75	0.0999861	121	hunger	stimuli/non_foods\non-food_animate_iguana.jpg	1	1	1	non-food_animate_iguana	0	M	9	0	121	0	NaN	0	0	144.7785935	144.8785796
35017.25	0.0999876	122	hunger	stimuli/foods\minestrone_soup.jpg	1	1	1	minestrone_soup	1	X	17	0	82	0	NaN	0	0	144.92859	145.0285776
35054.75	0.0999673	123	hunger	stimuli/non_foods\non-food_animate_grasshopper.jpg	1	1	1	non-food_animate_grasshopper	0	J	6	0	117	0	NaN	0	0	145.0786027	145.17857
35092.25	0.0999922	124	hunger	stimuli/foods\carrot.jpg	1	1	1	carrot	1	L	8	0	19	0	NaN	0	0	145.2285827	145.3285749
35129.75	0.0999709	125	hunger	stimuli/non_foods\non-food_inanimate_rack.jpg	1	1	1	non-food_inanimate_rack	0	K	7	0	202	0	NaN	0	0	145.378593	145.4785639
35167.25	0.0999908	126	hunger	stimuli/non_foods\non-food_animate_dragonfly.jpg	1	1	1	non-food_animate_dragonfly	0	M	9	0	108	0	NaN	0	0	145.5285867	145.6285775
35204.75	0.0999731	127	hunger	stimuli/non_foods\non-food_inanimate_nettle.jpg	1	1	1	non-food_inanimate_nettle	0	R	12	0	197	0	NaN	0	0	145.6785921	145.7785652
35242.25	0.0999846	128	hunger	stimuli/foods\fruit_flan.jpg	1	1	1	fruit_flan	1	N	10	0	53	0	NaN	0	0	145.8285785	145.9285631
35279.75	0.0999826	129	hunger	stimuli/non_foods\non-food_inanimate_tulip.jpg	1	1	1	non-food_inanimate_tulip	0	F	3	0	224	0	NaN	0	0	145.9785774	146.07856
35317.25	0.0999876	130	hunger	stimuli/non_foods\non-food_animate_alligator.jpg	1	1	1	non-food_animate_alligator	0	G	4	0	90	0	NaN	0	0	146.1285803	146.2285679
35354.75	0.0999835	131	hunger	stimuli/foods\chocolate_pralines.jpg	1	1	1	chocolate_pralines	1	H	5	0	28	0	NaN	0	0	146.2785821	146.3785656
35392.25	0.0999606	132	hunger	stimuli/foods\mandarin.jpg	1	1	1	mandarin	1	D	2	0	79	0	NaN	0	0	146.4285917	146.5285523
35429.75	0.0999867	133	hunger	stimuli/non_foods\non-food_inanimate_cactus_pot_plant.jpg	1	1	1	non-food_inanimate_cactus_pot_plant	0	L	8	0	169	0	NaN	0	0	146.5785813	146.678568
35467.25	0.0999764	134	hunger	stimuli/non_foods\non-food_animate_young_girl.jpg	1	1	1	non-food_animate_young_girl	0	V	15	0	157	0	NaN	0	0	146.7285788	146.8285552
35504.75	0.0999901	135	hunger	stimuli/foods\pickles.jpg	1	1	1	pickles	1	N	10	0	242	0	NaN	0	0	146.8785672	146.9785573
35542.25	0.0999844	136	hunger	stimuli/foods\frankfurter_and_provolone_salad.jpg	1	1	1	frankfurter_and_provolone_salad	1	F	3	0	49	0	NaN	0	0	147.0285804	147.1285648
35579.75	0.0999961	137	hunger	stimuli/foods\capsicum.jpg	1	1	1	capsicum	1	P	11	0	18	0	NaN	0	0	147.1785626	147.2785587
35617.25	0.0999869	138	hunger	stimuli/non_foods\non-food_inanimate_alarm_clock.jpg	1	1	1	non-food_inanimate_alarm_clock	0	G	4	0	158	0	NaN	0	0	147.3285723	147.4285592
35654.75	0.0999797	139	hunger	stimuli/non_foods\non-food_inanimate_sun_flower.jpg	1	1	1	non-food_inanimate_sun_flower	0	J	6	0	216	0	NaN	0	0	147.4785756	147.5785553
36284	0.0999497	140	hunger	stimuli/non_foods\non-food_animate_yellow_bug.jpg	1	2	1	non-food_animate_yellow_bug	0	G	4	0	155	0	NaN	0	0	149.9952522	150.0952019
36321.5	0.0999688	141	hunger	stimuli/non_foods\non-food_animate_camel.jpg	1	2	1	non-food_animate_camel	0	R	12	0	97	0	NaN	0	0	150.1452307	150.2451995
36359	0.0999819	142	hunger	stimuli/foods\red_beans.jpg	1	2	1	red_beans	1	V	15	0	255	0	NaN	0	0	150.2952173	150.3951992
36396.5	0.0999836	143	hunger	stimuli/foods\brie.jpg	1	2	1	brie	1	S	13	0	12	0	NaN	0	0	150.4452148	150.5451984
36434	0.0999816	144	hunger	stimuli/non_foods\non-food_inanimate_broom.jpg	1	2	1	non-food_inanimate_broom	0	X	17	0	164	0	NaN	0	0	150.5952131	150.6951947
36471.5	0.0999865	145	hunger	stimuli/foods\grapes.jpg	1	2	1	grapes	1	S	13	0	60	0	NaN	0	0	150.7452109	150.8451974
36509	0.099982	146	hunger	stimuli/non_foods\non-food_inanimate_buds.jpg	1	2	1	non-food_inanimate_buds	0	T	14	0	166	0	NaN	0	0	150.8952118	150.9951938
36546.5	0.0999951	147	hunger	stimuli/non_foods\non-food_inanimate_nest.jpg	1	2	1	non-food_inanimate_nest	0	L	8	0	196	0	NaN	0	0	151.0452112	151.1452063
36584	0.099984	148	hunger	stimuli/non_foods\non-food_inanimate_gloves.jpg	1	2	1	non-food_inanimate_gloves	0	N	10	0	183	0	NaN	0	0	151.1952088	151.2951928
36621.5	0.0999827	149	hunger	stimuli/non_foods\non-food_inanimate_desk.jpg	1	2	1	non-food_inanimate_desk	0	Z	18	0	178	0	NaN	0	0	151.3452068	151.4451895
36659	0.0999981	150	hunger	stimuli/foods\avocado.jpg	1	2	1	avocado	1	L	8	0	5	0	NaN	0	0	151.4951945	151.5951926
36696.5	0.0999899	151	hunger	stimuli/non_foods\non-food_inanimate_bamboo.jpg	1	2	1	non-food_inanimate_bamboo	0	S	13	0	159	0	NaN	0	0	151.6452047	151.7451946
36734	0.0999545	152	hunger	stimuli/foods\cream_donuts.jpg	1	2	1	cream_donuts	1	G	4	0	39	0	NaN	0	0	151.7952331	151.8951876
36771.5	0.0999811	153	hunger	stimuli/foods\beetroots.jpg	1	2	1	beetroots	1	C	1	0	10	0	NaN	0	0	151.9452039	152.045185
36809	0.0999769	154	hunger	stimuli/foods\salmon.jpg	1	2	1	salmon	1	D	2	0	264	0	NaN	0	0	152.0951988	152.1951757
36846.5	0.0999858	155	hunger	stimuli/non_foods\non-food_animate_ladybug.jpg	1	2	1	non-food_animate_ladybug	0	J	6	0	124	0	NaN	0	0	152.2451977	152.3451835
36884	0.0999819	156	hunger	stimuli/non_foods\non-food_animate_parrot.jpg	1	2	1	non-food_animate_parrot	0	I	21	1	133	0	NaN	0	0	152.395191	152.4951729
36921.5	0.0999851	157	hunger	stimuli/non_foods\non-food_animate_lion.jpg	1	2	1	non-food_animate_lion	0	B	0	0	125	0	NaN	0	0	152.5451985	152.6451836
36959	0.0999791	158	hunger	stimuli/non_foods\non-food_animate_swan.jpg	1	2	1	non-food_animate_swan	0	K	7	0	152	0	NaN	0	0	152.6951948	152.7951739
36996.5	0.0999878	159	hunger	stimuli/non_foods\non-food_inanimate_chair.jpg	1	2	1	non-food_inanimate_chair	0	G	4	0	172	0	NaN	0	0	152.8451924	152.9451802
37034	0.0999841	160	hunger	stimuli/non_foods\non-food_inanimate_bush.jpg	1	2	1	non-food_inanimate_bush	0	X	17	0	167	0	NaN	0	0	152.9951948	153.0951789
