onset	duration	sample	type	value
0	0.002	1	New Segment	n/a
62.486	0.002	31244	Stimulus	S 52
66.696	0.002	33349	Stimulus	S 53
66.718	0.002	33360	Stimulus	S 56
66.738	0.002	33370	Stimulus	S 58
66.794	0.002	33398	Stimulus	S  7
68.372	0.002	34187	Stimulus	S 21
69.682	0.002	34842	Stimulus	S 50
70.98	0.002	35491	Stimulus	S  7
72.556	0.002	36279	Stimulus	S 19
73.042	0.002	36522	Stimulus	S 50
75.162	0.002	37582	Stimulus	S  1
76.736	0.002	38369	Stimulus	S 23
77.426	0.002	38714	Stimulus	S 51
81.19	0.002	40596	Stimulus	S  1
82.766	0.002	41384	Stimulus	S 17
83.394	0.002	41698	Stimulus	S 50
85.376	0.002	42689	Stimulus	S  7
86.954	0.002	43478	Stimulus	S 19
87.922	0.002	43962	Stimulus	S 51
91.392	0.002	45697	Stimulus	S  1
92.966	0.002	46484	Stimulus	S 23
94.066	0.002	47034	Stimulus	S 50
95.572	0.002	47787	Stimulus	S  1
97.152	0.002	48577	Stimulus	S 18
97.84	0.002	48921	Stimulus	S 50
99.76	0.002	49881	Stimulus	S  7
101.336	0.002	50669	Stimulus	S 20
102.048	0.002	51025	Stimulus	S 51
105.766	0.002	52884	Stimulus	S  7
107.344	0.002	53673	Stimulus	S 21
108.272	0.002	54137	Stimulus	S 50
109.952	0.002	54977	Stimulus	S  7
111.528	0.002	55765	Stimulus	S 22
112.4	0.002	56201	Stimulus	S 50
114.134	0.002	57068	Stimulus	S  1
115.71	0.002	57856	Stimulus	S 24
116.448	0.002	58225	Stimulus	S 50
118.318	0.002	59160	Stimulus	S  1
119.894	0.002	59948	Stimulus	S 18
120.4	0.002	60201	Stimulus	S 50
122.5	0.002	61251	Stimulus	S  7
124.076	0.002	62039	Stimulus	S 22
124.608	0.002	62305	Stimulus	S 50
126.682	0.002	63342	Stimulus	S  1
128.256	0.002	64129	Stimulus	S 23
128.704	0.002	64353	Stimulus	S 50
130.862	0.002	65432	Stimulus	S  7
132.44	0.002	66221	Stimulus	S 22
133.072	0.002	66537	Stimulus	S 50
135.046	0.002	67524	Stimulus	S  1
136.62	0.002	68311	Stimulus	S 17
137.584	0.002	68793	Stimulus	S 50
139.226	0.002	69614	Stimulus	S  7
140.802	0.002	70402	Stimulus	S 20
141.312	0.002	70657	Stimulus	S 50
143.41	0.002	71706	Stimulus	S  1
144.986	0.002	72494	Stimulus	S 24
145.488	0.002	72745	Stimulus	S 50
147.592	0.002	73797	Stimulus	S  7
149.168	0.002	74585	Stimulus	S 20
149.68	0.002	74841	Stimulus	S 50
151.774	0.002	75888	Stimulus	S  1
153.348	0.002	76675	Stimulus	S 17
153.888	0.002	76945	Stimulus	S 50
159.126	0.002	79564	Stimulus	S 54
159.146	0.002	79574	Stimulus	S 56
