onset	duration	trial_type	value	sample	stimulus	target	blank_jitter_frames	accuracy	response_time	block
1653.979	0.5	BAD keypress	2	1653979	n/a	n/a	n/a	n/a	n/a	n/a
1654.229	0.0	keypress	4	1654229	n/a	n/a	n/a	n/a	n/a	n/a
1655.512	0.0	nontarget	5	1655512	q	0	18.0	n/a	n/a	8
1657.945	0.0	nontarget	5	1657945	m	0	43.0	n/a	n/a	8
1660.012	0.0	nontarget	5	1660012	d	0	21.0	n/a	n/a	8
1662.562	0.0	nontarget	5	1662562	u	0	50.0	n/a	n/a	8
1664.728	0.0	target	6	1664728	h	1	27.0	1	0.4473534	8
1665.028	0.5	BAD keypress	2	1665028	n/a	n/a	n/a	n/a	n/a	n/a
1665.278	0.0	keypress	4	1665278	n/a	n/a	n/a	n/a	n/a	n/a
1666.845	0.0	nontarget	5	1666845	h	0	35.0	n/a	n/a	8
1667.945	112.06200000000013	BAD_break	3	1667945	n/a	n/a	n/a	n/a	n/a	n/a
1780.507	0.0	nontarget	5	1780507	p	0	35.0	n/a	n/a	9
1782.857	0.0	nontarget	5	1782857	e	0	38.0	n/a	n/a	9
1784.94	0.0	nontarget	5	1784940	a	0	22.0	n/a	n/a	9
1787.256	0.0	nontarget	5	1787256	z	0	36.0	n/a	n/a	9
1789.64	0.0	nontarget	5	1789640	i	0	40.0	n/a	n/a	9
1791.956	0.0	target	6	1791956	p	1	36.0	1	0.4909712	9
1792.356	0.5	BAD keypress	2	1792356	n/a	n/a	n/a	n/a	n/a	n/a
1792.606	0.0	keypress	4	1792606	n/a	n/a	n/a	n/a	n/a	n/a
1794.006	0.0	nontarget	5	1794006	u	0	25.0	n/a	n/a	9
1796.339	0.0	target	6	1796339	ä	1	37.0	1	0.3955699	9
1796.589	0.5	BAD keypress	2	1796589	n/a	n/a	n/a	n/a	n/a	n/a
1796.839	0.0	keypress	4	1796839	n/a	n/a	n/a	n/a	n/a	n/a
1798.623	0.0	target	6	1798623	ü	1	48.0	1	0.4002408	9
1798.889	0.5	BAD keypress	2	1798889	n/a	n/a	n/a	n/a	n/a	n/a
1799.139	0.0	keypress	4	1799139	n/a	n/a	n/a	n/a	n/a	n/a
1800.356	0.0	nontarget	5	1800356	i	0	14.0	n/a	n/a	9
1802.322	0.0	nontarget	5	1802322	ü	0	15.0	n/a	n/a	9
1804.756	0.0	nontarget	5	1804756	z	0	43.0	n/a	n/a	9
1806.989	0.0	nontarget	5	1806989	h	0	31.0	n/a	n/a	9
1809.339	0.0	target	6	1809339	s	1	38.0	1	0.3872394	9
1809.589	0.5	BAD keypress	2	1809589	n/a	n/a	n/a	n/a	n/a	n/a
1809.839	0.0	keypress	4	1809839	n/a	n/a	n/a	n/a	n/a	n/a
1811.305	0.0	nontarget	5	1811305	u	0	29.0	n/a	n/a	9
1813.689	0.0	nontarget	5	1813689	y	0	40.0	n/a	n/a	9
1815.972	0.0	nontarget	5	1815972	i	0	34.0	n/a	n/a	9
1818.372	0.0	nontarget	5	1818372	b	0	41.0	n/a	n/a	9
1820.472	0.0	nontarget	5	1820472	t	0	23.0	n/a	n/a	9
1822.855	0.0	target	6	1822855	q	1	40.0	1	0.406193	9
1823.072	0.5	BAD keypress	2	1823072	n/a	n/a	n/a	n/a	n/a	n/a
1823.322	0.0	keypress	4	1823322	n/a	n/a	n/a	n/a	n/a	n/a
1825.055	0.0	nontarget	5	1825055	v	0	45.0	n/a	n/a	9
1827.421	0.0	nontarget	5	1827421	m	0	39.0	n/a	n/a	9
1829.471	0.0	nontarget	5	1829471	l	0	20.0	n/a	n/a	9
1831.755	0.0	target	6	1831755	k	1	34.0	1	0.3699831	9
1831.988	0.5	BAD keypress	2	1831988	n/a	n/a	n/a	n/a	n/a	n/a
1832.238	0.0	keypress	4	1832238	n/a	n/a	n/a	n/a	n/a	n/a
1833.488	0.0	nontarget	5	1833488	e	0	16.0	n/a	n/a	9
1836.004	0.0	nontarget	5	1836004	x	0	48.0	n/a	n/a	9
1838.288	0.0	target	6	1838288	q	1	34.0	1	0.3964736	9
1838.554	0.5	BAD keypress	2	1838554	n/a	n/a	n/a	n/a	n/a	n/a
1838.804	0.0	keypress	4	1838804	n/a	n/a	n/a	n/a	n/a	n/a
1840.471	0.0	nontarget	5	1840471	a	0	41.0	n/a	n/a	9
1842.904	0.0	target	6	1842904	y	1	43.0	1	0.4037139	9
1843.204	0.5	BAD keypress	2	1843204	n/a	n/a	n/a	n/a	n/a	n/a
1843.454	0.0	keypress	4	1843454	n/a	n/a	n/a	n/a	n/a	n/a
1845.137	0.0	nontarget	5	1845137	h	0	42.0	n/a	n/a	9
1847.62	0.0	nontarget	5	1847620	u	0	46.0	n/a	n/a	9
1850.137	0.0	nontarget	5	1850137	c	0	48.0	n/a	n/a	9
1852.304	0.0	nontarget	5	1852304	a	0	27.0	n/a	n/a	9
1854.737	0.0	nontarget	5	1854737	y	0	43.0	n/a	n/a	9
1857.253	0.0	nontarget	5	1857253	ü	0	48.0	n/a	n/a	9
1859.687	0.0	nontarget	5	1859687	b	0	43.0	n/a	n/a	9
1862.137	0.0	nontarget	5	1862137	g	0	44.0	n/a	n/a	9
1864.686	0.0	nontarget	5	1864686	w	0	50.0	n/a	n/a	9
1867.02	0.0	nontarget	5	1867020	f	0	37.0	n/a	n/a	9
1869.52	0.0	nontarget	5	1869520	y	0	47.0	n/a	n/a	9
1871.619	0.0	target	6	1871619	m	1	23.0	1	0.4703635	9
1871.936	0.5	BAD keypress	2	1871936	n/a	n/a	n/a	n/a	n/a	n/a
1872.186	0.0	keypress	4	1872186	n/a	n/a	n/a	n/a	n/a	n/a
1873.619	0.0	target	6	1873619	a	1	27.0	1	0.4063464	9
1873.919	0.5	BAD keypress	2	1873919	n/a	n/a	n/a	n/a	n/a	n/a
1874.169	0.0	keypress	4	1874169	n/a	n/a	n/a	n/a	n/a	n/a
1875.569	0.0	nontarget	5	1875569	o	0	25.0	n/a	n/a	9
1877.669	0.0	nontarget	5	1877669	i	0	23.0	n/a	n/a	9
1880.002	0.0	nontarget	5	1880002	r	0	37.0	n/a	n/a	9
1882.052	0.0	nontarget	5	1882052	q	0	20.0	n/a	n/a	9
1884.002	0.0	nontarget	5	1884002	j	0	14.0	n/a	n/a	9
1886.019	0.0	nontarget	5	1886019	u	0	18.0	n/a	n/a	9
1887.985	0.0	nontarget	5	1887985	r	0	15.0	n/a	n/a	9
1890.102	0.0	nontarget	5	1890102	ö	0	24.0	n/a	n/a	9
1892.552	0.0	nontarget	5	1892552	t	0	44.0	n/a	n/a	9
1895.052	0.0	nontarget	5	1895052	ß	0	47.0	n/a	n/a	9
1897.335	0.0	target	6	1897335	l	1	34.0	1	0.4970689	9
1897.685	0.5	BAD keypress	2	1897685	n/a	n/a	n/a	n/a	n/a	n/a
1897.935	0.0	keypress	4	1897935	n/a	n/a	n/a	n/a	n/a	n/a
1899.568	0.0	nontarget	5	1899568	j	0	39.0	n/a	n/a	9
1901.918	0.0	nontarget	5	1901918	i	0	38.0	n/a	n/a	9
1904.268	0.0	nontarget	5	1904268	ü	0	38.0	n/a	n/a	9
1906.451	0.0	nontarget	5	1906451	r	0	28.0	n/a	n/a	9
1908.801	0.0	nontarget	5	1908801	m	0	38.0	n/a	n/a	9
1911.168	0.0	target	6	1911168	p	1	39.0	1	0.4074287	9
1911.434	0.5	BAD keypress	2	1911434	n/a	n/a	n/a	n/a	n/a	n/a
1911.684	0.0	keypress	4	1911684	n/a	n/a	n/a	n/a	n/a	n/a
1913.184	0.0	nontarget	5	1913184	w	0	31.0	n/a	n/a	9
1915.134	0.0	nontarget	5	1915134	p	0	14.0	n/a	n/a	9
1917.501	0.0	nontarget	5	1917501	f	0	39.0	n/a	n/a	9
1919.801	0.0	nontarget	5	1919801	r	0	35.0	n/a	n/a	9
1921.884	0.0	nontarget	5	1921884	x	0	22.0	n/a	n/a	9
1924.217	0.0	nontarget	5	1924217	ß	0	37.0	n/a	n/a	9
1926.75	0.0	nontarget	5	1926750	j	0	49.0	n/a	n/a	9
1927.85	121.04500000000009	BAD_break	3	1927850	n/a	n/a	n/a	n/a	n/a	n/a
2049.395	0.0	nontarget	5	2049395	n	0	38.0	n/a	n/a	10
2051.345	0.0	nontarget	5	2051345	a	0	14.0	n/a	n/a	10
2053.728	0.0	target	6	2053728	e	1	40.0	1	0.3973365	10
2054.012	0.5	BAD keypress	2	2054012	n/a	n/a	n/a	n/a	n/a	n/a
2054.262	0.0	keypress	4	2054262	n/a	n/a	n/a	n/a	n/a	n/a
2055.961	0.0	target	6	2055961	c	1	43.0	1	0.4038864	10
2056.245	0.5	BAD keypress	2	2056245	n/a	n/a	n/a	n/a	n/a	n/a
2056.495	0.0	keypress	4	2056495	n/a	n/a	n/a	n/a	n/a	n/a
2058.095	0.0	target	6	2058095	w	1	36.0	1	0.3824902	10
2058.345	0.5	BAD keypress	2	2058345	n/a	n/a	n/a	n/a	n/a	n/a
2058.595	0.0	keypress	4	2058595	n/a	n/a	n/a	n/a	n/a	n/a
2060.395	0.0	nontarget	5	2060395	d	0	49.0	n/a	n/a	10
2062.894	0.0	nontarget	5	2062894	g	0	47.0	n/a	n/a	10
2065.344	0.0	target	6	2065344	e	1	44.0	1	0.3803504	10
2065.578	0.5	BAD keypress	2	2065578	n/a	n/a	n/a	n/a	n/a	n/a
2065.828	0.0	keypress	4	2065828	n/a	n/a	n/a	n/a	n/a	n/a
2067.211	0.0	nontarget	5	2067211	ü	0	24.0	n/a	n/a	10
2069.228	0.0	nontarget	5	2069228	p	0	18.0	n/a	n/a	10
2071.244	0.0	nontarget	5	2071244	c	0	18.0	n/a	n/a	10
2073.377	0.0	nontarget	5	2073377	x	0	25.0	n/a	n/a	10
2075.694	0.0	target	6	2075694	g	1	36.0	1	0.4460982	10
2076.011	0.5	BAD keypress	2	2076011	n/a	n/a	n/a	n/a	n/a	n/a
2076.261	0.0	keypress	4	2076261	n/a	n/a	n/a	n/a	n/a	n/a
2077.91	0.0	target	6	2077910	b	1	40.0	1	0.3894431	10
2078.161	0.5	BAD keypress	2	2078161	n/a	n/a	n/a	n/a	n/a	n/a
2078.411	0.0	keypress	4	2078411	n/a	n/a	n/a	n/a	n/a	n/a
2079.877	0.0	nontarget	5	2079877	h	0	29.0	n/a	n/a	10
2082.26	0.0	nontarget	5	2082260	ö	0	40.0	n/a	n/a	10
2084.327	0.0	nontarget	5	2084327	s	0	21.0	n/a	n/a	10
2085.427	86.62300000000005	BAD_break	3	2085427	n/a	n/a	n/a	n/a	n/a	n/a
2172.55	0.0	nontarget	5	2172550	p	0	15.0	n/a	n/a	10
2175.05	0.0	nontarget	5	2175050	j	0	47.0	n/a	n/a	10
2177.15	0.0	nontarget	5	2177150	f	0	23.0	n/a	n/a	10
2179.517	0.0	nontarget	5	2179517	x	0	39.0	n/a	n/a	10
2181.467	0.0	nontarget	5	2181467	k	0	14.0	n/a	n/a	10
2183.933	0.0	nontarget	5	2183933	j	0	45.0	n/a	n/a	10
2185.966	0.0	nontarget	5	2185966	n	0	19.0	n/a	n/a	10
2188.25	0.0	nontarget	5	2188250	i	0	34.0	n/a	n/a	10
2190.4	0.0	target	6	2190400	x	1	26.0	1	0.4209291	10
2190.683	0.5	BAD keypress	2	2190683	n/a	n/a	n/a	n/a	n/a	n/a
2190.933	0.0	keypress	4	2190933	n/a	n/a	n/a	n/a	n/a	n/a
2192.199	0.0	nontarget	5	2192199	ü	0	17.0	n/a	n/a	10
2194.466	0.0	target	6	2194466	n	1	33.0	1	0.40217	10
2194.733	0.5	BAD keypress	2	2194733	n/a	n/a	n/a	n/a	n/a	n/a
2194.983	0.0	keypress	4	2194983	n/a	n/a	n/a	n/a	n/a	n/a
2196.433	0.0	nontarget	5	2196433	k	0	28.0	n/a	n/a	10
2198.649	0.0	nontarget	5	2198649	c	0	30.0	n/a	n/a	10
2200.916	0.0	nontarget	5	2200916	d	0	33.0	n/a	n/a	10
2203.466	0.0	nontarget	5	2203466	q	0	50.0	n/a	n/a	10
2205.816	0.0	nontarget	5	2205816	a	0	38.0	n/a	n/a	10
2207.999	0.0	nontarget	5	2207999	f	0	28.0	n/a	n/a	10
2210.032	0.0	nontarget	5	2210032	i	0	19.0	n/a	n/a	10
2212.282	0.0	nontarget	5	2212282	h	0	32.0	n/a	n/a	10
2214.515	0.0	nontarget	5	2214515	p	0	31.0	n/a	n/a	10
2217.048	0.0	nontarget	5	2217048	j	0	49.0	n/a	n/a	10
2219.315	0.0	target	6	2219315	r	1	33.0	1	0.4794791	10
2219.665	0.5	BAD keypress	2	2219665	n/a	n/a	n/a	n/a	n/a	n/a
2219.915	0.0	keypress	4	2219915	n/a	n/a	n/a	n/a	n/a	n/a
2221.648	0.0	nontarget	5	2221648	z	0	45.0	n/a	n/a	10
2223.965	0.0	nontarget	5	2223965	ü	0	36.0	n/a	n/a	10
2226.115	0.0	nontarget	5	2226115	i	0	26.0	n/a	n/a	10
2228.431	0.0	nontarget	5	2228431	t	0	36.0	n/a	n/a	10
2230.798	0.0	nontarget	5	2230798	ö	0	39.0	n/a	n/a	10
2233.348	0.0	nontarget	5	2233348	r	0	50.0	n/a	n/a	10
2235.781	0.0	target	6	2235781	p	1	43.0	1	0.3965194	10
2236.031	0.5	BAD keypress	2	2236031	n/a	n/a	n/a	n/a	n/a	n/a
2236.281	0.0	keypress	4	2236281	n/a	n/a	n/a	n/a	n/a	n/a
2238.081	0.0	nontarget	5	2238081	p	0	49.0	n/a	n/a	10
2240.364	0.0	nontarget	5	2240364	n	0	34.0	n/a	n/a	10
2242.664	0.0	nontarget	5	2242664	c	0	35.0	n/a	n/a	10
2245.064	0.0	nontarget	5	2245064	a	0	41.0	n/a	n/a	10
2247.164	0.0	target	6	2247164	n	1	23.0	1	0.4049263	10
2247.431	0.5	BAD keypress	2	2247431	n/a	n/a	n/a	n/a	n/a	n/a
2247.681	0.0	keypress	4	2247681	n/a	n/a	n/a	n/a	n/a	n/a
2248.914	0.0	nontarget	5	2248914	u	0	15.0	n/a	n/a	10
2251.33	0.0	target	6	2251330	i	1	42.0	1	0.4141618	10
2251.614	0.5	BAD keypress	2	2251614	n/a	n/a	n/a	n/a	n/a	n/a
2251.864	0.0	keypress	4	2251864	n/a	n/a	n/a	n/a	n/a	n/a
2253.53	0.0	nontarget	5	2253530	g	0	41.0	n/a	n/a	10
2255.963	0.0	nontarget	5	2255963	v	0	43.0	n/a	n/a	10
2258.197	0.0	target	6	2258197	z	1	31.0	1	0.3633152	10
2258.43	0.5	BAD keypress	2	2258430	n/a	n/a	n/a	n/a	n/a	n/a
2258.68	0.0	keypress	4	2258680	n/a	n/a	n/a	n/a	n/a	n/a
2260.247	0.0	nontarget	5	2260247	c	0	35.0	n/a	n/a	10
2262.78	0.0	nontarget	5	2262780	d	0	49.0	n/a	n/a	10
2264.73	0.0	nontarget	5	2264730	k	0	14.0	n/a	n/a	10
2267.196	0.0	target	6	2267196	r	1	45.0	1	0.4191016	10
2267.496	0.5	BAD keypress	2	2267496	n/a	n/a	n/a	n/a	n/a	n/a
2267.746	0.0	keypress	4	2267746	n/a	n/a	n/a	n/a	n/a	n/a
2269.013	0.0	target	6	2269013	z	1	17.0	1	0.4263943	10
2269.296	0.5	BAD keypress	2	2269296	n/a	n/a	n/a	n/a	n/a	n/a
2269.546	0.0	keypress	4	2269546	n/a	n/a	n/a	n/a	n/a	n/a
2271.029	0.0	nontarget	5	2271029	l	0	30.0	n/a	n/a	10
2273.496	0.0	nontarget	5	2273496	ä	0	45.0	n/a	n/a	10
2275.979	0.0	target	6	2275979	q	1	46.0	1	0.3555013	10
2276.196	0.5	BAD keypress	2	2276196	n/a	n/a	n/a	n/a	n/a	n/a
2276.446	0.0	keypress	4	2276446	n/a	n/a	n/a	n/a	n/a	n/a
2277.796	0.0	nontarget	5	2277796	j	0	22.0	n/a	n/a	10
2279.812	0.0	target	6	2279812	y	1	18.0	1	0.3941687	10
2280.079	0.5	BAD keypress	2	2280079	n/a	n/a	n/a	n/a	n/a	n/a
2280.329	0.0	keypress	4	2280329	n/a	n/a	n/a	n/a	n/a	n/a
2282.112	0.0	nontarget	5	2282112	l	0	48.0	n/a	n/a	10
2284.229	0.0	nontarget	5	2284229	u	0	24.0	n/a	n/a	10
2286.362	0.0	nontarget	5	2286362	m	0	25.0	n/a	n/a	10
2288.812	0.0	nontarget	5	2288812	s	0	44.0	n/a	n/a	10
2291.362	0.0	nontarget	5	2291362	l	0	50.0	n/a	n/a	10
2293.728	0.0	target	6	2293728	c	1	39.0	1	0.3811276	10
2293.962	0.5	BAD keypress	2	2293962	n/a	n/a	n/a	n/a	n/a	n/a
2294.212	0.0	keypress	4	2294212	n/a	n/a	n/a	n/a	n/a	n/a
2295.545	0.0	nontarget	5	2295545	y	0	21.0	n/a	n/a	10
2297.762	0.0	nontarget	5	2297762	ß	0	30.0	n/a	n/a	10
2300.212	0.0	nontarget	5	2300212	f	0	44.0	n/a	n/a	10
2302.445	0.0	nontarget	5	2302445	h	0	31.0	n/a	n/a	10
2304.511	0.0	nontarget	5	2304511	t	0	21.0	n/a	n/a	10
2306.528	0.0	target	6	2306528	h	1	18.0	1	0.4128333	10
2306.811	0.5	BAD keypress	2	2306811	n/a	n/a	n/a	n/a	n/a	n/a
2307.061	0.0	keypress	4	2307061	n/a	n/a	n/a	n/a	n/a	n/a
2308.594	0.0	target	6	2308594	v	1	33.0	1	0.3301192	10
2308.811	0.5	BAD keypress	2	2308811	n/a	n/a	n/a	n/a	n/a	n/a
2309.061	0.0	keypress	4	2309061	n/a	n/a	n/a	n/a	n/a	n/a
2310.428	0.0	nontarget	5	2310428	s	0	23.0	n/a	n/a	10
2312.728	0.0	nontarget	5	2312728	i	0	35.0	n/a	n/a	10
2314.928	0.0	nontarget	5	2314928	a	0	29.0	n/a	n/a	10
2317.211	0.0	nontarget	5	2317211	r	0	34.0	n/a	n/a	11
2318.311	23.032000000000156	BAD_break	3	2318311	n/a	n/a	n/a	n/a	n/a	n/a
2341.843	0.0	target	6	2341843	f	1	16.0	1	0.4232891	12
2342.143	0.5	BAD keypress	2	2342143	n/a	n/a	n/a	n/a	n/a	n/a
2342.393	0.0	keypress	4	2342393	n/a	n/a	n/a	n/a	n/a	n/a
2343.793	0.0	nontarget	5	2343793	ß	0	25.0	n/a	n/a	12
2346.293	0.0	nontarget	5	2346293	p	0	47.0	n/a	n/a	12
2348.459	0.0	nontarget	5	2348459	o	0	27.0	n/a	n/a	12
2350.459	0.0	target	6	2350459	ü	1	17.0	1	0.3664437	12
2350.659	0.5	BAD keypress	2	2350659	n/a	n/a	n/a	n/a	n/a	n/a
2350.909	0.0	keypress	4	2350909	n/a	n/a	n/a	n/a	n/a	n/a
2352.626	0.0	target	6	2352626	a	1	44.0	1	0.3917129	12
2352.876	0.5	BAD keypress	2	2352876	n/a	n/a	n/a	n/a	n/a	n/a
2353.126	0.0	keypress	4	2353126	n/a	n/a	n/a	n/a	n/a	n/a
2354.559	0.0	target	6	2354559	g	1	27.0	1	0.3943404	12
2354.809	0.5	BAD keypress	2	2354809	n/a	n/a	n/a	n/a	n/a	n/a
2355.059	0.0	keypress	4	2355059	n/a	n/a	n/a	n/a	n/a	n/a
2356.476	0.0	target	6	2356476	f	1	26.0	1	0.3976247	12
2356.743	0.5	BAD keypress	2	2356743	n/a	n/a	n/a	n/a	n/a	n/a
2356.993	0.0	keypress	4	2356993	n/a	n/a	n/a	n/a	n/a	n/a
2358.392	0.0	target	6	2358392	x	1	25.0	1	0.3208354	12
2358.576	0.5	BAD keypress	2	2358576	n/a	n/a	n/a	n/a	n/a	n/a
2358.826	0.0	keypress	4	2358826	n/a	n/a	n/a	n/a	n/a	n/a
2360.209	0.0	nontarget	5	2360209	g	0	24.0	0	0.3441588	12
2360.209	1.0	BAD incorrect	1	2360209	g	0	24.0	0	0.3441588	12
2360.376	0.5	BAD keypress	2	2360376	n/a	n/a	n/a	n/a	n/a	n/a
2360.626	0.0	keypress	4	2360626	n/a	n/a	n/a	n/a	n/a	n/a
2362.492	0.0	target	6	2362492	e	1	22.0	1	0.508842	12
2362.842	0.5	BAD keypress	2	2362842	n/a	n/a	n/a	n/a	n/a	n/a
2363.092	0.0	keypress	4	2363092	n/a	n/a	n/a	n/a	n/a	n/a
2364.775	0.0	nontarget	5	2364775	p	0	42.0	n/a	n/a	12
2366.759	0.0	nontarget	5	2366759	n	0	16.0	n/a	n/a	12
2369.142	0.0	nontarget	5	2369142	i	0	40.0	n/a	n/a	12
2371.342	0.0	nontarget	5	2371342	m	0	29.0	n/a	n/a	12
2373.375	0.0	nontarget	5	2373375	r	0	19.0	n/a	n/a	12
2375.692	0.0	nontarget	5	2375692	z	0	36.0	n/a	n/a	12
2378.058	0.0	nontarget	5	2378058	d	0	39.0	n/a	n/a	12
2380.125	0.0	nontarget	5	2380125	c	0	21.0	n/a	n/a	12
2382.458	0.0	nontarget	5	2382458	ä	0	37.0	n/a	n/a	12
2384.625	0.0	nontarget	5	2384625	k	0	27.0	n/a	n/a	12
2387.141	0.0	nontarget	5	2387141	ü	0	48.0	n/a	n/a	12
2389.641	0.0	nontarget	5	2389641	w	0	47.0	n/a	n/a	12
2391.691	0.0	nontarget	5	2391691	l	0	20.0	n/a	n/a	12
2393.641	0.0	nontarget	5	2393641	b	0	14.0	n/a	n/a	12
2396.024	0.0	nontarget	5	2396024	g	0	40.0	n/a	n/a	12
2398.407	0.0	nontarget	5	2398407	v	0	40.0	n/a	n/a	12
2400.524	0.0	nontarget	5	2400524	y	0	24.0	n/a	n/a	12
2403.007	0.0	nontarget	5	2403007	ß	0	46.0	n/a	n/a	12
2405.29	0.0	nontarget	5	2405290	r	0	34.0	n/a	n/a	12
2407.824	0.0	nontarget	5	2407824	i	0	49.0	n/a	n/a	12
2410.107	0.0	nontarget	5	2410107	z	0	34.0	n/a	n/a	12
2412.157	0.0	nontarget	5	2412157	w	0	20.0	n/a	n/a	12
2414.107	0.0	target	6	2414107	n	1	14.0	1	0.4109832	12
2414.357	0.5	BAD keypress	2	2414357	n/a	n/a	n/a	n/a	n/a	n/a
2414.607	0.0	keypress	4	2414607	n/a	n/a	n/a	n/a	n/a	n/a
2415.99	0.0	nontarget	5	2415990	f	0	24.0	n/a	n/a	12
2418.523	0.0	nontarget	5	2418523	ö	0	49.0	n/a	n/a	12
2420.473	0.0	nontarget	5	2420473	g	0	14.0	n/a	n/a	12
2422.99	0.0	target	6	2422990	f	1	48.0	1	0.4874106	12
2423.34	0.5	BAD keypress	2	2423340	n/a	n/a	n/a	n/a	n/a	n/a
2423.59	0.0	keypress	4	2423590	n/a	n/a	n/a	n/a	n/a	n/a
2425.389	0.0	nontarget	5	2425389	v	0	49.0	n/a	n/a	12
2427.856	0.0	nontarget	5	2427856	m	0	45.0	n/a	n/a	12
2430.223	0.0	nontarget	5	2430223	o	0	39.0	n/a	n/a	12
2432.689	0.0	nontarget	5	2432689	a	0	45.0	n/a	n/a	12
2434.839	0.0	target	6	2434839	o	1	26.0	1	0.4771218	12
2435.156	0.5	BAD keypress	2	2435156	n/a	n/a	n/a	n/a	n/a	n/a
2435.406	0.0	keypress	4	2435406	n/a	n/a	n/a	n/a	n/a	n/a
2436.856	0.0	nontarget	5	2436856	c	0	28.0	n/a	n/a	12
2439.006	0.0	nontarget	5	2439006	z	0	26.0	n/a	n/a	12
2441.305	0.0	nontarget	5	2441305	d	0	35.0	n/a	n/a	12
2443.472	0.0	nontarget	5	2443472	v	0	27.0	n/a	n/a	12
2445.739	0.0	nontarget	5	2445739	c	0	33.0	n/a	n/a	12
2447.972	0.0	nontarget	5	2447972	o	0	31.0	n/a	n/a	12
2450.138	0.0	nontarget	5	2450138	f	0	27.0	n/a	n/a	12
2452.205	0.0	nontarget	5	2452205	l	0	21.0	n/a	n/a	12
2454.438	0.0	nontarget	5	2454438	ü	0	31.0	n/a	n/a	12
2456.405	0.0	nontarget	5	2456405	n	0	15.0	n/a	n/a	12
2458.488	0.0	nontarget	5	2458488	t	0	22.0	n/a	n/a	12
2460.455	0.0	nontarget	5	2460455	a	0	15.0	n/a	n/a	12
2462.788	0.0	nontarget	5	2462788	u	0	37.0	n/a	n/a	12
2465.021	0.0	target	6	2465021	s	1	31.0	1	0.4210273	12
2465.304	0.5	BAD keypress	2	2465304	n/a	n/a	n/a	n/a	n/a	n/a
2465.554	0.0	keypress	4	2465554	n/a	n/a	n/a	n/a	n/a	n/a
2467.021	0.0	nontarget	5	2467021	q	0	28.0	n/a	n/a	12
2469.438	0.0	nontarget	5	2469438	o	0	42.0	n/a	n/a	12
2471.454	0.0	nontarget	5	2471454	r	0	18.0	n/a	n/a	12
2473.921	0.0	nontarget	5	2473921	n	0	45.0	n/a	n/a	12
2476.371	0.0	target	6	2476371	b	1	44.0	1	0.4147129	12
2476.637	0.5	BAD keypress	2	2476637	n/a	n/a	n/a	n/a	n/a	n/a
2476.887	0.0	keypress	4	2476887	n/a	n/a	n/a	n/a	n/a	n/a
2478.321	0.0	nontarget	5	2478321	q	0	27.0	n/a	n/a	12
2480.604	0.0	nontarget	5	2480604	i	0	34.0	n/a	n/a	12
2482.87	0.0	nontarget	5	2482870	y	0	33.0	n/a	n/a	12
2485.204	0.0	nontarget	5	2485204	b	0	37.0	n/a	n/a	12
2486.304	68.02999999999975	BAD_break	3	2486304	n/a	n/a	n/a	n/a	n/a	n/a
2554.834	0.0	nontarget	5	2554834	h	0	43.0	n/a	n/a	13
2557.0	0.0	target	6	2557000	i	1	27.0	1	0.4194201	13
2557.301	0.5	BAD keypress	2	2557301	n/a	n/a	n/a	n/a	n/a	n/a
2557.551	0.0	keypress	4	2557551	n/a	n/a	n/a	n/a	n/a	n/a
2559.184	0.0	nontarget	5	2559184	n	0	39.0	n/a	n/a	13
2561.367	0.0	nontarget	5	2561367	k	0	28.0	n/a	n/a	13
2563.45	0.0	nontarget	5	2563450	g	0	22.0	n/a	n/a	13
2565.5	0.0	nontarget	5	2565500	i	0	20.0	n/a	n/a	13
2567.7	0.0	target	6	2567700	u	1	29.0	1	0.3911366	13
2567.933	0.5	BAD keypress	2	2567933	n/a	n/a	n/a	n/a	n/a	n/a
2568.183	0.0	keypress	4	2568183	n/a	n/a	n/a	n/a	n/a	n/a
2569.633	0.0	nontarget	5	2569633	h	0	28.0	n/a	n/a	13
2571.983	0.0	nontarget	5	2571983	ä	0	38.0	n/a	n/a	13
2574.166	0.0	nontarget	5	2574166	c	0	28.0	n/a	n/a	13
2576.65	0.0	nontarget	5	2576650	j	0	46.0	n/a	n/a	13
2579.166	0.0	nontarget	5	2579166	s	0	48.0	n/a	n/a	13
2581.183	0.0	nontarget	5	2581183	g	0	18.0	n/a	n/a	13
2583.416	0.0	nontarget	5	2583416	u	0	31.0	n/a	n/a	13
2585.449	0.0	nontarget	5	2585449	t	0	19.0	n/a	n/a	13
2587.982	0.0	nontarget	5	2587982	j	0	49.0	n/a	n/a	13
2590.416	0.0	nontarget	5	2590416	q	0	43.0	n/a	n/a	13
2592.466	0.0	nontarget	5	2592466	g	0	20.0	n/a	n/a	13
2594.465	0.0	nontarget	5	2594465	o	0	17.0	n/a	n/a	13
2596.932	0.0	nontarget	5	2596932	f	0	45.0	n/a	n/a	13
2598.949	0.0	nontarget	5	2598949	q	0	18.0	n/a	n/a	13
2601.215	0.0	nontarget	5	2601215	d	0	33.0	n/a	n/a	13
2603.582	0.0	nontarget	5	2603582	v	0	39.0	n/a	n/a	13
2605.998	0.0	nontarget	5	2605998	w	0	42.0	n/a	n/a	13
2608.315	0.0	nontarget	5	2608315	m	0	36.0	n/a	n/a	13
2610.481	0.0	nontarget	5	2610481	k	0	27.0	n/a	n/a	13
2613.015	0.0	nontarget	5	2613015	t	0	49.0	n/a	n/a	13
