onset	duration	response_time	trial_type
3.81469726562e-06	4.546916007992734	n/a	seriousness
4.54866790771	4.497262001040001	1.92862796783	affection
9.04759502411	4.498071908989999	2.73519492149	dominance
13.5473399162	4.496858120000001	2.08487415314	dominance
18.0458500385	4.4991338252999995	1.5881819725	self-consciousness
24.0478508472	4.496376037600001	2.91807603836	peacefulness
30.0469779968	4.4962708949999985	1.87603020668	contemplation
36.0460958481	4.487152099599996	2.69997692108	dominance
42.0360689163	4.505887031599997	2.44715690613	seriousness
49.5448379517	4.487779855699998	2.14507985115	attention
55.5355038643	4.4980089664000005	1.92355108261	affection
64.5363709927	4.503255844099996	2.68818378448	embarrassment
72.0424828529	4.489962101000003	2.51742315292	affection
78.0348908901	4.497614145300005	2.79693603516	attention
84.0354168415	4.501221180000002	2.09725594521	self-consciousness
88.5383048058	4.499694108900002	3.07849788666	self-consciousness
93.0395648479	4.492344141100006	2.73827600479	dominance
103.534860849	4.5135400300000015	2.69133710861	embarrassment
109.550205946	4.499197005999989	2.36100101471	self-consciousness
115.552054882	4.497584105000001	2.7729818821	self-consciousness
120.051352978	4.498399019000004	1.97675514221	embarrassment
126.052042007	4.495577812999997	2.17049908638	peacefulness
130.549582958	4.499557019000008	2.64231801033	affection
136.551060915	4.4980409150000185	3.4160220623	affection
142.55200386	4.496641159999996	4.14710903168	self-pity
148.550900936	4.497108935999989	2.29563999176	embarrassment
153.049693823	4.497157096999985	3.05764579773	attention
160.549201012	4.4974408150000045	2.44883799553	self-pity
168.049494028	4.4964239600000155	3.39833593369	peacefulness
174.047407866	4.498222112000008	3.45425796509	embarrassment
178.546243906	4.5322980880000046	2.88012504578	peacefulness
186.08008194	4.463757990999994	3.97540807724	contemplation
192.045553923	4.496759891000011	3.87876391411	objectivity
196.543946028	4.487968921000004	2.01103401184	dominance
202.534734011	4.497444868000002	3.11797308922	seriousness
207.032449961	4.49954605100001	2.91222691536	contemplation
211.533648968	4.496944904000003	2.3083460331	attention
217.533439875	4.498278141000014	2.72785305977	objectivity
223.534595013	4.496402025000009	2.78406119347	attention
228.032685995	4.498385905999982	2.76112484932	self-consciousness
235.533960819	4.514364004000015	3.64592719078	self-pity
241.551167965	4.4961228370000015	3.15984082222	objectivity
246.048966885	4.482778072000002	3.23806405067	attention
253.533949852	4.51394701000001	2.24877691269	peacefulness
261.050209999	4.498535871999991	2.85071492195	objectivity
267.051167011	4.496935844999996	3.05074095726	attention
271.549778938	4.497884988999999	1.97675395012	dominance
276.049304962	4.498776912999972	2.59164404869	embarrassment
280.549731016	4.498337983999988	3.65623807907	objectivity
288.050974846	4.497327089000009	2.02031207085	self-consciousness
292.54983902	4.49781084	4.08680605888	contemplation
298.549469948	4.499657868999975	3.16941213608	contemplation
307.552023888	4.4958400719999645	3.04653096199	self-pity
315.050791979	4.4951429370000255	1.69114613533	self-consciousness
321.048810005	4.496878863000006	2.24419188499	seriousness
325.547376871	4.497910023000031	2.85395216942	objectivity
333.048070908	4.497635125999977	2.95667695999	peacefulness
342.048585892	4.495682000999977	2.84557294846	contemplation
346.545928001	4.4979608059999805	2.19954609871	embarrassment
351.04556489	4.497177124000018	2.44453406334	peacefulness
357.045650005	4.496661901999971	3.0671710968	seriousness
364.545146942	4.495548964000022	2.04365301132	self-pity
369.043094873	4.498147965000044	2.88405418396	objectivity
378.04361701	4.495667935000029	2.95741200447	objectivity
382.540934801	4.490057229999991	3.08342909813	attention
393.033847809	4.4969542019999835	2.74310588837	embarrassment
402.0335989	4.5028889179999965	2.20665597916	self-consciousness
408.038287878	4.498136043999978	2.11350893974	self-pity
415.539310932	4.497353077000014	2.37923407555	affection
421.539587975	4.4957678309999665	2.81509399414	contemplation
426.037034988	4.498203993000004	1.45737814903	affection
432.037071943	4.4956860550000215	2.59276509285	attention
438.035269022	4.512151956999958	2.54821205139	embarrassment
445.549983025	4.496885775999999	2.86363387108	dominance
453.049778938	4.497137070000008	1.86145019531	peacefulness
457.549129009	4.49707579599999	2.4494240284	seriousness
463.549078941	4.49591493600002	2.27578902245	contemplation
468.046659946	4.499628067000003	1.9155189991	self-pity
472.547964811	4.498910189000014	1.76500892639	self-pity
480.047727823	4.49879217199998	1.72276711464	affection
486.049345016	4.495186805999992	1.95902109146	contemplation
492.04705286	4.497060061000013	1.88340091705	dominance
498.04686594	4.496927023000012	3.29504513741	embarrassment
505.545940876	4.497517109	3.24481201172	self-consciousness
510.045044899	4.4970951079999395	2.23011088371	self-pity
514.543793917	4.498687028999939	3.42090892792	seriousness
519.04416585	4.4977631570000085	2.72714996338	dominance
523.543587923	4.484850884000025	2.30289196968	dominance
529.531175852	4.509616135999977	1.81985187531	attention
535.543664932	4.485979079999993	2.58287906647	objectivity
541.532581806	4.507082223999987	2.43050694466	seriousness
549.043041945	4.494659899999988	2.89321494102	objectivity
555.040428877	4.48816204100001	3.97631597519	contemplation
561.031466961	4.504785061000007	3.25925588608	peacefulness
565.537927866	4.498772143999986	2.46763515472	peacefulness
571.5395329	4.495839118999925	3.35120201111	self-pity
576.037036896	4.498249053999984	1.71137309074	affection
585.037132025	4.498060940999949	2.2714600563	affection
589.536845922	4.497801065999965	2.38953495026	seriousness
595.537410975	4.49663805900002	1.94509577751	seriousness
