onset	duration	response_time	trial_type
5.00679016113e-06	4.540565013889839	2.13857102394	dominance
6.04225111008	4.48513793942	1.77313518524	affection
12.0291531086	4.511803865400001	1.9865000248	embarrassment
18.0437090397	4.4975349903	2.27584600449	objectivity
24.0435240269	4.497028112400002	2.32677006721	contemplation
30.0434911251	4.497076034599996	1.30717206001	dominance
34.5422539711	4.499114036599998	2.27302289009	seriousness
39.0437300205	4.496767997799999	1.62665915489	self-pity
43.5421509743	4.497839212400002	2.33698296547	attention
51.0429241657	4.497237920799996	2.22019100189	embarrassment
55.541836977	4.497569084199995	2.59772396088	affection
60.0410630703	4.499541997899996	2.02286577225	embarrassment
66.0434420109	4.494498014400008	2.33693003654	attention
72.0407850742	4.496367931400002	2.28491902351	self-consciousness
78.0400831699	4.500741004999995	2.32732701302	self-consciousness
82.5424890518	4.49449896809999	1.65886712074	attention
87.0386049747	4.503056049400001	1.86117315292	embarrassment
91.5433290005	4.491710186000006	2.3714659214	seriousness
99.0385701656	4.501928806399988	1.99809408188	seriousness
103.542209148	4.492007017999995	3.0367538929	attention
108.03590107	4.4975190160000125	1.4729039669	affection
112.535099983	4.497922182000011	2.02005410194	self-pity
120.035861015	4.49723005300001	1.95430898666	self-consciousness
129.036033154	4.495942831000008	2.51319909096	contemplation
135.034868002	4.496220112000003	2.37318611145	self-consciousness
141.033948183	4.496845960999991	2.27914094925	dominance
147.033704996	4.506530999999995	2.17635989189	peacefulness
156.042562962	4.496651171999986	2.74886107445	peacefulness
160.540814161	4.486624956000014	2.09908795357	peacefulness
168.030138969	4.509188175999981	1.9764919281	self-consciousness
172.541000128	4.4982478619999995	2.0118200779	affection
178.541064978	4.501599072999994	2.74377393723	affection
183.044335127	4.495040892999981	1.76026415825	peacefulness
189.041995049	4.497503994999988	1.89819097519	self-pity
193.54117918	4.499400853999987	1.95929598808	contemplation
198.042237043	4.497266055000011	3.56254887581	objectivity
204.042420149	4.497083901999986	2.33428907394	contemplation
208.541197062	4.499784945999977	2.47018885612	contemplation
214.5439291	4.495048045999994	2.3513841629	self-consciousness
222.041350126	4.4967379569999935	1.92214512825	seriousness
228.040315151	4.499958039000006	2.75717806816	self-consciousness
232.54192996	4.4963870050000025	2.69888210297	self-pity
238.541212082	4.498605013000002	2.77719092369	contemplation
246.042443037	4.494837046000015	3.35250806808	objectivity
250.538941145	4.500644921999992	1.48608899117	attention
258.041682959	4.492352008000012	2.37845993042	dominance
264.036911964	4.503167152999993	2.92196202278	contemplation
270.042970181	4.490810871000008	3.05253601074	seriousness
276.036684036	4.503093003999993	2.57919001579	self-consciousness
283.541756153	4.489967823000029	3.48863697052	embarrassment
294.034640074	4.4962780470000325	2.50998687744	contemplation
300.033643007	4.496186971999975	1.96799182892	self-pity
304.531507969	4.509068012	2.47669792175	affection
312.043485165	4.495383024000034	1.95424103737	self-pity
318.040621996	4.499710082999968	1.81831598282	attention
324.042119026	4.497764110999981	1.64586186409	contemplation
330.042121172	4.497952937999969	1.68167996407	dominance
336.042179108	4.496960877999982	2.60477781296	attention
342.041288137	4.497385979000001	3.25930714607	contemplation
351.041546106	4.483213901999989	2.6241209507	dominance
357.027619123	4.5113060479999945	3.31971406937	affection
363.041766167	4.497756003999996	1.997838974	embarrassment
369.042097092	4.496443987000021	2.72862386703	attention
373.540225983	4.499543189999997	2.67264795303	self-consciousness
378.041486025	4.495901107999998	1.8766720295	embarrassment
382.538948059	4.516885995999985	2.08664321899	attention
387.057413101	4.481738091000011	1.76973104477	seriousness
391.540807009	4.496545076000018	1.78390312195	objectivity
396.039000034	4.515727996999999	2.46417307854	affection
403.557602167	4.4781229499999995	2.46147608757	peacefulness
408.037400961	4.5016751289999775	2.14157509804	peacefulness
414.04027319	4.497987985000009	2.74586796761	embarrassment
424.541152	4.497383118000016	2.67895913124	self-pity
433.540284157	4.499375820000012	2.38942289352	peacefulness
438.041308165	4.491500854000037	2.38321399689	affection
445.535254955	4.503754138999966	2.18010687828	peacefulness
451.541931152	4.489063025000007	2.92643499374	objectivity
459.034527063	4.4960141189999945	3.05474090576	seriousness
465.032798052	4.506211042000018	2.84511089325	self-pity
469.540688992	4.49861907899998	2.51963114738	dominance
474.040888071	4.4981129170000145	2.00217008591	affection
478.540682077	4.4874300960000255	2.76674699783	objectivity
483.029764175	4.508550882999998	2.01024317741	self-pity
490.540606022	4.498311995999984	2.59125208855	objectivity
498.041690111	4.496963977999997	2.85541605949	dominance
502.540332079	4.4976170059999845	1.81931018829	objectivity
510.040831089	4.501812934999975	3.14201903343	attention
516.044746161	4.493109940999943	2.08979606628	self-consciousness
523.540726185	4.497285842999986	2.28767704964	seriousness
531.040107965	4.499595166000063	2.88303399086	objectivity
537.041566133	4.49594903000002	2.96600389481	seriousness
546.040385008	4.515093087999958	1.76497411728	dominance
553.558402061	4.478152991000002	1.86576104164	seriousness
558.038166046	4.51537108399998	3.23821306229	embarrassment
562.555191994	4.499255179999977	1.9342238903	peacefulness
571.557111979	4.478260993000049	2.4196190834	self-pity
577.537172079	4.514926909999986	2.7351629734	peacefulness
583.555639982	4.483124018000012	2.35616016388	dominance
589.541661024	4.492542029000106	1.75263595581	embarrassment
595.536309004	4.5013079639999205	2.04711294174	objectivity
