onset	duration	response_time	trial_type
5.00679016113e-06	4.553633928299839	2.44795894623	embarrassment
6.05586886406	4.48253202434	2.03418493271	attention
12.0411729813	4.497504949499998	2.41727089882	affection
18.0414738655	4.4947609902	2.50755500793	self-pity
27.0391669273	4.498745918300003	2.57583189011	self-pity
31.5395739079	4.498821020100003	1.64499616623	self-pity
37.5411717892	4.491993188800002	3.84683895111	peacefulness
45.0360498428	4.502882957500006	2.64172291756	attention
51.0411548615	4.4912741184	2.16279697418	objectivity
58.5346868038	4.513869047200004	2.52337193489	self-consciousness
64.5513868332	4.479443073300004	2.13172316551	peacefulness
69.0324859619	4.49723005300001	2.07418513298	self-consciousness
75.0325508118	4.505928039500006	2.4467561245	contemplation
79.5401258469	4.489015102300002	1.78724193573	seriousness
90.0319178104	4.506652116799998	2.94033193588	peacefulness
97.5404968262	4.498162984800004	3.93812918663	self-pity
102.040345907	4.498295068999994	2.07308888435	self-pity
108.04151988	4.496825934	2.68719005585	objectivity
114.041850805	4.496026993000001	1.33599090576	embarrassment
121.540744781	4.496608018999993	1.93013882637	embarrassment
127.540202856	4.5016379359999945	2.48378300667	contemplation
133.544772863	4.492892981000011	3.11853194237	contemplation
141.04011488	4.499218939999992	2.89998292923	contemplation
145.541741848	4.4962151050000045	3.02526879311	attention
150.039629936	4.498677015999988	1.74633812904	objectivity
157.541194916	4.514020920000007	2.00054907799	self-pity
162.056898832	4.480864048000001	2.11955094337	self-pity
169.540601969	4.513633013000003	2.66522407532	attention
174.05657196	4.480437993999999	1.83347892761	attention
183.039354801	4.4980390069999885	1.65468716621	self-consciousness
193.539438963	4.498605013000002	2.08332300186	self-consciousness
199.540778875	4.493201970999991	1.97480297089	affection
207.03729701	4.499906778999986	2.16725707054	self-consciousness
214.539658785	4.497656107000012	1.67761301994	embarrassment
219.038975	4.497942925000018	1.3816318512	peacefulness
225.039780855	4.497352122999985	1.52683782578	contemplation
229.538833857	4.498721122000006	1.83452582359	affection
234.039707899	4.497481107999988	1.79734897614	dominance
238.53885293	4.498996973000004	2.18148612976	seriousness
244.539685011	4.498959780000007	2.81476092339	self-pity
253.541566849	4.495485067000004	2.90356492996	dominance
259.539397955	4.497653006999997	1.65825414658	peacefulness
265.540655851	4.503415108000013	1.93969416618	dominance
270.045704842	4.491487979999988	1.7701690197	dominance
274.538864851	4.4987540249999824	2.53854680061	contemplation
280.540436983	4.501700878000008	1.65635895729	embarrassment
286.545023918	4.4931430819999605	2.11294484138	objectivity
294.041782856	4.495000124000001	2.04556393623	seriousness
301.539433002	4.500690937999991	2.65464901924	peacefulness
309.042676926	4.494941949999998	2.62662911415	dominance
313.539258003	4.5143609049999895	2.45535802841	self-pity
318.055312872	4.497903108999992	2.55602502823	objectivity
324.056427002	4.498132943999963	2.50240898132	attention
331.557482004	4.479110003000017	1.6784119606	objectivity
340.539482832	4.496515036000005	1.94545197487	contemplation
348.038908005	4.5126588339999785	2.47509789467	seriousness
354.054039955	4.498545884999999	1.81049108505	attention
360.055488825	4.481935023999995	2.35653614998	self-consciousness
364.539086819	4.498605013000031	2.63548088074	contemplation
372.040508986	4.496793984999954	2.18953990936	peacefulness
376.538997889	4.4987370960000135	1.35707998276	affection
381.039393902	4.498296976000006	1.64058494568	seriousness
387.040586948	4.489694833999977	1.69699978828	affection
393.033198833	4.513837100000046	1.45495700836	self-consciousness
397.548713923	4.481648921000044	1.9952340126	embarrassment
402.032050848	4.514214039000024	2.0387301445	self-consciousness
408.049132824	4.495695114	1.73785209656	seriousness
412.546481848	4.489613055999996	1.16492199898	contemplation
421.536350965	4.499439955000014	2.5986289978	peacefulness
426.037341833	4.499432086999946	1.67400598526	affection
432.038733959	4.503396033999991	1.66774582863	dominance
438.044757843	4.492237090999993	1.72590708733	affection
444.040448904	4.501949072000002	2.38476800919	attention
448.544053793	4.492686987000013	1.47700309753	objectivity
453.038401842	4.498231173000022	1.62075018883	objectivity
459.039488792	4.501053095000032	2.34361791611	seriousness
465.04340601	4.492967843999963	2.09641098976	seriousness
472.539228916	4.500124932000006	2.30648493767	self-consciousness
477.041040897	4.4964869030000045	2.41870188713	embarrassment
483.040367842	4.496026038999958	1.3156850338	affection
489.039222002	4.515305996000052	1.82851290703	seriousness
493.556226015	4.48019790699999	1.52632808685	dominance
499.539330006	4.513994932000003	1.64371395111	objectivity
505.556603909	4.478995084000019	1.61595201492	affection
513.038494825	4.513523101999908	1.5881061554	objectivity
519.054870844	4.496165990999998	1.64301609993	self-pity
523.552706957	4.499208926999927	1.3596367836	affection
528.053600788	4.497296094999911	1.74235296249	self-consciousness
535.552983999	4.497939825000003	1.61235809326	embarrassment
540.052506924	4.496645927000031	1.31050610542	contemplation
546.052056789	4.497093201000098	2.48643398285	attention
550.550845861	4.497517109	1.89946198463	dominance
556.549540997	4.498536824999974	1.57296299934	embarrassment
561.049760818	4.480749131000039	1.54991698265	dominance
565.532784939	4.496728897000025	2.03100013733	seriousness
570.029848814	4.499675988999911	1.73277401924	embarrassment
574.531214952	4.497263909000026	1.71293997765	dominance
583.531380892	4.506135940000036	1.76366710663	peacefulness
589.539590836	4.496716976000016	2.11629295349	attention
595.539775848	4.496785164000016	2.07900214195	peacefulness
